Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3 normal,Integration [HH] R3,Total Connectivity R3
460,33,1.9686921,179,0.051083591,0.624800699,0.368308351
461,44,1.8337219,99,0.068111455,0.573234353,0.197002141
462,19,1.9321858,177,0.029411765,0.610853202,0.364025696
463,197,2.2761607,190,0.30495356,0.742271312,0.391862955
464,41,1.7081656,111,0.063467492,0.525264656,0.222698073
465,8,1.1708162,62,0.012383901,0.319966413,0.117773019
466,10,1.2409762,59,0.015479876,0.346771551,0.111349036
467,9,1.4221928,87,0.013931889,0.41600667,0.17130621
468,4,1.1561403,49,0.00619195,0.314359379,0.08993576
469,3,1.4221928,87,0.004643963,0.41600667,0.17130621
470,3,1.1561403,49,0.004643963,0.314359379,0.08993576
471,0,1.3431821,87,0,0.385820058,0.17130621
472,34,1.5598243,68,0.052631579,0.468589785,0.130620985
473,62,1.8597906,68,0.095975232,0.583194089,0.130620985
474,44,1.6741856,81,0.068111455,0.51228235,0.158458244
475,46,1.7626089,113,0.07120743,0.546065115,0.226980728
476,12,1.3636364,71,0.018575851,0.393634772,0.137044968
477,59,1.7820429,79,0.091331269,0.553490016,0.154175589
478,51,1.6734514,57,0.078947368,0.512001844,0.107066381
479,8,1.2906152,53,0.012383901,0.365736491,0.098501071
480,19,1.4724894,57,0.029411765,0.435222851,0.107066381
481,19,1.3938289,50,0.029411765,0.405170036,0.092077088
482,8,1.0207884,34,0.012383901,0.262647202,0.057815846
483,51,1.7852225,69,0.078947368,0.554704805,0.132762313
484,10,1.2906152,58,0.015479876,0.365736491,0.109207709
485,0,1.1460608,68,0,0.310508432,0.130620985
486,6,0.94787496,29,0.009287926,0.234790092,0.047109208
487,12,1.2123377,33,0.018575851,0.335830004,0.055674518
488,60,1.6828449,63,0.092879257,0.515590699,0.119914347
489,16,1.5898042,125,0.024767802,0.480043823,0.25267666
490,8,1.2123377,40,0.012383901,0.335830004,0.070663812
491,11,1.1,30,0.017027864,0.292910569,0.049250535
492,2,1.2123377,40,0.003095975,0.335830004,0.070663812
493,8,0.98558021,23,0.012383901,0.249195657,0.034261242
494,8,1,25,0.012383901,0.254704842,0.038543897
495,18,1.2123377,31,0.027863777,0.335830004,0.051391863
496,14,1.3076391,36,0.021671827,0.372240596,0.062098501
497,8,0.98558021,22,0.012383901,0.249195657,0.032119914
498,6,0.8619656,18,0.009287926,0.201967797,0.023554604
499,10,1.2906152,57,0.015479876,0.365736491,0.107066381
500,6,1.1981546,53,0.009287926,0.330411247,0.098501071
501,6,0.8619656,19,0.009287926,0.201967797,0.025695931
502,8,1,22,0.012383901,0.254704842,0.032119914
503,22,1.3057258,28,0.034055728,0.371509606,0.04496788
504,8,1.0207884,32,0.012383901,0.262647202,0.053533191
505,8,1.1708162,58,0.012383901,0.319966413,0.109207709
506,12,1.238816,43,0.018575851,0.345946231,0.077087794
507,10,1.2196002,54,0.015479876,0.338604695,0.100642398
508,10,1.1561403,39,0.015479876,0.314359379,0.068522484
509,6,0.91666669,32,0.009287926,0.222866746,0.053533191
510,8,1.0697098,39,0.012383901,0.281337978,0.068522484
511,20,1.5364467,50,0.030959752,0.459658203,0.092077088
512,54,1.7495173,58,0.083591331,0.541063374,0.109207709
513,14,1.3592209,57,0.021671827,0.391947798,0.107066381
514,8,1.0445806,39,0.012383901,0.271737185,0.068522484
515,12,1.238816,43,0.018575851,0.345946231,0.077087794
516,12,1.2726263,55,0.018575851,0.358863701,0.102783726
517,18,1.2726263,60,0.027863777,0.358863701,0.113490364
518,18,1.5469,93,0.027863777,0.463651962,0.184154176
519,2,1.2241485,41,0.003095975,0.340342406,0.072805139
520,6,1.3938289,52,0.009287926,0.405170036,0.096359743
521,18,1.3006579,38,0.027863777,0.369573378,0.066381156
522,0,0.8870222,24,0,0.211540853,0.03640257
523,10,1.1,26,0.015479876,0.292910569,0.040685225
524,8,0.98510355,23,0.012383901,0.249013545,0.034261242
525,6,0.94787496,27,0.009287926,0.234790092,0.042826552
526,12,1.2123377,33,0.018575851,0.335830004,0.055674518
527,17,1.31797,47,0.026315789,0.376187592,0.085653105
528,22,1.3006579,37,0.034055728,0.369573378,0.064239829
529,8,1,28,0.012383901,0.254704842,0.04496788
530,6,0.9792943,35,0.009287926,0.246794079,0.059957173
531,14,1.3443909,73,0.021671827,0.386281888,0.141327623
532,6,0.8619656,20,0.009287926,0.201967797,0.027837259
533,0,0.42239243,11,0,0.034025673,0.00856531
534,16,1.4644111,46,0.024767802,0.432136478,0.083511777
535,0,0.68957245,25,0,0.136103741,0.038543897
536,0,0.58170414,17,0,0.094891869,0.021413276
537,9,1.1,29,0.013931889,0.292910569,0.047109208
538,5,1.238816,45,0.007739938,0.345946231,0.08137045
539,61,1.875,62,0.094427245,0.589004951,0.117773019
540,8,1.0207884,27,0.012383901,0.262647202,0.042826552
541,5,1.1768752,56,0.007739938,0.322281298,0.104925054
542,2,1.1768752,54,0.003095975,0.322281298,0.100642398
543,75,1.9051077,88,0.116099071,0.600507817,0.173447537
544,14,1.3592209,66,0.021671827,0.391947798,0.12633833
545,18,1.2726263,54,0.027863777,0.358863701,0.100642398
546,16,1.4255327,79,0.024767802,0.417282703,0.154175589
547,6,0.84912294,16,0.009287926,0.197061165,0.019271949
548,4,0.70398736,10,0.00619195,0.141611062,0.006423983
549,0,0.33333334,7,0,0,0
550,8,1.238816,53,0.012383901,0.345946231,0.098501071
551,2,0.91666669,34,0.003095975,0.222866746,0.057815846
552,6,1.1365665,42,0.009287926,0.306881066,0.074946467
553,37,1.7001897,102,0.057275542,0.522217406,0.203426124
554,31,1.5785179,87,0.047987616,0.47573181,0.17130621
555,34,1.6249448,91,0.052631579,0.493469545,0.17987152
556,0,0.87048382,47,0,0.205222245,0.085653105
557,3,1.2829794,76,0.004643963,0.362819179,0.147751606
558,24,1.6178579,86,0.037151703,0.490761943,0.169164882
559,22,1.5598243,86,0.034055728,0.468589785,0.169164882
560,0,0.42239243,15,0,0.034025673,0.017130621
561,20,1.4028426,58,0.030959752,0.408613785,0.109207709
562,5,1.1561403,41,0.007739938,0.314359379,0.072805139
563,37,1.6132691,59,0.057275542,0.489008759,0.111349036
564,6,1.1365665,43,0.009287926,0.306881066,0.077087794
565,6,1.2409762,63,0.009287926,0.346771551,0.119914347
566,6,0.8619656,23,0.009287926,0.201967797,0.034261242
567,8,0.98558021,23,0.012383901,0.249195657,0.034261242
568,18,1.2241485,35,0.027863777,0.340342406,0.059957173
569,38,1.606352,57,0.058823529,0.48636603,0.107066381
570,8,1.0697098,32,0.012383901,0.281337978,0.053533191
571,4,0.69804502,17,0.00619195,0.139340748,0.021413276
572,0,0.33333334,8,0,0,0.002141328
573,0,0.62688404,22,0,0.112153178,0.032119914
574,12,1.2241485,49,0.018575851,0.340342406,0.08993576
575,85,1.8839941,90,0.131578947,0.592441212,0.177730193
576,8,1.31797,54,0.012383901,0.376187592,0.100642398
577,77,2.1376264,126,0.119195046,0.689343276,0.254817987
578,61,1.9341822,79,0.094427245,0.611615941,0.154175589
579,4,1.8140556,113,0.00619195,0.5657207,0.226980728
580,25,1.6037242,72,0.03869969,0.48536206,0.139186296
581,16,1.785715,115,0.024767802,0.554892968,0.231263383
582,5,1.1208336,52,0.007739938,0.300870197,0.096359743
583,1,1.5365106,60,0.001547988,0.459682616,0.113490364
584,4,1.5365106,60,0.00619195,0.459682616,0.113490364
585,8,1.8140556,113,0.012383901,0.5657207,0.226980728
586,1,1.8140556,113,0.001547988,0.5657207,0.226980728
587,20,1.7164973,107,0.030959752,0.528447843,0.214132762
588,2,1.0983083,63,0.003095975,0.292264243,0.119914347
589,6,1.3235294,77,0.009287926,0.378311601,0.149892934
590,0,0.63684219,19,0,0.115957762,0.025695931
591,26,1.7777745,116,0.040247678,0.551859242,0.233404711
592,10,1.2621337,66,0.015479876,0.354854927,0.12633833
593,0,0.8870222,33,0,0.211540853,0.055674518
594,48,1.8017781,110,0.074303406,0.561029992,0.220556745
595,0,0.9807294,52,0,0.24734237,0.096359743
596,0,1.5909802,200,0,0.480493123,0.413276231
597,20,1.7429876,204,0.030959752,0.538568654,0.421841542
598,8,1.3235294,99,0.012383901,0.378311601,0.197002141
599,2,1.5872986,144,0.003095975,0.479086541,0.293361884
600,2,1.8614054,193,0.003095975,0.583811035,0.398286938
601,2,1.8614054,193,0.003095975,0.583811035,0.398286938
602,0,1.4905715,142,0,0.442131249,0.289079229
603,60,2.0319118,270,0.092879257,0.648954245,0.563169165
604,16,1.5592874,134,0.024767802,0.468384658,0.271948608
605,80,2.36268,282,0.123839009,0.775326639,0.588865096
606,69,2.1723499,207,0.106811146,0.702609641,0.428265525
607,29,1.8017781,175,0.044891641,0.561029992,0.359743041
608,190,2.477488,272,0.294117647,0.81918987,0.56745182
609,2,2.0045905,242,0.003095975,0.638515943,0.503211991
610,2,2.0045905,242,0.003095975,0.638515943,0.503211991
611,74,2.4437983,303,0.114551084,0.806318475,0.633832976
612,36,2.2721207,251,0.055727554,0.740727801,0.52248394
613,44,2.3041551,265,0.068111455,0.752966776,0.552462527
614,42,2.2401507,265,0.06501548,0.72851343,0.552462527
615,8,2.2401507,265,0.012383901,0.72851343,0.552462527
616,0,2.2401507,265,0,0.72851343,0.552462527
617,4,1.40625,123,0.00619195,0.409915607,0.248394004
618,12,1.6819378,189,0.018575851,0.515244135,0.389721627
619,10,1.6597091,158,0.015479876,0.506751498,0.323340471
620,16,2.0360241,239,0.024767802,0.650525379,0.496788009
621,16,1.7714893,216,0.024767802,0.549457936,0.447537473
622,5,0.9792943,71,0.007739938,0.246794079,0.137044968
623,5,0.8619656,26,0.007739938,0.201967797,0.040685225
624,8,1.2196002,95,0.012383901,0.338604695,0.188436831
625,84,1.9373348,164,0.13003096,0.612820415,0.336188437
626,62,2.0231106,195,0.095975232,0.645591682,0.402569593
627,63,1.8882366,200,0.09752322,0.59406209,0.413276231
628,3,1.4803609,88,0.004643963,0.438230215,0.173447537
629,6,1.4803609,88,0.009287926,0.438230215,0.173447537
630,17,2.0304756,263,0.026315789,0.648405534,0.548179872
631,9,2.0304756,263,0.013931889,0.648405534,0.548179872
632,10,1.31797,62,0.015479876,0.376187592,0.117773019
633,6,1.1460608,60,0.009287926,0.310508432,0.113490364
634,27,1.6211112,144,0.041795666,0.49200489,0.293361884
635,4,1.2829794,74,0.00619195,0.362819179,0.143468951
636,62,2.0004239,143,0.095975232,0.636924064,0.291220557
637,18,2.0473592,265,0.027863777,0.654856036,0.552462527
638,31,1.8805417,240,0.047987616,0.591122198,0.498929336
639,170,2.3428566,220,0.263157895,0.767752965,0.456102784
640,80,2.0201983,149,0.123839009,0.644479017,0.304068522
641,1,1.7325417,144,0.001547988,0.534577722,0.293361884
642,9,1.7325417,144,0.013931889,0.534577722,0.293361884
643,26,1.9812206,191,0.040247678,0.629587303,0.394004283
644,1,1.5785179,118,0.001547988,0.47573181,0.237687366
645,2,1.5785179,118,0.003095975,0.47573181,0.237687366
646,1,1.3034559,80,0.001547988,0.370642374,0.156316916
647,14,1.5598243,101,0.021671827,0.468589785,0.201284797
648,13,1.3076391,57,0.020123839,0.372240596,0.107066381
649,12,1.4931926,101,0.018575851,0.443132659,0.201284797
650,5,1,39,0.007739938,0.254704842,0.068522484
651,8,1.3034559,80,0.012383901,0.370642374,0.156316916
652,289,2.4711514,292,0.447368421,0.816768926,0.610278373
653,66,1.9582232,185,0.102167183,0.62080098,0.381156317
654,72,1.9914135,192,0.111455108,0.633481575,0.39614561
655,3,1.1981546,68,0.004643963,0.330411247,0.130620985
656,5,1.5490618,128,0.007739938,0.464477893,0.259100642
657,39,1.9815006,250,0.060371517,0.629694279,0.520342612
658,24,1.7488363,158,0.037151703,0.540803193,0.323340471
659,13,1.4380959,122,0.020123839,0.422082565,0.246252677
660,38,1.7925211,72,0.058823529,0.557493288,0.139186296
661,45,1.8328277,82,0.069659443,0.572892717,0.160599572
662,25,1.7339301,134,0.03869969,0.535108171,0.271948608
663,3,1.6693437,145,0.004643963,0.510432467,0.295503212
664,2,1.6693437,145,0.003095975,0.510432467,0.295503212
665,2,1.6693437,145,0.003095975,0.510432467,0.295503212
666,3,1.6791822,149,0.004643963,0.514191338,0.304068522
667,1,1.6791822,149,0.001547988,0.514191338,0.304068522
668,4,1.1460608,75,0.00619195,0.310508432,0.145610278
669,6,1.2621337,90,0.009287926,0.354854927,0.177730193
670,4,1.6791822,149,0.00619195,0.514191338,0.304068522
671,11,1.7251066,151,0.017027864,0.531737088,0.308351178
672,55,1.9019953,171,0.085139319,0.599318702,0.35117773
673,23,1.4724894,76,0.035603715,0.435222851,0.147751606
674,7,1.3272201,83,0.010835913,0.37972166,0.162740899
675,19,1.31797,48,0.029411765,0.376187592,0.087794433
676,12,1.238816,44,0.018575851,0.345946231,0.079229122
677,8,1.1058542,31,0.012383901,0.295147209,0.051391863
678,19,1.4803609,78,0.029411765,0.438230215,0.152034261
679,17,1.2052853,36,0.026315789,0.333135583,0.062098501
680,0,0.63684219,20,0,0.115957762,0.027837259
681,0,1.4831443,128,0,0.439293633,0.259100642
682,18,1.6338958,143,0.027863777,0.496889339,0.291220557
683,10,1.3235294,81,0.015479876,0.378311601,0.158458244
684,60,1.7821976,83,0.092879257,0.55354912,0.162740899
685,38,1.6249448,89,0.058823529,0.493469545,0.175588865
686,0,0.88468331,37,0,0.210647263,0.064239829
687,57,1.7963344,118,0.088235294,0.558950187,0.237687366
688,0,0.99097741,51,0,0.251257696,0.094218415
689,9,1.3443909,60,0.013931889,0.386281888,0.113490364
690,30,1.4724894,56,0.046439628,0.435222851,0.104925054
691,0,0.78571427,28,0,0.172835422,0.04496788
692,1,1.0207884,32,0.001547988,0.262647202,0.053533191
693,24,1.5365106,56,0.037151703,0.459682616,0.104925054
694,14,1.4666082,54,0.021671827,0.432975896,0.100642398
695,4,1.1191936,34,0.00619195,0.300243623,0.057815846
696,16,1.2989333,36,0.024767802,0.368914482,0.062098501
697,8,1,28,0.012383901,0.254704842,0.04496788
698,6,0.8870222,24,0.009287926,0.211540853,0.03640257
699,8,1.0445806,33,0.012383901,0.271737185,0.055674518
700,22,1.8188498,171,0.034055728,0.567552359,0.35117773
701,4,1.1460608,72,0.00619195,0.310508432,0.139186296
702,16,1.872734,180,0.024767802,0.588139209,0.370449679
703,19,1.5110798,93,0.029411765,0.449966594,0.184154176
704,33,1.5395753,75,0.051083591,0.460853507,0.145610278
705,15,1.5346701,105,0.023219814,0.45897944,0.209850107
706,19,1.4255327,80,0.029411765,0.417282703,0.156316916
707,58,1.8518485,159,0.089783282,0.580159752,0.325481799
708,74,2.0094504,189,0.114551084,0.640372704,0.389721627
709,9,1.3034559,92,0.013931889,0.370642374,0.182012848
710,9,1.2409762,73,0.013931889,0.346771551,0.141327623
711,180,2.3772886,193,0.278637771,0.780907961,0.398286938
712,0,1.3455029,89,0,0.386706736,0.175588865
713,38,1.7555087,126,0.058823529,0.543352432,0.254817987
714,36,1.6794915,103,0.055727554,0.514309508,0.205567452
715,1,1.1561403,49,0.001547988,0.314359379,0.08993576
716,4,1.1981546,66,0.00619195,0.330411247,0.12633833
717,22,1.6693437,118,0.034055728,0.510432467,0.237687366
718,39,1.8188498,171,0.060371517,0.567552359,0.35117773
719,2,1.1208336,66,0.003095975,0.300870197,0.12633833
720,0,0.94593292,64,0,0.234048121,0.122055675
721,52,2.072258,136,0.080495356,0.664368804,0.276231263
722,20,2.072258,136,0.030959752,0.664368804,0.276231263
723,26,1.8369439,108,0.040247678,0.574465342,0.21627409
724,2,1.3873369,73,0.003095975,0.40268972,0.141327623
725,6,1.7379411,92,0.009287926,0.536640602,0.182012848
726,11,1.7379411,92,0.017027864,0.536640602,0.182012848
727,2,1.7379411,92,0.003095975,0.536640602,0.182012848
728,9,1.7379411,92,0.013931889,0.536640602,0.182012848
729,8,1.0952908,53,0.012383901,0.291111385,0.098501071
730,0,0.49860358,20,0,0.063142696,0.027837259
731,24,1.4803609,71,0.037151703,0.438230215,0.137044968
732,8,1.1460608,55,0.012383901,0.310508432,0.102783726
733,14,1.3746208,63,0.021671827,0.397831441,0.119914347
734,22,1.4803609,68,0.034055728,0.438230215,0.130620985
735,8,1.0697098,46,0.012383901,0.281337978,0.083511777
736,8,1.1208336,47,0.012383901,0.300870197,0.085653105
737,20,1.2989333,36,0.030959752,0.368914482,0.062098501
738,6,1.0207884,33,0.009287926,0.262647202,0.055674518
739,8,1.1561403,46,0.012383901,0.314359379,0.083511777
740,4,1.0445806,38,0.00619195,0.271737185,0.066381156
741,14,1.4380959,91,0.021671827,0.422082565,0.17987152
742,47,1.6794915,86,0.072755418,0.514309508,0.169164882
743,31,1.5517242,72,0.047987616,0.465495082,0.139186296
744,33,1.6673985,79,0.051083591,0.509689289,0.154175589
745,19,1.6042534,66,0.029411765,0.485564245,0.12633833
746,18,1.3938289,55,0.027863777,0.405170036,0.102783726
747,0,1.1561403,47,0,0.314359379,0.085653105
748,31,1.6673985,77,0.047987616,0.509689289,0.149892934
749,69,1.7909094,69,0.106811146,0.556877526,0.132762313
750,46,1.7307693,64,0.07120743,0.533900564,0.122055675
751,5,1.1981546,46,0.007739938,0.330411247,0.083511777
752,23,1.3938289,56,0.035603715,0.405170036,0.104925054
753,19,1.3006579,38,0.029411765,0.369573378,0.066381156
754,6,0.8619656,23,0.009287926,0.201967797,0.034261242
755,0,0.42239243,12,0,0.034025673,0.010706638
756,5,1.238816,42,0.007739938,0.345946231,0.074946467
757,0,1.0102814,39,0,0.258632926,0.068522484
758,12,1.238816,44,0.018575851,0.345946231,0.079229122
759,6,0.94787496,32,0.009287926,0.234790092,0.053533191
760,8,1.0207884,35,0.012383901,0.262647202,0.059957173
761,6,0.8619656,20,0.009287926,0.201967797,0.027837259
762,0,0.42239243,11,0,0.034025673,0.00856531
763,10,1.1768752,51,0.015479876,0.322281298,0.094218415
764,6,0.8870222,25,0.009287926,0.211540853,0.038543897
765,6,0.8619656,19,0.009287926,0.201967797,0.025695931
766,8,0.98558021,26,0.012383901,0.249195657,0.040685225
767,0,0.95710868,47,0,0.238317902,0.085653105
768,17,1.6434549,124,0.026315789,0.500541463,0.250535332
769,57,2.2640812,85,0.088235294,0.737656251,0.167023555
770,18,1.5448366,89,0.027863777,0.462863625,0.175588865
771,40,2.0165863,76,0.061919505,0.643099026,0.147751606
772,0,1.3873683,55,0,0.402701716,0.102783726
773,4,1.6008096,55,0.00619195,0.484248516,0.102783726
774,8,1.6587812,43,0.012383901,0.506396987,0.077087794
775,0,1.6008096,55,0,0.484248516,0.102783726
776,0,1.6008096,55,0,0.484248516,0.102783726
777,5,1.6008096,55,0.007739938,0.484248516,0.102783726
778,5,1.6008096,55,0.007739938,0.484248516,0.102783726
779,6,0.91666669,29,0.009287926,0.222866746,0.047109208
780,0,0.42239243,13,0,0.034025673,0.012847966
781,22,1.5395753,55,0.034055728,0.460853507,0.102783726
782,8,1.0697098,36,0.012383901,0.281337978,0.062098501
783,6,0.8619656,23,0.009287926,0.201967797,0.034261242
784,6,0.8619656,17,0.009287926,0.201967797,0.021413276
785,8,0.98510355,16,0.012383901,0.249013545,0.019271949
786,14,1.1492875,15,0.021671827,0.311741217,0.017130621
787,0,0.58170414,12,0,0.094891869,0.010706638
788,8,1.0189475,13,0.012383901,0.261943872,0.012847966
789,4,0.69804502,11,0.00619195,0.139340748,0.00856531
790,0,0.33333334,8,0,0,0.002141328
791,28,1.6118186,92,0.043343653,0.488454585,0.182012848
792,33,1.6037242,77,0.051083591,0.48536206,0.149892934
793,10,1.1365665,44,0.015479876,0.306881066,0.079229122
794,6,0.8619656,20,0.009287926,0.201967797,0.027837259
795,4,0.70398736,11,0.00619195,0.141611062,0.00856531
796,0,0.33333334,7,0,0,0
797,0,0.42239243,16,0,0.034025673,0.019271949
798,6,0.9792943,44,0.009287926,0.246794079,0.079229122
799,0,0.80638385,23,0,0.180732385,0.034261242
800,10,1.1058542,27,0.015479876,0.295147209,0.042826552
801,6,0.8870222,20,0.009287926,0.211540853,0.027837259
802,6,0.84912294,16,0.009287926,0.197061165,0.019271949
803,6,0.84912294,13,0.009287926,0.197061165,0.012847966
804,6,0.87255627,11,0.009287926,0.206014039,0.00856531
805,4,0.70398736,9,0.00619195,0.141611062,0.004282655
806,0,0.33333334,7,0,0,0
807,0,0.63684219,18,0,0.115957762,0.023554604
808,8,1.0207884,26,0.012383901,0.262647202,0.040685225
809,4,0.69804502,15,0.00619195,0.139340748,0.017130621
810,0,0.33333334,8,0,0,0.002141328
811,10,1.1191936,32,0.015479876,0.300243623,0.053533191
812,0,0.58170414,13,0,0.094891869,0.012847966
813,8,0.98558021,20,0.012383901,0.249195657,0.027837259
814,6,0.8619656,19,0.009287926,0.201967797,0.025695931
815,6,0.8870222,24,0.009287926,0.211540853,0.03640257
816,0,0.80638385,23,0,0.180732385,0.034261242
817,10,1.1,24,0.015479876,0.292910569,0.03640257
818,4,0.72781962,15,0.00619195,0.15071635,0.017130621
819,0,0.33333334,9,0,0,0.004282655
820,9,1.2726263,78,0.013931889,0.358863701,0.152034261
821,34,1.6008096,41,0.052631579,0.484248516,0.072805139
822,18,1.3057258,42,0.027863777,0.371509606,0.074946467
823,8,1.3988512,36,0.012383901,0.407088842,0.062098501
824,12,1.3988512,36,0.018575851,0.407088842,0.062098501
825,0,0.8870222,25,0,0.211540853,0.038543897
826,69,2.7492416,86,0.106811146,0.923015308,0.169164882
827,0,1.7821976,110,0,0.55354912,0.220556745
828,207,2.4584599,204,0.320433437,0.811920046,0.421841542
829,22,1.8,90,0.034055728,0.560350656,0.177730193
830,21,2.0165863,80,0.03250774,0.643099026,0.156316916
831,5,1.6474625,73,0.007739938,0.502072596,0.141327623
832,14,1.9051077,110,0.021671827,0.600507817,0.220556745
833,0,1.7821976,110,0,0.55354912,0.220556745
834,6,1.8416041,110,0.009287926,0.576245805,0.220556745
835,2,1.8416041,110,0.003095975,0.576245805,0.220556745
836,8,1.9051077,110,0.012383901,0.600507817,0.220556745
837,1,1.7821976,110,0.001547988,0.55354912,0.220556745
838,2,1.6249448,110,0.003095975,0.493469545,0.220556745
839,8,1.0445806,29,0.012383901,0.271737185,0.047109208
840,6,0.84912294,17,0.009287926,0.197061165,0.021413276
841,4,0.70398736,10,0.00619195,0.141611062,0.006423983
842,0,0.33333334,7,0,0,0
843,8,0.98558021,20,0.012383901,0.249195657,0.027837259
844,0,0.49860358,13,0,0.063142696,0.012847966
845,0,0.80638385,20,0,0.180732385,0.027837259
846,38,1.5598243,59,0.058823529,0.468589785,0.111349036
847,10,1.2123377,39,0.015479876,0.335830004,0.068522484
848,16,1.2052853,32,0.024767802,0.333135583,0.053533191
849,22,1.6673985,58,0.034055728,0.509689289,0.109207709
850,8,1.238816,45,0.012383901,0.345946231,0.08137045
851,22,1.6071428,56,0.034055728,0.486668161,0.104925054
852,174,2.4020925,61,0.269349845,0.790384471,0.115631692
853,6,0.8619656,18,0.009287926,0.201967797,0.023554604
854,0,0.42239243,11,0,0.034025673,0.00856531
855,30,1.4644111,47,0.046439628,0.432136478,0.085653105
856,14,1.1,24,0.021671827,0.292910569,0.03640257
857,12,1.2123377,37,0.018575851,0.335830004,0.064239829
858,10,1.3443909,51,0.015479876,0.386281888,0.094218415
859,44,1.6037242,53,0.068111455,0.48536206,0.098501071
860,30,1.4635203,48,0.046439628,0.431796141,0.087794433
861,6,0.91666669,26,0.009287926,0.222866746,0.040685225
862,0,0.42239243,13,0,0.034025673,0.012847966
863,26,1.569167,43,0.040247678,0.472159231,0.077087794
864,11,1.471094,44,0.017027864,0.434689729,0.079229122
865,39,1.6981779,49,0.060371517,0.521448783,0.08993576
866,26,1.4635203,47,0.040247678,0.431796141,0.085653105
867,5,1.0207884,28,0.007739938,0.262647202,0.04496788
868,29,1.4864661,36,0.044891641,0.440562751,0.062098501
869,0,0.80638385,23,0,0.180732385,0.034261242
870,12,1.2671746,23,0.018575851,0.35678084,0.034261242
871,0,0.63684219,16,0,0.115957762,0.019271949
872,10,1.1365665,30,0.015479876,0.306881066,0.049250535
873,22,1.2989333,30,0.034055728,0.368914482,0.049250535
874,12,1.2241485,34,0.018575851,0.340342406,0.057815846
875,22,1.3006579,34,0.034055728,0.369573378,0.057815846
876,8,1,25,0.012383901,0.254704842,0.038543897
877,6,0.8870222,22,0.009287926,0.211540853,0.032119914
878,8,1,24,0.012383901,0.254704842,0.03640257
879,22,1.2989333,35,0.034055728,0.368914482,0.059957173
880,8,1.0697098,35,0.012383901,0.281337978,0.059957173
881,12,1.2552096,46,0.018575851,0.352209525,0.083511777
882,0,0.63684219,18,0,0.115957762,0.023554604
883,18,1.2123377,36,0.027863777,0.335830004,0.062098501
884,26,1.550553,45,0.040247678,0.465047617,0.08137045
885,13,1.471094,41,0.020123839,0.434689729,0.072805139
886,6,1.3057258,35,0.009287926,0.371509606,0.059957173
887,9,1.3270249,34,0.013931889,0.379647082,0.057815846
888,4,1.2052853,37,0.00619195,0.333135583,0.064239829
889,8,1.0207884,25,0.012383901,0.262647202,0.038543897
890,8,1,26,0.012383901,0.254704842,0.040685225
891,22,1.3057258,28,0.034055728,0.371509606,0.04496788
892,8,1,22,0.012383901,0.254704842,0.032119914
893,6,0.8619656,19,0.009287926,0.201967797,0.025695931
894,6,0.8619656,18,0.009287926,0.201967797,0.023554604
895,8,0.98558021,19,0.012383901,0.249195657,0.025695931
896,18,1.2222222,23,0.027863777,0.339606449,0.034261242
897,8,1.0207884,31,0.012383901,0.262647202,0.051391863
898,10,1.1981546,45,0.015479876,0.330411247,0.08137045
899,8,0.98558021,19,0.012383901,0.249195657,0.025695931
900,6,0.8619656,17,0.009287926,0.201967797,0.021413276
901,6,0.84912294,14,0.009287926,0.197061165,0.014989293
902,6,0.87255627,11,0.009287926,0.206014039,0.00856531
903,4,0.70398736,9,0.00619195,0.141611062,0.004282655
904,0,0.33333334,7,0,0,0
905,0,0.42239243,11,0,0.034025673,0.00856531
906,6,0.8619656,19,0.009287926,0.201967797,0.025695931
907,10,1.1191936,29,0.015479876,0.300243623,0.047109208
908,18,1.2052853,28,0.027863777,0.333135583,0.04496788
909,8,0.98558021,21,0.012383901,0.249195657,0.029978587
910,6,0.8619656,18,0.009287926,0.201967797,0.023554604
911,6,0.8619656,18,0.009287926,0.201967797,0.023554604
912,8,0.98558021,20,0.012383901,0.249195657,0.027837259
913,18,1.2063863,24,0.027863777,0.333556228,0.03640257
914,8,1.0207884,25,0.012383901,0.262647202,0.038543897
915,8,1,24,0.012383901,0.254704842,0.03640257
916,18,1.2063863,26,0.027863777,0.333556228,0.040685225
917,10,1.1058542,25,0.015479876,0.295147209,0.038543897
918,8,1,23,0.012383901,0.254704842,0.034261242
919,8,1,23,0.012383901,0.254704842,0.034261242
920,10,1.1,20,0.015479876,0.292910569,0.027837259
921,14,1.1492875,16,0.021671827,0.311741217,0.019271949
922,0,0.58170414,12,0,0.094891869,0.010706638
923,6,0.87255627,12,0.009287926,0.206014039,0.010706638
924,0,0.42239243,9,0,0.034025673,0.004282655
925,8,1,22,0.012383901,0.254704842,0.032119914
926,8,1,23,0.012383901,0.254704842,0.034261242
927,14,1.2671746,22,0.021671827,0.35678084,0.032119914
928,4,0.98510355,19,0.00619195,0.249013545,0.025695931
929,4,0.98558021,20,0.00619195,0.249195657,0.027837259
930,6,1.1,22,0.009287926,0.292910569,0.032119914
931,18,1.375,22,0.027863777,0.397976318,0.032119914
932,18,1.2222222,22,0.027863777,0.339606449,0.032119914
933,8,0.98558021,19,0.012383901,0.249195657,0.025695931
934,6,0.8619656,16,0.009287926,0.201967797,0.019271949
935,6,0.87255627,12,0.009287926,0.206014039,0.010706638
936,4,0.70398736,9,0.00619195,0.141611062,0.004282655
937,0,0.33333334,7,0,0,0
