Ref,Choice R3,Integration [HH] R3,Total Depth R3,Choice R3 normal,Integration [HH] R3 normal,Total Depth R3 normal
5871,44,1.7820429,61,0.271604938,0.696629095,0.436507937
5872,14,1.4644111,33,0.086419753,0.543892094,0.214285714
5873,0,0.80638385,19,0,0.227471923,0.103174603
5874,48,1.7909094,49,0.296296296,0.700892656,0.341269841
5875,0,0.84615386,22,0,0.246595801,0.126984127
5876,16,1.5405476,35,0.098765432,0.580503229,0.23015873
5877,32,1.606352,40,0.197530864,0.612146052,0.26984127
5878,18,1.4644111,33,0.111111111,0.543892094,0.214285714
5879,6,0.91666669,21,0.037037037,0.280502728,0.119047619
5880,0,0.42239243,9,0,0.042825115,0.023809524
5881,46,1.8328277,40,0.283950617,0.721049566,0.26984127
5882,40,1.7379411,44,0.24691358,0.675422224,0.301587302
5883,18,1.3938289,37,0.111111111,0.50995181,0.246031746
5884,18,1.3938289,37,0.111111111,0.50995181,0.246031746
5885,0,1.5364467,38,0,0.578531263,0.253968254
5886,27,1.9174613,50,0.166666667,0.761746632,0.349206349
5887,35,1.8369439,57,0.216049383,0.723028889,0.404761905
5888,12,1.7909094,49,0.074074074,0.700892656,0.341269841
5889,36,1.875,45,0.222222222,0.741328614,0.30952381
5890,43,1.9491093,58,0.265432099,0.776964946,0.412698413
5891,38,1.9912097,49,0.234567901,0.79720942,0.341269841
5892,13,1.3076391,32,0.080246914,0.468506427,0.206349206
5893,5,1.0207884,23,0.030864198,0.330570882,0.134920635
5894,6,1.1365665,28,0.037037037,0.386244148,0.174603175
5895,19,1.6071428,49,0.117283951,0.612526317,0.341269841
5896,40,1.7307693,47,0.24691358,0.671973579,0.325396825
5897,0,1.0697098,29,0,0.354095314,0.182539683
5898,0,0.49860358,12,0,0.079472146,0.047619048
5899,8,1,20,0.049382716,0.320574534,0.111111111
5900,20,1.569167,29,0.12345679,0.594265206,0.182539683
5901,0,1.3845592,31,0,0.505494365,0.198412698
5902,39,1.8597906,48,0.240740741,0.734014995,0.333333333
5903,0,1.6037242,43,0,0.610882443,0.293650794
5904,52,1.9862185,41,0.320987654,0.794809343,0.277777778
5905,13,1.569167,29,0.080246914,0.594265206,0.182539683
5906,5,1.3304729,38,0.030864198,0.47948633,0.253968254
5907,18,1.7821976,55,0.111111111,0.696703485,0.388888889
5908,66,2.1771185,52,0.407407407,0.886605862,0.365079365
5909,42,2.0270002,71,0.259259259,0.814419705,0.515873016
5910,39,1.8880572,77,0.240740741,0.747607323,0.563492063
5911,34,1.7963344,73,0.209876543,0.703501332,0.531746032
5912,39,1.9309677,76,0.240740741,0.768241344,0.555555556
5913,50,1.9310595,70,0.308641975,0.768285487,0.507936508
5914,52,2.1594694,77,0.320987654,0.878119084,0.563492063
5915,62,2.1594694,77,0.382716049,0.878119084,0.563492063
5916,55,2.0229185,74,0.339506173,0.812456971,0.53968254
5917,25,1.7821976,55,0.154320988,0.696703485,0.388888889
5918,33,2.040309,65,0.203703704,0.820819399,0.468253968
5919,35,1.8861139,62,0.216049383,0.746672864,0.444444444
5920,24,1.6700469,54,0.148148148,0.642774496,0.380952381
5921,10,1.1561403,31,0.061728395,0.395656441,0.198412698
5922,6,0.91666669,21,0.037037037,0.280502728,0.119047619
5923,8,1.0445806,26,0.049382716,0.342011642,0.158730159
5924,18,1.4803609,45,0.111111111,0.551561744,0.30952381
5925,62,1.9758738,75,0.382716049,0.789834972,0.547619048
5926,62,1.975305,78,0.382716049,0.789561458,0.571428571
5927,0,1.1561403,31,0,0.395656441,0.198412698
5928,43,1.7821976,55,0.265432099,0.696703485,0.388888889
5929,27,1.6734514,42,0.166666667,0.64441159,0.285714286
5930,16,1.5405476,35,0.098765432,0.580503229,0.23015873
5931,0,0.84615386,22,0,0.246595801,0.126984127
5932,58,1.8962001,56,0.358024691,0.751522933,0.396825397
5933,0,1.1191936,25,0,0.377890184,0.150793651
5934,66,1.9787503,87,0.407407407,0.791218171,0.642857143
5935,44,1.787379,67,0.271604938,0.699195022,0.484126984
5936,25,1.6132691,37,0.154320988,0.615472221,0.246031746
5937,25,1.6261337,34,0.154320988,0.621658316,0.222222222
5938,31,1.7925211,35,0.191358025,0.701667661,0.23015873
5939,28,1.8328277,40,0.172839506,0.721049566,0.26984127
5940,46,1.875,45,0.283950617,0.741328614,0.30952381
5941,16,1.7669872,38,0.098765432,0.689389384,0.253968254
5942,13,1.7217885,33,0.080246914,0.667655056,0.214285714
5943,16,1.5365106,41,0.098765432,0.57856199,0.277777778
5944,0,0.84615386,22,0,0.246595801,0.126984127
5945,42,1.875,45,0.259259259,0.741328614,0.30952381
5946,40,1.7488363,71,0.24691358,0.68066131,0.515873016
5947,21,1.5365106,41,0.12962963,0.57856199,0.277777778
5948,34,1.7841618,64,0.209876543,0.697647993,0.46031746
5949,0,1.3006579,29,0,0.465149435,0.182539683
5950,18,1.471094,30,0.111111111,0.547105646,0.19047619
5951,10,1.1365665,28,0.061728395,0.386244148,0.174603175
5952,10,1.1768752,34,0.061728395,0.405627062,0.222222222
5953,22,1.6037242,43,0.135802469,0.610882443,0.293650794
5954,52,1.8880572,77,0.320987654,0.747607323,0.563492063
5955,58,1.8839941,65,0.358024691,0.745653533,0.468253968
5956,0,1.1191936,25,0,0.377890184,0.150793651
5957,3,1.3057258,23,0.018518519,0.467586394,0.134920635
5958,0,1.1191936,25,0,0.377890184,0.150793651
5959,25,1.7669872,38,0.154320988,0.689389384,0.253968254
5960,20,1.7669872,38,0.12345679,0.689389384,0.253968254
5961,28,1.6700469,54,0.172839506,0.642774496,0.380952381
5962,20,1.3873369,34,0.12345679,0.506830055,0.222222222
5963,66,1.9594067,55,0.407407407,0.781916572,0.388888889
5964,40,1.7257152,53,0.24691358,0.669543256,0.373015873
5965,40,1.7325417,62,0.24691358,0.672825859,0.444444444
5966,0,0.68957245,17,0,0.171301782,0.087301587
5967,12,1.3304729,38,0.074074074,0.47948633,0.253968254
5968,0,1.3076391,32,0,0.468506427,0.206349206
5969,38,1.6734514,42,0.234567901,0.64441159,0.285714286
5970,18,1.4635203,36,0.111111111,0.543463743,0.238095238
5971,8,1.0697098,29,0.049382716,0.354095314,0.182539683
5972,8,1.0207884,23,0.049382716,0.330570882,0.134920635
5973,14,1.3006579,29,0.086419753,0.465149435,0.182539683
5974,40,1.7307693,47,0.24691358,0.671973579,0.325396825
5975,0,0.8870222,18,0,0.266247825,0.095238095
5976,36,1.6700469,54,0.222222222,0.642774496,0.380952381
5977,44,1.787379,67,0.271604938,0.699195022,0.484126984
5978,40,1.7325417,62,0.24691358,0.672825859,0.444444444
5979,36,1.6700469,54,0.222222222,0.642774496,0.380952381
5980,32,1.6071428,49,0.197530864,0.612526317,0.341269841
5981,16,1.4135897,43,0.098765432,0.519454024,0.293650794
5982,10,1.1561403,31,0.061728395,0.395656441,0.198412698
5983,14,1.3076391,32,0.086419753,0.468506427,0.206349206
5984,20,1.4666082,39,0.12345679,0.544948596,0.261904762
5985,16,1.3076391,32,0.098765432,0.468506427,0.206349206
5986,32,1.6071428,49,0.197530864,0.612526317,0.341269841
5987,36,1.6741856,57,0.222222222,0.644764639,0.404761905
5988,18,1.3938289,37,0.111111111,0.50995181,0.246031746
5989,20,1.4803609,45,0.12345679,0.551561744,0.30952381
5990,40,1.7325417,62,0.24691358,0.672825859,0.444444444
5991,20,1.3845592,31,0.12345679,0.505494365,0.198412698
5992,0,0.98558021,17,0,0.313640608,0.087301587
5993,12,1.2063863,21,0.074074074,0.419817823,0.119047619
5994,10,1.1058542,22,0.061728395,0.371475776,0.126984127
5995,12,1.2052853,24,0.074074074,0.419288394,0.142857143
5996,0,1.1365665,28,0,0.386244148,0.174603175
5997,24,1.4864661,27,0.148148148,0.554497501,0.166666667
5998,0,1.0207884,23,0,0.330570882,0.134920635
5999,18,1.3845592,31,0.111111111,0.505494365,0.198412698
6000,16,1.3006579,29,0.098765432,0.465149435,0.182539683
6001,44,1.8839941,65,0.271604938,0.745653533,0.468253968
6002,38,1.7325417,62,0.234567901,0.672825859,0.444444444
6003,36,1.8344153,66,0.222222222,0.721812982,0.476190476
6004,28,1.6071428,49,0.172839506,0.612526317,0.341269841
6005,28,1.5364467,38,0.172839506,0.578531263,0.253968254
6006,13,1.3057258,23,0.080246914,0.467586394,0.134920635
6007,6,1,20,0.037037037,0.320574534,0.111111111
6008,5,0.98558021,17,0.030864198,0.313640608,0.087301587
6009,9,1.2222222,18,0.055555556,0.427432702,0.095238095
6010,27,1.6531878,23,0.166666667,0.634667599,0.134920635
6011,0,0.42239243,9,0,0.042825115,0.023809524
6012,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6013,14,1.3057258,23,0.086419753,0.467586394,0.134920635
6014,40,1.7269484,50,0.24691358,0.670136255,0.349206349
6015,0,0.73918515,20,0,0.195158634,0.111111111
6016,14,1.4135897,43,0.086419753,0.519454024,0.293650794
6017,50,1.9051077,53,0.308641975,0.755806257,0.373015873
6018,14,1.31797,35,0.086419753,0.473474162,0.23015873
6019,10,1.1561403,31,0.061728395,0.395656441,0.198412698
6020,16,1.4028426,40,0.098765432,0.514286154,0.26984127
6021,32,1.6042534,46,0.197530864,0.611136915,0.317460317
6022,16,1.3938289,37,0.098765432,0.50995181,0.246031746
6023,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6024,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6025,16,1.4028426,40,0.098765432,0.514286154,0.26984127
6026,54,1.8900454,59,0.333333333,0.748563372,0.420634921
6027,45,1.8489804,51,0.277777778,0.728816782,0.357142857
6028,0,1.2552096,36,0,0.443295083,0.238095238
6029,36,1.6666666,48,0.222222222,0.641149039,0.333333333
6030,40,1.7265038,56,0.24691358,0.669922463,0.396825397
6031,32,1.6118186,52,0.197530864,0.614774731,0.365079365
6032,0,1.4028426,40,0,0.514286154,0.26984127
6033,48,1.7812788,58,0.296296296,0.696261669,0.412698413
6034,48,1.8337219,63,0.296296296,0.721479553,0.452380952
6035,40,1.7265038,56,0.24691358,0.669922463,0.396825397
6036,42,1.7257152,53,0.259259259,0.669543256,0.373015873
6037,32,1.8337219,63,0.197530864,0.721479553,0.452380952
6038,58,1.8839941,65,0.358024691,0.745653533,0.468253968
6039,22,1.6118186,52,0.135802469,0.614774731,0.365079365
6040,10,1.1365665,28,0.061728395,0.386244148,0.174603175
6041,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6042,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6043,10,1.1058542,22,0.061728395,0.371475776,0.126984127
6044,18,1.471094,30,0.111111111,0.547105646,0.19047619
6045,22,1.6118186,52,0.135802469,0.614774731,0.365079365
6046,10,1.1365665,28,0.061728395,0.386244148,0.174603175
6047,6,0.94787496,24,0.037037037,0.295509593,0.142857143
6048,10,1.1191936,25,0.061728395,0.377890184,0.150793651
6049,20,1.6008096,26,0.12345679,0.609480923,0.158730159
6050,58,1.8839941,65,0.358024691,0.745653533,0.468253968
6051,0,0.80638385,19,0,0.227471923,0.103174603
6052,14,1.5154221,24,0.086419753,0.568421336,0.142857143
6053,58,1.8839605,71,0.358024691,0.745637376,0.515873016
6054,28,1.6926663,66,0.172839506,0.653651302,0.476190476
6055,24,1.5395753,44,0.148148148,0.580035687,0.301587302
6056,58,1.8833622,68,0.358024691,0.745349677,0.492063492
6057,57,1.8900454,59,0.351851852,0.748563372,0.420634921
6058,28,1.6700469,54,0.172839506,0.642774496,0.380952381
6059,20,1.3938289,37,0.12345679,0.50995181,0.246031746
6060,52,1.8344153,66,0.320987654,0.721812982,0.476190476
6061,38,1.8391043,72,0.234567901,0.724067743,0.523809524
6062,66,2.1000938,87,0.407407407,0.849567625,0.642857143
6063,32,1.6042534,46,0.197530864,0.611136915,0.317460317
6064,44,1.7820429,61,0.271604938,0.696629095,0.436507937
6065,56,1.8861139,62,0.345679012,0.746672864,0.444444444
6066,0,1.2906152,42,0,0.460320284,0.285714286
6067,30,1.7426945,68,0.185185185,0.677707953,0.492063492
6068,64,2.0186343,80,0.395061728,0.810396863,0.587301587
6069,39,1.9363272,64,0.240740741,0.770818522,0.46031746
6070,55,2.1913517,68,0.339506173,0.893450064,0.492063492
6071,52,2.1240644,72,0.320987654,0.861094171,0.523809524
6072,34,1.8861139,62,0.209876543,0.746672864,0.444444444
6073,39,1.9329244,67,0.240740741,0.769182246,0.484126984
6074,64,1.9758738,75,0.395061728,0.789834972,0.547619048
6075,62,2.2718346,64,0.382716049,0.932151217,0.46031746
6076,18,1.5226898,57,0.111111111,0.571916095,0.404761905
6077,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6078,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6079,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6080,18,1.5110798,54,0.111111111,0.56633329,0.380952381
6081,44,1.8140556,82,0.271604938,0.71202278,0.603174603
6082,0,1.1365665,28,0,0.386244148,0.174603175
6083,66,1.9812206,90,0.407407407,0.792406044,0.666666667
6084,51,1.8950444,83,0.314814815,0.750967201,0.611111111
6085,18,1.4864661,27,0.111111111,0.554497501,0.166666667
6086,10,1.3988512,25,0.061728395,0.512366842,0.150793651
6087,10,1.3845592,31,0.061728395,0.505494365,0.198412698
6088,18,1.3845592,31,0.111111111,0.505494365,0.198412698
6089,18,1.3873369,34,0.111111111,0.506830055,0.222222222
6090,18,1.3873683,28,0.111111111,0.506845154,0.174603175
6091,18,1.3938289,37,0.111111111,0.50995181,0.246031746
6092,24,1.5154221,24,0.148148148,0.568421336,0.142857143
6093,10,1.2063863,21,0.061728395,0.419817823,0.119047619
6094,0,0.63684219,14,0,0.145945814,0.063492063
6095,0,1.3873369,34,0,0.506830055,0.222222222
6096,33,1.7669872,38,0.203703704,0.689389384,0.253968254
6097,28,1.5395753,44,0.172839506,0.580035687,0.301587302
6098,36,1.6666666,48,0.222222222,0.641149039,0.333333333
6099,0,1.1768752,34,0,0.405627062,0.222222222
6100,33,1.8135039,43,0.203703704,0.711757489,0.293650794
6101,32,1.606352,40,0.197530864,0.612146052,0.26984127
6102,0,1.238816,33,0,0.435412027,0.214285714
6103,40,1.7925211,35,0.24691358,0.701667661,0.23015873
6104,20,1.4635203,36,0.12345679,0.543463743,0.238095238
6105,16,1.3006579,29,0.098765432,0.465149435,0.182539683
6106,55,1.9756846,81,0.339506173,0.789743993,0.595238095
6107,16,1.6008096,26,0.098765432,0.609480923,0.158730159
6108,0,0.84615386,22,0,0.246595801,0.126984127
6109,54,1.9244691,39,0.333333333,0.765116415,0.261904762
6110,22,1.7342104,25,0.135802469,0.673628273,0.150793651
6111,8,1.0207884,23,0.049382716,0.330570882,0.134920635
6112,0,0.49860358,12,0,0.079472146,0.047619048
6113,16,1.6008096,26,0.098765432,0.609480923,0.158730159
6114,0,0.84615386,22,0,0.246595801,0.126984127
6115,0,1.4724894,42,0,0.54777664,0.285714286
6116,36,1.6794915,60,0.222222222,0.647316044,0.428571429
6117,60,1.9491093,58,0.37037037,0.776964946,0.412698413
6118,0,1.0207884,23,0,0.330570882,0.134920635
6119,20,1.5714285,16,0.12345679,0.595352675,0.079365079
6120,20,1.4244281,22,0.12345679,0.524665797,0.126984127
6121,0,1.1087778,16,0,0.372881623,0.079365079
6122,24,1.471094,30,0.148148148,0.547105646,0.19047619
6123,0,1,20,0,0.320574534,0.111111111
6124,12,1.3006579,29,0.074074074,0.465149435,0.182539683
6125,0,0.68957245,17,0,0.171301782,0.087301587
6126,36,1.6673985,51,0.222222222,0.641500982,0.357142857
6127,40,1.7265038,56,0.24691358,0.669922463,0.396825397
6128,29,1.606352,40,0.179012346,0.612146052,0.26984127
6129,33,1.6666666,48,0.203703704,0.641149039,0.333333333
6130,12,1.3006579,29,0.074074074,0.465149435,0.182539683
6131,9,1.1365665,28,0.055555556,0.386244148,0.174603175
6132,15,1.3938289,37,0.092592593,0.50995181,0.246031746
6133,36,1.6741856,57,0.222222222,0.644764639,0.404761905
6134,40,1.7269484,50,0.24691358,0.670136255,0.349206349
6135,24,1.4644111,33,0.148148148,0.543892094,0.214285714
6136,0,0.8870222,18,0,0.266247825,0.095238095
6137,0,1.0207884,23,0,0.330570882,0.134920635
6138,28,1.5364467,38,0.172839506,0.578531263,0.253968254
6139,20,1.4724894,42,0.12345679,0.54777664,0.285714286
6140,18,1.4028426,40,0.111111111,0.514286154,0.26984127
6141,32,1.6042534,46,0.197530864,0.611136915,0.317460317
6142,36,1.6666666,48,0.222222222,0.641149039,0.333333333
6143,40,1.7269484,50,0.24691358,0.670136255,0.349206349
6144,34,1.6666666,48,0.209876543,0.641149039,0.333333333
6145,32,1.6037242,43,0.197530864,0.610882443,0.293650794
6146,16,1.3845592,31,0.098765432,0.505494365,0.198412698
6147,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6148,0,0.42239243,9,0,0.042825115,0.023809524
6149,32,1.6037242,43,0.197530864,0.610882443,0.293650794
6150,0,1.0207884,23,0,0.330570882,0.134920635
6151,24,1.5154221,24,0.148148148,0.568421336,0.142857143
6152,0,1,20,0,0.320574534,0.111111111
6153,24,1.4864661,27,0.148148148,0.554497501,0.166666667
6154,0,1.2123377,27,0,0.422679624,0.166666667
6155,29,1.6261337,34,0.179012346,0.621658316,0.222222222
6156,24,1.569167,29,0.148148148,0.594265206,0.182539683
6157,36,1.6828449,39,0.222222222,0.648928566,0.261904762
6158,0,1.1561403,31,0,0.395656441,0.198412698
6159,16,1.3988512,25,0.098765432,0.512366842,0.150793651
6160,9,1.1191936,25,0.055555556,0.377890184,0.150793651
6161,9,1.2052853,24,0.055555556,0.419288394,0.142857143
6162,27,1.569167,29,0.166666667,0.594265206,0.182539683
6163,24,1.6118186,52,0.148148148,0.614774731,0.365079365
6164,20,1.4635203,36,0.12345679,0.543463743,0.238095238
6165,46,1.7914909,70,0.283950617,0.701172278,0.507936508
6166,26,1.6178579,55,0.160493827,0.6176788,0.388888889
6167,22,1.4666082,39,0.135802469,0.544948596,0.261904762
6168,14,1.3076391,32,0.086419753,0.468506427,0.206349206
6169,8,1,20,0.049382716,0.320574534,0.111111111
6170,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6171,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6172,8,1.0207884,23,0.049382716,0.330570882,0.134920635
6173,16,1.3988512,25,0.098765432,0.512366842,0.150793651
6174,0,1,20,0,0.320574534,0.111111111
6175,22,1.5668709,21,0.135802469,0.593161099,0.119047619
6176,0,0.8619656,15,0,0.254199063,0.071428571
6177,0,0.8619656,15,0,0.254199063,0.071428571
6178,20,1.4744722,19,0.12345679,0.548730093,0.103174603
6179,28,1.6531878,23,0.172839506,0.634667599,0.134920635
6180,0,1.1561403,31,0,0.395656441,0.198412698
6181,32,1.6071428,49,0.197530864,0.612526317,0.341269841
6182,28,1.5395753,44,0.172839506,0.580035687,0.301587302
6183,36,1.6673985,51,0.222222222,0.641500982,0.357142857
6184,40,1.7265038,56,0.24691358,0.669922463,0.396825397
6185,36,1.6741856,57,0.222222222,0.644764639,0.404761905
6186,40,1.7288883,59,0.24691358,0.671069078,0.420634921
6187,40,1.7265038,56,0.24691358,0.669922463,0.396825397
6188,14,1.3006579,29,0.086419753,0.465149435,0.182539683
6189,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6190,0,0.42239243,9,0,0.042825115,0.023809524
6191,22,1.5517242,50,0.135802469,0.585877629,0.349206349
6192,20,1.5110798,54,0.12345679,0.56633329,0.380952381
6193,24,1.550553,32,0.148148148,0.585314444,0.206349206
6194,16,1.5405476,35,0.098765432,0.580503229,0.23015873
6195,16,1.550553,32,0.098765432,0.585314444,0.206349206
6196,16,1.4028426,40,0.098765432,0.514286154,0.26984127
6197,8,1.0207884,23,0.049382716,0.330570882,0.134920635
6198,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6199,8,1,20,0.049382716,0.320574534,0.111111111
6200,14,1.3006579,29,0.086419753,0.465149435,0.182539683
6201,32,1.6042534,46,0.197530864,0.611136915,0.317460317
6202,36,1.7217885,33,0.222222222,0.667655056,0.214285714
6203,20,1.6008096,26,0.12345679,0.609480923,0.158730159
6204,10,1.1191936,25,0.061728395,0.377890184,0.150793651
6205,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6206,6,0.84912294,12,0.037037037,0.248023519,0.047619048
6207,6,0.84912294,12,0.037037037,0.248023519,0.047619048
6208,6,0.84912294,12,0.037037037,0.248023519,0.047619048
6209,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6210,8,1.0207884,23,0.049382716,0.330570882,0.134920635
6211,16,1.3873369,34,0.098765432,0.506830055,0.222222222
6212,0,1.0445806,26,0,0.342011642,0.158730159
6213,24,1.4635203,36,0.148148148,0.543463743,0.238095238
6214,18,1.5,51,0.111111111,0.561005437,0.357142857
6215,18,1.4803609,45,0.111111111,0.551561744,0.30952381
6216,29,1.7426945,68,0.179012346,0.677707953,0.492063492
6217,41,1.8839605,71,0.25308642,0.745637376,0.515873016
6218,32,1.7963344,73,0.197530864,0.703501332,0.531746032
6219,24,1.5785179,59,0.148148148,0.598761696,0.420634921
6220,61,2.1024222,84,0.37654321,0.850687264,0.619047619
6221,78,2.1826198,88,0.481481481,0.889251227,0.650793651
6222,32,1.7265038,56,0.197530864,0.669922463,0.396825397
6223,0,1.1191936,25,0,0.377890184,0.150793651
6224,24,1.4864661,27,0.148148148,0.554497501,0.166666667
6225,40,1.7257152,53,0.24691358,0.669543256,0.373015873
6226,28,1.5395753,44,0.172839506,0.580035687,0.301587302
6227,20,1.4803609,45,0.12345679,0.551561744,0.30952381
6228,20,1.5,51,0.12345679,0.561005437,0.357142857
6229,16,1.3938289,37,0.098765432,0.50995181,0.246031746
6230,8,1.0207884,23,0.049382716,0.330570882,0.134920635
6231,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6232,6,0.87255627,9,0.037037037,0.259291712,0.023809524
6233,4,0.70398736,7,0.024691358,0.178233361,0.007936508
6234,0,0.33333334,6,0,0,0
6235,0,1.4635203,36,0,0.543463743,0.238095238
6236,20,1.7379411,44,0.12345679,0.675422224,0.301587302
6237,0,1.3304729,38,0,0.47948633,0.253968254
6238,15,1.6261337,34,0.092592593,0.621658316,0.222222222
6239,5,1.238816,33,0.030864198,0.435412027,0.214285714
6240,12,1.5517242,50,0.074074074,0.585877629,0.349206349
6241,46,2.124928,50,0.283950617,0.861509444,0.349206349
6242,40,2.062937,59,0.24691358,0.831700339,0.420634921
6243,44,1.8017781,76,0.271604938,0.706118999,0.555555556
6244,40,1.7488363,71,0.24691358,0.68066131,0.515873016
6245,36,1.6741856,57,0.222222222,0.644764639,0.404761905
6246,38,1.7372102,65,0.234567901,0.675070762,0.468253968
6247,22,1.5785179,59,0.135802469,0.598761696,0.420634921
6248,20,1.5110798,54,0.12345679,0.56633329,0.380952381
6249,0,1.5517242,50,0,0.585877629,0.349206349
6250,14,1.3057258,23,0.086419753,0.467586394,0.134920635
6251,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6252,10,1.1191936,25,0.061728395,0.377890184,0.150793651
6253,18,1.4864661,27,0.111111111,0.554497501,0.166666667
6254,14,1.3006579,29,0.086419753,0.465149435,0.182539683
6255,12,1.2241485,30,0.074074074,0.428358987,0.19047619
6256,18,1.471094,30,0.111111111,0.547105646,0.19047619
6257,18,1.4666082,39,0.111111111,0.544948596,0.261904762
6258,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6259,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6260,6,0.8619656,15,0.037037037,0.254199063,0.071428571
6261,8,0.98558021,17,0.049382716,0.313640608,0.087301587
6262,12,1.2063863,21,0.074074074,0.419817823,0.119047619
6263,12,1.2063863,21,0.074074074,0.419817823,0.119047619
6264,8,1.0207884,23,0.049382716,0.330570882,0.134920635
6265,10,1.1561403,31,0.061728395,0.395656441,0.198412698
6266,22,1.6474625,31,0.135802469,0.631914521,0.198412698
6267,16,1.569167,29,0.098765432,0.594265206,0.182539683
6268,0,0.84615386,22,0,0.246595801,0.126984127
6269,40,1.7925211,35,0.24691358,0.701667661,0.23015873
6270,0,1.238816,33,0,0.435412027,0.214285714
6271,130,2.3267567,99,0.802469136,0.958561157,0.738095238
6272,34,1.8518485,81,0.209876543,0.730195942,0.595238095
6273,24,1.5688319,56,0.148148148,0.594104069,0.396825397
6274,27,1.8362781,69,0.166666667,0.722708731,0.5
6275,13,1.4028426,40,0.080246914,0.514286154,0.26984127
6276,0,1.0445806,26,0,0.342011642,0.158730159
6277,0,1.1058542,22,0,0.371475776,0.126984127
6278,24,1.471094,30,0.148148148,0.547105646,0.19047619
6279,24,1.5154221,24,0.148148148,0.568421336,0.142857143
6280,24,1.4644111,33,0.148148148,0.543892094,0.214285714
6281,0,1.1058542,22,0,0.371475776,0.126984127
6282,0,1.1561403,31,0,0.395656441,0.198412698
6283,0,1.1365665,28,0,0.386244148,0.174603175
6284,12,1.2222222,18,0.074074074,0.427432702,0.095238095
6285,8,0.98510355,14,0.049382716,0.3134114,0.063492063
6286,4,0.69804502,10,0.024691358,0.175375917,0.031746032
6287,0,0.33333334,6,0,0,0
6288,0,0.98558021,17,0,0.313640608,0.087301587
6289,36,1.6666666,48,0.222222222,0.641149039,0.333333333
6290,36,1.6673985,51,0.222222222,0.641500982,0.357142857
6291,30,1.6042534,46,0.185185185,0.611136915,0.317460317
6292,20,1.4803609,45,0.12345679,0.551561744,0.30952381
6293,18,1.4028426,40,0.111111111,0.514286154,0.26984127
6294,14,1.3076391,32,0.086419753,0.468506427,0.206349206
6295,8,1,20,0.049382716,0.320574534,0.111111111
6296,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6297,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6298,18,1.4724894,42,0.111111111,0.54777664,0.285714286
6299,39,1.7269484,50,0.240740741,0.670136255,0.349206349
6300,32,1.6042534,46,0.197530864,0.611136915,0.317460317
6301,13,1.4028426,40,0.080246914,0.514286154,0.26984127
6302,7,1.1365665,28,0.043209877,0.386244148,0.174603175
6303,12,1.3006579,29,0.074074074,0.465149435,0.182539683
6304,34,1.6666666,48,0.209876543,0.641149039,0.333333333
6305,0,1.2063863,21,0,0.419817823,0.119047619
6306,32,1.8185065,22,0.197530864,0.714163048,0.126984127
6307,40,1.8294003,32,0.24691358,0.71940146,0.206349206
6308,16,1.550553,32,0.098765432,0.585314444,0.206349206
6309,0,0.84615386,22,0,0.246595801,0.126984127
6310,40,1.7925211,35,0.24691358,0.701667661,0.23015873
6311,28,1.6828449,39,0.172839506,0.648928566,0.261904762
6312,22,1.4803609,45,0.135802469,0.551561744,0.30952381
6313,0,1.0207884,23,0,0.330570882,0.134920635
6314,20,1.3873369,34,0.12345679,0.506830055,0.222222222
6315,12,1.2052853,24,0.074074074,0.419288394,0.142857143
6316,8,1,20,0.049382716,0.320574534,0.111111111
6317,8,1.0445806,26,0.049382716,0.342011642,0.158730159
6318,16,1.3938289,37,0.098765432,0.50995181,0.246031746
6319,20,1.3873369,34,0.12345679,0.506830055,0.222222222
6320,28,1.6794915,60,0.172839506,0.647316044,0.428571429
6321,14,1.3006579,29,0.086419753,0.465149435,0.182539683
6322,10,1.1561403,31,0.061728395,0.395656441,0.198412698
6323,16,1.4135897,43,0.098765432,0.519454024,0.293650794
6324,0,0.42239243,9,0,0.042825115,0.023809524
6325,6,0.8870222,18,0.037037037,0.266247825,0.095238095
6326,16,1.3938289,37,0.098765432,0.50995181,0.246031746
6327,36,1.6700469,54,0.222222222,0.642774496,0.380952381
6328,24,1.5364467,38,0.148148148,0.578531263,0.253968254
6329,24,1.5364467,38,0.148148148,0.578531263,0.253968254
6330,14,1.471094,30,0.086419753,0.547105646,0.19047619
6331,16,1.569167,29,0.098765432,0.594265206,0.182539683
