Ref,Choice R3,Integration [HH] R3,Total Depth R3,Choice R3 normal,Integration [HH] R3 normal,Total Depth R3 normal
1613,16,1.4028426,40,0.098765432,0.514286154,0.26984127
1614,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1615,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1616,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1617,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1618,16,1.3845592,31,0.098765432,0.505494365,0.198412698
1619,32,1.6037242,43,0.197530864,0.610882443,0.293650794
1620,40,1.7372102,65,0.24691358,0.675070762,0.468253968
1621,48,1.8391043,72,0.296296296,0.724067743,0.523809524
1622,0,1.1191936,25,0,0.377890184,0.150793651
1623,24,1.4864661,27,0.148148148,0.554497501,0.166666667
1624,28,1.550553,32,0.172839506,0.585314444,0.206349206
1625,44,1.7812788,58,0.271604938,0.696261669,0.412698413
1626,28,1.5364467,38,0.172839506,0.578531263,0.253968254
1627,12,1.2052853,24,0.074074074,0.419288394,0.142857143
1628,8,1,20,0.049382716,0.320574534,0.111111111
1629,8,1.0697098,29,0.049382716,0.354095314,0.182539683
1630,18,1.4803609,45,0.111111111,0.551561744,0.30952381
1631,60,1.9309677,76,0.37037037,0.768241344,0.555555556
1632,54,1.8839605,71,0.333333333,0.745637376,0.515873016
1633,40,1.7288883,59,0.24691358,0.671069078,0.420634921
1634,14,1.3006579,29,0.086419753,0.465149435,0.182539683
1635,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1636,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1637,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1638,14,1.3006579,29,0.086419753,0.465149435,0.182539683
1639,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1640,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1641,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1642,32,1.6042534,46,0.197530864,0.611136915,0.317460317
1643,16,1.3938289,37,0.098765432,0.50995181,0.246031746
1644,10,1.1365665,28,0.061728395,0.386244148,0.174603175
1645,12,1.2123377,27,0.074074074,0.422679624,0.166666667
1646,30,1.6132691,37,0.185185185,0.615472221,0.246031746
1647,32,1.6132691,37,0.197530864,0.615472221,0.246031746
1648,16,1.3938289,37,0.098765432,0.50995181,0.246031746
1649,10,1.1365665,28,0.061728395,0.386244148,0.174603175
1650,12,1.2123377,27,0.074074074,0.422679624,0.166666667
1651,28,1.6037242,43,0.172839506,0.610882443,0.293650794
1652,36,1.6734514,42,0.222222222,0.64441159,0.285714286
1653,20,1.606352,40,0.12345679,0.612146052,0.26984127
1654,20,1.6037242,43,0.12345679,0.610882443,0.293650794
1655,26,1.6734514,42,0.160493827,0.64441159,0.285714286
1656,0,0.42239243,9,0,0.042825115,0.023809524
1657,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1658,12,1.2671746,15,0.074074074,0.449048595,0.071428571
1659,14,1.4666082,39,0.086419753,0.544948596,0.261904762
1660,12,1.4724894,42,0.074074074,0.54777664,0.285714286
1661,15,1.4724894,42,0.092592593,0.54777664,0.285714286
1662,16,1.5448366,47,0.098765432,0.582565645,0.325396825
1663,44,1.7852225,52,0.271604938,0.698158043,0.365079365
1664,48,1.8597906,48,0.296296296,0.734014995,0.333333333
1665,29,1.606352,40,0.179012346,0.612146052,0.26984127
1666,18,1.4666082,39,0.111111111,0.544948596,0.261904762
1667,8,1.0445806,26,0.049382716,0.342011642,0.158730159
1668,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1669,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1670,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1671,8,1,20,0.049382716,0.320574534,0.111111111
1672,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1673,14,1.3057258,23,0.086419753,0.467586394,0.134920635
1674,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1675,0,0.42239243,9,0,0.042825115,0.023809524
1676,59,1.9345245,82,0.364197531,0.769951673,0.603174603
1677,44,1.7841618,64,0.271604938,0.697647993,0.46031746
1678,0,0.68957245,17,0,0.171301782,0.087301587
1679,12,1.3006579,29,0.074074074,0.465149435,0.182539683
1680,0,1.1191936,25,0,0.377890184,0.150793651
1681,28,1.550553,32,0.172839506,0.585314444,0.206349206
1682,0,1.2241485,30,0,0.428358987,0.19047619
1683,32,1.7572933,30,0.197530864,0.684727958,0.19047619
1684,0,1.2241485,30,0,0.428358987,0.19047619
1685,32,1.6132691,37,0.197530864,0.615472221,0.246031746
1686,16,1.3845592,31,0.098765432,0.505494365,0.198412698
1687,8,1.0445806,26,0.049382716,0.342011642,0.158730159
1688,8,1.1191936,25,0.049382716,0.377890184,0.150793651
1689,16,1.6008096,26,0.098765432,0.609480923,0.158730159
1690,30,1.6261337,34,0.185185185,0.621658316,0.222222222
1691,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1692,8,1,20,0.049382716,0.320574534,0.111111111
1693,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1694,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1695,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1696,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1697,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1698,8,1,20,0.049382716,0.320574534,0.111111111
1699,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1700,60,1.9304764,73,0.37037037,0.768005096,0.531746032
1701,54,1.8833622,68,0.333333333,0.745349677,0.492063492
1702,0,1.1561403,31,0,0.395656441,0.198412698
1703,24,1.4635203,36,0.148148148,0.543463743,0.238095238
1704,12,1.2063863,21,0.074074074,0.419817823,0.119047619
1705,8,0.98558021,17,0.049382716,0.313640608,0.087301587
1706,6,0.8870222,18,0.037037037,0.266247825,0.095238095
1707,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1708,16,1.3845592,31,0.098765432,0.505494365,0.198412698
1709,12,1.2052853,24,0.074074074,0.419288394,0.142857143
1710,10,1.1365665,28,0.061728395,0.386244148,0.174603175
1711,16,1.3938289,37,0.098765432,0.50995181,0.246031746
1712,28,1.550553,32,0.172839506,0.585314444,0.206349206
1713,20,1.4724894,42,0.12345679,0.54777664,0.285714286
1714,18,1.3938289,37,0.111111111,0.50995181,0.246031746
1715,32,1.606352,40,0.197530864,0.612146052,0.26984127
1716,32,1.6037242,43,0.197530864,0.610882443,0.293650794
1717,32,1.6037242,43,0.197530864,0.610882443,0.293650794
1718,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1719,10,1.1365665,28,0.061728395,0.386244148,0.174603175
1720,14,1.3006579,29,0.086419753,0.465149435,0.182539683
1721,14,1.3057258,23,0.086419753,0.467586394,0.134920635
1722,8,1.0445806,26,0.049382716,0.342011642,0.158730159
1723,10,1.1191936,25,0.061728395,0.377890184,0.150793651
1724,18,1.4864661,27,0.111111111,0.554497501,0.166666667
1725,0,1.1365665,28,0,0.386244148,0.174603175
1726,28,1.5405476,35,0.172839506,0.580503229,0.23015873
1727,40,1.7669872,38,0.24691358,0.689389384,0.253968254
1728,0,1.2241485,30,0,0.428358987,0.19047619
1729,14,1.6587812,18,0.086419753,0.637357252,0.095238095
1730,9,1.375,17,0.055555556,0.500897711,0.087301587
1731,4,0.98510355,14,0.024691358,0.3134114,0.063492063
1732,3,0.98510355,14,0.018518519,0.3134114,0.063492063
1733,7,1.3270249,20,0.043209877,0.477828318,0.111111111
1734,16,1.3845592,31,0.098765432,0.505494365,0.198412698
1735,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1736,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1737,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1738,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1739,16,1.4135897,43,0.098765432,0.519454024,0.293650794
1740,28,1.569167,29,0.172839506,0.594265206,0.182539683
1741,32,1.6042534,46,0.197530864,0.611136915,0.317460317
1742,32,1.6118186,52,0.197530864,0.614774731,0.365079365
1743,36,1.6673985,51,0.222222222,0.641500982,0.357142857
1744,36,1.6666666,48,0.222222222,0.641149039,0.333333333
1745,29,1.606352,40,0.179012346,0.612146052,0.26984127
1746,32,1.6684235,45,0.197530864,0.641993865,0.30952381
1747,18,1.3873369,34,0.111111111,0.506830055,0.222222222
1748,16,1.3006579,29,0.098765432,0.465149435,0.182539683
1749,13,1.3006579,29,0.080246914,0.465149435,0.182539683
1750,8,1,20,0.049382716,0.320574534,0.111111111
1751,7,1.0207884,23,0.043209877,0.330570882,0.134920635
1752,13,1.3938289,37,0.080246914,0.50995181,0.246031746
1753,12,1.2052853,24,0.074074074,0.419288394,0.142857143
1754,8,1,20,0.049382716,0.320574534,0.111111111
1755,8,1.0445806,26,0.049382716,0.342011642,0.158730159
1756,16,1.3873683,28,0.098765432,0.506845154,0.174603175
1757,0,1.1561403,31,0,0.395656441,0.198412698
1758,27,1.5395753,44,0.166666667,0.580035687,0.301587302
1759,0,0.8619656,15,0,0.254199063,0.071428571
1760,0,0.8619656,15,0,0.254199063,0.071428571
1761,20,1.3873683,28,0.12345679,0.506845154,0.174603175
1762,0,0.42239243,9,0,0.042825115,0.023809524
1763,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1764,14,1.3057258,23,0.086419753,0.467586394,0.134920635
1765,28,1.5365106,41,0.172839506,0.57856199,0.277777778
1766,12,1.2222222,18,0.074074074,0.427432702,0.095238095
1767,8,0.98558021,17,0.049382716,0.313640608,0.087301587
1768,6,0.8870222,18,0.037037037,0.266247825,0.095238095
1769,8,1,20,0.049382716,0.320574534,0.111111111
1770,14,1.2989333,26,0.086419753,0.464320141,0.158730159
1771,12,1.2222222,18,0.074074074,0.427432702,0.095238095
1772,8,0.98558021,17,0.049382716,0.313640608,0.087301587
1773,6,0.8870222,18,0.037037037,0.266247825,0.095238095
1774,8,0.98558021,17,0.049382716,0.313640608,0.087301587
1775,12,1.2222222,18,0.074074074,0.427432702,0.095238095
1776,16,1.3006579,29,0.098765432,0.465149435,0.182539683
1777,20,1.4666082,39,0.12345679,0.544948596,0.261904762
1778,12,1.2063863,21,0.074074074,0.419817823,0.119047619
1779,8,1,20,0.049382716,0.320574534,0.111111111
1780,8,1.0445806,26,0.049382716,0.342011642,0.158730159
1781,16,1.4028426,40,0.098765432,0.514286154,0.26984127
1782,0,1.3938289,37,0,0.50995181,0.246031746
1783,20,1.5364467,38,0.12345679,0.578531263,0.253968254
1784,10,1.1561403,31,0.061728395,0.395656441,0.198412698
1785,10,1.2196002,40,0.061728395,0.426171883,0.26984127
1786,26,1.7288883,59,0.160493827,0.671069078,0.420634921
1787,14,1.2989333,26,0.086419753,0.464320141,0.158730159
1788,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1789,0,0.42239243,9,0,0.042825115,0.023809524
1790,18,1.4803609,45,0.111111111,0.551561744,0.30952381
1791,8,1.0445806,26,0.049382716,0.342011642,0.158730159
1792,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1793,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1794,8,1.0697098,29,0.049382716,0.354095314,0.182539683
1795,20,1.5517242,50,0.12345679,0.585877629,0.349206349
1796,40,1.7257152,53,0.24691358,0.669543256,0.373015873
1797,26,1.7265038,56,0.160493827,0.669922463,0.396825397
1798,23,1.6700469,54,0.141975309,0.642774496,0.380952381
1799,16,1.4255327,46,0.098765432,0.525196957,0.317460317
1800,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1801,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1802,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1803,6,0.8870222,18,0.037037037,0.266247825,0.095238095
1804,10,1.1768752,34,0.061728395,0.405627062,0.222222222
1805,26,1.7288883,59,0.160493827,0.671069078,0.420634921
1806,35,1.7841618,64,0.216049383,0.697647993,0.46031746
1807,30,1.7257152,53,0.185185185,0.669543256,0.373015873
1808,35,1.9731473,52,0.216049383,0.788523902,0.365079365
1809,0,1.1058542,22,0,0.371475776,0.126984127
1810,24,1.471094,30,0.148148148,0.547105646,0.19047619
1811,60,1.9310595,70,0.37037037,0.768285487,0.507936508
1812,54,1.8833622,68,0.333333333,0.745349677,0.492063492
1813,20,1.4666082,39,0.12345679,0.544948596,0.261904762
1814,16,1.3076391,32,0.098765432,0.468506427,0.206349206
1815,26,1.6684235,45,0.160493827,0.641993865,0.30952381
1816,52,1.8344558,60,0.320987654,0.721832457,0.428571429
1817,29,1.6684235,45,0.179012346,0.641993865,0.30952381
1818,32,1.6042534,46,0.197530864,0.611136915,0.317460317
1819,36,1.6700469,54,0.222222222,0.642774496,0.380952381
1820,16,1.4028426,40,0.098765432,0.514286154,0.26984127
1821,10,1.1561403,31,0.061728395,0.395656441,0.198412698
1822,14,1.3006579,29,0.086419753,0.465149435,0.182539683
1823,18,1.3938289,37,0.111111111,0.50995181,0.246031746
1824,20,1.4896638,48,0.12345679,0.556035153,0.333333333
1825,14,1.3270249,20,0.086419753,0.477828318,0.111111111
1826,8,1,20,0.049382716,0.320574534,0.111111111
1827,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1828,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1829,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1830,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1831,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1832,16,1.3988512,25,0.098765432,0.512366842,0.150793651
1833,17,1.5154221,24,0.104938272,0.568421336,0.142857143
1834,5,1.3057258,23,0.030864198,0.467586394,0.134920635
1835,7,1.3845592,31,0.043209877,0.505494365,0.198412698
1836,21,1.550553,32,0.12962963,0.585314444,0.206349206
1837,31,1.6042534,46,0.191358025,0.611136915,0.317460317
1838,36,1.6684235,45,0.222222222,0.641993865,0.30952381
1839,22,1.5598243,53,0.135802469,0.589772658,0.373015873
1840,20,1.5,51,0.12345679,0.561005437,0.357142857
1841,54,1.8855816,74,0.333333333,0.746416902,0.53968254
1842,34,1.6666666,48,0.209876543,0.641149039,0.333333333
1843,29,1.606352,40,0.179012346,0.612146052,0.26984127
1844,36,1.6734514,42,0.222222222,0.64441159,0.285714286
1845,35,1.6673985,51,0.216049383,0.641500982,0.357142857
1846,14,1.2989333,26,0.086419753,0.464320141,0.158730159
1847,8,1,20,0.049382716,0.320574534,0.111111111
1848,6,0.8870222,18,0.037037037,0.266247825,0.095238095
1849,8,1,20,0.049382716,0.320574534,0.111111111
1850,14,1.2989333,26,0.086419753,0.464320141,0.158730159
1851,18,1.3873369,34,0.111111111,0.506830055,0.222222222
1852,20,1.4724894,42,0.12345679,0.54777664,0.285714286
1853,0,1.2552096,36,0,0.443295083,0.238095238
1854,12,1.5154221,24,0.074074074,0.568421336,0.142857143
1855,5,1.3076391,32,0.030864198,0.468506427,0.206349206
1856,15,1.6037242,43,0.092592593,0.610882443,0.293650794
1857,23,1.6261337,34,0.141975309,0.621658316,0.222222222
1858,27,1.7307693,47,0.166666667,0.671973579,0.325396825
1859,54,1.8839605,71,0.333333333,0.745637376,0.515873016
1860,66,1.975305,78,0.407407407,0.789561458,0.571428571
1861,0,1.4635203,36,0,0.543463743,0.238095238
1862,44,1.7841618,64,0.271604938,0.697647993,0.46031746
1863,36,1.6741856,57,0.222222222,0.644764639,0.404761905
1864,28,1.550553,32,0.172839506,0.585314444,0.206349206
1865,24,1.4864661,27,0.148148148,0.554497501,0.166666667
1866,14,1.2989333,26,0.086419753,0.464320141,0.158730159
1867,10,1.1191936,25,0.061728395,0.377890184,0.150793651
1868,12,1.2052853,24,0.074074074,0.419288394,0.142857143
1869,18,1.3873683,28,0.111111111,0.506845154,0.174603175
1870,16,1.3006579,29,0.098765432,0.465149435,0.182539683
1871,40,1.7265038,56,0.24691358,0.669922463,0.396825397
1872,40,1.7288883,59,0.24691358,0.671069078,0.420634921
1873,0,0.42239243,9,0,0.042825115,0.023809524
1874,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1875,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1876,11,1.4666082,39,0.067901235,0.544948596,0.261904762
1877,18,1.6684235,45,0.111111111,0.641993865,0.30952381
1878,29,1.6673985,51,0.179012346,0.641500982,0.357142857
1879,22,1.6071428,49,0.135802469,0.612526317,0.341269841
1880,12,1.2552096,36,0.074074074,0.443295083,0.238095238
1881,14,1.31797,35,0.086419753,0.473474162,0.23015873
1882,46,1.8416041,54,0.283950617,0.725269801,0.380952381
1883,20,1.5448366,47,0.12345679,0.582565645,0.325396825
1884,10,1.1981546,37,0.061728395,0.415859513,0.246031746
1885,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1886,52,1.8416041,54,0.320987654,0.725269801,0.380952381
1887,18,1.4666082,39,0.111111111,0.544948596,0.261904762
1888,6,0.91666669,21,0.037037037,0.280502728,0.119047619
1889,0,0.42239243,9,0,0.042825115,0.023809524
1890,40,1.9051077,53,0.24691358,0.755806257,0.373015873
1891,54,2.0876319,67,0.333333333,0.843575174,0.484126984
1892,39,1.9491093,58,0.240740741,0.776964946,0.412698413
1893,30,1.8839941,65,0.185185185,0.745653533,0.468253968
1894,20,1.7820429,61,0.12345679,0.696629095,0.436507937
1895,63,2.1163981,75,0.388888889,0.857407741,0.547619048
1896,53,1.9775612,72,0.327160494,0.790646378,0.523809524
1897,51,2.0270002,71,0.314814815,0.814419705,0.515873016
1898,55,1.9851656,66,0.339506173,0.794303044,0.476190476
1899,56,1.9363272,64,0.345679012,0.770818522,0.46031746
1900,49,1.8369439,57,0.302469136,0.723028889,0.404761905
1901,52,1.8337219,63,0.320987654,0.721479553,0.452380952
1902,40,1.7372102,65,0.24691358,0.675070762,0.468253968
1903,16,1.3873369,34,0.098765432,0.506830055,0.222222222
1904,18,1.4803609,45,0.111111111,0.551561744,0.30952381
1905,16,1.3873369,34,0.098765432,0.506830055,0.222222222
1906,18,1.4896638,48,0.111111111,0.556035153,0.333333333
1907,36,1.6673985,51,0.222222222,0.641500982,0.357142857
1908,34,1.7325417,62,0.209876543,0.672825859,0.444444444
1909,30,1.6037242,43,0.185185185,0.610882443,0.293650794
1910,52,1.8391043,72,0.320987654,0.724067743,0.523809524
1911,24,1.4644111,33,0.148148148,0.543892094,0.214285714
1912,22,1.4644111,33,0.135802469,0.543892094,0.214285714
1913,24,1.5364467,38,0.148148148,0.578531263,0.253968254
1914,12,1.2063863,21,0.074074074,0.419817823,0.119047619
1915,10,1.1191936,25,0.061728395,0.377890184,0.150793651
1916,14,1.3076391,32,0.086419753,0.468506427,0.206349206
1917,12,1.2052853,24,0.074074074,0.419288394,0.142857143
1918,12,1.2123377,27,0.074074074,0.422679624,0.166666667
1919,18,1.4635203,36,0.111111111,0.543463743,0.238095238
1920,18,1.3845592,31,0.111111111,0.505494365,0.198412698
1921,18,1.3938289,37,0.111111111,0.50995181,0.246031746
1922,0,1,20,0,0.320574534,0.111111111
1923,0,1.1561403,31,0,0.395656441,0.198412698
1924,25,1.5365106,41,0.154320988,0.57856199,0.277777778
1925,16,1.4028426,40,0.098765432,0.514286154,0.26984127
1926,19,1.4803609,45,0.117283951,0.551561744,0.30952381
1927,22,1.4635203,36,0.135802469,0.543463743,0.238095238
1928,22,1.4864661,27,0.135802469,0.554497501,0.166666667
1929,25,1.5364467,38,0.154320988,0.578531263,0.253968254
1930,16,1.3845592,31,0.098765432,0.505494365,0.198412698
1931,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1932,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1933,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1934,6,0.8870222,18,0.037037037,0.266247825,0.095238095
1935,10,1.1,19,0.061728395,0.368660715,0.103174603
1936,16,1.4244281,22,0.098765432,0.524665797,0.126984127
1937,36,1.6673985,51,0.222222222,0.641500982,0.357142857
1938,0,1.3873683,28,0,0.506845154,0.174603175
1939,36,1.6981779,36,0.222222222,0.65630162,0.238095238
1940,10,1.1492875,13,0.061728395,0.392361191,0.055555556
1941,8,0.98510355,14,0.049382716,0.3134114,0.063492063
1942,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1943,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1944,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1945,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1946,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1947,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1948,16,1.3873369,34,0.098765432,0.506830055,0.222222222
1949,0,0.84912294,12,0,0.248023519,0.047619048
1950,10,1.1087778,16,0.061728395,0.372881623,0.079365079
1951,10,1.1191936,25,0.061728395,0.377890184,0.150793651
1952,16,1.4028426,40,0.098765432,0.514286154,0.26984127
1953,3,0.8619656,15,0.018518519,0.254199063,0.071428571
1954,5,1,20,0.030864198,0.320574534,0.111111111
1955,14,1.3873369,34,0.086419753,0.506830055,0.222222222
1956,35,1.6666666,48,0.216049383,0.641149039,0.333333333
1957,17,1.4724894,42,0.104938272,0.54777664,0.285714286
1958,6,1.0207884,23,0.037037037,0.330570882,0.134920635
1959,32,1.6042534,46,0.197530864,0.611136915,0.317460317
1960,0,0.70398736,7,0,0.178233361,0.007936508
1961,8,1.1634083,8,0.049382716,0.399151344,0.015873016
1962,8,0.98510355,14,0.049382716,0.3134114,0.063492063
1963,8,1,20,0.049382716,0.320574534,0.111111111
1964,12,1.2063863,21,0.074074074,0.419817823,0.119047619
1965,0,0.70398736,7,0,0.178233361,0.007936508
1966,28,1.550553,32,0.172839506,0.585314444,0.206349206
1967,32,1.6261337,34,0.197530864,0.621658316,0.222222222
1968,16,1.3845592,31,0.098765432,0.505494365,0.198412698
1969,8,1.0207884,23,0.049382716,0.330570882,0.134920635
1970,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1971,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1972,6,0.84912294,12,0.037037037,0.248023519,0.047619048
1973,6,0.8619656,15,0.037037037,0.254199063,0.071428571
1974,8,1,20,0.049382716,0.320574534,0.111111111
1975,14,1.2989333,26,0.086419753,0.464320141,0.158730159
1976,0,0.68957245,17,0,0.171301782,0.087301587
1977,12,1.3006579,29,0.074074074,0.465149435,0.182539683
1978,40,1.7257152,53,0.24691358,0.669543256,0.373015873
1979,58,1.8839941,65,0.358024691,0.745653533,0.468253968
1980,44,1.7963344,73,0.271604938,0.703501332,0.531746032
1981,0,0.42239243,9,0,0.042825115,0.023809524
1982,6,0.91666669,21,0.037037037,0.280502728,0.119047619
1983,18,1.4724894,42,0.111111111,0.54777664,0.285714286
1984,0,1.1561403,31,0,0.395656441,0.198412698
1985,20,1.606352,40,0.12345679,0.612146052,0.26984127
1986,22,1.6037242,43,0.135802469,0.610882443,0.293650794
1987,30,1.7307693,47,0.185185185,0.671973579,0.325396825
1988,52,1.9244691,39,0.320987654,0.765116415,0.261904762
1989,29,1.7379411,44,0.179012346,0.675422224,0.301587302
1990,25,1.6734514,42,0.154320988,0.64441159,0.285714286
1991,20,1.7379411,44,0.12345679,0.675422224,0.301587302
1992,45,2.0165863,33,0.277777778,0.809412058,0.214285714
1993,31,1.7669872,38,0.191358025,0.689389384,0.253968254
1994,32,1.6734514,42,0.197530864,0.64441159,0.285714286
1995,0,1.238816,33,0,0.435412027,0.214285714
1996,0,1.238816,33,0,0.435412027,0.214285714
1997,32,1.6042534,46,0.197530864,0.611136915,0.317460317
1998,36,1.6666666,48,0.222222222,0.641149039,0.333333333
1999,32,1.6037242,43,0.197530864,0.610882443,0.293650794
2000,40,1.7288883,59,0.24691358,0.671069078,0.420634921
2001,14,1.31797,35,0.086419753,0.473474162,0.23015873
2002,8,0.98558021,17,0.049382716,0.313640608,0.087301587
2003,4,0.69804502,10,0.024691358,0.175375917,0.031746032
2004,0,0.33333334,6,0,0,0
2005,80,2.1057987,81,0.49382716,0.852310894,0.595238095
2006,0,1.1981546,37,0,0.415859513,0.246031746
2007,36,1.6926663,66,0.222222222,0.653651302,0.476190476
2008,0,1.2726263,39,0,0.451670109,0.261904762
2009,18,1.3938289,37,0.111111111,0.50995181,0.246031746
2010,20,1.4666082,39,0.12345679,0.544948596,0.261904762
2011,14,1.3006579,29,0.086419753,0.465149435,0.182539683
2012,8,1,20,0.049382716,0.320574534,0.111111111
2013,6,0.8870222,18,0.037037037,0.266247825,0.095238095
2014,8,1.0207884,23,0.049382716,0.330570882,0.134920635
2015,16,1.3938289,37,0.098765432,0.50995181,0.246031746
2016,49,1.8900454,59,0.302469136,0.748563372,0.420634921
2017,0,1.2241485,30,0,0.428358987,0.19047619
2018,48,1.8416041,54,0.296296296,0.725269801,0.380952381
2019,0,1.2726263,39,0,0.451670109,0.261904762
2020,52,1.8900454,59,0.320987654,0.748563372,0.420634921
2021,12,1.2123377,27,0.074074074,0.422679624,0.166666667
2022,10,1.1058542,22,0.061728395,0.371475776,0.126984127
2023,12,1.2063863,21,0.074074074,0.419817823,0.119047619
2024,16,1.3057258,23,0.098765432,0.467586394,0.134920635
2025,16,1.2989333,26,0.098765432,0.464320141,0.158730159
2026,12,1.2063863,21,0.074074074,0.419817823,0.119047619
2027,8,1,20,0.049382716,0.320574534,0.111111111
2028,8,1,20,0.049382716,0.320574534,0.111111111
2029,12,1.2222222,18,0.074074074,0.427432702,0.095238095
2030,32,1.6071428,49,0.197530864,0.612526317,0.341269841
2031,32,1.6042534,46,0.197530864,0.611136915,0.317460317
2032,36,1.6700469,54,0.222222222,0.642774496,0.380952381
2033,38,1.8344153,66,0.234567901,0.721812982,0.476190476
2034,29,1.6673985,51,0.179012346,0.641500982,0.357142857
2035,45,1.8344153,66,0.277777778,0.721812982,0.476190476
2036,60,1.9309677,76,0.37037037,0.768241344,0.555555556
2037,66,1.9756846,81,0.407407407,0.789743993,0.595238095
2038,42,1.8344558,60,0.259259259,0.721832457,0.428571429
2039,36,1.6673985,51,0.222222222,0.641500982,0.357142857
2040,28,1.6684235,45,0.172839506,0.641993865,0.30952381
2041,35,1.7909094,49,0.216049383,0.700892656,0.341269841
2042,32,1.6037242,43,0.197530864,0.610882443,0.293650794
2043,16,1.4028426,40,0.098765432,0.514286154,0.26984127
2044,8,1.0207884,23,0.049382716,0.330570882,0.134920635
2045,6,0.8619656,15,0.037037037,0.254199063,0.071428571
2046,6,0.8619656,15,0.037037037,0.254199063,0.071428571
2047,8,1,20,0.049382716,0.320574534,0.111111111
2048,14,1.3076391,32,0.086419753,0.468506427,0.206349206
2049,31,1.7379411,44,0.191358025,0.675422224,0.301587302
2050,60,1.9309677,76,0.37037037,0.768241344,0.555555556
2051,60,1.9304764,73,0.37037037,0.768005096,0.531746032
2052,31,1.9805739,69,0.191358025,0.79209507,0.5
2053,12,1.5448366,47,0.074074074,0.582565645,0.325396825
2054,8,1.2552096,36,0.049382716,0.443295083,0.238095238
2055,20,1.6673985,51,0.12345679,0.641500982,0.357142857
2056,55,2.0789747,70,0.339506173,0.839412257,0.507936508
2057,70,2.0876319,67,0.432098765,0.843575174,0.484126984
2058,42,1.7841618,64,0.259259259,0.697647993,0.46031746
2059,47,1.9304764,73,0.290123457,0.768005096,0.531746032
2060,29,1.7325417,62,0.179012346,0.672825859,0.444444444
2061,24,1.5517242,50,0.148148148,0.585877629,0.349206349
2062,0,1.4803609,45,0,0.551561744,0.30952381
2063,39,1.7257152,53,0.240740741,0.669543256,0.373015873
2064,20,1.4724894,42,0.12345679,0.54777664,0.285714286
2065,16,1.3006579,29,0.098765432,0.465149435,0.182539683
2066,34,1.6700469,54,0.209876543,0.642774496,0.380952381
2067,36,1.6741856,57,0.222222222,0.644764639,0.404761905
2068,40,1.7325417,62,0.24691358,0.672825859,0.444444444
2069,20,1.5110798,54,0.12345679,0.56633329,0.380952381
2070,20,1.4896638,48,0.12345679,0.556035153,0.333333333
