Ref,x1,y1,x2,y2,Choice,Choice R3,Choice R5,Choice R7,Choice R9,Choice [Connectivity Wgt],Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R5,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt] R9,Choice [Connectivity Wgt][Norm],Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R5,Choice [Connectivity Wgt][Norm] R7,Choice [Connectivity Wgt][Norm] R9,Choice [Norm],Choice [Norm] R3,Choice [Norm] R5,Choice [Norm] R7,Choice [Norm] R9,Connectivity,Control,Controllability,Entropy,Entropy R3,Entropy R5,Entropy R7,Entropy R9,Harmonic Mean Depth,Harmonic Mean Depth R3,Harmonic Mean Depth R5,Harmonic Mean Depth R7,Harmonic Mean Depth R9,Integration [HH],Integration [HH] R3,Integration [HH] R5,Integration [HH] R7,Integration [HH] R9,Integration [P-value],Integration [P-value] R3,Integration [P-value] R5,Integration [P-value] R7,Integration [P-value] R9,Integration [Tekl],Integration [Tekl] R3,Integration [Tekl] R5,Integration [Tekl] R7,Integration [Tekl] R9,Intensity,Intensity R3,Intensity R5,Intensity R7,Intensity R9,Line Length,Mean Depth,Mean Depth R3,Mean Depth R5,Mean Depth R7,Mean Depth R9,Mean Depth [Connectivity Wgt],Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R5,Mean Depth [Connectivity Wgt] R7,Mean Depth [Connectivity Wgt] R9,Node Count,Node Count R3,Node Count R5,Node Count R7,Node Count R9,RA,RA R3,RA R5,RA R7,RA R9,RA [Penn],RA [Penn] R3,RA [Penn] R5,RA [Penn] R7,RA [Penn] R9,RRA,RRA R3,RRA R5,RRA R7,RRA R9,Relativised Entropy,Relativised Entropy R3,Relativised Entropy R5,Relativised Entropy R7,Relativised Entropy R9,Total Connectivity,Total Connectivity R3,Total Connectivity R5,Total Connectivity R7,Total Connectivity R9,Total Depth,Total Depth R3,Total Depth R5,Total Depth R7,Total Depth R9,xinqiao_try1_Choice_R3,xinqiao_try1_Cluster_Kmeans_850,xinqiao_try1_Integration__HH__R,xinqiao_try1_Total_Connectivity
804,69093.0825931,4384.6618369,69140.3220734,4719.85874089,823,14,44,119,218,21335,417,1231,2377,4408,0.0020112903,0.10528973,0.037275355,0.032072861,0.015143369,0.00066144107,0.060606062,0.019315189,0.01949222,0.0093019288,3,0.55952382,0.23076923,4.2670021,1.4354291,2.0404685,2.5833104,2.7932708,9.3104696,7.3469386,9.5026779,10.978665,13.018789,0.60922951,1.7269484,1.3067203,1.1087625,0.91732574,0.60922951,1.7269484,1.3067203,1.1087625,0.91732574,0.67071414,0.70565152,0.66991889,0.66086334,0.65763634,0.32325464,1.222773,0.74889529,0.67443067,0.49306318,338.50928,14.209126,2.2727273,3.7794118,4.8738737,6.6958528,13.527355,2.2022471,3.6926069,4.6649351,6.6199212,1579,23,69,112,218,0.016752221,0.12121212,0.082967512,0.070434071,0.052739374,0.55532801,0.31707317,0.27862597,0.33333334,0.27294117,1.6414175,0.57905608,0.7652747,0.90190637,1.0901253,4.0001307,1.705246,2.3916671,2.5652306,3.2107036,4606,89,257,385,763,22422,50,257,541,1453,20,2,1.7269484,89
805,69108.2953149,4580.66002125,69511.9545657,4553.55561357,5297,23,115,260,552,58400,614,2378,4525,9986,0.0055054771,0.1228,0.070355028,0.041675109,0.020012004,0.0042571728,0.070769228,0.05048288,0.033548389,0.014132105,4,1.0595238,0.36363637,4.2197089,1.3841567,2.0873489,2.5697756,2.681674,9.365406,8.7046633,10.776907,12.705752,15.240841,0.64467359,1.6857162,1.3206959,1.101373,0.92996699,0.64467359,1.6857162,1.3206959,1.101373,0.92996699,0.67454982,0.69946998,0.67128134,0.66282988,0.66486722,0.33827081,1.0381175,0.77433908,0.64117175,0.44854191,404.56821,13.48289,2.4230769,3.75,5.0479999,7.0035715,12.778767,2.22,3.6423078,4.9785409,6.891892,1579,27,69,126,281,0.015831186,0.11384615,0.082089551,0.065290324,0.043036353,0.56542456,0.24489796,0.28625953,0.30589849,0.23729582,1.5511726,0.59321964,0.75717658,0.90795761,1.075307,3.8867166,1.9277372,2.3382719,2.6605828,3.353734,4606,100,260,466,999,21276,63,255,631,1961,15,2,1.6857162,100
806,69457.5090736,4475.15632865,69477.5257943,4701.55424713,3160,22,56,140,254,27612,272,876,1812,3700,0.002603035,0.16743614,0.057208162,0.033480845,0.01518871,0.0025396764,0.2820513,0.059196617,0.034188036,0.014146477,4,1.9166666,0.44444445,4.2263837,1.5632838,2.0192785,2.4868381,2.6724021,8.8216162,5.7142859,7.2073922,8.7181721,10.390474,0.59716809,1.6008096,1.0857515,0.95865345,0.83985215,0.59716809,1.6008096,1.0857515,0.95865345,0.83985215,0.66936821,0.69855547,0.63648832,0.64026797,0.64621961,0.31383839,1.8238311,0.73876041,0.60049635,0.44813767,227.28107,14.475919,2,3.8181818,5.1978021,7,13.771385,2.0350878,3.7885714,5.0334349,6.9340973,1579,14,45,92,191,0.017090576,0.16666667,0.13107823,0.093284495,0.063492067,0.54634666,0.43478259,0.25301206,0.27238095,0.23180594,1.6745703,0.62468392,0.92102104,1.0431298,1.1906857,3.9645989,1.2831391,2.4687953,2.7739329,3.3434155,4606,57,175,329,698,22843,26,168,473,1330,23,3,1.6008096,57
807,69289.3685442,4493.55616391,69470.3197554,4491.95617143,1066,2,17,55,106,16901,218,697,1412,2988,0.0015932888,0.0436,0.020621302,0.013004476,0.0059879702,0.00085673895,0.0061538462,0.0074626864,0.0070967744,0.0027137736,2,0.39285713,0.22222222,4.2166162,1.2032861,2.0165734,2.5310178,2.6642952,8.7269592,5.7005987,7.5102997,9.1764908,11.132279,0.64454269,1.5212561,1.2930374,1.0927348,0.92775935,0.64454269,1.5212561,1.2930374,1.0927348,0.92775935,0.67453599,0.68013453,0.6685763,0.66199273,0.66465449,0.33795425,0.81221807,0.73233455,0.62653875,0.44457656,180.95828,13.485425,2.5769231,3.8088236,5.0799999,7.0178571,12.782241,2.3800001,3.7038462,5.0128756,6.907908,1579,27,69,126,281,0.0158344,0.12615384,0.083845481,0.065806448,0.043138761,0.56533635,0.1632653,0.27099237,0.30041152,0.23548095,1.5514877,0.65735149,0.77337283,0.91513515,1.0778657,3.883847,2.1897993,2.3949063,2.6751218,3.3524468,4606,100,260,466,999,21280,67,259,635,1965,4,3,1.5212561,100
808,69455.1070606,4627.95492847,69687.30108,4615.95502959,0,0,0,0,0,4601,29,95,255,461,0.00043374489,0.050173011,0.018999999,0.0075443788,0.0042457958,0,0,0,0,0,1,0.25,0.25,4.2284389,1.3532825,1.8946974,2.2871256,2.6791773,7.0051994,2.6086957,3.2253618,4.0868902,4.9252138,0.55593991,0.84615386,0.81001949,0.7941162,0.74905205,0.55593991,0.84615386,0.81001949,0.7941162,0.74905205,0.66459703,0.54047632,0.58145529,0.61178958,0.62418461,0.29231229,1.1277354,0.67311621,0.50906992,0.45434231,232.50389,15.475286,2.4444444,3.9615386,5.5735292,6.9520001,14.770951,2.3235295,3.8599999,5.5038462,6.9012876,1579,10,27,69,126,0.018358003,0.3611111,0.23692308,0.13652326,0.096000001,0.52827227,0.13333334,0.18085106,0.19638243,0.22821577,1.7987555,1.1818181,1.2345382,1.2592616,1.3350207,4.0330744,1.7367692,2.5395672,3.0176301,3.2123814,4606,34,100,260,466,24420,22,103,379,869,0,3,0.84615386,34
809,69264.8020221,4552.55045138,69290.4234397,4811.10806888,8,8,8,8,8,13867,229,574,1036,2143,0.001307268,0.12722223,0.037485715,0.019142469,0.0087971361,6.4295605e-006,0.08791209,0.0084566595,0.0019536021,0.00044555834,3,0.66666669,0.33333334,4.2269039,1.5214777,2.037534,2.4957676,2.6767032,8.8060551,5.7142859,7.152318,8.657692,10.321726,0.59716809,1.471094,1.0857515,0.95865345,0.83985215,0.59716809,1.471094,1.0857515,0.95865345,0.83985215,0.66936821,0.67510992,0.63648832,0.64026797,0.64621961,0.31387705,1.5214777,0.74543929,0.60265249,0.44885892,259.82397,14.475919,2.1428571,3.8181818,5.1978021,7,13.770082,2.0333333,3.7542858,5.0151978,6.9255013,1579,15,45,92,191,0.017090576,0.17582418,0.13107823,0.093284495,0.063492067,0.54634666,0.36000001,0.25301206,0.27238095,0.23180594,1.6745703,0.67976618,0.92102104,1.0431298,1.1906857,3.9634454,1.4527285,2.4283175,2.7541342,3.3338788,4606,60,175,329,698,22843,30,168,473,1330,3,3,1.471094,60
810,69081.8867388,4816.71157663,69386.9667083,4787.4889549,1306,9,40,89,163,27641,405,1303,2520,5336,0.0026057689,0.082644626,0.038550295,0.023209121,0.010693376,0.0010496258,0.029999999,0.017559262,0.011483871,0.0041730669,4,1.3095238,0.40000001,4.2187524,1.3614562,2.0654609,2.5577896,2.6762996,9.3066835,8.2758617,10.387243,12.297824,14.770671,0.64460814,1.632839,1.3067203,1.0970368,0.92886186,0.64460814,1.632839,1.3067203,1.0970368,0.92886186,0.6745429,0.69342643,0.66991889,0.6624102,0.66476077,0.3381598,1.0113674,0.75806814,0.63566363,0.44711068,306.47635,13.484158,2.4400001,3.7794118,5.0640001,7.0107141,12.780069,2.2626262,3.6653845,4.9914165,6.8978977,1579,26,69,126,281,0.015832793,0.12,0.082967512,0.06554839,0.043087557,0.56538045,0.23404256,0.27862597,0.303155,0.23638839,1.5513302,0.61243027,0.7652747,0.91154641,1.0765864,3.8853254,1.9635867,2.3677878,2.6684394,3.3533401,4606,99,260,466,999,21278,61,257,633,1963,18,3,1.632839,99
811,69124.7492159,4710.90552008,69132.8174618,4911.9370197,3,1,3,3,3,9207,108,345,653,1391,0.00086796109,0.059999999,0.022530612,0.012065669,0.0057101338,2.4110852e-006,0.010989011,0.0031712474,0.00073260075,0.00016708438,2,0.41666666,0.25,4.2261786,1.4451278,2.0120842,2.483319,2.6707072,8.49438,4.8000002,6.1714287,7.5659623,9.0730639,0.59711194,1.3076391,1.0685173,0.95366049,0.83838129,0.59711194,1.3076391,1.0685173,0.95366049,0.83838129,0.66936189,0.6475991,0.63438255,0.63970613,0.64605868,0.31379366,1.2751129,0.72435027,0.5965153,0.44706842,201.19334,14.477186,2.2857144,3.8636363,5.2197804,7.0105262,13.772254,2.2,3.8114285,5.0455928,6.9398279,1579,15,45,92,191,0.017092183,0.1978022,0.13319239,0.093772896,0.063603453,0.54630399,0.28,0.24096386,0.26857144,0.23045821,1.6747278,0.76473695,0.93587625,1.0485913,1.1927747,3.9610503,1.6354325,2.4416189,2.7489412,3.3261576,4606,60,175,329,698,22845,32,170,475,1332,1,3,1.3076391,60
812,69212.5961765,4987.94468135,69415.0755921,4974.79463409,27,10,20,24,26,9455,330,718,1157,2235,0.00089134055,0.067340069,0.021242604,0.010655934,0.0044789533,2.1699767e-005,0.033333335,0.008779631,0.0030967742,0.00066564261,2,0.47619048,0.25,4.2156596,1.1736288,1.9946854,2.5190315,2.6589205,8.6759481,5.5135136,7.3189616,8.9617929,10.879331,0.64447725,1.469555,1.2796381,1.0884663,0.92665946,0.64447725,1.469555,1.2796381,1.0884663,0.92665946,0.67452908,0.673621,0.66725296,0.66157734,0.6645484,0.3378433,0.7824192,0.71684009,0.62113106,0.44315341,202.90598,13.486692,2.5999999,3.8382354,5.0960002,7.0250001,12.783109,2.4040403,3.7192307,5.0214591,6.911912,1579,26,69,126,281,0.015836008,0.13333334,0.084723443,0.066064514,0.043189965,0.56529224,0.14893617,0.26335877,0.29766804,0.2345735,1.5516452,0.6804781,0.78147101,0.91872394,1.0791451,3.8824551,2.2332587,2.4236031,2.6828053,3.3520291,4606,99,260,466,999,21282,65,261,637,1967,7,3,1.469555,99
813,69279.927453,4793.15292202,69301.6871269,5039.027537,4650,34,123,250,683,53967,833,2295,4932,11559,0.0050875703,0.07605917,0.051686861,0.022305388,0.012722442,0.0037371821,0.060606062,0.039922103,0.015869994,0.0097397501,3,0.85000002,0.21428572,4.1950145,1.289955,2.1004462,2.4514673,2.6793678,9.1781664,8.4345045,10.653877,13.194107,15.948339,0.69214475,1.820729,1.4558036,1.1513257,0.9966566,0.69214475,1.820729,1.4558036,1.1513257,0.9966566,0.6794318,0.71299201,0.68637669,0.67516363,0.67748642,0.3610557,0.90296853,0.81176668,0.5743621,0.44675931,246.83559,12.626742,2.5,3.6329114,5.2977529,7.0159998,11.909683,2.4256756,3.4395974,5.1879702,6.8976259,1579,35,80,179,376,0.014745394,0.090909094,0.067510545,0.04856218,0.032171123,0.58090824,0.21538462,0.32026145,0.26934096,0.2388664,1.4447845,0.54923058,0.6869058,0.86856401,1.0033547,3.7909024,2.078902,2.2376063,2.8792577,3.3252523,4606,148,298,665,1348,19925,85,287,943,2631,18,2,1.820729,148
814,69987.4982456,4683.8288593,70000.5066426,5006.3267568,0,0,0,0,0,4595,132,287,654,1337,0.00043317926,0.012910167,0.006463673,0.0029577704,0.0014715723,0,0,0,0,0,1,0.1,0.1,4.1890335,1.0540543,1.9823949,2.3987069,2.6542504,7.5998015,3.4585152,4.8308392,6.2248273,7.657733,0.69184309,1.6030675,1.401885,1.1394103,0.99313486,0.69184309,1.6030675,1.401885,1.1394103,0.99313486,0.67940164,0.69033718,0.68155754,0.67410743,0.67717594,0.36038378,0.66891909,0.73763531,0.55617684,0.44100669,322.76013,12.631812,2.65625,3.7341771,5.3426967,7.0373335,11.915328,2.5524476,3.5268457,5.2270675,6.916914,1579,33,80,179,376,0.014751823,0.10685484,0.07010711,0.049070019,0.032285206,0.58072549,0.13114753,0.29411766,0.26170009,0.23616734,1.4454144,0.62380403,0.71332526,0.87764698,1.0069126,3.7867405,2.3944468,2.3609693,2.9052994,3.327709,4606,143,298,665,1348,19933,85,295,951,2639,0,2,1.6030675,143
815,70382.6866584,4751.33740526,70383.1967561,4988.32846303,18864,24,274,794,1790,128548,652,3452,8478,18116,0.012118461,0.057190474,0.076711111,0.038342472,0.019939421,0.015160903,0.03809524,0.086708859,0.0504031,0.025525847,2,0.43333334,0.15384616,4.1934032,1.1741797,2.0569711,2.4372537,2.6726012,8.7406063,6.3052959,8.2638483,10.390139,12.647756,0.69229567,1.7704608,1.4736662,1.1573772,0.99842685,0.69229567,1.7704608,1.4736662,1.1573772,0.99842685,0.67944688,0.70793086,0.68814504,0.67569709,0.67764217,0.36099574,0.77579731,0.80103207,0.57403737,0.44642293,236.99161,12.624207,2.5833333,3.6125,5.275281,7.0053334,11.909248,2.4966888,3.45,5.1849623,6.8961425,1579,37,81,179,376,0.014742179,0.090476193,0.066139244,0.048308257,0.032114081,0.58099961,0.17391305,0.32580644,0.27316141,0.24021593,1.4444695,0.5648247,0.67857975,0.86402249,1.0015756,3.7945468,2.2468596,2.2429476,2.8797946,3.330554,4606,151,300,665,1348,19921,93,289,939,2627,24,2,1.7704608,151
816,70205.9719472,4904.30273247,70477.7474411,4908.3800046,15735,17,181,589,1291,105671,300,2291,5975,12681,0.0099618025,0.14201184,0.080891177,0.06116787,0.027291628,0.012646141,0.14166667,0.10225989,0.088305846,0.037471339,3,1.5,0.5,4.2029824,1.33355,1.9153212,2.4392889,2.6142111,8.5778341,5.2173915,6.9949312,8.5511951,10.379522,0.63780916,1.2726263,1.1681538,1.0227795,0.89873409,0.63780916,1.2726263,1.1681538,1.0227795,0.89873409,0.67382038,0.64261097,0.65313232,0.65324658,0.66035008,0.33334216,1.0304705,0.66008246,0.57889819,0.42946592,271.80609,13.617237,2.4375,3.9666667,5.2586207,7.1140685,12.903604,2.4615386,3.9369748,5.2104073,7.0311203,1579,17,61,117,264,0.016001569,0.19166666,0.10056497,0.074062966,0.046672277,0.56074744,0.20689656,0.22608696,0.26814815,0.22243714,1.5678672,0.78577662,0.85605174,0.97772789,1.1126761,3.8714576,1.9341253,2.5683298,2.8057601,3.3804302,4606,65,238,442,964,21488,39,238,610,1871,14,3,1.2726263,65
817,70214.1333755,4679.23768253,70226.3755044,4918.98089423,3944,6,28,134,270,32164,64,544,1686,3362,0.0030321605,0.20479999,0.046477851,0.037466668,0.01520493,0.0031697734,0.2857143,0.042042043,0.042405065,0.017139593,2,0.83333331,0.40000001,4.2064304,1.5306391,1.7013273,2.3109214,2.5521696,7.4561768,3,4.0212765,5.0455942,6.1370454,0.59110832,0.98510355,0.88987029,0.87251055,0.79996741,0.59110832,0.98510355,0.88987029,0.87251055,0.79996741,0.66868383,0.56457502,0.60586101,0.62666339,0.64006555,0.30918694,2.0408521,0.55256784,0.53177452,0.41530761,240.05557,14.614068,2,4.189189,5.4124999,7.1853933,13.900999,2.1199999,4.2679739,5.3233333,7.1278195,1579,8,38,81,179,0.017265782,0.33333334,0.17717718,0.11170886,0.069891453,0.54169601,0.36363637,0.14492753,0.23093683,0.20677233,1.6917373,1.0151217,1.1237593,1.1461179,1.2500509,3.9483223,1.1403179,2.8836684,2.9168668,3.4110811,4606,25,153,300,665,23061,14,155,433,1279,4,3,0.98510355,25
818,70311.2543584,4854.56009308,70314.5189297,4921.42725079,5503,7,29,159,333,41396,72,552,1894,3898,0.0039024784,0.2304,0.047161348,0.042088889,0.017629035,0.004422734,0.33333334,0.043543544,0.050316457,0.02113883,2,0.83333331,0.40000001,4.2064304,1.5306391,1.7013273,2.3109214,2.5521696,7.4561768,3,4.0212765,5.0455942,6.1370454,0.59110832,0.98510355,0.88987029,0.87251055,0.79996741,0.59110832,0.98510355,0.88987029,0.87251055,0.79996741,0.66868383,0.56457502,0.60586101,0.62666339,0.64006555,0.30918694,2.0408521,0.55256784,0.53177452,0.41530761,66.9468,14.614068,2,4.189189,5.4124999,7.1853933,13.900999,2.1199999,4.2679739,5.3233333,7.1278195,1579,8,38,81,179,0.017265782,0.33333334,0.17717718,0.11170886,0.069891453,0.54169601,0.36363637,0.14492753,0.23093683,0.20677233,1.6917373,1.0151217,1.1237593,1.1461179,1.2500509,3.9483223,1.1403179,2.8836684,2.9168668,3.4110811,4606,25,153,300,665,23061,14,155,433,1279,6,3,0.98510355,25
819,70264.4908647,4859.95476041,70344.5906425,4852.42698227,2356,4,6,48,110,23018,38,162,864,1730,0.0021699499,0.33777776,0.07668639,0.03050632,0.017710529,0.0018935056,0.26666668,0.050000001,0.027118644,0.016491754,2,1,0.5,4.2081752,1.5491613,1.8158871,2.0497429,2.509372,6.0457158,2.6666667,2.2978723,2.9605415,3.5971401,0.55077982,0.84912294,0.65045345,0.72198391,0.7056607,0.55077982,0.84912294,0.65045345,0.72198391,0.7056607,0.66398007,0.51139158,0.52930963,0.59763622,0.61636478,0.28821117,2.1688259,0.70159274,0.43565968,0.4106245,80.452728,15.6109,2,3.8125,5.8000002,7.1724138,14.898394,1.7333333,4.0923076,5.8361344,7.1561084,1579,7,17,61,117,0.018529994,0.40000001,0.375,0.16271186,0.10734633,0.52385277,0.33333334,0.16666667,0.15044248,0.19730942,1.8156075,1.1776857,1.537389,1.3850725,1.4171116,4.027698,1.0911623,2.59812,3.3240643,3.4062037,4606,15,65,238,442,24634,12,61,348,832,6,3,0.84912294,15
820,70261.4375537,4670.89027445,70275.7588814,4865.58955532,3,3,3,3,3,9212,26,50,306,600,0.00086843246,0.30769232,0.16,0.026143791,0.013333334,2.4110852e-006,0.30000001,0.14285715,0.0045045046,0.00094936707,2,1,0.5,4.2094417,1.4874687,2.125,1.826456,2.3696237,4.8861732,2,1.5,1.9236641,2.3517191,0.51560271,0.87255627,0.62688404,0.57694888,0.61231858,0.51560271,0.87255627,0.62688404,0.57694888,0.61231858,0.65964633,0.5,0.45815691,0.55541277,0.59098905,0.26988423,2.9749374,1.7,0.38345486,0.38234964,195.22528,16.607731,1.8,2.5714285,5.9189191,7.2874999,15.895788,1.6153846,3.1600001,6.1111112,7.2433333,1579,6,8,38,81,0.019794205,0.40000001,0.52380955,0.27327326,0.15917721,0.50710458,0.42857143,0.3888889,0.094527364,0.16721854,1.9394777,1.146058,1.5951912,1.7332559,1.6331369,4.1072922,0.87540293,1.2571319,3.6695004,3.5666015,4606,13,25,153,300,26207,9,18,219,583,6,3,0.87255627,13
821,70205.1093889,4685.12214853,70266.9408797,4676.06551156,797,3,5,23,47,13786,30,154,656,1194,0.001299632,0.26666668,0.072899409,0.023162207,0.012223337,0.00064054498,0.2,0.041666668,0.01299435,0.0070464769,2,1,0.5,4.2081752,1.5491613,1.8158871,2.0497429,2.509372,6.0457158,2.6666667,2.2978723,2.9605415,3.5971401,0.55077982,0.84912294,0.65045345,0.72198391,0.7056607,0.55077982,0.84912294,0.65045345,0.72198391,0.7056607,0.66398007,0.51139158,0.52930963,0.59763622,0.61636478,0.28821117,2.1688259,0.70159274,0.43565968,0.4106245,62.491245,15.6109,2,3.8125,5.8000002,7.1724138,14.898394,1.7333333,4.0923076,5.8361344,7.1561084,1579,7,17,61,117,0.018529994,0.40000001,0.375,0.16271186,0.10734633,0.52385277,0.33333334,0.16666667,0.15044248,0.19730942,1.8156075,1.1776857,1.537389,1.3850725,1.4171116,4.027698,1.0911623,2.59812,3.3240643,3.4062037,4606,15,65,238,442,24634,12,61,348,832,4,3,0.84912294,15
822,70932.4106799,4855.88787301,70950.853462,4736.94853365,12584,18,176,512,1136,96441,353,2507,5909,12793,0.0090916734,0.15268166,0.090024419,0.06049221,0.027532671,0.010113698,0.13235295,0.10286383,0.076761618,0.032972455,3,1.1666666,0.375,4.2048426,1.4441595,1.9844439,2.4643936,2.6253371,8.8689251,6.2068968,8.1092148,9.7928085,11.836844,0.63784117,1.4028426,1.1880352,1.0248541,0.89929336,0.63784117,1.4028426,1.1880352,1.0248541,0.89929336,0.67382377,0.66319418,0.65490395,0.65346003,0.66040576,0.33350644,1.1815851,0.70039195,0.58604485,0.43156227,120.36072,13.616603,2.3529413,3.8983052,5.25,7.1102662,12.901867,2.3676472,3.8771186,5.1923075,7.0228214,1579,18,60,117,264,0.016000764,0.16911764,0.099941552,0.073913045,0.046643253,0.5607695,0.25806451,0.24336283,0.26962963,0.2229207,1.5677885,0.71283835,0.84172589,0.97574866,1.1119841,3.872057,1.7547162,2.4836981,2.8006666,3.3800991,4606,68,236,442,964,21487,40,230,609,1870,18,3,1.4028426,68
823,70852.5502144,4691.57587876,70996.7520947,4763.45105409,3156,14,34,118,232,32204,125,696,1800,3725,0.0030359314,0.29726517,0.058694553,0.040538713,0.016846627,0.0025364617,0.5,0.05105105,0.038299255,0.014727353,3,1.3333334,0.42857143,4.2071285,1.4005014,1.7486985,2.3395436,2.5583265,7.0401616,2.5263157,3.4394906,4.3480649,5.3105192,0.59119087,1.4783703,0.92924505,0.88281971,0.80215311,0.59119087,1.4783703,0.92924505,0.88281971,0.80215311,0.66869318,0.69918031,0.6114099,0.6275661,0.640315,0.30928144,2.5209024,0.59330845,0.54726166,0.41744798,161.12177,14.612167,1.75,4.0540543,5.3417721,7.1685395,13.897959,1.8965517,4.1623378,5.2583895,7.1067667,1579,9,38,80,179,0.01726337,0.21428572,0.16966967,0.11132749,0.069701008,0.54176003,0.53846157,0.18115942,0.24282561,0.20893371,1.6915011,0.67642051,1.0761424,1.1327341,1.2466447,3.9530878,1.0371168,2.8356018,2.9163246,3.4342124,4606,29,154,298,665,23058,14,150,422,1276,14,3,1.4783703,29
824,70978.6031018,4761.80253531,71149.273824,4754.54365312,4,4,4,4,4,9218,64,314,602,1336,0.00086899812,0.15219976,0.026480014,0.013557948,0.0060421731,3.2147802e-006,0.14285715,0.0060060062,0.0012982797,0.00025391989,2,0.83333331,0.40000001,4.2079172,1.5388472,1.7814646,2.3551075,2.5652823,7.7506542,3.4285715,4.5188284,5.6210079,6.8194757,0.59110832,0.98558021,0.90521288,0.87516522,0.79996741,0.59110832,0.98558021,0.90521288,0.87516522,0.79996741,0.66868383,0.57015699,0.60803974,0.62663132,0.64006555,0.30929619,1.7312031,0.58865786,0.54611188,0.4174414,170.82501,14.614068,2.125,4.1351352,5.3797469,7.1853933,13.899696,2.1724138,4.2142859,5.2852349,7.1187968,1579,9,38,80,179,0.017265782,0.32142857,0.17417417,0.1123012,0.069891453,0.54169601,0.30769232,0.1594203,0.23620309,0.20677233,1.6917373,1.0146308,1.1047125,1.1426414,1.2500509,3.9477763,1.293768,2.7798328,2.8721354,3.4062667,4606,29,154,298,665,23061,17,153,425,1279,4,3,0.98558021,29
825,70788.0166786,4794.93789378,70813.986449,4683.20335198,2,2,2,2,2,9208,30,132,468,880,0.00086805539,0.20761245,0.057093427,0.016805517,0.0090088248,1.6073901e-006,0.13333334,0.014705882,0.001168907,0.00029985007,2,1,0.5,4.2101398,1.5491613,1.9088556,2.1238527,2.5358853,6.6505213,2.6666667,2.8421052,3.6255436,4.3790646,0.55077982,0.84912294,0.67219543,0.72555012,0.7056607,0.55077982,0.84912294,0.67219543,0.72555012,0.7056607,0.66398007,0.51139158,0.5371567,0.59759033,0.61636478,0.28834572,2.1688259,0.73105109,0.45674253,0.41496307,114.71284,15.6109,2,3.8235295,5.7457628,7.1724138,14.896873,1.8235294,4.0294118,5.7796612,7.1402717,1579,7,18,60,117,0.018529994,0.40000001,0.35294119,0.163647,0.10734633,0.52385277,0.33333334,0.1724138,0.15915915,0.19730942,1.8156075,1.1776857,1.4876626,1.3782645,1.4171116,4.0265336,1.0911623,2.5023446,3.23774,3.3904858,4606,17,68,236,442,24634,12,65,339,832,2,3,0.84912294,17
826,70791.7266497,4708.09209037,70875.4659116,4691.14656802,4,4,4,4,4,9218,44,142,478,890,0.00086899812,0.24376731,0.061418686,0.017164608,0.0091111977,3.2147802e-006,0.19047619,0.029411765,0.0023378141,0.00059970014,2,0.83333331,0.40000001,4.2096615,1.5306391,1.8669174,2.1112711,2.5294333,6.2318821,3,2.4545455,3.1497316,3.8212774,0.55082762,0.98510355,0.70142132,0.73076987,0.70763737,0.55082762,0.98510355,0.70142132,0.73076987,0.70763737,0.66398585,0.56457502,0.54312778,0.59835154,0.61662716,0.28833801,2.0408521,0.74676692,0.45731509,0.4150683,85.436615,15.609632,2,3.7058823,5.7118645,7.1551723,14.895788,1.7894737,3.9558823,5.7584743,7.1289592,1579,8,18,60,117,0.018528387,0.33333334,0.33823529,0.16247809,0.10704648,0.52389407,0.36363637,0.20689656,0.16516517,0.19955157,1.8154501,1.0151217,1.4256767,1.3684198,1.4131532,4.0296454,1.1403179,2.515033,3.266119,3.4114139,4606,19,68,236,442,24632,14,63,337,830,4,3,0.98510355,19
827,70779.5367602,4774.8150895,70952.8452348,4808.17658347,3148,4,26,110,224,27578,68,522,1482,3040,0.0025998296,0.16171224,0.044020914,0.033376876,0.013748657,0.0025300321,0.14285715,0.039039038,0.035702694,0.014219514,2,0.83333331,0.40000001,4.2079172,1.5388472,1.7814646,2.3551075,2.5652823,7.7506542,3.4285715,4.5188284,5.6210079,6.8194757,0.59110832,0.98558021,0.90521288,0.87516522,0.79996741,0.59110832,0.98558021,0.90521288,0.87516522,0.79996741,0.66868383,0.57015699,0.60803974,0.62663132,0.64006555,0.30929619,1.7312031,0.58865786,0.54611188,0.4174414,176.49028,14.614068,2.125,4.1351352,5.3797469,7.1853933,13.899696,2.1724138,4.2142859,5.2852349,7.1187968,1579,9,38,80,179,0.017265782,0.32142857,0.17417417,0.1123012,0.069891453,0.54169601,0.30769232,0.1594203,0.23620309,0.20677233,1.6917373,1.0146308,1.1047125,1.1426414,1.2500509,3.9477763,1.293768,2.7798328,2.8721354,3.4062667,4606,29,154,298,665,23061,17,153,425,1279,4,3,0.98558021,29
