Cluster_Kmeans_809962,Ref,x1,y1,x2,y2,Choice R7,Integration [HH] R7,Total Connectivity R7,choice归一化,integration归一化,connectivity归一化
3,809,69264.80202,4552.550451,69290.42344,4811.108069,8,0.95865345,329,0.000114971,0.414823343,0.109217391
3,810,69081.88674,4816.711577,69386.96671,4787.488955,89,1.0970368,466,0.001279048,0.505900538,0.156869565
3,811,69124.74922,4710.90552,69132.81746,4911.93702,3,0.95366049,329,4.3114E-05,0.411537219,0.109217391
3,812,69212.59618,4987.944681,69415.07559,4974.794634,24,1.0884663,466,0.000344912,0.500259851,0.156869565
3,813,69279.92745,4793.152922,69301.68713,5039.027537,250,1.1513257,665,0.003592832,0.541630853,0.226086957
3,814,69987.49825,4683.828859,70000.50664,5006.326757,0,1.1394103,665,0,0.533788716,0.226086957
3,815,70382.68666,4751.337405,70383.19676,4988.328463,794,1.1573772,665,0.011410833,0.545613657,0.226086957
3,816,70205.97195,4904.302732,70477.74744,4908.380005,589,1.0227795,442,0.008464711,0.457027992,0.148521739
3,817,70214.13338,4679.237683,70226.3755,4918.980894,134,0.87251055,300,0.001925758,0.358128272,0.099130435
3,818,70311.25436,4854.560093,70314.51893,4921.427251,159,0.87251055,300,0.002285041,0.358128272,0.099130435
3,819,70264.49086,4859.95476,70344.59064,4852.426982,48,0.72198391,238,0.000689824,0.259058954,0.077565217
3,820,70261.43755,4670.890274,70275.75888,4865.589555,3,0.57694888,153,4.3114E-05,0.163603946,0.048
3,821,70205.10939,4685.122149,70266.94088,4676.065512,23,0.72198391,238,0.000330541,0.259058954,0.077565217
3,822,70932.41068,4855.887873,70950.85346,4736.948534,512,1.0248541,442,0.007358119,0.458393393,0.148521739
3,823,70852.55021,4691.575879,70996.75209,4763.451054,118,0.88281971,298,0.001695817,0.364913261,0.098434783
3,824,70978.6031,4761.802535,71149.27382,4754.543653,4,0.87516522,298,5.74853E-05,0.359875447,0.098434783
3,825,70788.01668,4794.937894,70813.98645,4683.203352,2,0.72555012,236,2.87427E-05,0.26140606,0.076869565
3,826,70791.72665,4708.09209,70875.46591,4691.146568,4,0.73076987,236,5.74853E-05,0.264841446,0.076869565
3,827,70779.53676,4774.81509,70952.84523,4808.176583,110,0.87516522,298,0.001580846,0.359875447,0.098434783
2,828,70022.11614,5007.677128,70297.09969,5710.360322,2172,1.5174514,414,0.031214521,0.782596995,0.138782609
3,829,70039.92832,5409.025664,70162.00871,5349.07662,0,1.1855487,385,0,0.564154769,0.128695652
3,830,70106.39841,5307.064985,70139.59949,5286.113599,380,1.1956171,385,0.005461104,0.5707813,0.128695652
3,831,70123.87265,5284.018468,70168.60674,5264.463843,220,1.1905615,385,0.003161692,0.56745395,0.128695652
3,832,70161.26755,5264.114652,70176.99437,5289.954692,0,0.96707481,347,0,0.420365872,0.115478261
3,833,70045.58804,5296.240107,70099.05922,5291.351453,0,0.80314988,265,0,0.31247845,0.086956522
3,834,70090.46956,5290.254618,70115.68514,5304.713936,164,0.97498542,347,0.002356898,0.425572251,0.115478261
3,835,69831.82761,5216.231983,70083.88869,5143.821229,0,1.1855487,385,0,0.564154769,0.128695652
3,836,70101.6606,5225.870511,70157.3764,5195.3768,485,1.2189083,385,0.006970093,0.586110436,0.128695652
3,837,70136.43862,5197.858843,70195.70321,5212.751129,303,1.0276297,351,0.004354512,0.460220158,0.116869565
3,838,70170.5069,5212.751129,70305.71536,5159.919,194,0.91119158,284,0.002788037,0.383586246,0.093565217
3,839,70210.30455,5185.084615,70267.085,5326.915811,20,0.75061131,217,0.000287427,0.277900117,0.07026087
3,840,70244.37283,5316.703971,70414.71417,5269.04869,19,0.75572121,216,0.000273055,0.281263205,0.069913043
3,841,70277.87329,5153.314424,70321.59425,5179.978695,70,0.9158169,284,0.001005993,0.386630407,0.093565217
3,842,70310.80596,5168.064866,70356.79813,5291.741677,133,0.8954004,283,0.001911386,0.373193259,0.093217391
3,843,70307.79075,5175.6089,70594.56757,5113.283275,477,1.0588375,351,0.006855123,0.480759615,0.116869565
3,844,70537.86336,4966.726551,70713.58906,5569.987811,1928,1.2798537,385,0.027707917,0.626221736,0.128695652
3,845,70577.62741,5485.993138,70695.16919,5445.592925,111,1.0430002,351,0.001595217,0.470336274,0.116869565
3,846,70555.99973,5377.94607,70738.47948,5992.162308,127,0.88868487,283,0.001825158,0.368773424,0.093217391
3,847,70692.22638,5876.155662,70870.63121,5811.078766,1,0.72852546,213,1.43713E-05,0.263364284,0.068869565
3,848,70522.41552,5613.253022,70778.28726,5537.221628,542,1.0519916,351,0.007789259,0.476253977,0.116869565
3,849,70762.1169,5530.568883,70883.87,5954.443881,98,0.87555158,283,0.00140839,0.360129731,0.093217391
3,850,70478.33813,5407.572235,70659.75857,5342.697664,96,1.0474766,351,0.001379647,0.473282423,0.116869565
3,851,70485.12366,5394.961088,70576.13339,5876.052883,40,0.87988603,283,0.000574853,0.362982455,0.093217391
3,852,70495.00953,5481.209332,70584.01381,5448.665069,2,0.72852546,213,2.87427E-05,0.263364284,0.068869565
3,853,69753.45304,5436.639447,69779.03081,5395.594715,170,0.98332864,355,0.002443125,0.431063353,0.11826087
3,854,69770.89243,5402.564575,69800.73316,5383.978284,394,1.2016395,413,0.005662303,0.574744951,0.138434783
3,855,69572.08345,5462.582813,69773.2177,5425.797447,0,0.81025553,269,0,0.317155044,0.088347826
2,856,68203.61787,5246.754985,68284.33595,5076.671581,0,1.1529745,1098,0,0.542716013,0.376695652
3,857,68149.92341,5164.397199,68178.91534,4996.225143,0,1.0873191,904,0,0.49950482,0.309217391
2,858,68164.41937,5010.306529,68242.93918,5021.16932,452,1.2725873,1502,0.00649584,0.621439345,0.517217391
2,859,68042.96234,4960.809697,68232.1327,4986.657286,565,1.274006,1502,0.008119799,0.622373064,0.517217391
3,860,68165.15967,4987.061333,68179.74698,4863.601196,0,1.0932608,904,0,0.503415358,0.309217391
2,861,68083.25149,4860.741454,68201.82644,4869.729199,421,1.274006,1502,0.006050328,0.622373064,0.517217391
3,862,68115.14407,4868.503605,68116.77957,4803.138202,17,1.1176912,904,0.000244313,0.51949426,0.309217391
2,863,68023.14622,4818.662482,68186.28904,4806.815006,1663,1.2912806,1502,0.023899516,0.633742367,0.517217391
3,864,68009.11999,4728.166984,68037.29424,4849.213979,684,1.1378201,904,0.009829987,0.532742124,0.309217391
3,865,67919.4958,4844.702878,68044.68229,4872.589724,24,0.9501676,526,0.000344912,0.409238369,0.17773913
3,866,68018.41365,4886.533146,68034.4211,4829.529153,68,0.98423761,542,0.00097725,0.431661593,0.183304348
3,867,67913.33909,4725.773671,67937.5555,4859.056398,206,1.0824672,845,0.002960493,0.496311535,0.288695652
3,868,68130.044,4689.977497,68145.64099,4786.351165,99,1.103309,904,0.001422761,0.510028595,0.309217391
2,869,68092.28815,4777.744662,68177.65589,4776.098649,587,1.2782812,1502,0.008435969,0.625186793,0.517217391
3,870,68070.94082,4610.730304,68102.54402,4816.288518,491,1.1281958,904,0.007056321,0.526407877,0.309217391
3,871,68082.84784,4755.189123,68150.57169,4750.678011,3,0.96054006,542,4.3114E-05,0.416065018,0.183304348
3,872,68040.98221,4729.762872,68139.48961,4724.841662,7,0.9636336,542,0.000100599,0.418101035,0.183304348
2,873,68043.85535,4711.718445,68159.60154,4696.134611,1118,1.2797126,1502,0.016067143,0.626128871,0.517217391
3,874,68050.01206,4687.112398,68062.32548,4798.659791,226,1.1012846,904,0.00324792,0.508696233,0.309217391
3,875,68043.03444,4693.26391,68096.39263,4685.06189,13,0.96054006,542,0.000186827,0.416065018,0.183304348
3,876,68000.73514,4634.923995,68011.81722,4750.572403,261,1.0108386,542,0.003750916,0.449169072,0.183304348
3,877,67910.86176,4704.282781,68015.9167,4702.216515,43,1.090999,845,0.000617967,0.501926751,0.288695652
2,878,67913.64353,4576.893546,67915.28738,4742.864169,2264,1.255839,1385,0.032536683,0.610416428,0.476521739
2,879,67888.92745,4447.269506,67916.12213,4599.431023,3206,1.4300519,1983,0.046074472,0.725074892,0.684521739
3,880,67909.00968,4610.299708,68003.56347,4591.070496,399,1.0824672,845,0.005734159,0.496311535,0.288695652
3,881,67985.15477,4587.308271,68011.0943,4612.389839,89,0.95968515,526,0.001279048,0.415502357,0.17773913
3,882,67998.96129,4652.938371,68010.67592,4599.849049,34,0.86606395,323,0.000488625,0.353885434,0.107130435
3,883,67909.14197,4650.297395,68009.48163,4662.092094,158,1.093153,845,0.00227067,0.503344409,0.288695652
3,884,67958.047,4664.619522,67960.15498,4593.851359,5,0.92773581,520,7.18566E-05,0.394474855,0.175652174
3,885,67993.39035,4601.447935,68043.30855,4585.264764,60,0.96674711,542,0.00086228,0.420150196,0.183304348
3,886,68030.82901,4590.305427,68054.72601,4566.163316,275,1.1094272,904,0.003952115,0.514055297,0.309217391
2,887,68037.99811,4572.530462,68121.63762,4556.08199,696,1.2775667,1502,0.010002443,0.624716544,0.517217391
2,888,67900.14752,4525.466342,68027.50752,4509.960795,370,1.2628086,1422,0.005317391,0.61500348,0.489391304
2,889,68006.6376,4513.168844,68096.80633,4478.682376,144,1.2811472,1502,0.002069471,0.627073055,0.517217391
2,890,67923.42116,4431.343226,67967.30148,4522.237794,1946,1.4184397,1983,0.027966601,0.717432306,0.684521739
2,891,67896.66485,4505.395565,67960.34486,4489.622681,33,1.2399422,1385,0.000474254,0.599953927,0.476521739
2,892,67951.51526,4494.434748,68005.563,4495.236758,88,1.2237146,1385,0.001264677,0.589273709,0.476521739
3,893,67994.86049,4489.622681,68003.42251,4516.356381,8,1.0817581,859,0.000114971,0.49584484,0.293565217
3,894,68116.28709,4934.970575,68117.11476,4977.696505,0,1.0892924,904,0,0.50080355,0.309217391
3,895,68300.23725,4479.187714,68308.20626,4651.382968,0,1.1027513,1047,0,0.509661544,0.358956522
3,896,68312.93234,4645.33617,68409.13947,4647.663241,0,1.1027513,1047,0,0.509661544,0.358956522
2,897,68087.78759,4366.513178,68265.25935,4288.93487,1209,1.3081876,1642,0.017374934,0.644869732,0.565913043
2,898,68251.8885,4291.045669,68268.80717,4304.132931,736,1.1396453,1100,0.010577296,0.533943382,0.377391304
3,899,68255.5269,4300.134045,68363.27219,4275.570788,605,1.0125978,781,0.008694652,0.450326892,0.266434783
3,900,68336.34784,4278.660836,68491.34223,4281.580568,248,0.91697085,538,0.003564089,0.387389881,0.181913043
3,901,68481.41233,4285.001778,68497.1632,4257.860151,277,0.93466496,409,0.003980857,0.399035284,0.137043478
3,902,68312.92815,4202.164858,68320.06687,4292.248851,198,0.88612074,521,0.002845523,0.367085838,0.176
3,903,68306.67034,4248.707804,68373.42763,4216.69138,184,0.84109992,313,0.002644324,0.337455322,0.103652174
3,904,68181.08691,5925.648937,68431.21239,5876.252994,310,1.1627831,723,0.004455111,0.549171557,0.24626087
3,905,68424.8491,5866.960682,68434.63876,6003.410871,53,1.1048005,470,0.00076168,0.511010228,0.15826087
3,906,68228.56669,6007.812494,68396.94861,5992.651362,25,1.1314883,698,0.000359283,0.528574841,0.237565217
3,907,68375.90088,5883.099956,68386.6695,6011.235976,106,1.1083586,470,0.001523361,0.513351996,0.15826087
2,908,66631.97201,4990.12057,66646.9977,4884.716972,379,1.3540483,1872,0.005446733,0.675053016,0.645913043
2,909,66554.96545,4881.589268,66773.46374,4902.232105,1553,1.384318,2042,0.02231867,0.694975061,0.705043478
2,910,66748.73402,4902.544881,66862.36563,4853.752704,3500,1.5573012,2454,0.050299642,0.808824196,0.848347826
2,911,66556.15474,4963.649364,66578.9055,4731.73998,1675,1.4140731,2003,0.024071972,0.714558422,0.691478261
2,912,66613.32933,4896.030356,66639.91492,4735.0514,447,1.4026918,1869,0.006423983,0.707067804,0.644869565
2,913,66685.07839,4743.372381,66686.67995,4904.351337,1811,1.4626927,2193,0.026026472,0.74655748,0.757565217
2,914,66566.88463,4770.89562,66696.92979,4785.617354,2,1.2534728,1612,2.87427E-05,0.60885911,0.555478261
2,915,66568.48616,4802.259316,66691.16424,4816.340969,0,1.2534728,1612,0,0.60885911,0.555478261
2,916,66559.51755,4829.142486,66691.80487,4843.22414,4,1.2534728,1612,5.74853E-05,0.60885911,0.555478261
2,917,66554.71293,4856.025646,66731.20279,4870.107311,136,1.2995385,1809,0.0019545,0.639177315,0.624
2,918,66720.88576,4991.14177,66720.95292,4864.026592,1385,1.3509542,1936,0.019904287,0.67301663,0.668173913
2,919,66592.27101,4975.72104,66600.95251,4881.59033,24,1.3529701,1872,0.000344912,0.674343397,0.645913043
2,920,66575.87264,4968.331934,66583.91105,4879.662743,13,1.3529701,1872,0.000186827,0.674343397,0.645913043
2,921,66737.63126,4908.232021,66753.38657,4992.724763,571,1.3318398,1907,0.008206027,0.660436461,0.658086957
2,922,66714.80215,4925.901602,66746.95585,4912.729735,9,1.1415451,1368,0.000129342,0.535193738,0.470608696
2,923,66734.4159,4936.503353,66830.55542,4914.014793,9,1.2036588,1611,0.000129342,0.576073956,0.555130435
2,924,66803.54632,4872.892848,66822.83853,4944.213723,435,1.3277991,1919,0.006251527,0.657777068,0.66226087
2,925,66610.6242,4953.530416,66725.09132,4964.774696,3,1.2071443,1533,4.3114E-05,0.578367943,0.528
2,926,66578.50578,4725.699915,66599.19972,4524.145463,130,1.5201384,2277,0.001868272,0.784365448,0.786782609
2,927,66669.28803,4736.959829,66687.05446,4603.824191,76,1.4520656,2191,0.001092221,0.739563239,0.756869565
2,928,66670.27507,4609.741336,66753.18507,4618.945767,662,1.5487783,2454,0.009513818,0.803214838,0.848347826
2,929,66613.20672,4730.759691,66624.1474,4666.495921,0,1.3883289,1867,0,0.697614841,0.644173913
2,930,66684.92802,4557.924703,66750.8494,4233.746469,13036,1.606299,2258,0.18734461,0.841072167,0.780173913
2,931,66560.12704,4231.182873,67137.24884,4356.45064,6801,1.5251247,2169,0.09773939,0.787647188,0.749217391
2,932,67122.62748,4352.092298,67200.66656,4388.663798,667,1.3535327,1724,0.009585675,0.674713673,0.594434783
2,933,67091.57619,4349.06508,67111.40333,4302.954655,43,1.3307426,1678,0.000617967,0.659714337,0.578434783
2,934,67026.62517,4335.061175,67050.21263,4270.506594,144,1.3376999,1678,0.002069471,0.664293294,0.578434783
2,935,67052.60556,4341.892346,67073.45827,4284.510499,185,1.3307426,1678,0.002658695,0.659714337,0.578434783
2,936,66978.42468,4328.571556,67015.00235,4253.087104,93,1.3376999,1678,0.001336533,0.664293294,0.578434783
2,937,66688.8813,4231.473696,67041.23934,4308.356632,3206,1.4421552,1958,0.046074472,0.733040696,0.675826087
2,938,66695.42063,4240.115214,66739.12926,4089.199064,1463,1.2430137,1422,0.02102525,0.601975439,0.489391304
2,939,66629.02777,4259.463432,66693.20755,4057.689107,338,1.3160734,1648,0.004857508,0.650059783,0.568
2,940,66607.45008,4137.293229,66721.97779,4182.070539,44,1.1275972,1114,0.000632338,0.526013908,0.38226087
2,941,66870.47173,4593.553916,66921.81016,4214.198991,5228,1.5208346,2223,0.075133294,0.784823653,0.768
2,942,66559.7068,4335.11857,67210.29283,4461.632162,9403,1.5324706,2169,0.135133581,0.792481902,0.749217391
2,943,67290.10549,4505.379572,67290.33093,4537.812356,852,1.4556692,2070,0.01224437,0.741934954,0.714782609
2,944,67219.32422,4513.93823,67295.74094,4512.812093,100,1.2432737,1573,0.001437133,0.602146558,0.541913043
2,945,67226.76303,4520.019373,67229.46804,4477.676576,62,1.1312139,1220,0.000891022,0.528394244,0.419130435
2,946,67200.31813,4435.51717,67293.57907,4431.416245,1211,1.3215957,1737,0.017403676,0.653694292,0.598956522
2,947,67281.4939,4402.709764,67286.05435,4456.933107,14,1.1319592,1220,0.000201199,0.528884764,0.419130435
2,948,67216.1567,4437.661364,67222.74892,4370.331188,3,1.1463069,1215,4.3114E-05,0.538327723,0.417391304
2,949,66700.28922,4454.381489,66888.18892,4499.984183,1183,1.4286838,1938,0.017001279,0.724174475,0.668869565
2,950,66854.00656,4498.132813,66872.22896,4384.803524,79,1.3211255,1648,0.001135335,0.653384829,0.568
2,951,66805.66143,4489.215101,66821.6525,4434.965666,5,1.2251159,1402,7.18566E-05,0.590195977,0.482434783
2,952,66759.17574,4482.155244,66775.16681,4363.252375,35,1.3211255,1648,0.000502996,0.653384829,0.568
2,953,66595.17415,4397.808518,66867.39445,4456.516814,714,1.4069411,1729,0.010261127,0.709864486,0.596173913
2,954,66597.01777,4473.049869,66597.52579,4230.453491,926,1.3397691,1648,0.013307848,0.665655141,0.568
2,955,66590.02617,4297.76177,66657.54849,4312.438422,4,1.1471934,1114,5.74853E-05,0.538911174,0.38226087
2,956,66640.2533,4357.651988,66666.31455,4248.997407,186,1.3307036,1648,0.002673067,0.659688669,0.568
2,957,66588.60466,4315.042346,66905.04641,4379.826508,252,1.4298748,1938,0.003621574,0.724958333,0.668869565
2,958,66591.93482,4458.002017,66703.0031,4520.496159,1789,1.4069411,1729,0.025710303,0.709864486,0.596173913
2,959,66567.29508,4425.050564,66602.54885,4425.808073,234,1.3711601,1663,0.00336289,0.686315171,0.573217391
2,960,66649.93291,4503.452309,66651.44921,4441.715665,109,1.1987078,1248,0.001566475,0.572815449,0.428869565
3,961,66640.83518,4456.108261,66694.28442,4471.258354,1,0.99962926,832,1.43713E-05,0.441791629,0.284173913
2,962,66676.08894,4519.359901,66687.08205,4458.380777,307,1.1987078,1248,0.004411997,0.572815449,0.428869565
2,963,66940.4106,4583.228225,66974.37552,4311.738543,2431,1.5100485,2223,0.034936694,0.777724766,0.768
2,964,66962.55695,4345.443143,67077.47598,4374.338729,81,1.2971704,1698,0.001164077,0.637618747,0.585391304
2,965,66954.94643,4376.239755,67098.78547,4403.61453,195,1.2995861,1698,0.002802409,0.639208643,0.585391304
2,966,67076.71493,4444.676675,67104.49338,4343.92232,64,1.3294184,1648,0.000919765,0.658842813,0.568
2,967,67055.02492,4434.411142,67079.75914,4338.97966,208,1.3307036,1648,0.002989236,0.659688669,0.568
2,968,67023.82173,4434.411142,67036.3791,4381.942832,39,1.3185947,1648,0.000560482,0.65171918,0.568
2,969,66992.99907,4429.848674,67006.69804,4348.104574,232,1.3198589,1648,0.003334148,0.652551215,0.568
2,970,67058.48294,4567.917286,67074.46507,4428.382014,1239,1.4999424,2223,0.017806073,0.771073422,0.768
2,971,67056.2217,4474.800875,67212.61815,4501.795436,33,1.3173695,1737,0.000474254,0.650912813,0.598956522
2,972,67121.16821,4447.882386,67131.56112,4387.116078,86,1.3185947,1648,0.001235934,0.65171918,0.568
2,973,67117.70392,4416.345444,67208.54553,4429.421734,86,1.3173695,1737,0.001235934,0.650912813,0.598956522
3,974,66717.32827,4134.211982,66792.96499,4155.527388,167,1.0478247,918,0.002400011,0.473511525,0.314086957
3,975,66778.61339,4185.756514,66784.04372,4146.226118,0,0.85880256,501,0,0.34910634,0.169043478
3,976,66710.73429,4164.441108,66808.86809,4189.632043,168,1.0523925,918,0.002414383,0.476517829,0.314086957
3,977,66798.39532,4218.698506,66800.33472,4177.230356,14,0.97991127,741,0.000201199,0.428814207,0.252521739
2,978,66792.5771,4194.282683,66844.94099,4233.425518,247,1.1269135,1167,0.003549718,0.52556393,0.400695652
2,979,66826.3227,4225.286911,66973.32946,4254.740924,1057,1.3202993,1718,0.015190492,0.652841065,0.592347826
2,980,66939.58385,4293.496219,66973.32946,4229.54999,233,1.2739394,1472,0.003348519,0.622329231,0.506782609
3,981,67140.87011,4057.804971,67162.79429,3865.164239,121,1.0252033,468,0.00173893,0.458623219,0.157565217
3,982,67242.10814,3860.009971,67247.26677,4026.879377,22,1.0160497,468,0.000316169,0.452598765,0.157565217
3,983,67338.83237,3965.028166,67341.4117,3850.990006,110,1.0160497,468,0.001580846,0.452598765,0.157565217
3,984,67286.66712,3999.136354,67287.31196,3858.682572,26,1.0160497,468,0.000373654,0.452598765,0.157565217
3,985,67223.47397,4035.216216,67413.69829,3904.426695,0,0.86765003,281,0,0.354929314,0.092521739
3,986,67084.95173,3924.053846,67105.01807,4081.861974,62,0.87190568,188,0.000891022,0.357730176,0.060173913
3,987,67072.00568,3929.874643,67166.51169,3918.233061,115,0.92297846,281,0.001652703,0.391343798,0.092521739
3,988,67118.61139,3871.019974,67130.91011,3929.874643,108,1.0252033,468,0.001552103,0.458623219,0.157565217
3,989,66918.25777,4004.176514,67100.89521,4015.255845,67,0.89249688,217,0.000962879,0.371282303,0.07026087
3,990,67169.52296,3636.480014,67193.18438,3860.497594,469,0.94139743,308,0.006740152,0.403466269,0.101913043
3,991,67036.7504,3815.111832,67196.47184,3792.126121,0,0.78434128,202,0,0.300099544,0.065043478
3,992,67036.0931,3778.334697,67189.89895,3763.886529,0,0.78434128,202,0,0.300099544,0.065043478
3,993,66967.73495,3755.348986,67191.21353,3738.930609,80,0.87714237,263,0.001149706,0.361176711,0.08626087
3,994,67018.34626,3719.885315,67190.55625,3713.317969,0,0.78434128,202,0,0.300099544,0.065043478
3,995,66980.22347,3661.435934,66995.99842,3803.290605,139,0.94133931,313,0.001997614,0.403428017,0.103652174
3,996,66853.3665,3692.302455,67457.9822,3584.922755,763,1.0697993,404,0.010965322,0.487974139,0.135304348
3,997,67430.68439,3597.865277,67433.16815,3502.734079,376,0.92074108,311,0.005403619,0.389871263,0.102956522
3,998,67426.13078,3571.393981,67543.28248,3525.069231,146,0.78733557,222,0.002098214,0.30207024,0.072
3,999,67513.05151,3482.438553,67540.97657,3551.527889,84,0.67149758,140,0.001207191,0.225831305,0.043478261
3,1000,67513.8978,3323.658904,67515.04499,3493.896263,58,0.59617656,93,0.000833537,0.17625867,0.027130435
3,1001,67508.47593,3328.399015,67559.30582,3331.107653,56,0.58577967,78,0.000804794,0.169415943,0.021913043
3,1002,67546.4289,3339.233567,67564.72767,3218.699245,70,0.62597692,84,0.001005993,0.195871819,0.024
3,1003,67546.18303,3190.627924,67565.30535,3234.299194,102,0.69936544,108,0.001465875,0.244172576,0.032347826
3,1004,67547.5489,3208.369383,67553.01242,3154.462652,152,0.79189682,150,0.002184442,0.305072233,0.046956522
3,1005,67522.96303,3110.79137,67553.69537,3166.062832,230,0.91902322,180,0.003305405,0.388740651,0.057391304
3,1006,67497.41228,2798.79212,67524.77281,3127.046788,1114,1.1002069,198,0.016009658,0.507986944,0.063652174
3,1007,67490.27548,2805.540699,67872.89922,2831.738585,391,0.94547701,176,0.005619189,0.40615125,0.056
3,1008,67857.81992,2832.247658,67985.84396,2819.701545,154,0.8064543,142,0.002213184,0.314653259,0.044173913
3,1009,67973.28723,2823.792674,68010.95741,2794.609307,98,0.70193291,96,0.00140839,0.24586236,0.028173913
3,1010,68006.11974,2804.333871,68014.95574,2744.741164,56,0.59401429,66,0.000804794,0.174835569,0.01773913
3,1011,68002.25397,2727.635859,68015.508,2752.466151,26,0.49082977,48,0.000373654,0.106924533,0.011478261
3,1012,68000.32109,2737.567971,68258.2987,2142.253887,0,0.38586074,34,0,0.037839019,0.006608696
3,1013,67498.27381,3043.144392,67792.65927,3072.774874,69,0.89009339,176,0.000991622,0.369700443,0.056
3,1014,67752.87746,3254.893942,67803.43369,2812.589472,14,0.7829653,142,0.000201199,0.299193941,0.044173913
3,1015,66664.64891,3103.218795,67066.33066,2991.369284,1962,1.170917,352,0.028196542,0.554524895,0.117217391
3,1016,67028.28429,3004.528043,67379.46831,2821.004307,1338,1.1583142,281,0.019228835,0.546230344,0.092521739
3,1017,67369.09896,2835.384209,67424.63297,2552.675355,1049,1.1256772,231,0.015075521,0.524750257,0.075130435
3,1018,67409.09062,2588.17072,67698.35046,2124.37706,98,0.95093405,189,0.00140839,0.409742809,0.060521739
3,1019,67294.18124,2661.085179,67467.88901,2631.291325,346,0.98386681,189,0.004972479,0.431417551,0.060521739
3,1020,67260.31705,2535.821785,67306.75927,2670.725217,10,0.80411828,166,0.000143713,0.313115804,0.052521739
3,1021,67177.00838,2602.316736,67451.35247,2540.605602,2,0.7906602,166,2.87427E-05,0.30425835,0.052521739
3,1022,67455.30934,2532.613603,67459.65151,2706.154396,150,0.81451637,166,0.002155699,0.319959322,0.052521739
3,1023,67448.55481,2645.897172,67628.03194,2666.143602,74,0.67863739,130,0.001063478,0.230530381,0.04
3,1024,67608.25085,2670.482115,67675.31355,2642.522766,30,0.5545491,78,0.00043114,0.148861499,0.021913043
3,1025,67647.33055,2530.203314,67666.14671,2654.092157,0,0.43687171,47,0,0.071411961,0.011130435
3,1026,67298.30802,2738.458746,67461.91542,2728.454454,75,0.94697183,189,0.001077849,0.407135068,0.060521739
3,1027,67256.98789,2829.038682,67378.34596,2814.360375,0,0.93914562,189,0,0.401984237,0.060521739
3,1028,67369.17212,2807.032623,67466.68294,2801.566351,33,0.94697183,189,0.000474254,0.407135068,0.060521739
3,1029,67458.6375,2721.822935,67460.24657,2806.711079,1,0.7712971,166,1.43713E-05,0.291514499,0.052521739
3,1030,67365.65905,2824.289322,67504.2548,2850.919829,962,1.143077,234,0.013825216,0.53620196,0.076173913
3,1031,67499.04084,2900.892988,67599.00175,2903.535228,0,0.88270676,176,0,0.364838922,0.056
3,1032,67430.61918,3016.87399,67451.50989,2954.591489,64,0.74300408,141,0.000919765,0.272893408,0.043826087
3,1033,67356.49089,2968.057969,67516.20368,2956.2748,156,0.89760476,176,0.002241927,0.374644062,0.056
3,1034,67367.94707,3018.220637,67439.71676,3009.80408,0,0.60468519,93,0,0.181858637,0.027130435
3,1035,66927.74069,2828.768706,66990.1255,3018.547538,225,1.0300547,272,0.003233548,0.461816175,0.089391304
3,1036,66649.24407,2910.414243,66944.97302,2833.212,218,0.89527947,215,0.003132949,0.373113669,0.069565217
3,1037,66658.63003,2905.011528,66707.54758,3098.850253,160,1.0300547,272,0.002299412,0.461816175,0.089391304
3,1038,66610.82421,3018.315531,66966.03248,2916.675177,138,1.023629,339,0.001983243,0.457587092,0.112695652
3,1039,66756.0811,3123.57818,67027.72712,3042.50571,7,0.91951597,214,0.000100599,0.389064955,0.069217391
3,1040,66879.18953,3037.903808,66937.25643,3255.593978,736,1.0560224,272,0.010577296,0.478906853,0.089391304
3,1041,66779.99175,3291.168781,66868.4098,3264.935666,64,1.0266554,338,0.000919765,0.459578921,0.112347826
3,1042,66758.4106,3121.149136,66796.45589,3290.916599,169,0.92214441,249,0.002428754,0.390794867,0.081391304
3,1043,66695.24802,3159.900405,66801.25773,3149.197676,384,1.0396237,338,0.005518589,0.468114026,0.112347826
3,1044,66781.31165,3153.99545,67007.23638,3087.645105,148,0.97128558,263,0.002126956,0.423137197,0.08626087
3,1045,66808.8339,3099.80284,66845.54197,3261.330058,24,0.85652179,200,0.000344912,0.347605248,0.064347826
3,1046,66783.84901,3270.604923,67042.51111,3201.251953,49,0.9262771,214,0.000704195,0.393514803,0.069217391
3,1047,66778.50967,3242.152426,67040.13804,3175.763262,16,0.9262771,214,0.000229941,0.393514803,0.069217391
3,1048,66768.42422,3216.663724,67031.83238,3150.27456,12,0.9262771,214,0.000172456,0.393514803,0.069217391
3,1049,66762.4916,3188.211227,66920.89247,3149.089037,13,0.91951597,214,0.000186827,0.389064955,0.069217391
3,1050,66890.04287,3143.161435,67114.88902,3107.003053,5,0.90303719,214,7.18566E-05,0.378219423,0.069217391
3,1051,66998.01648,3068.473624,67037.17175,3229.1117,11,0.84983021,200,0.000158085,0.343201175,0.064347826
3,1052,66433.92973,3472.441821,67104.44627,3312.838891,2390,1.2185858,773,0.03434747,0.585898182,0.263652174
3,1053,66386.10403,3437.080694,66458.7991,3474.353236,736,1.0950695,508,0.010577296,0.504605757,0.171478261
3,1054,66390.10876,3122.043971,66409.06037,3462.884756,620,0.95354474,372,0.008910222,0.411461038,0.124173913
3,1055,65856.93366,3391.126931,66405.01634,3319.44897,0,0.78370541,248,0,0.299681045,0.081043478
