Cluster_Kmeans_809962,Ref,x1,y1,x2,y2,Choice R7,Integration [HH] R7,Total Connectivity R7,choice归一化,integration归一化,connectivity归一化
3,560,68605.83464,3464.890964,68634.85813,3108.688752,1415,1.2544897,373,0.020335427,0.609528384,0.124521739
3,561,68569.77059,3124.336912,68777.61247,3122.953924,45,1.0512937,322,0.00064671,0.475794653,0.106782609
3,562,68612.07343,3231.806429,69155.06311,3216.267654,1947,1.383516,362,0.027980972,0.694447224,0.120695652
2,563,69068.56232,3427.66827,69453.55955,2132.216154,4562,1.6233115,354,0.065561991,0.852268968,0.117913043
3,564,69136.71339,3217.500916,69425.40977,3184.192808,170,1.1320485,329,0.002443125,0.528943537,0.109217391
3,565,69391.62928,3182.746332,69604.44641,3208.783568,103,0.96233892,283,0.001480247,0.41724894,0.093217391
3,566,69589.03225,3215.967275,69611.8,2895.981996,113,1.0507069,293,0.00162396,0.475408449,0.096695652
3,567,69191.76324,2973.129342,69823.3626,3035.618814,773,1.2930908,324,0.011109035,0.634933752,0.107478261
3,568,69384.92132,3126.475812,69458.24011,2853.931938,271,1.055472,293,0.003894629,0.478544607,0.096695652
3,569,69046.74956,3059.803777,69273.87298,3072.027798,386,1.268519,324,0.005547332,0.618761788,0.107478261
3,570,69230.59301,3079.315997,69333.68641,3083.202939,0,0.8416636,250,0,0.337826309,0.08173913
3,571,69257.82515,3066.683137,69270.95507,3085.146476,174,1.0229959,293,0.002500611,0.457170416,0.096695652
3,572,68385.55116,3327.868147,68617.82348,3343.535618,474,1.1494704,347,0.006812009,0.540409785,0.115478261
3,573,68572.25096,3351.36942,68584.0167,3115.673794,311,1.1095669,346,0.004469482,0.514147241,0.115130435
3,574,68581.40559,3121.679792,68654.06427,3023.981266,703,1.209846,345,0.010103042,0.580146071,0.114782609
2,575,68640.18516,3052.211363,68676.75074,2753.383313,1581,1.4852003,373,0.022721067,0.761370888,0.124521739
2,576,68570.59623,2761.403348,71029.79739,3009.877978,7586,1.7761564,375,0.109020882,0.952864052,0.125217391
2,577,68573.10357,2718.193173,68587.20544,2767.978757,901,1.451825,373,0.012948565,0.739404888,0.124521739
3,578,68250.29949,2724.679699,68590.4561,2726.282912,872,1.2782148,387,0.012531797,0.625143092,0.129391304
3,579,68523.86914,2630.894965,68529.48463,2737.505008,38,1.0364168,344,0.00054611,0.4660034,0.114434783
3,580,68358.20592,2642.190601,68532.86258,2640.179079,22,1.0161031,339,0.000316169,0.45263391,0.112695652
3,581,68621.41829,3054.55567,68742.44808,3050.301951,178,0.98107392,312,0.002558096,0.429579406,0.103304348
3,582,68732.91955,3044.427823,68734.13604,3080.077989,0,0.80542827,258,0,0.313977976,0.084521739
3,583,68569.56652,3208.23889,68632.85717,3210.557406,12,1.0512937,322,0.000172456,0.475794653,0.106782609
3,584,68623.08893,3166.636955,68720.12133,3170.215714,0,1.0305581,322,0,0.462147489,0.106782609
2,585,68460.52938,4866.394823,68471.68669,5079.098934,1646,1.2954968,1196,0.023655203,0.636517264,0.410782609
2,586,68217.1869,4881.423178,68578.70904,4864.7846,4098,1.3626908,1667,0.058893695,0.68074109,0.574608696
3,587,68286.50881,5038.806446,68765.13593,5015.190498,77,1.1846623,855,0.001106592,0.563571383,0.292173913
3,588,68284.3598,5010.896701,68762.98693,4987.280752,72,1.1846623,855,0.001034735,0.563571383,0.292173913
3,589,68286.50881,4983.523564,68765.13593,4959.907615,131,1.1846623,855,0.001882644,0.563571383,0.292173913
2,590,68282.74831,4957.760783,68761.37543,4934.144834,1182,1.2724568,1183,0.016986908,0.621353456,0.40626087
3,591,68282.74831,4933.071352,68761.37543,4909.455403,113,1.1846623,855,0.00162396,0.563571383,0.292173913
3,592,68276.86994,4904.85964,68761.9126,4880.472175,136,1.1846623,855,0.0019545,0.563571383,0.292173913
2,593,68248.02804,4965.598553,68293.92292,4956.247247,1636,1.3496205,1680,0.02351149,0.672138853,0.579130435
2,594,68277.46971,4871.75906,68300.56363,5045.155811,552,1.2154933,1146,0.007932972,0.583862849,0.393391304
2,595,68374.88604,4864.453402,68379.26637,5041.165965,208,1.214627,1146,0.002989236,0.583292692,0.393391304
2,596,68545.17724,4855.699813,68558.31858,5034.053682,266,1.214627,1146,0.003822773,0.583292692,0.393391304
2,597,68550.65265,4877.036662,68561.05628,4796.613317,271,1.1877046,1129,0.003894629,0.565573677,0.387478261
3,598,68429.64189,4792.783646,68646.47583,4809.743634,302,1.1078665,798,0.004340141,0.51302812,0.272347826
3,599,68612.56632,4810.780214,68736.86233,4774.124683,397,1.148537,628,0.005705417,0.539795467,0.213217391
2,600,68201.34868,4807.497602,68292.79118,4794.914342,1192,1.3043675,1630,0.017130621,0.642355528,0.56173913
2,601,68249.53369,4794.914342,68362.87887,4819.533671,789,1.1300621,1073,0.011338976,0.527636185,0.368
3,602,68327.83485,4820.627919,68450.48858,4791.084671,111,1.0353066,764,0.001595217,0.46527272,0.260521739
3,603,68637.75391,4881.902912,68641.58704,5031.807649,5,1.1022582,795,7.18566E-05,0.50933701,0.271304348
3,604,68834.78124,4836.930406,68841.40258,5066.823593,262,1.1483235,665,0.003765287,0.539654951,0.226086957
3,605,68739.3254,4926.24146,68855.19661,4917.971837,266,1.135766,625,0.003822773,0.531390215,0.212173913
3,606,68771.87972,4931.203207,68775.19021,4836.379116,19,0.98147714,414,0.000273055,0.429844786,0.138782609
3,607,68751.45501,4848.398255,68877.80975,4845.641802,14,0.99459267,442,0.000201199,0.43847679,0.148521739
3,608,68309.33432,4818.218536,68326.49315,4769.934981,254,0.94566238,664,0.003650317,0.406273252,0.22573913
3,609,68291.12503,4757.689135,68334.8972,4782.180826,102,0.76205134,379,0.001465875,0.285429389,0.126608696
3,610,68303.73162,4772.034197,68305.83255,4731.797922,32,0.58048397,177,0.000459882,0.16593057,0.056347826
3,611,68207.78289,4744.743463,68500.53101,4731.098095,0,0.41365874,58,0,0.056134312,0.014956522
2,612,68107.53339,4469.008641,68158.15207,4453.83585,1514,1.3030605,1630,0.021758188,0.641495324,0.56173913
3,613,68143.52895,4421.804255,68154.21517,4488.115197,1018,1.1182587,1047,0.01463001,0.519867761,0.358956522
3,614,68144.09136,4483.61956,68307.75915,4446.530456,302,0.93268275,645,0.004340141,0.39773069,0.219130435
3,615,68141.27929,4437.53905,68238.5801,4408.879216,148,0.93020552,645,0.002126956,0.396100298,0.219130435
3,616,68204.27178,4410.565097,68297.63534,4426.299892,2,0.74409026,371,2.87427E-05,0.273608279,0.123826087
3,617,68284.69946,4409.441221,68286.38671,4458.893491,4,0.74595517,371,5.74853E-05,0.274835672,0.123826087
3,618,68293.13603,4447.092328,68486.61247,4467.884765,0,0.74038833,371,0,0.271171849,0.123826087
2,619,68162.54589,4669.279352,68325.77128,4644.81623,1038,1.2978587,1630,0.014917437,0.638071752,0.56173913
2,620,69352.12295,5042.630562,69364.54104,5128.389045,517,1.4644061,417,0.007429976,0.747685156,0.139826087
3,621,69255.33475,5141.161579,69371.84585,5123.280084,291,1.1779356,391,0.004182056,0.559144196,0.130782609
2,622,69185.57426,5049.929209,69264.83112,5076.933981,477,1.4644061,417,0.006855123,0.747685156,0.139826087
2,623,69149.41579,5079.123536,69184.47849,5052.118764,250,1.4401737,414,0.003592832,0.731736569,0.138782609
3,624,69139.18891,5140.066802,69154.52906,5068.905482,0,1.1330696,385,0,0.529615576,0.128695652
3,625,69256.79578,5120.360546,69285.64944,5183.128441,356,0.98962176,352,0.005116192,0.435205179,0.117217391
3,626,69257.16104,5133.862932,69263.00483,5072.919798,251,1.1779356,391,0.003607203,0.559144196,0.130782609
3,627,69255.36277,5179.95151,69319.64439,5174.842549,204,0.83760488,267,0.002931751,0.335155057,0.087652174
3,628,69178.37875,5235.135588,69335.39787,5214.832673,0,0.51771456,102,0,0.124618795,0.03026087
3,629,69311.01378,5167.582126,69339.46171,5259.129954,108,0.69310457,186,0.001552103,0.240051976,0.059478261
3,630,69321.35861,5232.920638,69632.15207,5169.792447,34,0.53928596,102,0.000488625,0.138816042,0.03026087
3,631,69615.56361,5115.165479,69628.56832,5277.589061,18,0.48964715,36,0.000258684,0.10614619,0.007304348
3,632,69601.37631,5123.434308,69746.79468,5104.534089,0,0.37914997,22,0,0.033422317,0.002434783
3,633,69711.83851,5724.878149,69811.63041,5694.141187,560,1.2132493,416,0.008047943,0.582385957,0.139478261
3,634,69620.67515,5693.391496,69737.34916,5720.754845,350,1.0092465,360,0.005029964,0.448121229,0.12
3,635,69630.4292,5715.132289,69639.43302,5633.79167,192,0.85303038,276,0.002759295,0.345307371,0.090782609
3,636,69510.37862,5623.670964,69648.43684,5640.538895,78,0.7055912,196,0.001120963,0.248270069,0.062956522
3,637,69448.10247,5582.063606,69521.2582,5626.669731,36,0.5403704,111,0.000517368,0.139529768,0.033391304
3,638,69507.75229,5621.796735,69517.88163,5608.677396,22,0.45462662,40,0.000316169,0.083097379,0.008695652
3,639,69500.25067,5522.027959,69516.00727,5615.738227,12,0.42239153,20,0.000172456,0.06188181,0.00173913
3,640,69494.24812,5526.525977,69753.10714,5504.410337,0,0.32836786,15,0,0,0
3,641,69807.98233,5585.515256,70129.54813,5584.544546,1434,1.3810385,388,0.020608482,0.692816654,0.12973913
3,642,70118.86157,5570.954996,70154.72396,6067.825976,1236,1.1305033,364,0.017762959,0.527926562,0.121391304
3,643,69845.69972,5864.419866,70152.89525,5855.284818,329,0.93680614,331,0.004728166,0.400444505,0.109913043
3,644,69849.96625,5981.956917,69850.57571,5858.329878,7,0.76852429,290,0.000100599,0.28968957,0.095652174
3,645,69840.21393,5969.167981,70049.27783,5969.167981,1,0.61161375,176,1.43713E-05,0.186418679,0.056
3,646,69917.0129,5855.893909,69919.45107,6008.14388,23,0.77760845,290,0.000330541,0.295668323,0.095652174
3,647,69884.70866,5924.101963,70148.62872,5914.357955,95,0.93275946,331,0.001365276,0.397781177,0.109913043
3,648,70028.55428,5846.149902,70030.9921,6033.721883,50,0.77760845,290,0.000718566,0.295668323,0.095652174
3,649,69929.81284,6022.759957,70161.42832,6022.150998,263,0.93275946,331,0.003779659,0.397781177,0.109913043
3,650,69913.96528,5997.790913,69956.02184,6030.676955,2,0.77213234,290,2.87427E-05,0.292064213,0.095652174
3,651,66790.34878,3826.862019,66939.82303,3850.710758,936,1.1424621,978,0.013451561,0.535797263,0.334956522
3,652,66928.47548,3840.154761,66947.6491,3885.115495,87,0.98087651,628,0.001250305,0.429449481,0.213217391
3,653,66919.86701,4095.131139,66945.30121,3865.635812,197,0.94591194,396,0.002831151,0.4064375,0.132521739
3,654,66845.52142,4034.140918,66876.99726,3742.865602,1996,1.1519233,756,0.028685167,0.542024165,0.25773913
3,655,66809.00323,4023.660445,66936.45512,4041.852504,58,1.0035059,468,0.000833537,0.444343045,0.157565217
3,656,66810.19066,3999.536193,66937.64255,4017.728252,23,1.0035059,468,0.000330541,0.444343045,0.157565217
3,657,66768.63045,3973.434675,66941.2052,3990.044816,11,1.0035059,468,0.000158085,0.444343045,0.157565217
3,658,66745.67315,3942.98275,66943.58007,3961.570289,41,1.0106356,468,0.000589224,0.449035467,0.157565217
3,659,66746.06919,3916.8811,66951.89212,3934.2822,101,1.0142386,468,0.001451504,0.451406787,0.157565217
3,660,66764.27641,3891.175061,66953.47525,3909.366988,207,1.0106356,468,0.002974865,0.449035467,0.157565217
3,661,66778.52562,3859.536698,66949.1212,3886.429307,113,1.0106356,468,0.00162396,0.449035467,0.157565217
3,662,66782.48397,3899.48,66795.15005,3852.418066,4,0.87923181,271,5.74853E-05,0.362551879,0.089043478
3,663,66801.48292,3871.796564,66812.96157,3822.7571,18,0.96778065,628,0.000258684,0.420830422,0.213217391
3,664,66762.69328,3922.022334,66771.40101,3886.429307,2,0.88474429,271,2.87427E-05,0.366179926,0.089043478
3,665,66749.23545,3973.830155,66752.79776,3912.135345,91,0.96907449,628,0.001307791,0.421681965,0.213217391
3,666,66710.8415,3927.954527,66754.77693,3961.174809,306,1.1256351,978,0.004397626,0.524722549,0.334956522
3,667,68244.49583,5558.051781,68306.71041,5908.466103,752,1.1767815,813,0.010807237,0.558384624,0.277565217
2,668,68098.08337,5447.308778,68271.84107,5471.047868,1143,1.1842402,1104,0.016426426,0.563293578,0.378782609
3,669,68256.26398,5476.060009,68306.21406,5394.76608,420,1.0207741,665,0.006035957,0.455708135,0.226086957
3,670,68294.5974,5393.710983,68702.52634,5507.329347,334,0.88521028,400,0.004800023,0.366486618,0.133913043
3,671,68686.47401,5492.978862,68721.42731,5549.591905,158,0.76505178,215,0.00227067,0.287404133,0.069565217
3,672,68717.24527,5676.728315,68718.09685,5534.672326,132,0.68635845,119,0.001897015,0.235612007,0.036173913
3,673,68714.69123,5662.692759,68741.0832,5699.270121,0,0.55983049,68,0,0.152337454,0.018434783
3,674,68705.77043,5554.222375,68776.8107,5557.691352,76,0.63728118,112,0.001092221,0.203311734,0.03373913
3,675,68767.46307,5553.154977,68811.04189,5613.222368,82,0.66321766,134,0.001178449,0.220381864,0.041391304
3,676,68797.95555,5607.885511,68944.62673,5628.493037,124,0.74489164,171,0.001782044,0.274135708,0.05426087
3,677,68931.54039,5623.15618,68989.49432,5666.117956,200,0.85520536,216,0.002874265,0.346738837,0.069913043
3,678,68971.52854,5661.259642,69025.78354,5666.422436,0,0.83727133,212,0,0.334935531,0.068521739
3,679,68983.67856,5658.987817,68999.55933,5892.194699,432,0.99356967,296,0.006208413,0.437803502,0.09773913
3,680,68968.34775,5948.507019,69003.49381,5880.875255,580,1.092525,469,0.008335369,0.50293109,0.157913043
3,681,68960.07929,5958.883397,68970.13599,6137.999655,0,1.0739427,452,0,0.490701124,0.152
3,682,69190.67058,5693.386073,69301.70558,6396.568151,939,1.157835,465,0.013494675,0.545914958,0.156521739
3,683,69189.23895,5711.266774,69229.32568,5631.876173,0,1.0357143,296,0,0.465541049,0.09773913
3,684,69079.00019,5754.895972,69215.725,5754.18067,0,1.0357143,296,0,0.465541049,0.09773913
3,685,69846.28392,6487.252141,70292.58917,6467.642968,232,1.3294109,388,0.003334148,0.658837877,0.12973913
3,686,70259.87955,6469.821809,71115.9203,6328.061306,0,1.0557593,364,0,0.478733694,0.121391304
2,687,69847.66229,6475.314081,70293.96754,6455.704909,2089,1.4664636,388,0.030021701,0.749039303,0.12973913
3,688,70261.25791,6457.88375,71117.29867,6316.123246,1173,1.2023236,364,0.016857566,0.575195193,0.121391304
3,689,70371.79137,6131.694997,70379.91041,6443.646619,104,1.0247984,328,0.001494618,0.458356734,0.108869565
3,690,70357.81817,6154.473825,70739.99585,6134.54185,9,0.85829532,281,0.000129342,0.348772499,0.092521739
3,691,70608.03345,6097.688253,70636.08118,6400.790391,24,0.98229527,328,0.000344912,0.430383239,0.108869565
3,692,70723.1769,6088.101114,70741.62935,6384.565942,134,0.98684293,328,0.001925758,0.433376288,0.108869565
3,693,70713.1963,6102.228993,70922.38229,6066.813601,2,0.81857985,281,2.87427E-05,0.322633707,0.092521739
3,694,70913.89108,6059.523022,70960.19654,6346.593557,277,0.98684293,328,0.003980857,0.433376288,0.108869565
3,695,70930.82093,6215.66959,71077.01167,6193.52009,0,0.81024826,281,0,0.317150259,0.092521739
3,696,70059.14326,6161.502251,70075.73068,6472.873747,256,1.2051592,364,0.00367906,0.577061447,0.121391304
3,697,69856.04904,6079.337341,69868.91713,6480.84233,406,1.1938961,364,0.005834758,0.569648622,0.121391304
2,698,69841.55667,6420.700472,70313.91664,6426.143408,2001,1.436838,388,0.028757024,0.729541173,0.12973913
3,699,70292.81849,6130.735,70304.53615,6437.078219,183,1.1719897,364,0.002629953,0.555230894,0.121391304
3,700,70120.058,6144.7941,70381.15319,6139.326694,13,1.0030968,328,0.000186827,0.444073796,0.108869565
3,701,70131.0019,6137.764484,70138.81933,6465.810536,328,1.1995012,364,0.004713795,0.573337626,0.121391304
3,702,70049.70293,6208.060113,70379.58977,6196.344263,40,1.0272678,328,0.000574853,0.459981973,0.108869565
3,703,69846.16217,6172.400424,70074.60377,6166.103966,9,1.0030968,328,0.000129342,0.444073796,0.108869565
3,704,69919.42097,6095.268156,69932.81239,6421.900137,146,1.1560804,364,0.002098214,0.544760166,0.121391304
3,705,69994.2553,6125.176595,70005.02246,6471.461396,329,1.1938961,364,0.004728166,0.569648622,0.121391304
3,706,69854.37494,6233.315384,69928.71084,6227.36097,2,0.98003715,328,2.87427E-05,0.428897055,0.108869565
3,707,69854.06122,6259.013222,70072.38628,6247.118547,7,1.0030968,328,0.000100599,0.444073796,0.108869565
3,708,69918.38193,6211.392194,70013.10552,6207.004752,2,0.98003715,328,2.87427E-05,0.428897055,0.108869565
3,709,69851.32525,6301.858603,70077.01496,6289.274947,8,1.0030968,328,0.000114971,0.444073796,0.108869565
3,710,70051.42926,6309.938952,70228.75652,6304.402106,4,0.99839848,328,5.74853E-05,0.44098159,0.108869565
3,711,70128.00236,6255.577576,70388.45212,6247.020801,27,1.0078396,328,0.000388026,0.447195276,0.108869565
3,712,70208.60575,6192.659426,70221.19989,6437.78876,73,1.1719897,364,0.001049107,0.555230894,0.121391304
2,713,67776.68255,5338.697926,67804.51584,5501.561165,734,1.3051213,1685,0.010548554,0.642851643,0.580869565
2,714,67977.78376,5409.310865,67985.60533,5481.728461,2064,1.3097887,1685,0.029662418,0.645923498,0.580869565
2,715,67877.66915,5422.335634,67988.21229,5415.041747,315,1.1064229,1134,0.004526968,0.512078013,0.389217391
2,716,67800.49731,5464.014813,67994.99101,5434.839401,652,1.1144829,1134,0.009370105,0.517382713,0.389217391
3,717,67808.84014,5372.841567,67817.70456,5468.703693,99,0.91363752,631,0.001422761,0.385196045,0.21426087
3,718,67802.58302,5416.604751,67902.17637,5400.453975,8,0.71800834,272,0.000114971,0.256442427,0.089391304
3,719,67879.23325,5375.967442,67891.22624,5425.982511,27,0.90093207,631,0.000388026,0.376833936,0.21426087
2,720,68023.25631,5373.932773,68037.10188,5474.064358,861,1.3089834,1747,0.012373712,0.645393489,0.602434783
2,721,68077.97965,5406.870796,68077.97965,5451.995938,33,1.1176825,1227,0.000474254,0.519488534,0.421565217
2,722,68020.28928,5421.692946,68105.01186,5420.704776,302,1.1047227,1157,0.004340141,0.510959024,0.397217391
3,723,68092.15485,5425.645493,68125.4504,5321.231882,0,0.89174664,635,0,0.370788532,0.215652174
3,724,68019.43286,5271.443124,68189.51999,5334.841008,281,1.0093668,820,0.004038343,0.448200405,0.28
3,725,68194.25624,5333.926908,68243.7532,5374.088319,351,1.0528839,666,0.005044336,0.476841245,0.226434783
3,726,68238.76999,5361.807555,68247.36497,5582.818192,937,1.1206727,852,0.013465933,0.521456539,0.291130435
3,727,68231.72355,5507.832757,68311.52691,5515.859933,197,0.95390439,503,0.002831151,0.411697742,0.16973913
3,728,68298.13688,5463.951192,68298.67266,5702.623893,92,0.82663006,268,0.001322162,0.327931964,0.088
3,729,68294.3878,5475.18916,68326.52359,5417.393991,56,0.76165622,194,0.000804794,0.28516934,0.06226087
3,730,68316.34721,5419.534607,68666.73866,5529.819568,202,0.82638276,207,0.002903008,0.327769203,0.066782609
3,731,68378.05403,5448.478287,68395.72858,5412.088745,112,0.79983294,250,0.001609589,0.310295402,0.08173913
3,732,68656.56262,5518.581732,68658.71785,5873.041056,220,0.89165121,232,0.003161692,0.370725725,0.075478261
3,733,68573.81334,5991.880411,68581.6273,5859.131022,463,1.0985962,468,0.006653924,0.506926859,0.157565217
3,734,68564.69676,5865.220878,68667.29623,5869.619166,323,1.0090245,300,0.004641938,0.44797512,0.099130435
3,735,67293.4181,5104.411742,67342.23436,5113.199985,84,0.78181005,281,0.001207191,0.298433612,0.092521739
3,736,67332.33919,5162.853566,67338.71598,5107.927013,0,0.61752784,158,0,0.190311045,0.04973913
3,737,67243.98962,4987.656524,67259.23465,4940.898011,14,0.83551085,321,0.000201199,0.333776868,0.106434783
3,738,67253.91662,4941.96078,67305.32358,4962.151929,27,0.93742609,537,0.000388026,0.400852526,0.181565217
3,739,67542.54659,5071.056415,67637.57664,5058.563097,360,1.0113044,534,0.005173677,0.449475639,0.180521739
3,740,67608.28163,5058.563097,67740.10867,5099.969673,210,0.87125969,317,0.003017979,0.357305017,0.105043478
3,741,67717.95902,5145.30274,67744.39561,5047.497473,124,0.74690825,189,0.001782044,0.275462943,0.060521739
3,742,67733.66304,5049.755278,67789.46313,5065.941634,72,0.63639206,123,0.001034735,0.202726558,0.037565217
3,743,67776.14331,5065.941634,67797.74335,5047.597071,46,0.5494836,73,0.000661081,0.145527634,0.020173913
3,744,67784.06312,5049.755278,67843.10349,5048.316473,30,0.48813704,39,0.00043114,0.105152309,0.008347826
3,745,67834.82327,5050.834315,67857.86358,4972.420509,22,0.5,24,0.000316169,0.112959933,0.003130435
3,746,67728.6231,4961.98924,67859.66358,4982.132243,12,0.42239153,17,0.000172456,0.06188181,0.000695652
3,747,67732.2231,4968.104094,67735.10332,4937.170187,0,0.32836786,15,0,0,0
2,748,67200.13859,5473.956031,67229.38276,5509.384915,4,1.2867942,1667,5.74853E-05,0.630789636,0.574608696
2,749,67219.14723,5502.810563,67295.18282,5528.377853,417,1.4015638,1876,0.005992843,0.706325409,0.647304348
2,750,67286.40971,5519.24664,67378.20259,5516.323134,249,1.4212168,1940,0.00357846,0.719260058,0.669565217
2,751,67368.33267,5557.230797,67371.55912,5298.596035,330,1.3680245,1837,0.004742538,0.684251472,0.63373913
2,752,67286.1963,5375.168679,67448.79564,5385.103417,1040,1.4434177,1956,0.014946179,0.733871612,0.675130435
2,753,67433.69277,5385.104078,67489.83736,5357.605552,625,1.3180956,1779,0.008982079,0.651390696,0.613565217
2,754,67186.10313,5514.238599,67206.10966,5495.975248,760,1.5725476,2349,0.010922208,0.818858636,0.811826087
2,755,67201.23748,5503.161072,67219.76914,5310.914363,786,1.4197755,1980,0.011295862,0.718311465,0.683478261
2,756,67194.43074,5443.082835,67303.60866,5449.039629,190,1.4032565,1876,0.002730552,0.707439462,0.647304348
2,757,67255.54056,5481.802531,67273.42645,5325.06195,197,1.418129,1980,0.002831151,0.717227818,0.683478261
2,758,67239.14511,5465.048747,67299.50989,5482.919529,196,1.4004376,1876,0.00281678,0.705584199,0.647304348
2,759,67287.21321,5410.319933,67424.31331,5426.763682,427,1.4223164,1940,0.006136556,0.719983762,0.669565217
2,760,67416.05246,5550.158459,67420.95266,5421.359103,37,1.3652315,1837,0.000531739,0.682413255,0.63373913
2,761,67260.59365,5300.591421,67272.74678,5237.019341,350,1.4297349,1980,0.005029964,0.724866258,0.683478261
2,762,67041.50694,5215.32365,67309.16467,5247.70496,7782,1.5859241,2349,0.111837661,0.827662398,0.811826087
2,763,67204.31312,5324.27734,67241.29723,5175.323209,347,1.4336458,1980,0.00498685,0.727440222,0.683478261
2,764,67154.56296,5253.825634,67175.12533,5106.514793,1041,1.3677497,1830,0.014960551,0.684070612,0.631304348
2,765,67012.98914,5152.580886,67152.84148,5115.34404,6312,1.5832306,2349,0.090711812,0.825889667,0.811826087
2,766,67115.57305,5115.728012,67247.51941,5127.638824,1045,1.3654615,1830,0.015018036,0.68256463,0.631304348
2,767,67070.9199,5231.01612,67078.29526,5163.290645,532,1.3620436,1830,0.007645546,0.680315134,0.631304348
2,768,67062.4024,5129.665293,67081.76073,5172.603923,375,1.3603411,1830,0.005389247,0.679194631,0.631304348
2,769,67078.59412,5168.955062,67122.1802,5169.564153,1,1.1599864,1319,1.43713E-05,0.547330905,0.453565217
2,770,67111.98065,5200.304025,67117.00987,5120.210422,2150,1.362612,1830,0.030898352,0.680689227,0.631304348
2,771,67065.65167,5191.929117,67115.79061,5198.324511,7,1.1640998,1319,0.000100599,0.550038145,0.453565217
2,772,67075.10031,5163.454854,67118.83858,5150.055108,0,1.1599864,1319,0,0.547330905,0.453565217
2,773,67109.59748,5162.443141,67224.39366,5177.762616,21,1.1689358,1319,0.000301798,0.553220965,0.453565217
2,774,67206.70251,5244.932371,67218.88989,5165.978516,630,1.3603411,1830,0.009053936,0.679194631,0.631304348
2,775,67150.4839,5196.617335,67218.88989,5204.080524,1,1.1620394,1319,1.43713E-05,0.54868209,0.453565217
2,776,67108.41835,5181.29786,67170.14073,5188.76118,9,1.16755,1319,0.000129342,0.552308899,0.453565217
2,777,67113.13592,5129.447581,67173.67917,5133.76836,5,1.16755,1319,7.18566E-05,0.552308899,0.453565217
3,778,67812.93511,5244.638737,68044.72525,5278.127125,103,0.83302611,438,0.001480247,0.332141533,0.147130435
3,779,67821.0116,5318.474504,67823.8382,5236.972783,58,0.72145712,237,0.000833537,0.258712246,0.077217391
3,780,67765.68884,5316.457161,67833.93364,5303.949426,83,0.77048129,304,0.00119282,0.290977572,0.100521739
3,781,67779.82253,5267.233317,67806.06888,5468.307419,194,0.9269408,637,0.002788037,0.393951618,0.216347826
2,782,67772.55161,5350.376741,67796.87344,5339.441136,173,1.1086094,1134,0.002486239,0.513517061,0.389217391
3,783,67632.52326,4069.607275,68082.14298,4015.578127,847,1.0363625,529,0.012172513,0.465967662,0.178782609
3,784,67577.3232,4054.678754,67658.54619,4069.653665,316,0.91898179,301,0.004541339,0.388713384,0.099478261
3,785,67586.9926,4085.111637,67615.03387,3980.287245,244,0.81177813,181,0.003506604,0.318157145,0.05773913
3,786,67586.9926,3995.262157,67654.67842,4011.203188,0,0.66082084,122,0,0.218804394,0.037217391
3,787,67745.57083,4157.570895,67757.65757,4047.432823,517,0.99963814,411,0.007429976,0.441797474,0.13773913
3,788,67741.21958,4097.188178,67832.11199,4098.637369,0,0.82992148,270,0,0.330098216,0.088695652
3,789,67673.05029,4142.595983,67782.31457,4152.257225,490,1.0152206,526,0.00704195,0.452053091,0.17773913
3,790,67658.06271,4161.918456,67683.68664,4140.663733,299,1.0365049,606,0.004297027,0.466061383,0.205565217
3,791,67568.13725,4164.333766,67668.21559,4157.570895,504,1.1566368,816,0.007243148,0.545126361,0.278608696
3,792,67564.38658,4072.733593,67595.68607,4079.574583,106,0.71174294,138,0.001523361,0.252318845,0.042782609
3,793,67556.5617,4102.052093,67573.67863,4070.29039,80,0.64817709,113,0.001149706,0.210482892,0.034086957
3,794,67488.58309,4088.858764,67561.45226,4099.608879,78,0.63948721,105,0.001120963,0.204763635,0.031304348
3,795,67480.7582,4064.915333,67502.27663,4093.256541,98,0.68699819,117,0.00140839,0.236033053,0.035478261
3,796,68052.34589,3956.51346,68389.82465,3917.909515,476,1.0025529,487,0.006840751,0.443715827,0.164173913
3,797,68358.88938,4230.327999,68382.05249,3864.961567,400,0.90570283,285,0.005748531,0.379973818,0.093913043
3,798,68370.1796,3902.131856,68582.30861,3976.472456,80,0.75949734,164,0.001149706,0.28374847,0.051826087
3,799,68553.81367,3970.145594,68659.08665,3982.008459,0,0.61169702,110,0,0.186473483,0.033043478
3,800,68795.74262,4417.999901,68802.09913,4243.343919,368,1.1919824,436,0.005288648,0.568389117,0.146434783
3,801,69009.77108,4268.413051,69018.57846,4409.211752,168,1.0786604,385,0.002414383,0.493806085,0.128695652
3,802,69004.16641,4288.412868,69080.22997,4197.21371,0,0.90325499,306,0,0.378362769,0.101217391
3,803,69048.24513,4384.661837,69069.06252,4542.260381,0,1.0738015,385,0,0.490608193,0.128695652
3,804,69093.08259,4384.661837,69140.32207,4719.858741,119,1.1087625,385,0.001710188,0.513617824,0.128695652
3,805,69108.29531,4580.660021,69511.95457,4553.555614,260,1.101373,466,0.003736545,0.508754414,0.156869565
3,806,69457.50907,4475.156329,69477.52579,4701.554247,140,0.95865345,329,0.002011986,0.414823343,0.109217391
3,807,69289.36854,4493.556164,69470.31976,4491.956171,55,1.0927348,466,0.000790423,0.503069171,0.156869565
3,808,69455.10706,4627.954928,69687.30108,4615.95503,0,0.7941162,260,0,0.306532921,0.085217391
