Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3,Integration [HH] R3,Total Connectivity R3
430,6,0.8619656,24,0.007272727,0.198919731,0.037861915
431,8,1.1460608,80,0.00969697,0.305822289,0.162583519
432,36,1.8783784,244,0.043636364,0.581387045,0.527839644
433,333,2.6489196,281,0.403636364,0.87133501,0.610244989
434,17,1.8075906,194,0.020606061,0.55475021,0.416481069
435,33,1.8384376,262,0.04,0.566357669,0.567928731
436,151,2.3636925,301,0.183030303,0.764006528,0.654788419
437,202,2.5766327,286,0.244848485,0.844134077,0.621380846
438,0,0.84912294,17,0,0.194087149,0.022271715
439,10,1.1087778,25,0.012121212,0.291793019,0.040089087
440,10,1.1191936,40,0.012121212,0.295712394,0.073496659
441,16,1.3938289,62,0.019393939,0.399055274,0.122494432
442,12,1.2222222,24,0.014545455,0.334481162,0.037861915
443,8,0.98558021,21,0.00969697,0.245434836,0.031180401
444,6,0.8619656,19,0.007272727,0.198919731,0.026726058
445,6,0.84912294,15,0.007272727,0.194087149,0.017817372
446,6,0.84912294,14,0.007272727,0.194087149,0.0155902
447,6,0.84912294,14,0.007272727,0.194087149,0.0155902
448,6,0.84912294,14,0.007272727,0.194087149,0.0155902
449,6,0.84912294,14,0.007272727,0.194087149,0.0155902
450,6,0.84912294,14,0.007272727,0.194087149,0.0155902
451,6,0.84912294,14,0.007272727,0.194087149,0.0155902
452,6,0.84912294,14,0.007272727,0.194087149,0.0155902
453,6,0.84912294,15,0.007272727,0.194087149,0.017817372
454,6,0.8619656,18,0.007272727,0.198919731,0.024498886
455,8,0.98510355,18,0.00969697,0.245255473,0.024498886
456,10,1.1492875,19,0.012121212,0.307036468,0.026726058
457,107,1.9310595,111,0.12969697,0.601210486,0.231625835
458,58,2.0196919,161,0.07030303,0.634562088,0.34298441
459,232,2.3343706,172,0.281212121,0.752972952,0.367483296
