Depthmap_Ref,Choice_R3,Integration_HH_R3,Total_Connectivity_R3,Choice_R3,Integration_HH_R3,Total_Connectivity_R3
2808,8,1.0445806,41,0.0625,0.337039817,0.186813187
2809,6,0.8619656,21,0.046875,0.25050377,0.076923077
2810,6,0.87255627,12,0.046875,0.255522387,0.027472527
2811,4,0.70398736,9,0.03125,0.175642382,0.010989011
2812,0,0.33333334,7,0,0,0
2813,0,1.0952908,63,0,0.361069937,0.307692308
2814,28,1.5448366,86,0.21875,0.574096886,0.434065934
2815,48,1.8599865,64,0.375,0.723437447,0.313186813
2816,40,1.7265038,91,0.3125,0.660183798,0.461538462
2817,40,1.7626089,138,0.3125,0.677292976,0.71978022
2818,8,1.6071428,97,0.0625,0.60362202,0.494505495
2819,8,1.6828449,81,0.0625,0.639495089,0.406593407
2820,52,1.9758738,142,0.40625,0.778353138,0.741758242
2821,56,1.9491093,117,0.4375,0.765670204,0.604395604
2822,0,1.4724894,81,0,0.539813609,0.406593407
2823,9,1.3270249,34,0.0703125,0.470882126,0.148351648
2824,4,0.98510355,23,0.03125,0.308855337,0.087912088
2825,3,0.98558021,29,0.0234375,0.309081213,0.120879121
2826,9,1.3873683,45,0.0703125,0.499477144,0.208791209
2827,21,1.569167,48,0.1640625,0.58562637,0.225274725
2828,36,1.6981779,56,0.28125,0.646760961,0.269230769
2829,0,0.42239243,15,0,0.042202566,0.043956044
2830,6,0.91666669,36,0.046875,0.276425059,0.159340659
2831,18,1.4666082,73,0.140625,0.537026676,0.362637363
2832,36,1.7217885,58,0.28125,0.657949352,0.28021978
2833,36,1.6673985,92,0.28125,0.63217548,0.467032967
2834,16,1.3873369,58,0.125,0.499462265,0.28021978
2835,8,1.0445806,42,0.0625,0.337039817,0.192307692
2836,8,1.0445806,41,0.0625,0.337039817,0.186813187
2837,16,1.3938289,61,0.125,0.502538639,0.296703297
2838,24,1.5365106,68,0.1875,0.570151432,0.335164835
2839,26,1.6037242,70,0.203125,0.602002043,0.346153846
2840,24,1.6071428,88,0.1875,0.60362202,0.445054945
2841,21,1.5517242,84,0.1640625,0.577360724,0.423076923
2842,40,1.7288883,100,0.3125,0.661313745,0.510989011
2843,37,1.7265038,95,0.2890625,0.660183798,0.483516484
2844,27,1.7269484,102,0.2109375,0.660394481,0.521978022
2845,25,1.6741856,110,0.1953125,0.635391693,0.565934066
2846,15,1.5,93,0.1171875,0.552850099,0.472527473
2847,6,1.0445806,47,0.046875,0.337039817,0.21978022
2848,7,1,32,0.0546875,0.315914341,0.137362637
2849,13,1.2989333,48,0.1015625,0.457570317,0.225274725
2850,38,1.787379,117,0.296875,0.689030821,0.604395604
2851,0,0.63684219,22,0,0.143824199,0.082417582
2852,10,1.2123377,48,0.078125,0.416535129,0.225274725
2853,36,1.6700469,83,0.28125,0.633430481,0.417582418
2854,28,1.7379411,76,0.21875,0.665603609,0.379120879
2855,19,1.6684235,87,0.1484375,0.632661198,0.43956044
2856,35,1.7821976,101,0.2734375,0.686575503,0.516483516
2857,36,1.6794915,105,0.28125,0.637906008,0.538461538
2858,37,1.7269484,84,0.2890625,0.660394481,0.423076923
2859,30,1.6037242,73,0.234375,0.602002043,0.362637363
2860,52,1.8900454,106,0.40625,0.737681504,0.543956044
2861,12,1.2052853,38,0.09375,0.413193197,0.17032967
2862,8,1,29,0.0625,0.315914341,0.120879121
2863,8,1.0207884,34,0.0625,0.325765371,0.148351648
2864,14,1.3076391,55,0.109375,0.461695748,0.263736264
2865,16,1.3006579,43,0.125,0.458387556,0.197802198
2866,18,1.3873683,41,0.140625,0.499477144,0.186813187
2867,23,1.8959359,85,0.1796875,0.740472844,0.428571429
2868,29,1.6828449,79,0.2265625,0.639495089,0.395604396
2869,0,1.4635203,71,0,0.535563408,0.351648352
2870,13,1.6261337,71,0.1015625,0.612621266,0.351648352
2871,4,1.2052853,49,0.03125,0.413193197,0.230769231
2872,7,1.2052853,51,0.0546875,0.413193197,0.241758242
2873,0,0.80638385,29,0,0.224165162,0.120879121
2874,14,1.4864661,45,0.109375,0.546436769,0.208791209
2875,14,1.4864661,45,0.109375,0.546436769,0.208791209
2876,0,0.80638385,29,0,0.224165162,0.120879121
2877,20,1.550553,54,0.15625,0.576805726,0.258241758
2878,12,1.2726263,65,0.09375,0.445104179,0.318681319
2879,18,1.5226898,105,0.140625,0.563602149,0.538461538
2880,64,2.0209444,170,0.5,0.799710811,0.895604396
2881,102,2.1737089,177,0.796875,0.872101557,0.934065934
2882,105,2.1723499,189,0.8203125,0.871457565,1
2883,72,2.1163981,148,0.5625,0.844943601,0.774725275
2884,51,1.9775612,138,0.3984375,0.779152749,0.71978022
2885,38,1.8337219,117,0.296875,0.710991401,0.604395604
2886,32,1.6741856,100,0.25,0.635391693,0.510989011
2887,20,1.7257152,105,0.15625,0.659810103,0.538461538
2888,7,1.2552096,67,0.0546875,0.436850901,0.32967033
2889,11,1.4724894,81,0.0859375,0.539813609,0.406593407
2890,0,0.49860358,20,0,0.078316859,0.071428571
2891,8,1,35,0.0625,0.315914341,0.153846154
2892,20,1.5365106,73,0.15625,0.570151432,0.362637363
2893,17,1.4644111,52,0.1328125,0.535985533,0.247252747
2894,5,1.0207884,37,0.0390625,0.325765371,0.164835165
2895,2,0.8870222,30,0.015625,0.262377379,0.126373626
2896,7,1.1058542,37,0.0546875,0.366075631,0.164835165
2897,19,1.5364467,70,0.1484375,0.570121152,0.346153846
2898,42,1.7379411,78,0.328125,0.665603609,0.39010989
2899,26,1.6042534,81,0.203125,0.602252816,0.406593407
2900,20,1.3938289,66,0.15625,0.502538639,0.324175824
2901,38,1.7265038,95,0.296875,0.660183798,0.483516484
2902,44,1.8839605,129,0.34375,0.734798043,0.67032967
2903,0,1.0697098,52,0,0.348947829,0.247252747
2904,28,1.5448366,86,0.21875,0.574096886,0.434065934
2905,58,1.9310595,128,0.453125,0.757116918,0.664835165
2906,42,1.7269484,86,0.328125,0.660394481,0.434065934
2907,44,1.7914909,122,0.34375,0.690979333,0.631868132
2908,0,1.3873369,56,0,0.499462265,0.269230769
2909,36,1.6734514,73,0.28125,0.635043777,0.362637363
2910,32,1.6178579,91,0.25,0.608699601,0.461538462
2911,20,1.6132691,70,0.15625,0.606525099,0.346153846
2912,22,1.606352,70,0.171875,0.603247282,0.346153846
2913,20,1.4724894,74,0.15625,0.539813609,0.368131868
2914,20,1.5110798,91,0.15625,0.5581005,0.461538462
2915,36,1.6700469,99,0.28125,0.633430481,0.505494505
2916,25,1.6684235,87,0.1953125,0.632661198,0.43956044
2917,25,1.7379411,87,0.1953125,0.665603609,0.43956044
2918,11,1.6828449,79,0.0859375,0.639495089,0.395604396
2919,20,1.6734514,85,0.15625,0.635043777,0.428571429
2920,25,1.7812788,106,0.1953125,0.68614011,0.543956044
2921,22,1.7669872,80,0.171875,0.679367728,0.401098901
2922,0,1.3873369,68,0,0.499462265,0.335164835
2923,29,1.7669872,82,0.2265625,0.679367728,0.412087912
2924,52,1.8833622,119,0.40625,0.734514526,0.615384615
2925,78,2.0186343,140,0.609375,0.798616121,0.730769231
2926,61,1.9758738,128,0.4765625,0.778353138,0.664835165
2927,34,1.6673985,92,0.265625,0.63217548,0.467032967
2928,72,2.0270002,128,0.5625,0.802580483,0.664835165
2929,38,1.7852225,98,0.296875,0.688008917,0.5
2930,30,1.6673985,91,0.234375,0.63217548,0.461538462
2931,12,1.3304729,71,0.09375,0.472516035,0.351648352
2932,0,0.68957245,30,0,0.168811567,0.126373626
2933,34,1.6673985,93,0.265625,0.63217548,0.472527473
2934,44,1.8900454,104,0.34375,0.737681504,0.532967033
2935,26,1.6042534,89,0.203125,0.602252816,0.450549451
2936,28,1.6673985,96,0.21875,0.63217548,0.489010989
2937,36,1.8337219,107,0.28125,0.710991401,0.549450549
2938,26,1.5395753,73,0.203125,0.571603706,0.362637363
2939,76,2.0270002,127,0.59375,0.802580483,0.659340659
2940,24,1.4635203,60,0.1875,0.535563408,0.291208791
2941,14,1.2989333,37,0.109375,0.457570317,0.164835165
2942,8,0.98558021,24,0.0625,0.309081213,0.093406593
2943,4,0.69804502,15,0.03125,0.172826477,0.043956044
2944,0,0.33333334,8,0,0,0.005494505
2945,0,1.0445806,51,0,0.337039817,0.241758242
2946,18,1.4635203,54,0.140625,0.535563408,0.258241758
2947,8,1.0445806,39,0.0625,0.337039817,0.175824176
2948,6,0.8619656,24,0.046875,0.25050377,0.093406593
2949,6,0.8870222,29,0.046875,0.262377379,0.120879121
2950,10,1.1365665,43,0.078125,0.380629315,0.197802198
2951,22,1.6037242,65,0.171875,0.602002043,0.318681319
2952,18,1.4135897,72,0.140625,0.511902719,0.357142857
2953,22,1.5688319,89,0.171875,0.585467576,0.450549451
2954,29,1.6132691,61,0.2265625,0.606525099,0.296703297
2955,10,1.3006579,49,0.078125,0.458387556,0.230769231
2956,5,1.0207884,38,0.0390625,0.325765371,0.17032967
2957,9,1.1365665,45,0.0703125,0.380629315,0.208791209
2958,22,1.606352,63,0.171875,0.603247282,0.307692308
2959,45,1.8135039,68,0.3515625,0.701410667,0.335164835
2960,54,1.8861139,103,0.421875,0.735818478,0.527472527
2961,0,0.42239243,15,0,0.042202566,0.043956044
2962,6,0.91666669,38,0.046875,0.276425059,0.17032967
2963,18,1.4803609,70,0.140625,0.543543689,0.346153846
2964,54,1.8962001,100,0.421875,0.740598041,0.510989011
2965,53,1.8855816,139,0.4140625,0.735566236,0.725274725
2966,41,1.7963344,140,0.3203125,0.69327453,0.730769231
2967,28,1.5365106,85,0.21875,0.570151432,0.428571429
2968,0,1.1561403,59,0,0.389904781,0.285714286
2969,32,1.6071428,96,0.25,0.60362202,0.489010989
2970,26,1.6178579,99,0.203125,0.608699601,0.505494505
2971,28,1.6794915,107,0.21875,0.637906008,0.549450549
2972,24,1.6828449,70,0.1875,0.639495089,0.346153846
2973,22,1.6684235,86,0.171875,0.632661198,0.434065934
2974,8,1.6132691,70,0.0625,0.606525099,0.346153846
2975,51,1.8833622,122,0.3984375,0.734514526,0.631868132
2976,40,1.8369439,109,0.3125,0.712518216,0.56043956
2977,44,1.7841618,116,0.34375,0.687506282,0.598901099
2978,24,1.6741856,102,0.1875,0.635391693,0.521978022
2979,10,1.1981546,69,0.078125,0.409814162,0.340659341
2980,10,1.1981546,65,0.078125,0.409814162,0.318681319
2981,24,1.6666666,86,0.1875,0.631828653,0.434065934
2982,16,1.4028426,69,0.125,0.506809974,0.340659341
2983,8,1.0207884,39,0.0625,0.325765371,0.175824176
2984,6,0.91666669,34,0.046875,0.276425059,0.148351648
2985,10,1.1191936,38,0.078125,0.372396793,0.17032967
2986,20,1.5405476,59,0.15625,0.572064451,0.285714286
2987,16,1.4255327,80,0.125,0.517562166,0.401098901
2988,12,1.2552096,60,0.09375,0.436850901,0.291208791
2989,20,1.5364467,65,0.15625,0.570121152,0.318681319
2990,0,1.4382962,91,0,0.523610426,0.461538462
2991,58,1.8833622,123,0.453125,0.734514526,0.637362637
2992,42,1.7325417,112,0.328125,0.663044987,0.576923077
2993,52,1.8416041,82,0.40625,0.714726552,0.412087912
2994,0,1.2906152,70,0,0.453628606,0.346153846
2995,54,1.8833622,119,0.421875,0.734514526,0.615384615
2996,60,1.9329244,112,0.46875,0.758000641,0.576923077
2997,48,1.8337219,107,0.375,0.710991401,0.549450549
2998,54,1.8880572,139,0.421875,0.736739352,0.725274725
2999,0,1.390353,89,0,0.500891509,0.450549451
3000,44,1.8912494,148,0.34375,0.738252045,0.774725275
3001,47,1.9787503,168,0.3671875,0.779716229,0.884615385
3002,78,2.0270002,128,0.609375,0.802580483,0.664835165
3003,21,1.8880572,150,0.1640625,0.736739352,0.785714286
3004,7,1.5448366,94,0.0546875,0.574096886,0.478021978
3005,61,2.0183253,165,0.4765625,0.798469694,0.868131868
3006,84,2.0986729,167,0.65625,0.836544134,0.879120879
3007,27,1.7265038,109,0.2109375,0.660183798,0.56043956
3008,48,1.8362781,130,0.375,0.712202712,0.675824176
3009,32,1.6178579,100,0.25,0.608699601,0.510989011
3010,44,1.7914909,128,0.34375,0.690979333,0.664835165
3011,60,1.9323636,146,0.46875,0.757734893,0.763736264
3012,44,1.8839605,129,0.34375,0.734798043,0.67032967
3013,38,1.7265038,95,0.296875,0.660183798,0.483516484
3014,76,2.0201983,144,0.59375,0.799357256,0.752747253
3015,28,1.7841618,119,0.21875,0.687506282,0.615384615
3016,12,1.238816,61,0.09375,0.429082441,0.296703297
3017,6,0.9792943,50,0.046875,0.306102499,0.236263736
3018,10,1.1191936,43,0.078125,0.372396793,0.197802198
3019,20,1.5395753,75,0.15625,0.571603706,0.373626374
3020,30,1.8344153,120,0.234375,0.711319984,0.620879121
3021,52,2.0186343,142,0.40625,0.798616121,0.741758242
3022,70,2.063493,137,0.546875,0.819873381,0.714285714
3023,64,1.9787503,153,0.5,0.779716229,0.802197802
3024,40,1.7325417,103,0.3125,0.663044987,0.527472527
3025,36,1.6700469,97,0.28125,0.633430481,0.494505495
3026,44,1.8017781,130,0.34375,0.695854145,0.675824176
3027,40,1.7257152,95,0.3125,0.659810103,0.483516484
3028,26,1.6700469,97,0.203125,0.633430481,0.494505495
3029,26,1.6684235,81,0.203125,0.632661198,0.406593407
3030,32,1.6673985,87,0.25,0.63217548,0.43956044
3031,38,1.8362781,112,0.296875,0.712202712,0.576923077
3032,36,1.6828449,68,0.28125,0.639495089,0.335164835
3033,16,1.3873369,56,0.125,0.499462265,0.269230769
3034,10,1.1981546,63,0.078125,0.409814162,0.307692308
3035,18,1.5,87,0.140625,0.552850099,0.43956044
3036,32,1.6071428,81,0.25,0.60362202,0.406593407
3037,20,1.4896638,76,0.15625,0.547952068,0.379120879
3038,20,1.4666082,62,0.15625,0.537026676,0.302197802
3039,19,1.6734514,73,0.1484375,0.635043777,0.362637363
3040,14,1.5365106,69,0.109375,0.570151432,0.340659341
3041,45,1.8489804,87,0.3515625,0.71822197,0.43956044
3042,20,1.4803609,72,0.15625,0.543543689,0.357142857
3043,20,1.4803609,74,0.15625,0.543543689,0.368131868
3044,38,1.7379411,78,0.296875,0.665603609,0.39010989
3045,44,1.7820429,102,0.34375,0.686502195,0.521978022
3046,37,1.7821976,91,0.2890625,0.686575503,0.461538462
3047,0,0.33333334,8,0,0,0.005494505
3048,4,0.69804502,14,0.03125,0.172826477,0.038461538
3049,8,0.98510355,18,0.0625,0.308855337,0.06043956
3050,12,1.2222222,27,0.09375,0.421219112,0.10989011
3051,56,1.9309677,128,0.4375,0.757073416,0.664835165
3052,16,1.4255327,74,0.125,0.517562166,0.368131868
3053,10,1.1191936,40,0.078125,0.372396793,0.181318681
3054,10,1.1087778,26,0.078125,0.367461042,0.104395604
3055,40,1.7265038,89,0.3125,0.660183798,0.450549451
3056,36,1.6700469,87,0.28125,0.633430481,0.43956044
3057,15,1.4666082,64,0.1171875,0.537026676,0.313186813
3058,6,1.0445806,43,0.046875,0.337039817,0.197802198
3059,7,1.0207884,38,0.0546875,0.325765371,0.17032967
3060,15,1.3845592,50,0.1171875,0.498145992,0.236263736
3061,47,1.8489804,86,0.3671875,0.71822197,0.434065934
3062,40,1.7257152,88,0.3125,0.659810103,0.445054945
3063,16,1.4135897,72,0.125,0.511902719,0.357142857
3064,10,1.1191936,39,0.078125,0.372396793,0.175824176
3065,10,1.1087778,26,0.078125,0.367461042,0.104395604
3066,32,1.6118186,87,0.25,0.605837748,0.43956044
3067,0,1.2726263,64,0,0.445104179,0.313186813
3068,48,1.8416041,92,0.375,0.714726552,0.467032967
3069,48,1.8416041,94,0.375,0.714726552,0.478021978
3070,54,1.8900454,95,0.421875,0.737681504,0.483516484
3071,40,1.7265038,93,0.3125,0.660183798,0.472527473
3072,36,1.6700469,95,0.28125,0.633430481,0.483516484
3073,32,1.6071428,85,0.25,0.60362202,0.428571429
3074,48,1.8597906,80,0.375,0.723344616,0.401098901
3075,48,1.9341822,81,0.375,0.758596676,0.406593407
3076,17,1.7307693,78,0.1328125,0.662205097,0.39010989
3077,3,1.2241485,54,0.0234375,0.42213193,0.258241758
3078,6,1.2222222,36,0.046875,0.421219112,0.159340659
3079,0,0.68957245,29,0,0.168811567,0.120879121
3080,12,1.3076391,54,0.09375,0.461695748,0.258241758
3081,16,1.3873369,57,0.125,0.499462265,0.274725275
3082,8,1.0445806,40,0.0625,0.337039817,0.181318681
3083,8,1,31,0.0625,0.315914341,0.131868132
3084,12,1.2063863,33,0.09375,0.41371493,0.142857143
3085,14,1.3006579,48,0.109375,0.458387556,0.225274725
3086,8,1.0207884,35,0.0625,0.325765371,0.153846154
3087,8,1.0445806,40,0.0625,0.337039817,0.181318681
3088,16,1.3873683,47,0.125,0.499477144,0.21978022
3089,18,1.569167,49,0.140625,0.58562637,0.230769231
3090,22,1.6812503,49,0.171875,0.638739453,0.230769231
3091,14,1.3006579,48,0.109375,0.458387556,0.225274725
3092,8,1.0207884,35,0.0625,0.325765371,0.153846154
3093,8,1.0445806,40,0.0625,0.337039817,0.181318681
3094,16,1.3873683,46,0.125,0.499477144,0.214285714
3095,18,1.6474625,54,0.140625,0.622728377,0.258241758
3096,0,0.63684219,22,0,0.143824199,0.082417582
3097,10,1.2123377,45,0.078125,0.416535129,0.208791209
3098,35,1.6828449,64,0.2734375,0.639495089,0.313186813
3099,27,1.6684235,70,0.2109375,0.632661198,0.346153846
3100,15,1.3845592,50,0.1171875,0.498145992,0.236263736
3101,16,1.3845592,46,0.125,0.498145992,0.214285714
3102,29,1.6261337,58,0.2265625,0.612621266,0.28021978
3103,23,1.6734514,67,0.1796875,0.635043777,0.32967033
3104,14,1.3006579,45,0.109375,0.458387556,0.208791209
3105,8,1.0445806,41,0.0625,0.337039817,0.186813187
3106,10,1.1365665,46,0.078125,0.380629315,0.214285714
3107,20,1.5395753,76,0.15625,0.571603706,0.379120879
3108,27,1.5405476,55,0.2109375,0.572064451,0.263736264
3109,48,1.7909094,83,0.375,0.690703777,0.417582418
3110,40,1.8839941,115,0.3125,0.734813965,0.593406593
3111,18,1.4803609,88,0.140625,0.543543689,0.445054945
3112,6,0.91666669,42,0.046875,0.276425059,0.192307692
3113,0,0.42239243,15,0,0.042202566,0.043956044
3114,78,2.0790501,102,0.609375,0.827245448,0.521978022
3115,28,1.7821976,95,0.21875,0.686575503,0.483516484
3116,10,1.1981546,64,0.078125,0.409814162,0.313186813
3117,6,0.8870222,30,0.046875,0.262377379,0.126373626
3118,6,0.87255627,13,0.046875,0.255522387,0.032967033
3119,4,0.70398736,9,0.03125,0.175642382,0.010989011
3120,0,0.33333334,7,0,0,0
3121,17,1.6734514,77,0.1328125,0.635043777,0.384615385
3122,6,1.238816,59,0.046875,0.429082441,0.285714286
3123,11,1.3845592,59,0.0859375,0.498145992,0.285714286
3124,35,1.8,85,0.2734375,0.695011554,0.428571429
3125,24,1.6684235,78,0.1875,0.632661198,0.39010989
3126,10,1.1365665,47,0.078125,0.380629315,0.21978022
3127,4,0.72781962,24,0.03125,0.186935812,0.093406593
3128,0,0.33333334,9,0,0,0.010989011
3129,23,1.606352,76,0.1796875,0.603247282,0.379120879
3130,0,1.238816,59,0,0.429082441,0.285714286
3131,36,1.6700469,87,0.28125,0.633430481,0.43956044
3132,36,1.6700469,85,0.28125,0.633430481,0.428571429
3133,36,1.6700469,93,0.28125,0.633430481,0.472527473
3134,16,1.4028426,63,0.125,0.506809974,0.307692308
3135,8,1.0207884,35,0.0625,0.325765371,0.153846154
3136,6,0.8619656,21,0.046875,0.25050377,0.076923077
3137,6,0.84912294,15,0.046875,0.244418,0.043956044
3138,6,0.84912294,14,0.046875,0.244418,0.038461538
3139,6,0.84912294,13,0.046875,0.244418,0.032967033
3140,6,0.87255627,11,0.046875,0.255522387,0.021978022
3141,4,0.70398736,9,0.03125,0.175642382,0.010989011
3142,0,0.33333334,7,0,0,0
3143,36,1.6700469,91,0.28125,0.633430481,0.461538462
3144,0,1.2726263,67,0,0.445104179,0.32967033
3145,44,1.7821976,97,0.34375,0.686575503,0.494505495
3146,32,1.6071428,84,0.25,0.60362202,0.423076923
3147,24,1.606352,72,0.1875,0.603247282,0.357142857
3148,23,1.6828449,72,0.1796875,0.639495089,0.357142857
3149,29,1.6734514,76,0.2265625,0.635043777,0.379120879
3150,36,1.6926663,117,0.28125,0.64414917,0.604395604
3151,36,1.6741856,100,0.28125,0.635391693,0.510989011
3152,28,1.6413553,114,0.21875,0.619834349,0.587912088
3153,38,1.8839605,128,0.296875,0.734798043,0.664835165
3154,55,1.8833622,115,0.4296875,0.734514526,0.593406593
3155,38,1.7372102,112,0.296875,0.665257256,0.576923077
3156,16,1.3873369,52,0.125,0.499462265,0.247252747
3157,8,1.0207884,35,0.0625,0.325765371,0.153846154
3158,6,0.8619656,20,0.046875,0.25050377,0.071428571
3159,6,0.87255627,12,0.046875,0.255522387,0.027472527
3160,4,0.70398736,9,0.03125,0.175642382,0.010989011
3161,0,0.33333334,7,0,0,0
3162,42,1.8,77,0.328125,0.695011554,0.384615385
3163,23,1.6684235,75,0.1796875,0.632661198,0.373626374
3164,8,1.1561403,51,0.0625,0.389904781,0.241758242
3165,5,1.0445806,45,0.0390625,0.337039817,0.208791209
3166,13,1.3938289,66,0.1015625,0.502538639,0.324175824
3167,0,0.84912294,18,0,0.244418,0.06043956
3168,0,1.1768752,53,0,0.39973046,0.252747253
3169,14,1.2989333,38,0.109375,0.457570317,0.17032967
3170,8,1.0207884,33,0.0625,0.325765371,0.142857143
3171,8,1.0207884,34,0.0625,0.325765371,0.148351648
3172,14,1.3006579,47,0.109375,0.458387556,0.21978022
3173,10,1.2052853,35,0.078125,0.413193197,0.153846154
3174,0,0.63684219,21,0,0.143824199,0.076923077
3175,32,1.6261337,53,0.25,0.612621266,0.252747253
3176,32,1.6474625,49,0.25,0.622728377,0.230769231
3177,32,1.606352,62,0.25,0.603247282,0.302197802
3178,36,1.7820429,99,0.28125,0.686502195,0.505494505
3179,31,1.7269484,85,0.2421875,0.660394481,0.428571429
3180,0,1,36,0,0.315914341,0.159340659
3181,18,1.5364467,72,0.140625,0.570121152,0.357142857
3182,16,1.3938289,68,0.125,0.502538639,0.335164835
3183,10,1.1981546,60,0.078125,0.409814162,0.291208791
3184,18,1.4666082,67,0.140625,0.537026676,0.32967033
3185,22,1.550553,59,0.171875,0.576805726,0.285714286
3186,0,1,30,0,0.315914341,0.126373626
3187,24,1.471094,49,0.1875,0.539152369,0.230769231
3188,16,1.3845592,49,0.125,0.498145992,0.230769231
3189,8,1.0207884,33,0.0625,0.325765371,0.142857143
3190,6,0.8870222,27,0.046875,0.262377379,0.10989011
3191,8,1,29,0.0625,0.315914341,0.120879121
3192,14,1.3006579,46,0.109375,0.458387556,0.214285714
3193,36,1.6673985,87,0.28125,0.63217548,0.43956044
3194,9,1.6474625,54,0.0703125,0.622728377,0.258241758
3195,19,1.6474625,54,0.1484375,0.622728377,0.258241758
3196,17,1.5154221,45,0.1328125,0.560158193,0.208791209
3197,0,1.1191936,43,0,0.372396793,0.197802198
3198,25,1.6981779,62,0.1953125,0.646760961,0.302197802
3199,21,1.6812503,53,0.1640625,0.638739453,0.252747253
3200,14,1.6981779,62,0.109375,0.646760961,0.302197802
3201,23,1.6828449,64,0.1796875,0.639495089,0.313186813
3202,29,1.7217885,58,0.2265625,0.657949352,0.28021978
3203,16,1.3873369,52,0.125,0.499462265,0.247252747
3204,8,1.0207884,33,0.0625,0.325765371,0.142857143
3205,6,0.8619656,22,0.046875,0.25050377,0.082417582
3206,6,0.8619656,22,0.046875,0.25050377,0.082417582
3207,8,1.0207884,33,0.0625,0.325765371,0.142857143
3208,16,1.3845592,49,0.125,0.498145992,0.230769231
3209,0,1.1191936,41,0,0.372396793,0.186813187
3210,32,1.6132691,60,0.25,0.606525099,0.291208791
3211,36,1.6684235,71,0.28125,0.632661198,0.351648352
3212,16,1.4028426,61,0.125,0.506809974,0.296703297
3213,8,1.0207884,35,0.0625,0.325765371,0.153846154
3214,6,0.8619656,21,0.046875,0.25050377,0.076923077
3215,6,0.84912294,15,0.046875,0.244418,0.043956044
3216,6,0.84912294,15,0.046875,0.244418,0.043956044
3217,6,0.8619656,21,0.046875,0.25050377,0.076923077
3218,8,1.0207884,34,0.0625,0.325765371,0.148351648
3219,16,1.3938289,58,0.125,0.502538639,0.28021978
3220,36,1.6666666,73,0.28125,0.631828653,0.362637363
3221,30,1.7257152,91,0.234375,0.659810103,0.461538462
3222,22,1.4803609,71,0.171875,0.543543689,0.351648352
3223,72,1.9805739,119,0.5625,0.780580381,0.615384615
3224,84,2.0609944,138,0.65625,0.818689366,0.71978022
3225,26,1.7325417,103,0.203125,0.663044987,0.527472527
3226,10,1.1561403,57,0.078125,0.389904781,0.274725275
3227,4,0.72781962,25,0.03125,0.186935812,0.098901099
3228,0,0.33333334,9,0,0,0.010989011
3229,58,1.9323636,130,0.453125,0.757734893,0.675824176
3230,64,1.9768722,149,0.5,0.778826251,0.78021978
3231,58,1.9304764,125,0.453125,0.756840603,0.648351648
3232,36,1.6741856,97,0.28125,0.635391693,0.494505495
3233,20,1.4896638,79,0.15625,0.547952068,0.395604396
3234,20,1.4724894,69,0.15625,0.539813609,0.340659341
3235,22,1.6261337,61,0.171875,0.612621266,0.296703297
3236,13,1.4644111,55,0.1015625,0.535985533,0.263736264
3237,11,1.3873683,47,0.0859375,0.499477144,0.21978022
3238,13,1.4635203,61,0.1015625,0.535563408,0.296703297
3239,12,1.3873683,48,0.09375,0.499477144,0.225274725
3240,18,1.6474625,58,0.140625,0.622728377,0.28021978
3241,36,1.6926663,118,0.28125,0.64414917,0.60989011
3242,52,1.8950444,148,0.40625,0.740050388,0.774725275
3243,12,1.3873683,47,0.09375,0.499477144,0.21978022
3244,13,1.4644111,58,0.1015625,0.535985533,0.28021978
3245,12,1.3988512,42,0.09375,0.504918564,0.192307692
3246,11,1.3873683,48,0.0859375,0.499477144,0.225274725
3247,24,1.471094,51,0.1875,0.539152369,0.241758242
3248,72,2.0180571,148,0.5625,0.798342602,0.774725275
3249,48,1.8391043,130,0.375,0.713541968,0.675824176
3250,27,1.6666666,91,0.2109375,0.631828653,0.461538462
3251,30,1.6700469,100,0.234375,0.633430481,0.510989011
3252,13,1.6008096,52,0.1015625,0.600620897,0.247252747
3253,11,1.3873683,50,0.0859375,0.499477144,0.236263736
3254,15,1.4666082,69,0.1171875,0.537026676,0.340659341
3255,86,2.072258,128,0.671875,0.824026865,0.664835165
3256,0,1.7325417,112,0,0.663044987,0.576923077
3257,0,0.33333334,7,0,0,0
3258,4,0.70398736,9,0.03125,0.175642382,0.010989011
3259,6,0.87255627,11,0.046875,0.255522387,0.021978022
3260,6,0.84912294,14,0.046875,0.244418,0.038461538
3261,6,0.8619656,22,0.046875,0.25050377,0.082417582
3262,8,1.0445806,41,0.0625,0.337039817,0.186813187
3263,18,1.4724894,69,0.140625,0.539813609,0.340659341
3264,12,1.2222222,23,0.09375,0.421219112,0.087912088
3265,8,0.98558021,21,0.0625,0.309081213,0.076923077
3266,6,0.8619656,19,0.046875,0.25050377,0.065934066
3267,6,0.84912294,15,0.046875,0.244418,0.043956044
3268,6,0.84912294,14,0.046875,0.244418,0.038461538
3269,6,0.84912294,14,0.046875,0.244418,0.038461538
3270,6,0.84912294,14,0.046875,0.244418,0.038461538
3271,6,0.84912294,14,0.046875,0.244418,0.038461538
3272,6,0.84912294,14,0.046875,0.244418,0.038461538
3273,6,0.84912294,14,0.046875,0.244418,0.038461538
3274,6,0.84912294,14,0.046875,0.244418,0.038461538
3275,6,0.84912294,14,0.046875,0.244418,0.038461538
3276,6,0.84912294,13,0.046875,0.244418,0.032967033
3277,6,0.87255627,11,0.046875,0.255522387,0.021978022
3278,4,0.70398736,9,0.03125,0.175642382,0.010989011
