Depthmap_Ref,Choice_R3,Integration_HH_R3,Total_Connectivity_R3,Choice_R3,Integration_HH_R3,Total_Connectivity_R3
1644,16,1.3938289,57,0.125,0.502538639,0.274725275
1645,0,0.33333334,8,0,0,0.005494505
1646,4,0.69804502,17,0.03125,0.172826477,0.054945055
1647,8,1.0207884,39,0.0625,0.325765371,0.175824176
1648,18,1.4803609,75,0.140625,0.543543689,0.373626374
1649,0,1.3845592,54,0,0.498145992,0.258241758
1650,40,1.7265038,95,0.3125,0.660183798,0.483516484
1651,0,1.3845592,54,0,0.498145992,0.258241758
1652,48,1.8979635,64,0.375,0.741433666,0.313186813
1653,18,1.4666082,66,0.140625,0.537026676,0.324175824
1654,8,1.0445806,40,0.0625,0.337039817,0.181318681
1655,6,0.8619656,22,0.046875,0.25050377,0.082417582
1656,6,0.84912294,17,0.046875,0.244418,0.054945055
1657,6,0.8870222,28,0.046875,0.262377379,0.115384615
1658,10,1.1365665,44,0.078125,0.380629315,0.203296703
1659,22,1.6042534,74,0.171875,0.602252816,0.368131868
1660,42,1.7495173,72,0.328125,0.67108924,0.357142857
1661,20,1.4724894,68,0.15625,0.539813609,0.335164835
1662,20,1.4666082,66,0.15625,0.537026676,0.324175824
1663,16,1.3873369,56,0.125,0.499462265,0.269230769
1664,8,1.0445806,42,0.0625,0.337039817,0.192307692
1665,8,1.0445806,40,0.0625,0.337039817,0.181318681
1666,16,1.3988512,41,0.125,0.504918564,0.186813187
1667,6,1.3006579,54,0.046875,0.458387556,0.258241758
1668,6,1.4244281,42,0.046875,0.517038728,0.192307692
1669,20,1.550553,62,0.15625,0.576805726,0.302197802
1670,25,1.6981779,67,0.1953125,0.646760961,0.32967033
1671,7,1.6008096,50,0.0546875,0.600620897,0.236263736
1672,22,1.6261337,63,0.171875,0.612621266,0.307692308
1673,16,1.3873683,51,0.125,0.499477144,0.241758242
1674,9,1.1768752,58,0.0703125,0.39973046,0.28021978
1675,15,1.4724894,77,0.1171875,0.539813609,0.384615385
1676,15,1.6008096,49,0.1171875,0.600620897,0.230769231
1677,0,1.5364467,72,0,0.570121152,0.357142857
1678,20,1.471094,58,0.15625,0.539152369,0.28021978
1679,32,1.6666666,80,0.25,0.631828653,0.401098901
1680,0,1.1561403,53,0,0.389904781,0.252747253
1681,0,0.68957245,27,0,0.168811567,0.10989011
1682,12,1.3076391,54,0.09375,0.461695748,0.258241758
1683,58,1.9304764,121,0.453125,0.756840603,0.626373626
1684,40,1.7269484,84,0.3125,0.660394481,0.423076923
1685,16,1.3006579,47,0.125,0.458387556,0.21978022
1686,20,1.4803609,75,0.15625,0.543543689,0.373626374
1687,32,1.606352,66,0.25,0.603247282,0.324175824
1688,44,1.7820429,97,0.34375,0.686502195,0.494505495
1689,44,1.7820429,94,0.34375,0.686502195,0.478021978
1690,32,1.6037242,69,0.25,0.602002043,0.340659341
1691,58,1.8962001,95,0.453125,0.740598041,0.483516484
1692,52,1.8344153,105,0.40625,0.711319984,0.538461538
1693,50,1.8,82,0.390625,0.695011554,0.412087912
1694,36,1.6981779,68,0.28125,0.646760961,0.335164835
1695,8,1.1191936,44,0.0625,0.372396793,0.203296703
1696,0,0.58170414,20,0,0.117695848,0.071428571
1697,0,1.0445806,44,0,0.337039817,0.203296703
1698,0,1.1561403,55,0,0.389904781,0.263736264
1699,28,1.5448366,83,0.21875,0.574096886,0.417582418
1700,32,1.6071428,86,0.25,0.60362202,0.434065934
1701,22,1.6474625,56,0.171875,0.622728377,0.269230769
1702,10,1.1365665,44,0.078125,0.380629315,0.203296703
1703,6,0.91666669,34,0.046875,0.276425059,0.148351648
1704,8,1,30,0.0625,0.315914341,0.126373626
1705,14,1.3006579,43,0.109375,0.458387556,0.197802198
1706,0,1.471094,54,0,0.539152369,0.258241758
1707,40,1.7669872,67,0.3125,0.679367728,0.32967033
1708,46,1.7821976,89,0.359375,0.686575503,0.450549451
1709,21,1.6037242,77,0.1640625,0.602002043,0.384615385
1710,37,1.7257152,95,0.2890625,0.659810103,0.483516484
1711,16,1.550553,55,0.125,0.576805726,0.263736264
1712,35,1.787379,115,0.2734375,0.689030821,0.593406593
1713,29,1.7269484,93,0.2265625,0.660394481,0.472527473
1714,42,1.8959359,83,0.328125,0.740472844,0.417582418
1715,40,2.1023719,89,0.3125,0.838296984,0.450549451
1716,28,1.8328277,79,0.21875,0.710567666,0.395604396
1717,0,1.3076391,63,0,0.461695748,0.307692308
1718,66,1.9415878,113,0.515625,0.762105979,0.582417582
1719,28,1.6741856,102,0.21875,0.635391693,0.521978022
1720,26,1.632839,109,0.203125,0.615798717,0.56043956
1721,36,1.6794915,108,0.28125,0.637906008,0.554945055
1722,70,2.019321,157,0.546875,0.798941528,0.824175824
1723,0,1.1058542,41,0,0.366075631,0.186813187
1724,22,1.4644111,65,0.171875,0.535985533,0.318681319
1725,0,1.1365665,44,0,0.380629315,0.203296703
1726,24,1.4644111,54,0.1875,0.535985533,0.258241758
1727,0,1.3304729,65,0,0.472516035,0.318681319
1728,44,1.7379411,77,0.34375,0.665603609,0.384615385
1729,28,1.5365106,65,0.21875,0.570151432,0.318681319
1730,12,1.2052853,40,0.09375,0.413193197,0.181318681
1731,8,1,31,0.0625,0.315914341,0.131868132
1732,8,1.0207884,34,0.0625,0.325765371,0.148351648
1733,14,1.3076391,50,0.109375,0.461695748,0.236263736
1734,44,1.7909094,78,0.34375,0.690703777,0.39010989
1735,10,1.1492875,19,0.078125,0.386657435,0.065934066
1736,6,0.87255627,14,0.046875,0.255522387,0.038461538
1737,0,0.42239243,11,0,0.042202566,0.021978022
1738,0,0.8619656,19,0,0.25050377,0.065934066
1739,0,0.33333334,8,0,0,0.005494505
1740,4,0.69804502,16,0.03125,0.172826477,0.049450549
1741,8,1,31,0.0625,0.315914341,0.131868132
1742,16,1.3938289,56,0.125,0.502538639,0.269230769
1743,39,1.7307693,80,0.3046875,0.662205097,0.401098901
1744,14,1.3873369,59,0.109375,0.499462265,0.285714286
1745,5,1.0445806,45,0.0390625,0.337039817,0.208791209
1746,7,1.1768752,57,0.0546875,0.39973046,0.274725275
1747,24,1.7669872,67,0.1875,0.679367728,0.32967033
1748,14,1.3006579,44,0.109375,0.458387556,0.203296703
1749,8,1.0207884,34,0.0625,0.325765371,0.148351648
1750,8,1.0207884,33,0.0625,0.325765371,0.142857143
1751,14,1.2989333,41,0.109375,0.457570317,0.186813187
1752,28,1.5365106,67,0.21875,0.570151432,0.32967033
1753,0,1.1058542,31,0,0.366075631,0.131868132
1754,18,1.3938289,62,0.140625,0.502538639,0.302197802
1755,22,1.5785179,97,0.171875,0.590057495,0.494505495
1756,24,1.4864661,42,0.1875,0.546436769,0.192307692
1757,58,1.9310595,120,0.453125,0.757116918,0.620879121
1758,40,1.7555087,121,0.3125,0.673928394,0.626373626
1759,40,1.7325417,104,0.3125,0.663044987,0.532967033
1760,36,1.6684235,76,0.28125,0.632661198,0.379120879
1761,32,1.6071428,84,0.25,0.60362202,0.423076923
1762,28,1.5364467,62,0.21875,0.570121152,0.302197802
1763,0,0.49860358,20,0,0.078316859,0.071428571
1764,8,1,32,0.0625,0.315914341,0.137362637
1765,20,1.550553,53,0.15625,0.576805726,0.252747253
1766,18,1.3845592,47,0.140625,0.498145992,0.21978022
1767,16,1.2989333,40,0.125,0.457570317,0.181318681
1768,28,1.5365106,62,0.21875,0.570151432,0.302197802
1769,0,1.2552096,58,0,0.436850901,0.28021978
1770,36,1.6684235,75,0.28125,0.632661198,0.373626374
1771,28,1.6037242,71,0.21875,0.602002043,0.351648352
1772,33,1.6734514,71,0.2578125,0.635043777,0.351648352
1773,40,1.7265038,91,0.3125,0.660183798,0.461538462
1774,18,1.4724894,68,0.140625,0.539813609,0.335164835
1775,8,1.0697098,47,0.0625,0.348947829,0.21978022
1776,8,1.0207884,36,0.0625,0.325765371,0.159340659
1777,14,1.2989333,40,0.109375,0.457570317,0.181318681
1778,44,1.7820429,106,0.34375,0.686502195,0.543956044
1779,52,2.0004239,109,0.40625,0.789986731,0.56043956
1780,16,1.3873683,46,0.125,0.499477144,0.214285714
1781,8,1.0207884,36,0.0625,0.325765371,0.159340659
1782,6,0.91666669,38,0.046875,0.276425059,0.17032967
1783,10,1.1981546,64,0.078125,0.409814162,0.313186813
1784,28,1.7909094,89,0.21875,0.690703777,0.450549451
1785,22,1.606352,71,0.171875,0.603247282,0.351648352
1786,17,1.569167,49,0.1328125,0.58562637,0.230769231
1787,50,2.0462267,99,0.390625,0.811691373,0.505494505
1788,26,1.8135039,85,0.203125,0.701410667,0.428571429
1789,0,0.63684219,21,0,0.143824199,0.076923077
1790,10,1.2052853,37,0.078125,0.413193197,0.164835165
1791,84,2.0595157,152,0.65625,0.817988652,0.796703297
1792,32,1.7821976,97,0.25,0.686575503,0.494505495
1793,20,1.4135897,70,0.15625,0.511902719,0.346153846
1794,0,0.9216888,51,0,0.278804894,0.241758242
1795,20,1.6673985,92,0.15625,0.63217548,0.467032967
1796,16,1.3443909,76,0.125,0.479111379,0.379120879
1797,20,1.4666082,65,0.15625,0.537026676,0.318681319
1798,0,1.0952908,60,0,0.361069937,0.291208791
1799,44,1.7852225,82,0.34375,0.688008917,0.412087912
1800,62,1.9363272,103,0.484375,0.759613131,0.527472527
1801,44,1.7909094,83,0.34375,0.690703777,0.417582418
1802,0,1.1768752,61,0,0.39973046,0.296703297
1803,66,1.975305,128,0.515625,0.7780836,0.664835165
1804,40,1.7265038,94,0.3125,0.660183798,0.478021978
1805,14,1.2989333,41,0.109375,0.457570317,0.186813187
1806,8,1,27,0.0625,0.315914341,0.10989011
1807,6,0.8619656,20,0.046875,0.25050377,0.071428571
1808,6,0.84912294,15,0.046875,0.244418,0.043956044
1809,6,0.84912294,14,0.046875,0.244418,0.038461538
1810,6,0.84912294,15,0.046875,0.244418,0.043956044
1811,6,0.8619656,20,0.046875,0.25050377,0.071428571
1812,8,1,28,0.0625,0.315914341,0.115384615
1813,14,1.3006579,44,0.109375,0.458387556,0.203296703
1814,18,1.3873369,57,0.140625,0.499462265,0.274725275
1815,20,1.4896638,79,0.15625,0.547952068,0.395604396
1816,14,1.2989333,37,0.109375,0.457570317,0.164835165
1817,8,1,28,0.0625,0.315914341,0.115384615
1818,6,0.8870222,26,0.046875,0.262377379,0.104395604
1819,8,1,29,0.0625,0.315914341,0.120879121
1820,14,1.3006579,47,0.109375,0.458387556,0.21978022
1821,28,1.550553,47,0.21875,0.576805726,0.21978022
1822,14,1.3006579,42,0.109375,0.458387556,0.192307692
1823,10,1.1365665,42,0.078125,0.380629315,0.192307692
1824,14,1.31797,56,0.109375,0.466591267,0.269230769
1825,0,1.3076391,53,0,0.461695748,0.252747253
1826,32,1.606352,59,0.25,0.603247282,0.285714286
1827,23,1.5364467,63,0.1796875,0.570121152,0.307692308
1828,22,1.5364467,60,0.171875,0.570121152,0.291208791
1829,18,1.4644111,56,0.140625,0.535985533,0.269230769
1830,10,1.1191936,42,0.078125,0.372396793,0.192307692
1831,8,1.0697098,43,0.0625,0.348947829,0.197802198
1832,16,1.3873683,43,0.125,0.499477144,0.197802198
1833,43,1.7925211,65,0.3359375,0.691467516,0.318681319
1834,15,1.4028426,63,0.1171875,0.506809974,0.307692308
1835,22,1.6132691,65,0.171875,0.606525099,0.318681319
1836,25,1.5364467,60,0.1953125,0.570121152,0.291208791
1837,14,1.3076391,49,0.109375,0.461695748,0.230769231
1838,8,1,29,0.0625,0.315914341,0.120879121
1839,6,0.8619656,19,0.046875,0.25050377,0.065934066
1840,6,0.87255627,12,0.046875,0.255522387,0.027472527
1841,4,0.70398736,9,0.03125,0.175642382,0.010989011
1842,0,0.33333334,7,0,0,0
1843,36,1.6684235,70,0.28125,0.632661198,0.346153846
1844,0,1,29,0,0.315914341,0.120879121
1845,37,1.9341822,81,0.2890625,0.758596676,0.406593407
1846,30,1.7821976,93,0.234375,0.686575503,0.472527473
1847,48,1.8959359,73,0.375,0.740472844,0.362637363
1848,42,1.9565217,78,0.328125,0.769182729,0.39010989
1849,24,1.5154221,37,0.1875,0.560158193,0.164835165
1850,13,1.3057258,37,0.1015625,0.460789089,0.164835165
1851,9,1.1365665,46,0.0703125,0.380629315,0.214285714
1852,14,1.3938289,62,0.109375,0.502538639,0.302197802
1853,12,1.3057258,37,0.09375,0.460789089,0.164835165
1854,7,1.1365665,46,0.0546875,0.380629315,0.214285714
1855,13,1.3938289,62,0.1015625,0.502538639,0.302197802
1856,0,1.1768752,59,0,0.39973046,0.285714286
1857,32,1.6042534,83,0.25,0.602252816,0.417582418
1858,0,1.1365665,45,0,0.380629315,0.208791209
1859,28,1.5365106,70,0.21875,0.570151432,0.346153846
1860,40,1.7288883,102,0.3125,0.661313745,0.521978022
1861,20,1.4724894,69,0.15625,0.539813609,0.340659341
1862,16,1.3006579,46,0.125,0.458387556,0.214285714
1863,12,1.2052853,40,0.09375,0.413193197,0.181318681
1864,10,1.1561403,54,0.078125,0.389904781,0.258241758
1865,18,1.4803609,82,0.140625,0.543543689,0.412087912
1866,0,1,31,0,0.315914341,0.131868132
1867,19,1.4724894,66,0.1484375,0.539813609,0.324175824
1868,20,1.4896638,74,0.15625,0.547952068,0.368131868
1869,0,1.1768752,52,0,0.39973046,0.247252747
1870,29,1.6132691,62,0.2265625,0.606525099,0.302197802
1871,40,1.7372102,107,0.3125,0.665257256,0.549450549
1872,36,1.6700469,88,0.28125,0.633430481,0.445054945
1873,0,1.5365106,78,0,0.570151432,0.39010989
1874,50,1.8369439,108,0.390625,0.712518216,0.554945055
1875,40,1.7426945,118,0.3125,0.667856109,0.60989011
1876,66,1.9768722,139,0.515625,0.778826251,0.725274725
1877,48,1.8427275,125,0.375,0.715258899,0.648351648
1878,0,0.58170414,14,0,0.117695848,0.038461538
1879,8,1.1492875,19,0.0625,0.386657435,0.065934066
1880,24,1.6666666,82,0.1875,0.631828653,0.412087912
1881,16,1.3873683,47,0.125,0.499477144,0.21978022
1882,8,1.0207884,34,0.0625,0.325765371,0.148351648
1883,6,0.8619656,21,0.046875,0.25050377,0.076923077
1884,6,0.84912294,15,0.046875,0.244418,0.043956044
1885,6,0.84912294,15,0.046875,0.244418,0.043956044
1886,6,0.8619656,21,0.046875,0.25050377,0.076923077
1887,8,1.0207884,34,0.0625,0.325765371,0.148351648
1888,16,1.3873683,45,0.125,0.499477144,0.208791209
1889,21,1.6037242,74,0.1640625,0.602002043,0.368131868
1890,18,1.550553,54,0.140625,0.576805726,0.258241758
1891,36,1.6684235,78,0.28125,0.632661198,0.39010989
1892,21,1.6132691,62,0.1640625,0.606525099,0.302197802
1893,44,1.7820429,100,0.34375,0.686502195,0.510989011
1894,36,1.6666666,81,0.28125,0.631828653,0.406593407
1895,16,1.3845592,45,0.125,0.498145992,0.208791209
1896,8,1.0445806,38,0.0625,0.337039817,0.17032967
1897,8,1.0207884,36,0.0625,0.325765371,0.159340659
1898,14,1.3076391,52,0.109375,0.461695748,0.247252747
1899,48,1.7821976,88,0.375,0.686575503,0.445054945
1900,24,1.4864661,41,0.1875,0.546436769,0.186813187
1901,12,1.2063863,31,0.09375,0.41371493,0.131868132
1902,8,0.98558021,24,0.0625,0.309081213,0.093406593
1903,6,0.8619656,19,0.046875,0.25050377,0.065934066
1904,6,0.84912294,16,0.046875,0.244418,0.049450549
1905,6,0.8619656,18,0.046875,0.25050377,0.06043956
1906,8,0.98510355,19,0.0625,0.308855337,0.065934066
1907,10,1.1087778,24,0.078125,0.367461042,0.093406593
1908,16,1.3873683,41,0.125,0.499477144,0.186813187
1909,8,1.0207884,31,0.0625,0.325765371,0.131868132
1910,6,0.8619656,21,0.046875,0.25050377,0.076923077
1911,6,0.84912294,16,0.046875,0.244418,0.049450549
1912,6,0.8619656,20,0.046875,0.25050377,0.071428571
1913,8,1,29,0.0625,0.315914341,0.120879121
1914,14,1.3076391,47,0.109375,0.461695748,0.21978022
1915,36,1.6794915,96,0.28125,0.637906008,0.489010989
1916,32,1.6132691,59,0.25,0.606525099,0.285714286
1917,44,1.7841618,105,0.34375,0.687506282,0.538461538
1918,32,1.7909094,88,0.25,0.690703777,0.445054945
1919,44,1.7820429,105,0.34375,0.686502195,0.538461538
1920,0,1.4635203,65,0,0.535563408,0.318681319
1921,22,1.606352,72,0.171875,0.603247282,0.357142857
1922,12,1.2552096,65,0.09375,0.436850901,0.318681319
1923,14,1.3076391,57,0.109375,0.461695748,0.274725275
1924,27,1.7269484,89,0.2109375,0.660394481,0.450549451
1925,25,1.7379411,83,0.1953125,0.665603609,0.417582418
1926,16,1.3938289,64,0.125,0.502538639,0.313186813
1927,8,1.0697098,47,0.0625,0.348947829,0.21978022
1928,10,1.1365665,44,0.078125,0.380629315,0.203296703
1929,20,1.5405476,56,0.15625,0.572064451,0.269230769
1930,40,1.7269484,87,0.3125,0.660394481,0.43956044
1931,20,1.5405476,54,0.15625,0.572064451,0.258241758
1932,10,1.1058542,34,0.078125,0.366075631,0.148351648
1933,4,0.72781962,22,0.03125,0.186935812,0.082417582
1934,0,0.33333334,9,0,0,0.010989011
1935,48,1.7821976,93,0.375,0.686575503,0.472527473
1936,52,1.8839941,113,0.40625,0.734813965,0.582417582
1937,24,1.5154221,42,0.1875,0.560158193,0.192307692
1938,0,1.1,31,0,0.363301492,0.131868132
1939,20,1.4244281,38,0.15625,0.517038728,0.17032967
1940,36,1.6741856,87,0.28125,0.635391693,0.43956044
1941,35,1.6734514,70,0.2734375,0.635043777,0.346153846
1942,12,1.2052853,35,0.09375,0.413193197,0.153846154
1943,8,0.98510355,22,0.0625,0.308855337,0.082417582
1944,4,0.69804502,14,0.03125,0.172826477,0.038461538
1945,0,0.33333334,8,0,0,0.005494505
1946,0,1.0207884,34,0,0.325765371,0.148351648
1947,28,1.550553,53,0.21875,0.576805726,0.252747253
1948,32,1.6132691,59,0.25,0.606525099,0.285714286
1949,26,1.6474625,52,0.203125,0.622728377,0.247252747
1950,7,1.3057258,37,0.0546875,0.460789089,0.164835165
1951,3,1.1058542,37,0.0234375,0.366075631,0.164835165
1952,10,1.3873369,57,0.078125,0.499462265,0.274725275
1953,30,1.6828449,66,0.234375,0.639495089,0.324175824
1954,15,1.3845592,49,0.1171875,0.498145992,0.230769231
1955,19,1.4803609,70,0.1484375,0.543543689,0.346153846
1956,24,1.6008096,46,0.1875,0.600620897,0.214285714
1957,0,0.68957245,25,0,0.168811567,0.098901099
1958,12,1.2989333,42,0.09375,0.457570317,0.192307692
1959,12,1.2063863,28,0.09375,0.41371493,0.115384615
1960,8,0.98558021,22,0.0625,0.309081213,0.082417582
1961,6,0.8619656,19,0.046875,0.25050377,0.065934066
1962,6,0.84912294,15,0.046875,0.244418,0.043956044
1963,6,0.84912294,13,0.046875,0.244418,0.032967033
1964,6,0.87255627,11,0.046875,0.255522387,0.021978022
1965,4,0.70398736,9,0.03125,0.175642382,0.010989011
1966,0,0.33333334,7,0,0,0
1967,15,1.3270249,30,0.1171875,0.470882126,0.126373626
1968,16,1.2989333,44,0.125,0.457570317,0.203296703
1969,9,1.2222222,26,0.0703125,0.421219112,0.104395604
1970,4,0.98558021,24,0.03125,0.309081213,0.093406593
1971,5,0.98558021,26,0.0390625,0.309081213,0.104395604
1972,11,1.2052853,42,0.0859375,0.413193197,0.192307692
1973,0,0.33333334,7,0,0,0
1974,4,0.70398736,11,0.03125,0.175642382,0.021978022
1975,6,0.8619656,26,0.046875,0.25050377,0.104395604
1976,10,1.1365665,46,0.078125,0.380629315,0.214285714
1977,22,1.6037242,77,0.171875,0.602002043,0.384615385
1978,64,1.9787503,153,0.5,0.779716229,0.802197802
1979,70,2.0257483,173,0.546875,0.801987243,0.912087912
1980,16,1.3873683,51,0.125,0.499477144,0.241758242
1981,8,1.0207884,37,0.0625,0.325765371,0.164835165
1982,6,0.8619656,23,0.046875,0.25050377,0.087912088
1983,6,0.8619656,21,0.046875,0.25050377,0.076923077
1984,8,1,29,0.0625,0.315914341,0.120879121
1985,14,1.3006579,49,0.109375,0.458387556,0.230769231
1986,21,1.6474625,60,0.1640625,0.622728377,0.291208791
1987,10,1.5365106,79,0.078125,0.570151432,0.395604396
1988,0,0.68957245,29,0,0.168811567,0.120879121
1989,12,1.3076391,55,0.09375,0.461695748,0.263736264
1990,20,1.4803609,76,0.15625,0.543543689,0.379120879
1991,22,1.5598243,90,0.171875,0.581199131,0.456043956
1992,12,1.2222222,27,0.09375,0.421219112,0.10989011
1993,10,1.1365665,41,0.078125,0.380629315,0.186813187
1994,16,1.4135897,70,0.125,0.511902719,0.346153846
1995,12,1.2671746,22,0.09375,0.442520774,0.082417582
1996,8,1,27,0.0625,0.315914341,0.10989011
1997,8,1.0445806,38,0.0625,0.337039817,0.17032967
1998,16,1.3873369,52,0.125,0.499462265,0.247252747
1999,0,1.4135897,72,0,0.511902719,0.357142857
2000,0,1.1768752,60,0,0.39973046,0.291208791
2001,52,1.8597906,81,0.40625,0.723344616,0.406593407
2002,36,1.6673985,87,0.28125,0.63217548,0.43956044
2003,28,1.5365106,72,0.21875,0.570151432,0.357142857
2004,0,1.4635203,58,0,0.535563408,0.28021978
2005,0,1.1191936,43,0,0.372396793,0.197802198
2006,34,1.6981779,62,0.265625,0.646760961,0.302197802
2007,40,1.7925211,62,0.3125,0.691467516,0.302197802
2008,0,1.2906152,71,0,0.453628606,0.351648352
2009,23,1.8369439,103,0.1796875,0.712518216,0.527472527
2010,22,1.6684235,84,0.171875,0.632661198,0.423076923
2011,58,1.9415878,111,0.453125,0.762105979,0.571428571
2012,41,1.8861139,109,0.3203125,0.735818478,0.56043956
2013,43,1.9415878,110,0.3359375,0.762105979,0.565934066
2014,39,1.7426945,115,0.3046875,0.667856109,0.593406593
2015,40,1.7265038,96,0.3125,0.660183798,0.489010989
2016,16,1.3938289,60,0.125,0.502538639,0.291208791
2017,8,1.0207884,34,0.0625,0.325765371,0.148351648
2018,6,0.8619656,21,0.046875,0.25050377,0.076923077
2019,6,0.84912294,16,0.046875,0.244418,0.049450549
2020,6,0.8619656,20,0.046875,0.25050377,0.071428571
2021,8,1,29,0.0625,0.315914341,0.120879121
2022,14,1.3076391,49,0.109375,0.461695748,0.230769231
2023,28,1.5395753,71,0.21875,0.571603706,0.351648352
2024,22,1.4644111,53,0.171875,0.535985533,0.252747253
2025,22,1.4644111,54,0.171875,0.535985533,0.258241758
2026,0,1.1191936,39,0,0.372396793,0.175824176
2027,28,1.5364467,59,0.21875,0.570121152,0.285714286
2028,20,1.4635203,56,0.15625,0.535563408,0.269230769
2029,14,1.2052853,38,0.109375,0.413193197,0.17032967
2030,36,1.6673985,79,0.28125,0.63217548,0.395604396
2031,40,1.7307693,76,0.3125,0.662205097,0.379120879
2032,0,1.1,36,0,0.363301492,0.159340659
2033,0,1.1561403,47,0,0.389904781,0.21978022
2034,25,1.7342104,44,0.1953125,0.663835736,0.203296703
2035,10,1.3988512,41,0.078125,0.504918564,0.186813187
2036,4,1.1058542,35,0.03125,0.366075631,0.153846154
2037,8,1.3057258,38,0.0625,0.460789089,0.17032967
2038,28,1.5405476,54,0.21875,0.572064451,0.258241758
2039,0,1.1768752,55,0,0.39973046,0.263736264
2040,40,1.7288883,100,0.3125,0.661313745,0.510989011
2041,8,1.4644111,54,0.0625,0.535985533,0.258241758
2042,8,1.4864661,48,0.0625,0.546436769,0.225274725
2043,29,1.6474625,53,0.2265625,0.622728377,0.252747253
2044,25,1.6981779,61,0.1953125,0.646760961,0.296703297
2045,62,1.9406976,161,0.484375,0.761684139,0.846153846
2046,48,1.8362781,128,0.375,0.712202712,0.664835165
2047,21,1.6261337,66,0.1640625,0.612621266,0.324175824
2048,18,1.5365106,73,0.140625,0.570151432,0.362637363
2049,17,1.6474625,60,0.1328125,0.622728377,0.291208791
2050,12,1.4644111,58,0.09375,0.535985533,0.28021978
2051,23,1.6684235,88,0.1796875,0.632661198,0.445054945
2052,22,1.5405476,64,0.171875,0.572064451,0.313186813
2053,38,1.7909094,90,0.296875,0.690703777,0.456043956
2054,30,1.7495173,71,0.234375,0.67108924,0.351648352
2055,22,1.5448366,77,0.171875,0.574096886,0.384615385
2056,18,1.4028426,66,0.140625,0.506809974,0.324175824
2057,21,1.6684235,82,0.1640625,0.632661198,0.412087912
2058,16,1.550553,59,0.125,0.576805726,0.285714286
2059,16,1.5365106,76,0.125,0.570151432,0.379120879
2060,0,0.84615386,38,0,0.243011037,0.17032967
2061,58,1.8839941,115,0.453125,0.734813965,0.593406593
2062,48,1.8470125,132,0.375,0.717289438,0.686813187
2063,14,1.3006579,44,0.109375,0.458387556,0.203296703
2064,8,1,29,0.0625,0.315914341,0.120879121
2065,6,0.8870222,26,0.046875,0.262377379,0.104395604
2066,8,1,29,0.0625,0.315914341,0.120879121
2067,14,1.2989333,41,0.109375,0.457570317,0.186813187
2068,32,1.6042534,73,0.25,0.602252816,0.362637363
2069,8,1.3057258,39,0.0625,0.460789089,0.175824176
2070,5,1.1058542,38,0.0390625,0.366075631,0.17032967
2071,11,1.3938289,65,0.0859375,0.502538639,0.318681319
2072,23,1.6132691,62,0.1796875,0.606525099,0.302197802
2073,0,1,28,0,0.315914341,0.115384615
2074,36,1.6673985,79,0.28125,0.63217548,0.395604396
2075,40,1.7325417,97,0.3125,0.663044987,0.494505495
2076,36,1.6794915,97,0.28125,0.637906008,0.494505495
2077,36,1.6673985,79,0.28125,0.63217548,0.395604396
2078,42,1.7257152,87,0.328125,0.659810103,0.43956044
2079,32,1.6666666,82,0.25,0.631828653,0.412087912
2080,30,1.6071428,93,0.234375,0.60362202,0.472527473
2081,0,0.8619656,22,0,0.25050377,0.082417582
2082,14,1.2063863,32,0.109375,0.41371493,0.137362637
2083,18,1.3845592,47,0.140625,0.498145992,0.21978022
2084,0,1.2241485,51,0,0.42213193,0.241758242
2085,40,1.7495173,72,0.3125,0.67108924,0.357142857
2086,0,1.2123377,46,0,0.416535129,0.214285714
2087,24,1.4644111,60,0.1875,0.535985533,0.291208791
2088,22,1.7269484,93,0.171875,0.660394481,0.472527473
2089,12,1.3873369,66,0.09375,0.499462265,0.324175824
2090,6,1.0445806,48,0.046875,0.337039817,0.225274725
2091,10,1.1561403,54,0.078125,0.389904781,0.258241758
2092,24,1.6673985,91,0.1875,0.63217548,0.461538462
2093,57,1.9491093,107,0.4453125,0.765670204,0.549450549
2094,24,1.7820429,109,0.1875,0.686502195,0.56043956
2095,55,2.0201983,134,0.4296875,0.799357256,0.697802198
2096,25,1.6981779,62,0.1953125,0.646760961,0.302197802
2097,17,1.550553,56,0.1328125,0.576805726,0.269230769
2098,9,1.4244281,42,0.0703125,0.517038728,0.192307692
2099,12,1.3057258,36,0.09375,0.460789089,0.159340659
2100,0,0.68957245,25,0,0.168811567,0.098901099
2101,21,1.6008096,44,0.1640625,0.600620897,0.203296703
2102,18,1.3873369,54,0.140625,0.499462265,0.258241758
2103,20,1.4666082,61,0.15625,0.537026676,0.296703297
2104,20,1.6474625,55,0.15625,0.622728377,0.263736264
2105,20,1.6132691,62,0.15625,0.606525099,0.302197802
2106,32,1.6132691,64,0.25,0.606525099,0.313186813
2107,32,1.6071428,81,0.25,0.60362202,0.406593407
2108,20,1.4896638,79,0.15625,0.547952068,0.395604396
2109,20,1.4803609,71,0.15625,0.543543689,0.351648352
2110,32,1.6178579,88,0.25,0.608699601,0.445054945
2111,36,1.6673985,87,0.28125,0.63217548,0.43956044
2112,40,1.7495173,71,0.3125,0.67108924,0.351648352
2113,18,1.5668709,41,0.140625,0.584538314,0.186813187
2114,8,0.98558021,30,0.0625,0.309081213,0.126373626
2115,0,0.49860358,19,0,0.078316859,0.065934066
2116,0,1.3057258,41,0,0.460789089,0.186813187
2117,30,1.7217885,58,0.234375,0.657949352,0.28021978
