Ref,x1,y1,x2,y2,Choice R3,Choice R7,Choice [Connectivity Wgt] R3,Choice [Connectivity Wgt] R7,Choice [Connectivity Wgt][Norm] R3,Choice [Connectivity Wgt][Norm] R7,Choice [Norm] R3,Choice [Norm] R7,Connectivity,Control,Controllability,Entropy R3,Entropy R7,Harmonic Mean Depth R3,Harmonic Mean Depth R7,Integration [HH] R3,Integration [HH] R7,Integration [P-value] R3,Integration [P-value] R7,Integration [Tekl] R3,Integration [Tekl] R7,Intensity R3,Intensity R7,Line Length,Mean Depth R3,Mean Depth R7,Mean Depth [Connectivity Wgt] R3,Mean Depth [Connectivity Wgt] R7,Node Count R3,Node Count R7,RA R3,RA R7,RA [Penn] R3,RA [Penn] R7,RRA R3,RRA R7,Relativised Entropy R3,Relativised Entropy R7,Total Connectivity R3,Total Connectivity R7,Total Depth R3,Total Depth R7
59,7927.23594197,-1298.61943416,8005.64939129,-1456.06323474,8,218,104,2186,0.203125,0.099138319,0.14545454,0.082952812,2,0.83333331,0.40000001,1.4308271,2.476721,4,6.2720985,1.0445806,0.89788586,1.0445806,0.89788586,0.59431612,0.62717652,1.2264233,0.6068787,175.88979,2.3636363,5.1506848,2.21875,5.0571427,12,74,0.27272728,0.1152968,0.21052632,0.27338129,0.957322,1.1137273,1.6862333,2.6858664,32,210,26,376
60,7852.44037611,-1135.75160445,7927.23594197,-1298.61943416,8,277,126,2656,0.14991076,0.097012199,0.12121212,0.079460703,2,0.83333331,0.40000001,1.3845311,2.4827433,4.0975609,6.6586699,1.0697098,0.96743643,1.0697098,0.96743643,0.60170126,0.63917106,1.1249316,0.62251675,179.22139,2.4166667,5.0476189,2.3658535,4.8076925,13,85,0.25757575,0.097532988,0.19047619,0.29606625,0.93483305,1.0336597,1.7917442,2.6258337,41,234,29,424
61,7760.37915722,-936.12906414,7852.44037611,-1135.75160445,28,580,440,5517,0.15644445,0.16836548,0.12121212,0.13557737,3,1.0833334,0.33333334,1.3542602,2.6210475,6.9333334,9.9605837,1.5110798,1.0864553,1.5110798,1.0864553,0.67846346,0.65454417,1.0047737,0.71207649,219.82817,2.4545455,4.7311826,2.3733332,4.4335938,23,94,0.13852814,0.081112668,0.21951219,0.35381749,0.66177839,0.9204244,1.9524988,2.436672,75,256,54,440
62,8318.83564668,-1054.63043648,8345.70817176,-1186.88810439,12,90,100,590,0.37807184,0.31711906,0.33333334,0.30000001,3,1.1666666,0.5,1.563269,2.7262232,4,3.9344263,1.2222222,0.69978815,1.2222222,0.69978815,0.63092977,0.56082362,1.9540863,0.85399765,134.96008,2,4.3600001,1.6521739,4.1639342,10,26,0.25,0.28,0.40000001,0.3488372,0.81818181,1.429004,1.2090708,2.2895839,23,61,18,109
63,8345.11817846,-1234.65363455,8345.70817176,-1186.88810439,8,74,76,468,0.34467119,0.33321467,0.2857143,0.32034633,2,0.83333331,0.40000001,1.5388472,2.7173398,3.4285715,3.4285715,0.98558021,0.65343994,0.98558021,0.65343994,0.57015699,0.54631501,1.7312031,0.85614812,47.769173,2.125,4.3636365,1.8571428,4.1698112,9,23,0.32142857,0.32034633,0.30769232,0.33333334,1.0146308,1.5303626,1.293768,2.2219703,21,53,17,96
64,8345.11817846,-1234.65363455,8349.89378462,-1263.91907474,6,62,54,388,0.29916897,0.33680555,0.2857143,0.32631579,2,1,0.5,1.5306391,2.706038,3,3.0967741,0.8619656,0.61339098,0.8619656,0.61339098,0.52832085,0.53354371,1.7493018,0.84816116,29.652527,2.1428571,4.4000001,2,4.25,8,21,0.38095239,0.35789475,0.27272728,0.3131313,1.1601391,1.6302814,1.2942394,2.2229984,19,48,15,88
65,8349.29265936,-1269.8897385,8349.89378462,-1263.91907474,6,54,42,332,0.37333333,0.3429752,0.40000001,0.35294119,2,1,0.5,1.5491613,2.7075341,2.6666667,2.8235295,0.84912294,0.58899575,0.84912294,0.58899575,0.51139158,0.52268833,2.1688259,0.87191772,6.0008478,2,4.3333335,1.8,4.2727275,7,19,0.40000001,0.39215687,0.33333334,0.31034482,1.1776857,1.6978052,1.0911623,2.1672158,15,44,12,78
66,8251.9548966,-1290.79357107,8349.29265936,-1269.8897385,6,48,40,312,0.40816328,0.27083334,0.40000001,0.28070176,2,1,0.5,1.5491613,2.6498609,2.6666667,2.7906976,0.84912294,0.55781716,0.84912294,0.55781716,0.51139158,0.51893467,2.1688259,0.77937084,99.557068,2,4.6315789,1.7142857,4.6458335,7,20,0.40000001,0.40350878,0.33333334,0.25806451,1.1776857,1.7927022,1.0911623,2.4199142,14,48,12,88
67,8234.63358385,-1299.15509406,8251.9548966,-1290.79357107,6,48,40,342,0.40816328,0.19649526,0.40000001,0.18972331,2,1,0.5,1.5491613,2.4935207,2.6666667,2.8318584,0.84912294,0.55668229,0.84912294,0.55668229,0.51139158,0.52903312,2.1688259,0.65048367,19.2339,2,5.0434785,1.7142857,5.0508475,7,24,0.40000001,0.36758894,0.33333334,0.20512821,1.1776857,1.7963568,1.0911623,2.7672381,14,59,12,116
68,8213.73891543,-1320.65985964,8234.63358385,-1299.15509406,6,60,40,430,0.40816328,0.18063432,0.40000001,0.15873016,2,1,0.5,1.5491613,2.4773331,2.6666667,3.1949286,0.84912294,0.59579301,0.84912294,0.59579301,0.51139158,0.54653394,2.1688259,0.61933327,29.984032,2,5.1785712,1.7142857,5.0869565,7,29,0.40000001,0.30952382,0.33333334,0.20408164,1.1776857,1.6784353,1.0911623,2.7883635,14,69,12,145
69,8139.68919015,-1443.67788626,8213.73891543,-1320.65985964,6,86,44,574,0.34375,0.20408888,0.40000001,0.18494624,2,1,0.5,1.5491613,2.5574605,2.6666667,3.6621253,0.84912294,0.66459024,0.84912294,0.66459024,0.51139158,0.56370491,2.1688259,0.67635322,143.58551,2,4.9354839,1.875,4.8000002,7,32,0.40000001,0.26236558,0.33333334,0.26060605,1.1776857,1.5046865,1.0911623,2.5466349,16,75,12,153
70,8095.4953523,-1545.20340417,8139.68919015,-1443.67788626,6,120,66,782,0.24952741,0.18886608,0.21428572,0.19047619,2,1,0.5,1.4843777,2.6142588,3.2,4.3778501,0.8870222,0.7475279,0.8870222,0.7475279,0.54406804,0.58349448,1.4843777,0.72184759,110.72726,2.25,4.75,2.1304348,4.7032967,9,37,0.35714287,0.21428572,0.23076923,0.30769232,1.1273675,1.3377427,1.47219,2.4118471,23,91,18,171
71,8080.58967249,-1578.34827814,8095.4953523,-1545.20340417,10,164,124,1082,0.19135803,0.14780411,0.12820514,0.17336152,2,0.75,0.33333334,1.4174378,2.657989,4.48,5.6046705,1.1561403,0.83623099,1.1561403,0.83623099,0.61990625,0.60378051,1.1673018,0.74755943,36.342289,2.3846154,4.659091,2.1944444,4.7685952,14,45,0.23076923,0.17019027,0.2173913,0.33744857,0.86494696,1.1958419,1.7433239,2.4081333,36,121,31,205
72,7705.34280097,-913.330156328,7706.96806554,-924.370320455,8,125,118,1569,0.1723886,0.073233917,0.17777778,0.053282183,2,0.83333331,0.40000001,1.4754353,2.4766486,3.8709676,6.0666413,1.0207884,0.8628335,1.0207884,0.8628335,0.58639652,0.62119317,1.3524823,0.59575742,11.159154,2.3,5.231884,2.2972972,5.072464,11,70,0.2888889,0.12446718,0.23529412,0.25699747,0.97963494,1.1589721,1.5687064,2.7404025,37,207,23,361
73,7706.96806554,-924.370320455,7759.61105274,-1035.29401781,14,162,196,1870,0.20247933,0.076575011,0.15384616,0.05837838,3,1.0833334,0.42857143,1.4860064,2.541285,5.5081968,7.9242744,1.3076391,0.90750295,1.3076391,0.90750295,0.6475991,0.62910247,1.3111821,0.6230247,122.78172,2.2857144,5.1466665,2.090909,5.0271492,15,76,0.1978022,0.11207207,0.28,0.27505827,0.76473695,1.1019248,1.6335514,2.7109199,44,221,32,386
74,7759.61105274,-1035.29401781,7807.30032259,-1135.7646695,28,456,392,4627,0.32653061,0.19294843,0.23333333,0.16432433,4,1.25,0.44444445,1.5375459,2.6070006,6.7469878,9.1183062,1.5405476,0.94392449,1.5405476,0.94392449,0.68430793,0.63344508,1.4521267,0.66487265,111.21429,2.1875,4.9866667,1.9387755,4.8904109,17,76,0.15833333,0.10774775,0.34482759,0.30303031,0.64911979,1.0594068,1.5290827,2.6317382,49,219,35,374
75,7807.30032259,-1135.7646695,7889.53203044,-1314.53244245,28,406,404,3851,0.29881656,0.24037951,0.23333333,0.20788531,4,1.25,0.44444445,1.5375459,2.6758502,6.7469878,8.5323105,1.5405476,0.94238824,1.5405476,0.94238824,0.68430793,0.62849432,1.4521267,0.72874218,196.77391,2.1875,4.7460318,2,4.6312847,17,64,0.15833333,0.12083974,0.34482759,0.33893558,0.64911979,1.0611337,1.5290827,2.4701409,52,179,35,299
76,7889.53203044,-1314.53244245,7889.71014163,-1314.9243882,18,280,317,2748,0.23446746,0.23478149,0.15000001,0.1754386,3,0.91666669,0.375,1.4726398,2.6723468,6.0759492,7.5453448,1.3938289,0.92224681,1.3938289,0.92224681,0.66181248,0.6231789,1.2517439,0.7416082,0.43051723,2.3125,4.6842103,2.1153846,4.4575162,17,58,0.175,0.13157895,0.27586207,0.34579438,0.71744823,1.0843084,1.6838834,2.4168742,52,153,37,267
77,7889.71014163,-1314.9243882,8027.05612937,-1591.3997824,18,268,287,2535,0.27126655,0.30000001,0.1978022,0.21019608,3,0.91666669,0.375,1.5214777,2.6806593,5.7142859,6.987648,1.3845592,0.92131168,1.3845592,0.92131168,0.66066402,0.61985415,1.4263853,0.77873904,308.71112,2.2142856,4.5294118,2.0434783,4.1923075,15,52,0.18681319,0.14117648,0.31999999,0.36842105,0.72225159,1.085409,1.5276568,2.3195434,46,130,31,231
78,8027.05612937,-1591.3997824,8055.65410654,-1650.52984583,24,324,320,2625,0.3160494,0.34701568,0.22857143,0.28723404,4,1.3333334,0.5,1.5217823,2.7102656,6.2222223,7.0194988,1.4644111,0.94003505,1.4644111,0.94003505,0.67323869,0.62052888,1.4322656,0.82486343,65.682632,2.2,4.375,1.9555556,4.113821,16,49,0.17142858,0.14361702,0.33333334,0.39325842,0.68286836,1.0637901,1.5550059,2.2486701,45,123,33,210
79,8669.97071649,-1152.54018264,8679.52192879,-1195.5240634,12,64,87,362,0.435,0.52885318,0.42857143,0.53333336,3,1.1666666,0.5,1.5388472,2.6993899,3.4285715,2.5263157,1.2671746,0.6807071,1.2671746,0.6807071,0.64379281,0.53570747,2.3082709,1.0926102,44.032257,1.875,3.6875,1.5,3.3783784,9,17,0.25,0.35833332,0.46153846,0.42666668,0.78915727,1.4690607,1.0680546,1.9418517,20,37,15,59
80,8679.52192879,-1195.5240634,8692.65762872,-1211.64624583,8,60,74,348,0.37,0.50840032,0.2857143,0.5,2,0.83333331,0.40000001,1.5388472,2.6993899,3.4285715,2.5263157,0.98558021,0.65045345,0.98558021,0.65045345,0.57015699,0.52930963,1.7312031,1.0429461,20.795946,2.125,3.8125,1.8,3.5405405,9,17,0.32142857,0.375,0.30769232,0.40000001,1.0146308,1.537389,1.293768,1.9148413,20,37,17,61
81,8692.65762872,-1211.64624583,8705.20333533,-1217.01594692,6,56,54,342,0.29916897,0.3699297,0.2857143,0.41176471,2,1,0.5,1.5306391,2.7013369,3,2.6666667,0.8619656,0.60878074,0.8619656,0.60878074,0.52832085,0.52375031,1.7493018,0.93507814,13.646554,2.1428571,4.1176472,2,4.139535,8,18,0.38095239,0.3897059,0.27272728,0.34567901,1.1601391,1.6426275,1.2942394,2.0751672,19,43,15,70
82,8705.20333533,-1217.01594692,8721.92352285,-1209.25535627,6,54,42,366,0.37333333,0.26059097,0.40000001,0.28421053,2,1,0.5,1.5491613,2.6653354,2.6666667,2.9629629,0.84912294,0.57931376,0.84912294,0.57931376,0.51139158,0.52641279,2.1688259,0.78833866,18.433434,2,4.5999999,1.8,4.6603775,7,21,0.40000001,0.37894738,0.33333334,0.27272728,1.1776857,1.7261804,1.0911623,2.374064,15,53,12,92
83,8721.92352285,-1209.25535627,8730.2836166,-1208.0664438,6,58,40,426,0.40816328,0.22897071,0.40000001,0.22924902,2,1,0.5,1.5491613,2.59728,2.6666667,3.0573249,0.84912294,0.58831197,0.84912294,0.58831197,0.51139158,0.53556287,2.1688259,0.71649104,8.4442101,2,4.826087,1.7142857,4.7868853,7,24,0.40000001,0.34782609,0.33333334,0.24786325,1.1776857,1.6997784,1.0911623,2.5159938,14,61,12,111
84,8730.2836166,-1208.0664438,8784.62979201,-1186.5745445,6,68,42,530,0.37333333,0.18844445,0.40000001,0.17989418,2,1,0.5,1.5491613,2.5568678,2.6666667,3.4408603,0.84912294,0.61688304,0.84912294,0.61688304,0.51139158,0.55055559,2.1688259,0.66204613,58.441498,2,5.0357141,1.8,4.9466667,7,29,0.40000001,0.29894179,0.33333334,0.23129252,1.1776857,1.6210529,1.0911623,2.6391962,15,75,12,141
85,8784.62979201,-1186.5745445,8792.98988577,-1185.38562981,6,90,58,688,0.26303855,0.18604651,0.2857143,0.18145162,2,1,0.5,1.5306391,2.5998473,3,3.9976206,0.8619656,0.67430615,0.8619656,0.67430615,0.52832085,0.5667246,1.7493018,0.68635964,8.4442101,2.1428571,4.9375,2.0952382,4.8139534,8,33,0.38095239,0.25403225,0.27272728,0.2631579,1.1601391,1.4830059,1.2942394,2.54319,21,86,15,158
86,8792.98988577,-1185.38562981,8823.44689845,-1172.24223556,8,124,104,922,0.21644121,0.17048816,0.17777778,0.17638691,2,0.83333331,0.40000001,1.4754353,2.6420212,3.8709676,4.9074974,1.0207884,0.75262749,1.0207884,0.75262749,0.58639652,0.58628225,1.3524823,0.71554738,33.171951,2.3,4.8157897,2.1612904,4.7115383,11,39,0.2888889,0.20625889,0.23529412,0.29951692,0.97963494,1.3286785,1.5687064,2.4738741,31,104,23,183
87,8823.44689845,-1172.24223556,8876.6242192,-1169.85133827,16,172,190,1343,0.24983564,0.15893491,0.20512821,0.15911193,3,1,0.375,1.5372461,2.6798546,5.4545455,6.5516424,1.3873683,0.84472513,1.3873683,0.84472513,0.6616419,0.60709083,1.5372461,0.73927027,53.231041,2.1538463,4.7234044,1.8974359,4.6076922,14,48,0.1923077,0.16188714,0.34782609,0.32950193,0.72078913,1.183817,1.4425071,2.4741936,39,130,28,222
88,9141.05253763,-943.824502475,9146.42926903,-1072.81709415,12,138,122,1158,0.29013079,0.17512287,0.26666668,0.16829269,3,1.1666666,0.5,1.5531402,2.6406417,4.3636365,5.4648957,1.2063863,0.77533567,1.2063863,0.77533567,0.627249,0.59248155,1.7084541,0.71094197,129.1046,2.0999999,4.8292685,1.8965517,4.7130437,11,42,0.24444444,0.19146341,0.35294119,0.30222222,0.82892185,1.2897639,1.3434201,2.5169687,29,115,21,198
89,9146.42926903,-1072.81709415,9148.22151284,-1078.19992153,8,104,78,858,0.32231405,0.17867555,0.2857143,0.16507937,2,0.83333331,0.40000001,1.5388472,2.5800574,3.4285715,4.4307694,0.98558021,0.70080745,0.98558021,0.70080745,0.57015699,0.57591718,1.7312031,0.66756725,5.6733561,2.125,5,1.9090909,4.8571429,9,37,0.32142857,0.22857143,0.30769232,0.26153848,1.0146308,1.4269255,1.293768,2.608675,22,98,17,180
90,9148.22151284,-1145.6810387,9148.22151284,-1078.19992153,6,84,56,684,0.28,0.20345032,0.2857143,0.19310345,2,1,0.5,1.5306391,2.6048899,3,3.8554218,0.8619656,0.65459645,0.8619656,0.65459645,0.52832085,0.5605377,1.7493018,0.69018447,67.481117,2.1428571,4.9333334,2.05,4.8780489,8,31,0.38095239,0.27126437,0.27272728,0.25786164,1.1601391,1.5276588,1.2942394,2.5496402,20,82,15,148
91,9148.22151284,-1145.6810387,9150.01375663,-1151.65176041,6,76,56,576,0.28,0.28125,0.2857143,0.27536231,2,1,0.5,1.5306391,2.6835208,3,3.5036497,0.8619656,0.64242005,0.8619656,0.64242005,0.52832085,0.54830641,1.7493018,0.78927082,6.2339115,2.1428571,4.5833335,2.05,4.5625,8,25,0.38095239,0.31159419,0.27272728,0.30081302,1.1601391,1.5566139,1.2942394,2.3161612,20,64,15,110
92,9150.01375663,-1151.65176041,9151.20487519,-1252.57872501,8,74,76,524,0.34467119,0.37308651,0.2857143,0.35238096,2,0.83333331,0.40000001,1.5388472,2.7215285,3.4285715,3.3103449,0.98558021,0.65217394,0.98558021,0.65217394,0.57015699,0.54381841,1.7312031,0.88049453,100.93399,2.125,4.2857141,1.8571428,4.1886792,9,22,0.32142857,0.32857144,0.30769232,0.34285715,1.0146308,1.5333333,1.293768,2.1819911,21,53,17,90
93,9151.20487519,-1252.57872501,9157.77272514,-1378.58927626,12,76,97,493,0.40082645,0.46597353,0.33333334,0.44444445,3,1.1666666,0.5,1.563269,2.7171099,4,3,1.2222222,0.6873104,1.2222222,0.6873104,0.63092977,0.54584658,1.9540863,0.98803991,126.18159,2,3.9473684,1.5909091,3.7608695,10,20,0.25,0.32748538,0.40000001,0.39784947,0.81818181,1.4549468,1.2090708,2.1020901,22,46,18,75
94,7822.66241232,-1491.66450915,7889.53203044,-1314.53244245,18,232,291,2196,0.25260416,0.1952,0.17142858,0.15622896,3,0.91666669,0.375,1.4989992,2.6669538,5.915493,7.3202615,1.3873369,0.89028519,1.3873369,0.89028519,0.66087639,0.61804062,1.3324437,0.7249971,189.33388,2.2666667,4.7636366,2.0625,4.5666666,16,56,0.18095239,0.13939394,0.2962963,0.33009708,0.72080547,1.1232356,1.6082193,2.4818194,48,150,34,262
95,7820.34696691,-1498.13151848,7822.66241232,-1491.66450915,16,184,219,1674,0.31994155,0.24457593,0.24242425,0.19450317,3,1,0.42857143,1.5415961,2.6680446,5.1063828,6.112627,1.2989333,0.81595868,1.2989333,0.81595868,0.64596856,0.60087854,1.5415961,0.73208535,6.8690243,2.1666667,4.75,1.972973,4.4871793,13,45,0.21212122,0.1744186,0.33333334,0.32098764,0.76986253,1.2255522,1.4444195,2.4942274,37,117,26,209
96,7764.35326304,-1654.93258101,7820.34696691,-1498.13151848,12,118,122,902,0.29013079,0.21784809,0.26666668,0.22348484,3,1.1666666,0.5,1.5531402,2.7057636,4.3636365,4.9194727,1.2063863,0.75973266,1.2063863,0.75973266,0.627249,0.58221072,1.7084541,0.79306859,166.49886,2.0999999,4.5454545,1.8965517,4.4065933,11,34,0.24444444,0.22159091,0.35294119,0.33898306,0.82892185,1.3162525,1.3434201,2.3555984,29,91,21,150
97,7764.35326304,-1654.93258101,7766.41267362,-1664.53498012,8,84,78,592,0.32231405,0.22218052,0.2857143,0.25846153,2,0.83333331,0.40000001,1.5388472,2.6999266,3.4285715,3.8709676,0.98558021,0.6779511,0.98558021,0.6779511,0.57015699,0.55856848,1.7312031,0.80107713,9.820756,2.125,4.5384617,1.9090909,4.5205479,9,27,0.32142857,0.28307691,0.30769232,0.31851852,1.0146308,1.4750327,1.293768,2.3057368,22,73,17,118
98,7766.41267362,-1664.53498012,7787.67469636,-1674.81672424,6,56,52,386,0.32098764,0.22177535,0.2857143,0.26666668,2,1,0.5,1.5306391,2.660393,3,3.0573249,0.8619656,0.59210527,0.8619656,0.59210527,0.52832085,0.53168482,1.7493018,0.78038198,23.617533,2.1428571,4.6190476,1.9444444,4.6949153,8,22,0.38095239,0.36190477,0.27272728,0.27619049,1.1601391,1.6888889,1.2942394,2.3974752,18,59,15,97
99,7787.67469636,-1674.81672424,7806.19825963,-1712.54686214,6,34,32,220,0.44444445,0.22727273,0.60000002,0.28333333,2,1,0.5,1.4874687,2.6261482,2,2.2325583,0.87255627,0.51351589,0.87255627,0.51351589,0.5,0.49836197,2.9749374,0.79722351,42.03196,1.8,4.5625,1.5833334,4.681818,6,17,0.40000001,0.47499999,0.42857143,0.23999999,1.146058,1.9473594,0.87540293,2.4172518,12,44,9,73
100,7806.19825963,-1712.54686214,7822.66241232,-1733.8157388,4,16,16,94,0.39506173,0.18359375,0.66666669,0.24242425,2,1.5,0.66666669,1.4575424,2.5884914,1.6,1.6551725,0.70398736,0.43297774,0.70398736,0.43297774,0.36907023,0.45609918,3.6438563,0.82074118,26.896717,1.75,4.5,1.4444444,4.625,5,13,0.5,0.63636363,0.40000001,0.17647059,1.42048,2.3095875,0.79481012,2.383333,9,32,7,54
101,7822.66241232,-1733.8157388,7835.69792468,-1742.04631379,0,0,4,20,0.1632653,0.07561437,0,0,1,0.5,0.5,1.5,2.5897353,1.3333334,1.3333334,0.33333334,0.34375,0.33333334,0.34375,0,0.40000001,3,0.8353985,15.416451,2,4.5555553,1.7142857,4.6086955,4,10,1,0.8888889,0,0.030303031,3,2.909091,0.81028318,2.1908019,7,23,6,41
102,6820.17473798,-1633.14098599,6824.7388371,-1652.76387486,6,30,38,134,0.44970414,0.60770977,0.40000001,0.66666669,2,1,0.5,1.5491613,2.5994833,2.6666667,1.4545455,0.84912294,0.55292708,0.84912294,0.55292708,0.51139158,0.47326997,2.1688259,1.2432312,20.146681,2,3.4000001,1.6153846,3.0952382,7,11,0.40000001,0.53333336,0.33333334,0.38461539,1.1776857,1.8085568,1.0911623,1.6852109,13,21,12,34
103,6820.17473798,-1633.14098599,6826.18599048,-1616.48371532,6,36,40,166,0.40816328,0.62759924,0.40000001,0.65454543,2,1,0.5,1.5491613,2.619549,2.6666667,1.6,0.84912294,0.58032256,0.84912294,0.58032256,0.51139158,0.48832449,2.1688259,1.2090226,17.70875,2,3.4545455,1.7142857,3.1304348,7,12,0.40000001,0.4909091,0.33333334,0.40000001,1.1776857,1.7231796,1.0911623,1.6780198,14,23,12,38
104,6826.18599048,-1616.48371532,6945.19765808,-1388.88432644,6,40,40,190,0.40816328,0.60799998,0.40000001,0.60606062,2,1,0.5,1.5491613,2.6465597,2.6666667,1.7777778,0.84912294,0.58661503,0.84912294,0.58661503,0.51139158,0.49643403,2.1688259,1.1468426,256.83704,2,3.5833333,1.7142857,3.24,7,13,0.40000001,0.46969697,0.33333334,0.39215687,1.1776857,1.7046956,1.0911623,1.7303795,14,25,12,43
105,6945.19765808,-1388.88432644,6955.85093335,-1388.88432644,6,42,40,206,0.40816328,0.56515777,0.40000001,0.53846157,2,1,0.5,1.5491613,2.6782582,2.6666667,2,0.84912294,0.57807016,0.84912294,0.57807016,0.51139158,0.5,2.1688259,1.0713032,10.653275,2,3.7692308,1.7142857,3.4074075,7,14,0.40000001,0.46153846,0.33333334,0.36842105,1.1776857,1.7298939,1.0911623,1.8370903,14,27,12,49
106,6955.85093335,-1388.88432644,7015.05063855,-1427.56907557,6,42,40,216,0.40816328,0.47999999,0.40000001,0.46153846,2,1,0.5,1.5491613,2.7130978,2.6666667,2.2857144,0.84912294,0.56041682,0.84912294,0.56041682,0.51139158,0.50079393,2.1688259,0.99259681,70.718559,2,4,1.7142857,3.7333333,7,15,0.40000001,0.46153846,0.33333334,0.33333334,1.1776857,1.7843863,1.0911623,1.9886805,14,30,12,56
107,7034.09740344,-1434.88532637,7056.70639202,-1442.80254997,6,44,40,254,0.40816328,0.37107378,0.40000001,0.36666667,2,1,0.5,1.5491613,2.6993899,2.6666667,2.5263157,0.84912294,0.55227178,0.84912294,0.55227178,0.51139158,0.50749493,2.1688259,0.8824929,23.955141,2,4.3125,1.7142857,4.189189,7,17,0.40000001,0.44166666,0.33333334,0.29333332,1.1776857,1.8107027,1.0911623,2.201844,14,37,12,69
108,7056.70639202,-1442.80254997,7092.90749042,-1447.12697191,6,48,40,288,0.40816328,0.36000001,0.40000001,0.35294119,2,1,0.5,1.5491613,2.7013369,2.6666667,2.6666667,0.84912294,0.56605929,0.84912294,0.56605929,0.51139158,0.51432478,2.1688259,0.86828685,36.458473,2,4.352941,1.7142857,4.2249999,7,18,0.40000001,0.41911766,0.33333334,0.2962963,1.1776857,1.7665993,1.0911623,2.2008677,14,40,12,74
109,7092.90749042,-1447.12697191,7141.91033027,-1451.38606875,6,54,42,342,0.37333333,0.30964237,0.40000001,0.31578946,2,1,0.5,1.5491613,2.6925986,2.6666667,2.909091,0.84912294,0.58317244,0.84912294,0.58317244,0.51139158,0.52444047,2.1688259,0.82849187,49.18758,2,4.4736843,1.8,4.4255319,7,20,0.40000001,0.3859649,0.33333334,0.29032257,1.1776857,1.7147586,1.0911623,2.27192,15,47,12,85
110,7141.91033027,-1451.38606875,7291.59051759,-1447.61036641,6,64,54,430,0.29916897,0.26469684,0.2857143,0.27705628,2,1,0.5,1.5306391,2.6801765,3,3.2653062,0.8619656,0.61208296,0.8619656,0.61208296,0.52832085,0.53814012,1.7493018,0.79030848,149.7278,2.1428571,4.590909,2,4.5789475,8,23,0.38095239,0.34199134,0.27272728,0.2882883,1.1601391,1.6337655,1.2942394,2.3503666,19,57,15,101
111,7015.05063855,-1427.56907557,7034.09740344,-1434.88532637,6,42,40,230,0.40816328,0.37551022,0.40000001,0.40000001,2,1,0.5,1.5491613,2.7028196,2.6666667,2.4000001,0.84912294,0.54915416,0.84912294,0.54915416,0.51139158,0.50266314,2.1688259,0.9201088,20.403597,2,4.1999998,1.7142857,4.1714287,7,16,0.40000001,0.45714286,0.33333334,0.30434781,1.1776857,1.8209822,1.0911623,2.1438093,14,35,12,63
112,7675.89879566,-1083.77872312,7688.47789812,-1091.14744075,8,142,104,1120,0.21644121,0.11934573,0.17777778,0.12588653,2,0.83333331,0.40000001,1.4754353,2.5502751,3.8709676,5.2941175,1.0207884,0.77696776,1.0207884,0.77696776,0.58639652,0.59813035,1.3524823,0.64083833,14.578471,2.3,5.0833335,2.1612904,5.0218978,11,49,0.2888889,0.17375886,0.23529412,0.2659176,0.97963494,1.2870547,1.5687064,2.6487064,31,137,23,244
113,7688.47789812,-1091.14744075,7807.30032259,-1135.7646695,16,210,196,1736,0.23319453,0.11600789,0.20512821,0.11864407,3,1,0.375,1.5372461,2.6229291,5.4545455,7.3900294,1.3873683,0.88859558,1.3873683,0.88859558,0.6616419,0.62038332,1.5372461,0.68668962,126.92307,2.1538463,4.9000001,1.9512196,4.8208094,14,61,0.1923077,0.13220339,0.34782609,0.30973452,0.72078913,1.1253713,1.4425071,2.5541975,41,173,28,294
