Cluster_Kmeans_740984,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3,Integration [HH] R3,Total Connectivity R3
3,428,6,0.84912294,15,0.007272727,0.194087149,0.017817372
3,429,6,0.84912294,15,0.007272727,0.194087149,0.017817372
3,430,6,0.8619656,24,0.007272727,0.198919731,0.037861915
3,431,8,1.1460608,80,0.00969697,0.305822289,0.162583519
2,432,36,1.8783784,244,0.043636364,0.581387045,0.527839644
1,433,333,2.6489196,281,0.403636364,0.87133501,0.610244989
2,434,17,1.8075906,194,0.020606061,0.55475021,0.416481069
2,435,33,1.8384376,262,0.04,0.566357669,0.567928731
2,436,151,2.3636925,301,0.183030303,0.764006528,0.654788419
2,437,202,2.5766327,286,0.244848485,0.844134077,0.621380846
3,438,0,0.84912294,17,0,0.194087149,0.022271715
3,439,10,1.1087778,25,0.012121212,0.291793019,0.040089087
3,440,10,1.1191936,40,0.012121212,0.295712394,0.073496659
3,441,16,1.3938289,62,0.019393939,0.399055274,0.122494432
3,442,12,1.2222222,24,0.014545455,0.334481162,0.037861915
3,443,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,444,6,0.8619656,19,0.007272727,0.198919731,0.026726058
3,445,6,0.84912294,15,0.007272727,0.194087149,0.017817372
3,446,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,447,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,448,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,449,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,450,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,451,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,452,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,453,6,0.84912294,15,0.007272727,0.194087149,0.017817372
3,454,6,0.8619656,18,0.007272727,0.198919731,0.024498886
3,455,8,0.98510355,18,0.00969697,0.245255473,0.024498886
3,456,10,1.1492875,19,0.012121212,0.307036468,0.026726058
2,457,107,1.9310595,111,0.12969697,0.601210486,0.231625835
2,458,58,2.0196919,161,0.07030303,0.634562088,0.34298441
2,459,232,2.3343706,172,0.281212121,0.752972952,0.367483296
2,460,116,2.0612876,145,0.140606061,0.650214189,0.307349666
2,461,38,1.8075906,159,0.046060606,0.55475021,0.338530067
2,462,129,2.2454503,258,0.156363636,0.719513015,0.559020045
2,463,72,1.8912494,143,0.087272727,0.58623029,0.302895323
2,464,22,1.7093985,124,0.026666667,0.517801375,0.260579065
2,465,178,2.2422245,175,0.215757576,0.718299174,0.374164811
2,466,133,2.1606073,208,0.161212121,0.68758733,0.44766147
2,467,137,2.1024222,127,0.166060606,0.665692782,0.267260579
3,468,34,1.5688319,73,0.041212121,0.464907384,0.146993318
3,469,10,1.2196002,55,0.012121212,0.333494527,0.106904232
3,470,14,1.3443909,67,0.016969697,0.380452184,0.13363029
2,471,26,1.8528867,216,0.031515152,0.571794739,0.465478842
3,472,33,1.5,92,0.04,0.439006537,0.189309577
3,473,10,1.1768752,51,0.012121212,0.31741748,0.097995546
2,474,64,1.8344153,119,0.077575758,0.564844112,0.249443207
3,475,12,1.3938289,63,0.014545455,0.399055274,0.124721604
3,476,27,1.3845592,43,0.032727273,0.395567166,0.080178174
3,477,12,1.2989333,42,0.014545455,0.363346883,0.077951002
3,478,1,1.3938289,65,0.001212121,0.399055274,0.129175947
3,479,4,1.3938289,65,0.004848485,0.399055274,0.129175947
3,480,2,1.3938289,63,0.002424242,0.399055274,0.124721604
3,481,33,1.4644111,50,0.04,0.425614743,0.095768374
3,482,18,1.5842677,93,0.021818182,0.470715741,0.191536748
3,483,9,1.2123377,40,0.010909091,0.330761711,0.073496659
3,484,14,1.3443909,73,0.016969697,0.380452184,0.146993318
3,485,19,1.5,71,0.023030303,0.439006537,0.142538976
3,486,7,1.0697098,41,0.008484848,0.27709207,0.075723831
3,487,8,1.1058542,32,0.00969697,0.290692894,0.055679287
3,488,8,0.98558021,24,0.00969697,0.245434836,0.037861915
3,489,0,0.49860358,13,0,0.062189757,0.013363029
3,490,23,1.4803609,65,0.027878788,0.431616514,0.129175947
3,491,12,1.238816,50,0.014545455,0.340725265,0.095768374
3,492,14,1.5592874,92,0.016969697,0.461315871,0.189309577
3,493,0,0.91666669,33,0,0.219503276,0.057906459
3,494,1,0.84912294,24,0.001212121,0.194087149,0.037861915
2,495,86,2.062937,108,0.104242424,0.650834844,0.224944321
3,496,26,1.606352,63,0.031515152,0.479025872,0.124721604
3,497,15,1.31797,63,0.018181818,0.370510228,0.124721604
3,498,14,1.469555,97,0.016969697,0.427550348,0.200445434
3,499,8,1.5598243,97,0.00969697,0.461517902,0.200445434
3,500,2,1.606352,63,0.002424242,0.479025872,0.124721604
2,501,23,1.7265038,102,0.027878788,0.524237951,0.211581292
3,502,34,1.5887082,94,0.041212121,0.472386663,0.19376392
3,503,10,1.2409762,65,0.012121212,0.34153813,0.129175947
3,504,18,1.4803609,67,0.021818182,0.431616514,0.13363029
3,505,20,1.4380959,110,0.024242424,0.415712562,0.229398664
2,506,22,1.7612134,185,0.026666667,0.537298872,0.396436526
3,507,10,1.3272201,69,0.012121212,0.373990961,0.138084633
2,508,33,1.8833622,120,0.04,0.583262406,0.251670379
2,509,47,2.0682282,210,0.056969697,0.652825877,0.452115813
2,510,2,1.7601773,208,0.002424242,0.536908997,0.44766147
2,511,0,1.7601773,208,0,0.536908997,0.44766147
3,512,9,1.1087778,26,0.010909091,0.291793019,0.042316258
3,513,4,0.91666669,24,0.004848485,0.219503276,0.037861915
3,514,7,1.1,32,0.008484848,0.288490009,0.055679287
2,515,34,1.7700537,118,0.041212121,0.540625401,0.247216036
2,516,12,1.6338958,115,0.014545455,0.489390365,0.240534521
2,517,22,1.9233313,209,0.026666667,0.598302431,0.449888641
3,518,4,1.3068799,96,0.004848485,0.36633712,0.198218263
2,519,32,1.7704608,173,0.038787879,0.540778589,0.369710468
2,520,4,1.6819378,173,0.004848485,0.507468152,0.369710468
3,521,2,1.0102814,66,0.002424242,0.254729679,0.131403118
2,522,32,1.9643579,212,0.038787879,0.613740384,0.456570156
3,523,14,1.2829794,77,0.016969697,0.357343569,0.155902004
3,524,0,0.58170414,24,0,0.093459776,0.037861915
3,525,8,0.98510355,32,0.00969697,0.245255473,0.055679287
3,526,6,0.9792943,56,0.007272727,0.243069502,0.109131403
2,527,14,1.5872986,147,0.016969697,0.471856243,0.311804009
2,528,28,1.8883823,207,0.033939394,0.585151426,0.445434298
3,529,0,0.97627407,68,0,0.241933016,0.135857461
2,530,19,1.8883823,207,0.023030303,0.585151426,0.445434298
3,531,5,1.1950141,72,0.006060606,0.32424299,0.144766147
2,532,60,2.0045905,207,0.072727273,0.628879563,0.445434298
3,533,0,1.1125994,72,0,0.293231054,0.144766147
2,534,7,1.8883823,207,0.008484848,0.585151426,0.445434298
3,535,2,1.1950141,72,0.002424242,0.32424299,0.144766147
2,536,0,1.8351884,207,0,0.565135023,0.445434298
2,537,78,2.2539053,333,0.094545455,0.722694558,0.726057906
2,538,173,2.5911891,250,0.20969697,0.849611524,0.541202673
2,539,11,2.0004239,177,0.013333333,0.627311707,0.378619154
2,540,6,2.0907433,106,0.007272727,0.661298113,0.220489978
2,541,12,2.0004239,177,0.014545455,0.627311707,0.378619154
2,542,73,2.1362436,230,0.088484848,0.678419481,0.496659243
2,543,0,2.0004239,177,0,0.627311707,0.378619154
2,544,29,2.1163981,191,0.035151515,0.670951792,0.409799555
2,545,27,2.1163981,191,0.032727273,0.670951792,0.409799555
2,546,4,2.0004239,177,0.004848485,0.627311707,0.378619154
2,547,8,2.0004239,177,0.00969697,0.627311707,0.378619154
2,548,7,2.0004239,177,0.008484848,0.627311707,0.378619154
2,549,6,2.0004239,177,0.007272727,0.627311707,0.378619154
2,550,0,1.6406983,207,0,0.491950086,0.445434298
2,551,3,1.4505,152,0.003636364,0.420380117,0.322939866
2,552,146,2.6109643,208,0.176969697,0.85705276,0.44766147
2,553,117,2.4998593,208,0.141818182,0.815244913,0.44766147
2,554,6,2.1024222,203,0.007272727,0.665692782,0.436525612
2,555,0,1.7852225,128,0,0.546333288,0.269487751
2,556,1,1.7269484,126,0.001212121,0.52440525,0.265033408
2,557,0,1.9174613,128,0,0.596093601,0.269487751
2,558,2,1.9174613,128,0.002424242,0.596093601,0.269487751
2,559,0,1.9174613,128,0,0.596093601,0.269487751
2,560,0,1.9174613,128,0,0.596093601,0.269487751
2,561,81,2.3847063,176,0.098181818,0.771913839,0.376391982
2,562,0,1.9174613,128,0,0.596093601,0.269487751
2,563,0,1.9174613,128,0,0.596093601,0.269487751
2,564,8,1.9174613,128,0.00969697,0.596093601,0.269487751
2,565,5,1.9174613,128,0.006060606,0.596093601,0.269487751
2,566,1,1.7269484,126,0.001212121,0.52440525,0.265033408
1,567,515,2.8958745,341,0.624242424,0.964261995,0.743875278
2,568,35,2.1802278,244,0.042424242,0.694970354,0.527839644
3,569,5,1.3431821,123,0.006060606,0.379997323,0.258351893
2,570,5,1.896242,191,0.006060606,0.588108962,0.409799555
2,571,4,1.8528867,194,0.004848485,0.571794739,0.416481069
2,572,26,1.9321858,192,0.031515152,0.601634302,0.412026726
2,573,41,2.1150789,222,0.04969697,0.670455388,0.478841871
2,574,86,2.280468,244,0.104242424,0.732689871,0.527839644
2,575,19,2.2081959,246,0.023030303,0.705494507,0.532293987
2,576,17,1.9321858,192,0.020606061,0.601634302,0.412026726
2,577,3,1.9710253,220,0.003636364,0.616249269,0.474387528
2,578,23,2.2120357,259,0.027878788,0.706939391,0.561247216
2,579,19,1.9161526,201,0.023030303,0.595601148,0.432071269
2,580,46,2.0729513,245,0.055757576,0.654603138,0.530066815
2,581,8,1.9378124,217,0.00969697,0.603751543,0.467706013
3,582,3,1.3812032,133,0.003636364,0.394304333,0.280623608
2,583,0,1.4045529,152,0,0.403090622,0.322939866
2,584,0,1.4045529,164,0,0.403090622,0.349665924
3,585,12,1.3636364,97,0.014545455,0.387694098,0.200445434
3,586,18,1.2906152,65,0.021818182,0.360216855,0.129175947
3,587,22,1.632839,95,0.026666667,0.4889927,0.195991091
2,588,204,2.3332648,161,0.247272727,0.752556849,0.34298441
2,589,14,1.5469,140,0.016969697,0.4566546,0.296213808
3,590,14,1.3455029,84,0.016969697,0.38087062,0.171492205
2,591,22,1.632839,100,0.026666667,0.4889927,0.207126949
3,592,6,1.1768752,73,0.007272727,0.31741748,0.146993318
2,593,20,1.7164973,151,0.024242424,0.520472592,0.320712695
3,594,6,0.84912294,23,0.007272727,0.194087149,0.035634744
3,595,0,0.42239243,10,0,0.033512163,0.006681514
3,596,5,1.238816,71,0.006060606,0.340725265,0.142538976
3,597,11,1.2196002,59,0.013333333,0.333494527,0.115812918
3,598,5,1.238816,71,0.006060606,0.340725265,0.142538976
3,599,22,1.6249448,95,0.026666667,0.486022181,0.195991091
2,600,18,1.5842677,117,0.021818182,0.470715741,0.244988864
3,601,4,0.88468331,46,0.004848485,0.207468208,0.086859688
3,602,0,0.33333334,13,0,0,0.013363029
2,603,0,1.4905715,140,0,0.435458675,0.296213808
2,604,11,1.6030675,140,0.013333333,0.477789943,0.296213808
3,605,2,1.3746208,88,0.002424242,0.391827433,0.180400891
3,606,5,1.3746208,88,0.006060606,0.391827433,0.180400891
2,607,37,1.9914135,186,0.044848485,0.623921172,0.398663697
2,608,31,1.9577465,176,0.037575758,0.611252572,0.376391982
3,609,0,1.367028,116,0,0.388970328,0.242761693
2,610,40,2.1118128,203,0.048484848,0.669226383,0.436525612
2,611,14,2.1118128,203,0.016969697,0.669226383,0.436525612
2,612,10,1.6211112,119,0.012121212,0.484579631,0.249443207
2,613,139,2.4495916,208,0.168484848,0.796329614,0.44766147
3,614,4,1.5490618,119,0.004848485,0.457468067,0.249443207
2,615,9,1.6992515,137,0.010909091,0.513983147,0.289532294
2,616,117,2.3032792,222,0.141818182,0.741273528,0.478841871
2,617,27,2.1448686,205,0.032727273,0.681664994,0.440979955
3,618,14,1.5598243,89,0.016969697,0.461517902,0.182628062
3,619,3,1.3274732,104,0.003636364,0.3740862,0.216035635
2,620,35,1.9999412,190,0.042424242,0.627130071,0.407572383
2,621,22,1.7700537,137,0.026666667,0.540625401,0.289532294
2,622,25,1.8912494,139,0.03030303,0.58623029,0.293986637
3,623,0,1.2552096,72,0,0.346894035,0.144766147
3,624,10,1.3076391,69,0.012121212,0.3666228,0.138084633
2,625,18,1.5469,115,0.021818182,0.4566546,0.240534521
3,626,5,1.2829794,85,0.006060606,0.357343569,0.173719376
2,627,26,1.7426945,133,0.031515152,0.530330371,0.280623608
2,628,48,1.9686921,184,0.058181818,0.615371306,0.394209354
3,629,0,1.0102814,67,0,0.254729679,0.13363029
2,630,69,2.1475871,240,0.083636364,0.682687942,0.518930958
2,631,36,2.1118128,216,0.043636364,0.669226383,0.465478842
2,632,5,1.9976608,235,0.006060606,0.626271977,0.5077951
2,633,18,1.8649745,186,0.021818182,0.576343274,0.398663697
3,634,5,1.2639573,100,0.006060606,0.350185718,0.207126949
2,635,34,1.7081656,121,0.041212121,0.517337446,0.25389755
2,636,159,2.3868177,185,0.192727273,0.77270834,0.396436526
2,637,24,1.6791822,128,0.029090909,0.506431244,0.269487751
2,638,26,1.6741856,106,0.031515152,0.504551067,0.220489978
3,639,2,1.3304729,71,0.002424242,0.375214961,0.142538976
2,640,17,1.7821976,97,0.020606061,0.545195045,0.200445434
2,641,128,2.2522225,132,0.155151515,0.722061335,0.278396437
2,642,18,1.6794915,99,0.021818182,0.506547631,0.204899777
2,643,55,2.1240644,136,0.066666667,0.673836554,0.287305122
3,644,10,1.5395753,84,0.012121212,0.453898379,0.171492205
2,645,13,1.7821976,106,0.015757576,0.545195045,0.220489978
2,646,6,1.7821976,97,0.007272727,0.545195045,0.200445434
3,647,5,1.4382962,81,0.006060606,0.415787933,0.16481069
3,648,14,1.4382962,83,0.016969697,0.415787933,0.169265033
3,649,7,1.3088794,79,0.008484848,0.367089515,0.160356347
2,650,48,1.8337219,122,0.058181818,0.564583192,0.256124722
3,651,2,1.3088794,79,0.002424242,0.367089515,0.160356347
2,652,50,1.8839605,124,0.060606061,0.583487541,0.260579065
3,653,11,1.6071428,91,0.013333333,0.479323443,0.187082405
2,654,31,1.9582232,187,0.037575758,0.61143195,0.400890869
2,655,132,2.1973,251,0.16,0.701394475,0.543429844
2,656,8,1.6741856,133,0.00969697,0.504551067,0.280623608
2,657,104,2.1680176,140,0.126060606,0.690375762,0.296213808
3,658,15,1.6118186,101,0.018181818,0.481082906,0.20935412
2,659,19,1.6741856,133,0.023030303,0.504551067,0.280623608
2,660,6,1.6741856,133,0.007272727,0.504551067,0.280623608
3,661,0,1.6118186,101,0,0.481082906,0.20935412
2,662,23,1.7269484,101,0.027878788,0.52440525,0.20935412
3,663,0,0.33333334,7,0,0,0
3,664,4,0.70398736,9,0.004848485,0.13947389,0.004454343
3,665,6,0.87255627,11,0.007272727,0.202904908,0.008908686
3,666,6,0.84912294,14,0.007272727,0.194087149,0.0155902
3,667,6,0.8619656,23,0.007272727,0.198919731,0.035634744
3,668,8,1.1208336,61,0.00969697,0.296329512,0.120267261
2,669,21,1.8649745,186,0.025454545,0.576343274,0.398663697
3,670,5,1.1950141,82,0.006060606,0.32424299,0.167037862
3,671,0,1.4669775,116,0,0.426580457,0.242761693
2,672,48,1.8688198,143,0.058181818,0.577790227,0.302895323
2,673,85,1.9091762,148,0.103030303,0.59297599,0.31403118
3,674,20,1.5688319,88,0.024242424,0.464907384,0.180400891
2,675,74,1.7821976,78,0.08969697,0.545195045,0.158129176
3,676,28,1.6132691,50,0.033939394,0.481628716,0.095768374
3,677,42,1.5405476,44,0.050909091,0.454264247,0.082405345
3,678,10,1.1365665,42,0.012121212,0.302249666,0.077951002
3,679,8,1.241593,74,0.00969697,0.341770226,0.14922049
3,680,8,1,26,0.00969697,0.250860877,0.042316258
3,681,0,0.49860358,14,0,0.062189757,0.0155902
3,682,0,0.56608194,20,0,0.087581278,0.028953229
3,683,10,1.1768752,62,0.012121212,0.31741748,0.122494432
3,684,14,1.469555,100,0.016969697,0.427550348,0.207126949
3,685,8,1.0445806,39,0.00969697,0.26763617,0.071269488
3,686,14,1.2736844,17,0.016969697,0.353845942,0.022271715
2,687,26,1.8614054,189,0.031515152,0.575000252,0.405345212
3,688,0,0.94150019,76,0,0.228847907,0.153674833
3,689,19,1.5346701,110,0.023030303,0.452052595,0.229398664
3,690,2,0.91666669,43,0.002424242,0.219503276,0.080178174
3,691,4,1.4538981,110,0.004848485,0.421658793,0.229398664
3,692,4,1.0445806,47,0.004848485,0.26763617,0.08908686
2,693,21,1.5887082,112,0.025454545,0.472386663,0.233853007
3,694,5,1.0445806,47,0.006060606,0.26763617,0.08908686
3,695,3,1.152335,84,0.003636364,0.308183216,0.171492205
2,696,26,1.896242,191,0.031515152,0.588108962,0.409799555
2,697,51,2.0398967,184,0.061818182,0.642164979,0.394209354
2,698,114,2.2398014,198,0.138181818,0.717387383,0.425389755
3,699,9,1.4380959,99,0.010909091,0.415712562,0.204899777
3,700,2,1.3304729,78,0.002424242,0.375214961,0.158129176
2,701,86,1.9914135,174,0.104242424,0.623921172,0.371937639
2,702,6,1.8572819,174,0.007272727,0.573448615,0.371937639
3,703,3,1.3443909,82,0.003636364,0.380452184,0.167037862
3,704,0,1.3443909,82,0,0.380452184,0.167037862
3,705,17,1.5365106,84,0.020606061,0.452745159,0.171492205
3,706,2,1.2857143,93,0.002424242,0.358372688,0.191536748
2,707,24,1.8572819,175,0.029090909,0.573448615,0.374164811
3,708,14,1.5302317,115,0.016969697,0.450382464,0.240534521
3,709,18,1.3845592,59,0.021818182,0.395567166,0.115812918
3,710,23,1.4744722,30,0.027878788,0.429400648,0.051224944
3,711,18,1.5,90,0.021818182,0.439006537,0.184855234
3,712,27,1.3873683,44,0.032727273,0.396624206,0.082405345
3,713,10,1.1058542,29,0.012121212,0.290692894,0.048997773
3,714,8,1.0207884,26,0.00969697,0.258683372,0.042316258
3,715,18,1.2063863,27,0.021818182,0.328522251,0.04454343
3,716,12,1.2052853,29,0.014545455,0.328107954,0.048997773
3,717,19,1.4244281,33,0.023030303,0.410569487,0.057906459
3,718,4,1.1,26,0.004848485,0.288490009,0.042316258
3,719,0,1.1,26,0,0.288490009,0.042316258
3,720,6,0.84912294,16,0.007272727,0.194087149,0.020044543
3,721,0,0.42239243,10,0,0.033512163,0.006681514
3,722,4,0.98510355,22,0.004848485,0.245255473,0.033407572
3,723,1,0.69804502,14,0.001212121,0.137237839,0.0155902
3,724,2,0.98510355,22,0.002424242,0.245255473,0.033407572
3,725,10,1.1,25,0.012121212,0.288490009,0.040089087
3,726,6,0.8870222,20,0.007272727,0.208348312,0.028953229
3,727,6,0.87255627,13,0.007272727,0.202904908,0.013363029
3,728,4,0.70398736,9,0.004848485,0.13947389,0.004454343
3,729,0,0.33333334,7,0,0,0
2,730,54,1.8855816,106,0.065454545,0.584097547,0.220489978
2,731,62,1.8337219,88,0.075151515,0.564583192,0.180400891
3,732,18,1.6100973,89,0.021818182,0.480435196,0.182628062
3,733,12,1.2552096,54,0.014545455,0.346894035,0.10467706
3,734,6,0.91666669,28,0.007272727,0.219503276,0.046770601
3,735,6,0.84912294,16,0.007272727,0.194087149,0.020044543
3,736,6,0.87255627,11,0.007272727,0.202904908,0.008908686
3,737,4,0.70398736,9,0.004848485,0.13947389,0.004454343
3,738,0,0.33333334,7,0,0,0
3,739,9,1.3304729,56,0.010909091,0.375214961,0.109131403
3,740,6,1.2726263,55,0.007272727,0.353447788,0.106904232
2,741,60,1.8833622,97,0.072727273,0.583262406,0.200445434
3,742,0,0.62688404,29,0,0.11046058,0.048997773
3,743,12,1.2726263,56,0.014545455,0.353447788,0.109131403
3,744,14,1.3746208,66,0.016969697,0.391827433,0.131403118
3,745,8,1.1460608,59,0.00969697,0.305822289,0.115812918
3,746,29,1.5226898,86,0.035151515,0.447544512,0.175946548
3,747,6,1.0207884,35,0.007272727,0.258683372,0.062360802
3,748,3,0.94787496,37,0.003636364,0.231246677,0.066815145
3,749,11,1.4380959,83,0.013333333,0.415712562,0.169265033
3,750,1,1,34,0.001212121,0.250860877,0.06013363
3,751,10,1.4135897,64,0.012121212,0.406491091,0.126948775
3,752,2,1.5717616,99,0.002424242,0.466009805,0.204899777
2,753,34,1.6926663,99,0.041212121,0.511505194,0.204899777
3,754,2,1.0102814,46,0.002424242,0.254729679,0.086859688
3,755,4,1.1708162,70,0.004848485,0.315137531,0.140311804
2,756,10,1.5898042,150,0.012121212,0.472799078,0.318485523
2,757,14,1.5448476,148,0.016969697,0.4558823,0.31403118
3,758,0,0.68232477,46,0,0.131322446,0.086859688
3,759,2,1.0952908,53,0.002424242,0.286717978,0.102449889
3,760,4,1.2186118,72,0.004848485,0.3331226,0.144766147
3,761,6,0.9792943,42,0.007272727,0.243069502,0.077951002
3,762,16,1.5212561,92,0.019393939,0.447005023,0.189309577
3,763,6,0.91666669,36,0.007272727,0.219503276,0.064587973
3,764,12,1.3272201,66,0.014545455,0.373990961,0.131403118
3,765,20,1.4896638,71,0.024242424,0.435117115,0.142538976
3,766,1,1.3636364,74,0.001212121,0.387694098,0.14922049
3,767,5,1.3636364,74,0.006060606,0.387694098,0.14922049
2,768,39,1.7555087,104,0.047272727,0.535152243,0.216035635
3,769,8,1.1460608,53,0.00969697,0.305822289,0.102449889
3,770,6,0.8870222,32,0.007272727,0.208348312,0.055679287
3,771,8,1.0697098,38,0.00969697,0.27709207,0.069042316
3,772,5,1.6211112,100,0.006060606,0.484579631,0.207126949
3,773,11,1.1561403,48,0.013333333,0.309615117,0.091314031
3,774,0,0.58170414,20,0,0.093459776,0.028953229
2,775,7,1.6503496,110,0.008484848,0.495581787,0.229398664
2,776,13,1.6503496,110,0.015757576,0.495581787,0.229398664
3,777,10,1.1768752,43,0.012121212,0.31741748,0.080178174
3,778,12,1.3088794,73,0.014545455,0.367089515,0.146993318
3,779,1,0.9792943,31,0.001212121,0.243069502,0.053452116
3,780,8,1.2052853,39,0.00969697,0.328107954,0.071269488
3,781,14,1.2989333,40,0.016969697,0.363346883,0.073496659
3,782,4,0.80638385,22,0.004848485,0.178004801,0.033407572
3,783,0,0.33333334,11,0,0,0.008908686
3,784,6,0.87255627,11,0.007272727,0.202904908,0.008908686
3,785,0,0.42239243,9,0,0.033512163,0.004454343
3,786,0,0.58170414,11,0,0.093459776,0.008908686
2,787,41,1.8597906,72,0.04969697,0.574392617,0.144766147
3,788,5,1.2196002,56,0.006060606,0.333494527,0.109131403
3,789,5,1,33,0.006060606,0.250860877,0.057906459
3,790,22,1.4028426,57,0.026666667,0.402447051,0.111358575
3,791,6,0.8870222,29,0.007272727,0.208348312,0.048997773
2,792,10,1.4350866,154,0.012121212,0.414580188,0.327394209
3,793,12,1.2906152,81,0.014545455,0.360216855,0.16481069
3,794,18,1.2241485,61,0.021818182,0.335206012,0.120267261
3,795,10,1.1768752,42,0.012121212,0.31741748,0.077951002
3,796,26,1.5364467,48,0.031515152,0.452721114,0.091314031
3,797,55,1.7925211,49,0.066666667,0.549079688,0.093541203
3,798,12,1.238816,39,0.014545455,0.340725265,0.071269488
3,799,8,1.0207884,25,0.00969697,0.258683372,0.040089087
3,800,14,1.2736844,16,0.016969697,0.353845942,0.020044543
3,801,6,0.87255627,11,0.007272727,0.202904908,0.008908686
3,802,0,0.42239243,9,0,0.033512163,0.004454343
3,803,0,0.58170414,11,0,0.093459776,0.008908686
3,804,9,1.2123377,35,0.010909091,0.330761711,0.062360802
3,805,4,0.91666669,28,0.004848485,0.219503276,0.046770601
3,806,7,1.0445806,35,0.008484848,0.26763617,0.062360802
3,807,27,1.5365106,52,0.032727273,0.452745159,0.100222717
2,808,69,1.8959359,56,0.083636364,0.58799378,0.109131403
3,809,10,1.4724894,51,0.012121212,0.428654537,0.097995546
3,810,18,1.3873369,45,0.021818182,0.396612391,0.084632517
3,811,10,1.3076391,41,0.012121212,0.3666228,0.075723831
3,812,3,0.8870222,28,0.003636364,0.208348312,0.046770601
3,813,2,1.1561403,41,0.002424242,0.309615117,0.075723831
3,814,12,1.3088794,46,0.014545455,0.367089515,0.086859688
3,815,57,1.7669872,48,0.069090909,0.539471503,0.091314031
2,816,126,2.1023719,54,0.152727273,0.665673855,0.10467706
3,817,46,1.7269484,53,0.055757576,0.52440525,0.102449889
3,818,10,1.2409762,42,0.012121212,0.34153813,0.077951002
3,819,18,1.2222222,28,0.021818182,0.334481162,0.046770601
3,820,8,0.98558021,21,0.00969697,0.245434836,0.031180401
3,821,6,0.84912294,15,0.007272727,0.194087149,0.017817372
3,822,0,0.42239243,10,0,0.033512163,0.006681514
3,823,36,1.4666082,42,0.043636364,0.426441493,0.077951002
3,824,0,0.80638385,25,0,0.178004801,0.040089087
3,825,10,1.1,26,0.012121212,0.288490009,0.042316258
3,826,4,0.72781962,15,0.004848485,0.148441763,0.017817372
3,827,0,0.33333334,9,0,0,0.004454343
3,828,14,1.3304729,51,0.016969697,0.375214961,0.097995546
3,829,6,1.0102814,34,0.007272727,0.254729679,0.06013363
3,830,10,1.1058542,33,0.012121212,0.290692894,0.057906459
3,831,16,1.4652896,78,0.019393939,0.425945315,0.158129176
3,832,1,1.0697098,32,0.001212121,0.27709207,0.055679287
3,833,1,0.69804502,19,0.001212121,0.137237839,0.026726058
3,834,5,1.0697098,32,0.006060606,0.27709207,0.055679287
3,835,10,1.1191936,28,0.012121212,0.295712394,0.046770601
3,836,6,0.8870222,22,0.007272727,0.208348312,0.033407572
3,837,6,0.8619656,20,0.007272727,0.198919731,0.028953229
3,838,8,1,28,0.00969697,0.250860877,0.046770601
3,839,22,1.3443909,44,0.026666667,0.380452184,0.082405345
3,840,12,1.238816,39,0.014545455,0.340725265,0.071269488
3,841,38,1.606352,47,0.046060606,0.479025872,0.08908686
3,842,0,0.87048382,29,0,0.202125063,0.048997773
3,843,0,1.1768752,37,0,0.31741748,0.066815145
3,844,0,1.1768752,37,0,0.31741748,0.066815145
3,845,0,1.1768752,37,0,0.31741748,0.066815145
3,846,0,1.1768752,37,0,0.31741748,0.066815145
2,847,11,1.5887082,123,0.013333333,0.472386663,0.258351893
2,848,39,1.9145788,173,0.047272727,0.595008941,0.369710468
2,849,20,1.8020762,168,0.024242424,0.552675189,0.35857461
2,850,32,1.820729,157,0.038787879,0.559694076,0.334075724
2,851,22,1.6178579,118,0.026666667,0.483355442,0.247216036
3,852,1,1.0207884,45,0.001212121,0.258683372,0.084632517
3,853,0,1.0207884,45,0,0.258683372,0.084632517
3,854,0,1.0207884,45,0,0.258683372,0.084632517
2,855,20,1.6178579,118,0.024242424,0.483355442,0.247216036
2,856,94,2.2008162,242,0.113939394,0.70271759,0.523385301
2,857,66,1.9999412,188,0.08,0.627130071,0.40311804
3,858,18,1.5887082,104,0.021818182,0.472386663,0.216035635
2,859,41,1.8,77,0.04969697,0.551893933,0.155902004
3,860,2,1.2552096,62,0.002424242,0.346894035,0.122494432
2,861,103,2.3100555,99,0.124848485,0.743823391,0.204899777
2,862,61,1.9323636,140,0.073939394,0.601701207,0.296213808
2,863,34,1.7379411,76,0.041212121,0.528541708,0.153674833
3,864,7,1.4380959,101,0.008484848,0.415712562,0.20935412
3,865,8,1.0952908,47,0.00969697,0.286717978,0.08908686
3,866,0,0.49860358,21,0,0.062189757,0.031180401
2,867,37,1.7426945,106,0.044848485,0.530330371,0.220489978
3,868,23,1.6071428,69,0.027878788,0.479323443,0.138084633
3,869,10,1.1981546,53,0.012121212,0.325424733,0.102449889
3,870,17,1.2123377,50,0.020606061,0.330761711,0.095768374
3,871,10,1.3088794,77,0.012121212,0.367089515,0.155902004
3,872,9,1.2409762,76,0.010909091,0.34153813,0.153674833
