Cluster_Kmeans_479126,Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3 n,Integration [HH] R3 n,Total Connectivity R3 n
2,1726,22,1.6261337,58,0.055979644,0.563805111,0.175257732
2,1727,22,1.6132691,67,0.055979644,0.55819471,0.206185567
2,1728,14,1.390353,86,0.03562341,0.460978435,0.271477663
2,1729,26,1.7257152,103,0.066157761,0.607233748,0.329896907
2,1730,56,2.1294835,106,0.142493639,0.783321749,0.340206186
2,1731,30,1.8344558,102,0.076335878,0.654656775,0.326460481
3,1732,10,1.2621337,89,0.025445293,0.405060523,0.281786942
3,1733,10,1.2409762,86,0.025445293,0.395833494,0.271477663
2,1734,28,1.7820429,115,0.071246819,0.631798906,0.371134021
1,1735,60,2.1456218,130,0.152671756,0.790359848,0.422680412
1,1736,59,2.072258,142,0.150127226,0.75836505,0.463917526
2,1737,32,1.7914909,130,0.081424936,0.635919288,0.422680412
2,1738,24,1.5517242,95,0.061068702,0.531354272,0.302405498
2,1739,17,1.4666082,71,0.043256997,0.494234205,0.219931271
2,1740,17,1.4666082,68,0.043256997,0.494234205,0.209621993
2,1741,23,1.5364467,64,0.058524173,0.524691578,0.195876289
2,1742,24,1.6132691,63,0.061068702,0.55819471,0.192439863
2,1743,20,1.5364467,69,0.050890585,0.524691578,0.213058419
3,1744,14,1.3746208,79,0.03562341,0.454117441,0.24742268
2,1745,26,1.7307693,87,0.066157761,0.6094379,0.274914089
2,1746,40,2.0454545,81,0.10178117,0.746675736,0.254295533
3,1747,0,1.5364467,68,0,0.524691578,0.209621993
3,1748,0,0.9216888,50,0,0.256588585,0.147766323
2,1749,20,1.6981779,66,0.050890585,0.595224415,0.202749141
2,1750,52,2.1023719,77,0.132315522,0.771498069,0.240549828
2,1751,32,1.7909094,79,0.081424936,0.635665689,0.24742268
2,1752,20,1.4135897,74,0.050890585,0.471112227,0.23024055
3,1753,16,1.31797,60,0.040712468,0.429411376,0.182130584
2,1754,20,1.4666082,61,0.050890585,0.494234205,0.18556701
2,1755,21,1.5364467,62,0.053435115,0.524691578,0.189003436
2,1756,22,1.5364467,67,0.055979644,0.524691578,0.206185567
2,1757,29,1.6261337,62,0.073791349,0.563805111,0.189003436
2,1758,29,1.6261337,61,0.073791349,0.563805111,0.18556701
2,1759,24,1.5364467,71,0.061068702,0.524691578,0.219931271
2,1760,22,1.4803609,83,0.055979644,0.500231915,0.261168385
2,1761,46,1.8416041,108,0.117048346,0.657774231,0.347079038
1,1762,67,2.1783681,118,0.170483461,0.804640886,0.381443299
2,1763,54,2.1603272,119,0.13740458,0.796773042,0.384879725
2,1764,28,1.7821976,104,0.071246819,0.631866373,0.333333333
3,1765,10,1.1981546,68,0.025445293,0.377158501,0.209621993
3,1766,6,0.94787496,47,0.015267176,0.268008671,0.137457045
3,1767,10,1.1768752,60,0.025445293,0.36787831,0.182130584
2,1768,26,1.7379411,84,0.066157761,0.612565604,0.264604811
2,1769,46,1.9731473,99,0.117048346,0.715141734,0.316151203
2,1770,36,1.7852225,96,0.091603053,0.633185567,0.305841924
2,1771,32,1.6673985,91,0.081424936,0.581801165,0.288659794
2,1772,26,1.606352,69,0.066157761,0.555178084,0.213058419
3,1773,20,1.3845592,52,0.050890585,0.458451692,0.154639175
3,1774,0,1.3076391,56,0,0.424905951,0.16838488
2,1775,29,1.6132691,67,0.073791349,0.55819471,0.206185567
3,1776,0,1.3076391,55,0,0.424905951,0.164948454
2,1777,30,1.606352,74,0.076335878,0.555178084,0.23024055
3,1778,0,0.72781962,25,0,0.172040005,0.06185567
3,1779,0,0.49860358,23,0,0.072076253,0.054982818
3,1780,8,1.0697098,55,0.020356234,0.321142246,0.164948454
2,1781,22,1.6071428,86,0.055979644,0.555522961,0.271477663
2,1782,25,1.6666666,83,0.063613232,0.581481975,0.261168385
2,1783,18,1.4666082,67,0.045801527,0.494234205,0.206185567
3,1784,14,1.3304729,65,0.03562341,0.434864034,0.199312715
3,1785,12,1.2552096,61,0.030534351,0.402040843,0.18556701
2,1786,22,1.6071428,86,0.055979644,0.555522961,0.271477663
2,1787,31,1.7257152,89,0.078880407,0.607233748,0.281786942
2,1788,30,1.7495173,72,0.076335878,0.617614118,0.223367698
2,1789,16,1.550553,58,0.040712468,0.530843498,0.175257732
3,1790,0,1.3873369,58,0,0.459663079,0.175257732
2,1791,31,1.6734514,72,0.078880407,0.584440904,0.223367698
2,1792,34,1.7269484,88,0.086513995,0.607771561,0.278350515
2,1793,22,1.6042534,82,0.055979644,0.55426286,0.257731959
3,1794,10,1.1768752,62,0.025445293,0.36787831,0.189003436
3,1795,10,1.2196002,73,0.025445293,0.386511174,0.226804124
2,1796,26,1.7288883,105,0.066157761,0.608617574,0.336769759
2,1797,32,1.7841618,110,0.081424936,0.632722983,0.35395189
3,1798,0,0.84615386,36,0,0.223646929,0.099656357
3,1799,10,1.2621337,93,0.025445293,0.405060523,0.295532646
2,1800,30,1.8344153,130,0.076335878,0.654639113,0.422680412
1,1801,61,2.1163981,147,0.155216285,0.777615056,0.481099656
2,1802,28,1.787379,128,0.071246819,0.634126041,0.41580756
3,1803,12,1.3088794,84,0.030534351,0.42544686,0.264604811
3,1804,14,1.3304729,70,0.03562341,0.434864034,0.216494845
2,1805,22,1.4666082,67,0.055979644,0.494234205,0.206185567
2,1806,27,1.6666666,83,0.06870229,0.581481975,0.261168385
2,1807,66,1.9329244,118,0.167938931,0.697600064,0.381443299
1,1808,90,2.1240644,131,0.229007634,0.780958417,0.426116838
1,1809,60,2.063493,152,0.152671756,0.754542533,0.498281787
2,1810,38,1.8518485,161,0.096692112,0.662241932,0.529209622
2,1811,40,1.8912494,164,0.10178117,0.679425117,0.5395189
1,1812,48,2.1057987,168,0.122137405,0.772992536,0.553264605
1,1813,89,2.1525943,164,0.226463104,0.793400635,0.5395189
1,1814,80,2.0609944,151,0.203562341,0.753452865,0.494845361
1,1815,78,2.0326941,117,0.198473282,0.741110778,0.378006873
2,1816,44,1.7909094,81,0.111959288,0.635665689,0.254295533
2,1817,34,1.7257152,88,0.086513995,0.607233748,0.278350515
2,1818,32,1.6684235,74,0.081424936,0.582248179,0.23024055
2,1819,36,1.6828449,69,0.091603053,0.588537517,0.213058419
2,1820,20,1.4724894,74,0.050890585,0.496799064,0.23024055
2,1821,22,1.5598243,101,0.055979644,0.534886818,0.323024055
2,1822,24,1.7288883,118,0.061068702,0.608617574,0.381443299
2,1823,31,1.7257152,107,0.078880407,0.607233748,0.343642612
2,1824,32,1.6118186,99,0.081424936,0.557562131,0.316151203
2,1825,40,1.7372102,114,0.10178117,0.61224685,0.367697595
2,1826,48,1.8427275,130,0.122137405,0.658264159,0.422680412
2,1827,60,1.9363272,116,0.152671756,0.699084065,0.374570447
2,1828,20,1.5405476,58,0.050890585,0.526480028,0.175257732
3,1829,10,1.1191936,37,0.025445293,0.342722701,0.103092784
3,1830,6,0.8870222,27,0.015267176,0.241470082,0.068728522
3,1831,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1832,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1833,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1834,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1835,6,0.8870222,27,0.015267176,0.241470082,0.068728522
3,1836,10,1.1191936,41,0.025445293,0.342722701,0.116838488
2,1837,20,1.5405476,60,0.050890585,0.526480028,0.182130584
2,1838,45,1.8599865,68,0.114503817,0.665791007,0.209621993
3,1839,0,0.42239243,12,0,0.038839694,0.017182131
3,1840,8,1,26,0.020356234,0.290741,0.065292096
2,1841,22,1.606352,70,0.055979644,0.555178084,0.216494845
3,1842,10,1.1365665,44,0.025445293,0.350299222,0.127147766
3,1843,6,0.8870222,28,0.015267176,0.241470082,0.072164948
3,1844,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1845,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1846,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1847,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1848,6,0.8870222,28,0.015267176,0.241470082,0.072164948
3,1849,10,1.1365665,41,0.025445293,0.350299222,0.116838488
2,1850,22,1.6474625,53,0.055979644,0.573106846,0.158075601
2,1851,48,1.8328277,72,0.122137405,0.653946742,0.223367698
3,1852,0,1.3938289,63,0,0.462494315,0.192439863
3,1853,0,1.0207884,36,0,0.299807061,0.099656357
3,1854,20,1.3988512,42,0.050890585,0.464684597,0.120274914
3,1855,14,1.3270249,31,0.03562341,0.433360322,0.082474227
3,1856,6,0.87255627,11,0.015267176,0.235161323,0.013745704
3,1857,4,0.70398736,9,0.010178117,0.161646482,0.006872852
3,1858,0,0.33333334,7,0,0,0
3,1859,0,0.68957245,30,0,0.155359974,0.079037801
2,1860,32,1.6118186,94,0.081424936,0.557562131,0.298969072
3,1861,12,1.2123377,50,0.030534351,0.383343914,0.147766323
3,1862,8,1.0207884,41,0.020356234,0.299807061,0.116838488
3,1863,10,1.1768752,55,0.025445293,0.36787831,0.164948454
2,1864,24,1.7572933,61,0.061068702,0.621005321,0.18556701
2,1865,34,2.2515697,63,0.086513995,0.836564946,0.192439863
2,1866,13,1.8294003,62,0.03307888,0.652452013,0.189003436
3,1867,6,1.471094,58,0.015267176,0.496190514,0.175257732
3,1868,12,1.3057258,46,0.030534351,0.424071539,0.134020619
3,1869,16,1.4028426,71,0.040712468,0.466425293,0.219931271
3,1870,8,1.0207884,35,0.020356234,0.299807061,0.096219931
3,1871,6,0.8619656,21,0.015267176,0.23054261,0.048109966
3,1872,6,0.84912294,15,0.015267176,0.224941779,0.027491409
3,1873,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1874,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1875,6,0.84912294,14,0.015267176,0.224941779,0.024054983
3,1876,6,0.84912294,16,0.015267176,0.224941779,0.030927835
3,1877,6,0.8870222,29,0.015267176,0.241470082,0.075601375
3,1878,10,1.1561403,51,0.025445293,0.358835582,0.151202749
2,1879,24,1.7217885,62,0.061068702,0.605521269,0.189003436
2,1880,34,2.1510253,64,0.086513995,0.792716376,0.195876289
2,1881,15,1.8828143,61,0.038167939,0.675746473,0.18556701
3,1882,0,1.1058542,44,0,0.336905235,0.127147766
2,1883,19,1.8105773,58,0.048346056,0.644243087,0.175257732
2,1884,14,1.8294003,63,0.03562341,0.652452013,0.192439863
2,1885,13,1.7925211,64,0.03307888,0.63636857,0.195876289
2,1886,27,1.8828143,60,0.06870229,0.675746473,0.182130584
3,1887,5,1.3873683,56,0.012722646,0.459676773,0.16838488
