Ref,Choice R3,Integration [HH] R3,Total Depth R3,Choice R3,Integration [HH] R3,Total Depth R3
7098,36,1.6828449,39,0.272727273,0.652115926,0.336734694
7099,0,1.0207884,23,0,0.332194556,0.173469388
7100,78,2.1240644,72,0.590909091,0.865323631,0.673469388
7101,16,1.3873369,34,0.121212121,0.509319466,0.285714286
7102,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7103,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7104,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7105,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7106,8,1.0445806,26,0.060606061,0.34369151,0.204081633
7107,18,1.4803609,45,0.136363636,0.554270865,0.397959184
7108,36,1.6666666,48,0.272727273,0.644298188,0.428571429
7109,28,1.5365106,41,0.212121212,0.581403729,0.357142857
7110,0,1.1561403,31,0,0.397599797,0.255102041
7111,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7112,8,1,20,0.060606061,0.322149109,0.142857143
7113,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7114,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7115,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7116,16,1.3873369,34,0.121212121,0.509319466,0.285714286
7117,18,1.3938289,37,0.136363636,0.512456554,0.316326531
7118,18,1.4028426,40,0.136363636,0.516812187,0.346938776
7119,0,0.8619656,15,0,0.25544762,0.091836735
7120,10,1.1,19,0.075757576,0.370471475,0.132653061
7121,10,1.1058542,22,0.075757576,0.373300363,0.163265306
7122,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7123,12,1.2222222,18,0.090909091,0.429532135,0.12244898
7124,8,1,20,0.060606061,0.322149109,0.142857143
7125,8,1,20,0.060606061,0.322149109,0.142857143
7126,12,1.2222222,18,0.090909091,0.429532135,0.12244898
7127,12,1.2222222,18,0.090909091,0.429532135,0.12244898
7128,8,0.98558021,17,0.060606061,0.315181125,0.112244898
7129,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7130,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7131,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7132,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7133,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7134,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7135,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7136,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7137,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7138,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7139,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7140,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7141,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7142,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7143,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7144,8,0.98558021,17,0.060606061,0.315181125,0.112244898
7145,12,1.2063863,21,0.090909091,0.421879854,0.153061224
7146,24,1.7495173,41,0.181818182,0.684333607,0.357142857
7147,14,1.3938289,37,0.106060606,0.512456554,0.316326531
7148,16,1.4644111,33,0.121212121,0.546563544,0.275510204
7149,24,1.7495173,41,0.181818182,0.684333607,0.357142857
7150,14,1.3938289,37,0.106060606,0.512456554,0.316326531
7151,16,1.4644111,33,0.121212121,0.546563544,0.275510204
7152,24,1.7669872,38,0.181818182,0.692775477,0.326530612
7153,12,1.31797,35,0.090909091,0.475799738,0.295918367
7154,12,1.3076391,32,0.090909091,0.470807603,0.265306122
7155,24,1.7669872,38,0.181818182,0.692775477,0.326530612
7156,12,1.31797,35,0.090909091,0.475799738,0.295918367
7157,12,1.3076391,32,0.090909091,0.470807603,0.265306122
7158,24,1.550553,32,0.181818182,0.588189349,0.265306122
7159,22,1.4803609,45,0.166666667,0.554270865,0.397959184
7160,0,0.33333334,6,0,0,0
7161,4,0.69804502,10,0.03030303,0.176237316,0.040816327
7162,8,0.98510355,14,0.060606061,0.314950791,0.081632653
7163,12,1.2063863,21,0.090909091,0.421879854,0.153061224
7164,36,1.6700469,54,0.272727273,0.645931629,0.489795918
7165,29,1.9174613,50,0.21969697,0.765488123,0.448979592
7166,25,1.7257152,53,0.189393939,0.672831869,0.479591837
7167,33,1.7852225,52,0.25,0.701587205,0.469387755
7168,21,1.7307693,47,0.159090909,0.67527413,0.418367347
7169,27,1.6828449,39,0.204545455,0.652115926,0.336734694
7170,20,1.550553,32,0.151515152,0.588189349,0.265306122
7171,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7172,8,1,20,0.060606061,0.322149109,0.142857143
7173,6,0.8870222,18,0.045454545,0.267555562,0.12244898
7174,8,1,20,0.060606061,0.322149109,0.142857143
7175,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7176,18,1.3938289,37,0.136363636,0.512456554,0.316326531
7177,18,1.3873369,34,0.136363636,0.509319466,0.285714286
7178,12,1.2222222,18,0.090909091,0.429532135,0.12244898
7179,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7180,0,0.42239243,9,0,0.04303546,0.030612245
7181,12,1.2052853,24,0.090909091,0.421347824,0.183673469
7182,10,1.1365665,28,0.075757576,0.388141274,0.224489796
7183,16,1.3845592,31,0.121212121,0.507977216,0.255102041
7184,18,1.4635203,36,0.136363636,0.546133088,0.306122449
7185,8,1.1208336,35,0.060606061,0.380538764,0.295918367
7186,12,1.2123377,27,0.090909091,0.424755711,0.214285714
7187,22,1.6261337,34,0.166666667,0.624711732,0.285714286
7188,32,1.6042534,46,0.242424242,0.614138653,0.408163265
7189,22,1.8599865,37,0.166666667,0.737714939,0.316326531
7190,18,1.6828449,39,0.136363636,0.652115926,0.336734694
7191,18,1.6684235,45,0.136363636,0.645147164,0.397959184
7192,28,1.6981779,36,0.212121212,0.659525194,0.306122449
7193,20,1.3938289,37,0.151515152,0.512456554,0.316326531
7194,30,1.8135039,43,0.227272727,0.715253447,0.37755102
7195,0,0.78571427,23,0,0.218601172,0.173469388
7196,16,1.4896638,48,0.121212121,0.558766246,0.428571429
7197,0,0.68957245,17,0,0.172143169,0.112244898
7198,12,1.3006579,29,0.090909091,0.467434122,0.234693878
7199,0,0.68957245,17,0,0.172143169,0.112244898
7200,12,1.3006579,29,0.090909091,0.467434122,0.234693878
7201,32,1.6132691,37,0.242424242,0.618495253,0.316326531
7202,36,1.6684235,45,0.272727273,0.645147164,0.397959184
7203,50,1.8369439,57,0.378787879,0.72658021,0.520408163
7204,14,1.3938289,37,0.106060606,0.512456554,0.316326531
7205,0,0.73918515,20,0,0.1961172,0.142857143
7206,22,1.4803609,45,0.166666667,0.554270865,0.397959184
7207,30,1.7288883,59,0.227272727,0.674365186,0.540816327
7208,0,0.69804502,10,0,0.176237316,0.040816327
7209,0,0.69804502,10,0,0.176237316,0.040816327
7210,84,2.0876319,67,0.636363636,0.847718585,0.62244898
7211,58,1.9329244,67,0.439393939,0.772960259,0.62244898
7212,25,1.606352,40,0.189393939,0.615152746,0.346938776
7213,7,1.3873369,34,0.053030303,0.509319466,0.285714286
7214,7,1.3845592,31,0.053030303,0.507977216,0.255102041
7215,20,1.606352,40,0.151515152,0.615152746,0.346938776
7216,21,1.606352,40,0.159090909,0.615152746,0.346938776
7217,26,1.6666666,48,0.196969697,0.644298188,0.428571429
7218,36,1.6684235,45,0.272727273,0.645147164,0.397959184
7219,24,1.4644111,33,0.181818182,0.546563544,0.275510204
7220,16,1.3873369,34,0.121212121,0.509319466,0.285714286
7221,10,1.1365665,28,0.075757576,0.388141274,0.224489796
7222,12,1.2671746,15,0.090909091,0.451254199,0.091836735
7223,24,1.4803609,45,0.181818182,0.554270865,0.397959184
7224,40,1.7288883,59,0.303030303,0.674365186,0.540816327
7225,36,1.6673985,51,0.272727273,0.64465186,0.459183673
7226,0,1.0952908,32,0,0.368195879,0.265306122
7227,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7228,8,1,20,0.060606061,0.322149109,0.142857143
7229,6,0.8870222,18,0.045454545,0.267555562,0.12244898
7230,8,0.98558021,17,0.060606061,0.315181125,0.112244898
7231,12,1.2052853,24,0.090909091,0.421347824,0.183673469
7232,28,1.5405476,35,0.212121212,0.583354503,0.295918367
7233,28,1.5364467,38,0.212121212,0.581372851,0.326530612
7234,0,1.2241485,30,0,0.430462969,0.244897959
7235,16,1.3938289,37,0.121212121,0.512456554,0.316326531
7236,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7237,6,0.91666669,21,0.045454545,0.281880481,0.153061224
7238,10,1.1365665,28,0.075757576,0.388141274,0.224489796
7239,22,1.6037242,43,0.166666667,0.613882931,0.37755102
7240,40,1.7495173,41,0.303030303,0.684333607,0.357142857
7241,16,1.4255327,46,0.121212121,0.527776581,0.408163265
7242,18,1.4635203,36,0.136363636,0.546133088,0.306122449
7243,34,1.6684235,45,0.257575758,0.645147164,0.397959184
7244,16,1.3006579,29,0.121212121,0.467434122,0.234693878
7245,20,1.4803609,45,0.151515152,0.554270865,0.397959184
7246,12,1.2063863,21,0.090909091,0.421879854,0.153061224
7247,8,0.98558021,17,0.060606061,0.315181125,0.112244898
7248,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7249,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7250,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7251,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7252,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7253,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7254,8,1,20,0.060606061,0.322149109,0.142857143
7255,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7256,28,1.6673985,51,0.212121212,0.64465186,0.459183673
7257,34,1.7379411,44,0.257575758,0.678739714,0.387755102
7258,34,1.9244691,39,0.257575758,0.768874458,0.336734694
7259,41,1.9341822,47,0.310606061,0.773568058,0.418367347
7260,35,1.9862185,41,0.265151515,0.798713229,0.357142857
7261,31,1.7669872,38,0.234848485,0.692775477,0.326530612
7262,14,1.3443909,41,0.106060606,0.488566943,0.357142857
7263,10,1.1365665,28,0.075757576,0.388141274,0.224489796
7264,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7265,26,1.5365106,41,0.196969697,0.581403729,0.357142857
7266,30,1.6828449,39,0.227272727,0.652115926,0.336734694
7267,16,1.3304729,38,0.121212121,0.481841436,0.326530612
7268,22,1.5365106,41,0.166666667,0.581403729,0.357142857
7269,32,1.606352,40,0.242424242,0.615152746,0.346938776
7270,40,1.7265038,56,0.303030303,0.67321294,0.510204082
7271,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7272,8,1,20,0.060606061,0.322149109,0.142857143
7273,6,0.8870222,18,0.045454545,0.267555562,0.12244898
7274,8,1,20,0.060606061,0.322149109,0.142857143
7275,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7276,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7277,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7278,0,0.42239243,9,0,0.04303546,0.030612245
7279,40,1.7372102,65,0.303030303,0.678386525,0.602040816
7280,32,1.7852225,52,0.242424242,0.701587205,0.469387755
7281,16,1.2241485,30,0.121212121,0.430462969,0.244897959
7282,48,1.8337219,63,0.363636364,0.725023263,0.581632653
7283,32,1.6261337,34,0.242424242,0.624711732,0.285714286
7284,12,1.3006579,29,0.090909091,0.467434122,0.234693878
7285,0,0.68957245,17,0,0.172143169,0.112244898
7286,32,1.6261337,34,0.242424242,0.624711732,0.285714286
7287,56,1.8839941,65,0.424242424,0.74931598,0.602040816
7288,50,1.8344558,60,0.378787879,0.725377901,0.551020408
7289,0,0.84615386,22,0,0.247807013,0.163265306
7290,16,1.5364467,38,0.121212121,0.581372851,0.326530612
7291,12,1.2063863,21,0.090909091,0.421879854,0.153061224
7292,8,0.98558021,17,0.060606061,0.315181125,0.112244898
7293,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7294,6,0.8870222,18,0.045454545,0.267555562,0.12244898
7295,10,1.1365665,28,0.075757576,0.388141274,0.224489796
7296,22,1.606352,40,0.166666667,0.615152746,0.346938776
7297,13,1.3270249,20,0.098484848,0.48017528,0.142857143
7298,15,1.3270249,20,0.113636364,0.48017528,0.142857143
7299,8,1.2222222,18,0.060606061,0.429532135,0.12244898
7300,5,0.98558021,17,0.037878788,0.315181125,0.112244898
7301,7,0.98558021,17,0.053030303,0.315181125,0.112244898
7302,12,1.2222222,18,0.090909091,0.429532135,0.12244898
7303,12,1.2123377,27,0.090909091,0.424755711,0.214285714
7304,12,1.2726263,39,0.090909091,0.453888589,0.336734694
7305,26,1.7265038,56,0.196969697,0.67321294,0.510204082
7306,0,1.1365665,28,0,0.388141274,0.224489796
7307,25,1.6132691,37,0.189393939,0.618495253,0.316326531
7308,28,1.550553,32,0.212121212,0.588189349,0.265306122
7309,36,1.6828449,39,0.272727273,0.652115926,0.336734694
7310,32,1.6037242,43,0.242424242,0.613882931,0.37755102
7311,16,1.4028426,40,0.121212121,0.516812187,0.346938776
7312,10,1.1561403,31,0.075757576,0.397599797,0.255102041
7313,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7314,36,1.6734514,42,0.272727273,0.647576764,0.367346939
7315,25,1.6666666,48,0.189393939,0.644298188,0.428571429
7316,40,1.7269484,50,0.303030303,0.673427781,0.448979592
7317,36,1.6666666,48,0.272727273,0.644298188,0.428571429
7318,32,1.6037242,43,0.242424242,0.613882931,0.37755102
7319,29,1.606352,40,0.21969697,0.615152746,0.346938776
7320,12,1.3873369,34,0.090909091,0.509319466,0.285714286
7321,5,1,20,0.037878788,0.322149109,0.142857143
7322,5,0.8619656,15,0.037878788,0.25544762,0.091836735
7323,8,1,20,0.060606061,0.322149109,0.142857143
7324,15,1.3845592,31,0.113636364,0.507977216,0.255102041
7325,36,1.6673985,51,0.272727273,0.64465186,0.459183673
7326,28,1.5517242,50,0.212121212,0.5887553,0.448979592
7327,46,2.0270002,71,0.348484848,0.818419912,0.663265306
7328,54,1.8839941,65,0.409090909,0.74931598,0.602040816
7329,18,1.4028426,40,0.136363636,0.516812187,0.346938776
7330,18,1.4028426,40,0.136363636,0.516812187,0.346938776
7331,32,1.6042534,46,0.242424242,0.614138653,0.408163265
7332,36,1.6684235,45,0.272727273,0.645147164,0.397959184
7333,36,1.6734514,42,0.272727273,0.647576764,0.367346939
7334,0,1.2241485,30,0,0.430462969,0.244897959
7335,28,1.5365106,41,0.212121212,0.581403729,0.357142857
7336,34,1.7379411,44,0.257575758,0.678739714,0.387755102
7337,40,1.7495173,41,0.303030303,0.684333607,0.357142857
7338,40,1.6734514,42,0.303030303,0.647576764,0.367346939
7339,35,1.7821976,55,0.265151515,0.700125502,0.5
7340,34,1.7909094,49,0.257575758,0.70433525,0.43877551
7341,23,1.7307693,47,0.174242424,0.67527413,0.418367347
7342,17,1.6132691,37,0.128787879,0.618495253,0.316326531
7343,0,1.1191936,25,0,0.379746277,0.193877551
7344,20,1.550553,32,0.151515152,0.588189349,0.265306122
7345,32,1.6132691,37,0.242424242,0.618495253,0.316326531
7346,10,1.2052853,24,0.075757576,0.421347824,0.183673469
7347,0,0.63684219,14,0,0.14666266,0.081632653
7348,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7349,10,1.1365665,28,0.075757576,0.388141274,0.224489796
7350,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7351,46,1.8,46,0.348484848,0.708728043,0.408163265
7352,28,1.6673985,51,0.212121212,0.64465186,0.459183673
7353,26,1.6118186,52,0.196969697,0.617794337,0.469387755
7354,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7355,8,1,20,0.060606061,0.322149109,0.142857143
7356,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7357,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7358,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7359,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7360,8,1,20,0.060606061,0.322149109,0.142857143
7361,14,1.3270249,20,0.106060606,0.48017528,0.142857143
7362,18,1.3845592,31,0.136363636,0.507977216,0.255102041
7363,18,1.3873369,34,0.136363636,0.509319466,0.285714286
7364,24,1.5154221,24,0.181818182,0.571213266,0.183673469
7365,10,1.2222222,18,0.075757576,0.429532135,0.12244898
7366,0,0.63684219,14,0,0.14666266,0.081632653
7367,56,1.8833622,68,0.424242424,0.749010631,0.632653061
7368,33,1.6673985,51,0.25,0.64465186,0.459183673
7369,42,1.7820429,61,0.318181818,0.700050747,0.56122449
7370,35,1.6741856,57,0.265151515,0.647931547,0.520408163
7371,0,1.3088794,45,0,0.471406945,0.397959184
7372,48,1.8416041,54,0.363636364,0.728832129,0.489795918
7373,0,0.72781962,13,0,0.190625107,0.071428571
7374,0,1.2906152,42,0,0.462581252,0.367346939
7375,36,1.6794915,60,0.272727273,0.650495484,0.551020408
7376,72,2.1123569,61,0.545454545,0.85966629,0.56122449
7377,40,1.7265038,56,0.303030303,0.67321294,0.510204082
7378,16,1.4028426,40,0.121212121,0.516812187,0.346938776
7379,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7380,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7381,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7382,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7383,8,1,20,0.060606061,0.322149109,0.142857143
7384,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7385,32,1.6037242,43,0.242424242,0.613882931,0.37755102
7386,0,0.42239243,9,0,0.04303546,0.030612245
7387,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7388,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7389,18,1.3938289,37,0.136363636,0.512456554,0.316326531
7390,18,1.3845592,31,0.136363636,0.507977216,0.255102041
7391,32,1.6042534,46,0.242424242,0.614138653,0.408163265
7392,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7393,8,1,20,0.060606061,0.322149109,0.142857143
7394,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7395,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7396,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7397,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7398,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7399,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7400,8,1,20,0.060606061,0.322149109,0.142857143
7401,14,1.3076391,32,0.106060606,0.470807603,0.265306122
7402,36,1.6673985,51,0.272727273,0.64465186,0.459183673
7403,28,1.6673985,51,0.212121212,0.64465186,0.459183673
7404,26,1.6249448,58,0.196969697,0.624137227,0.530612245
7405,66,1.9594067,55,0.5,0.785757133,0.5
7406,26,1.7265038,56,0.196969697,0.67321294,0.510204082
7407,12,1.2906152,42,0.090909091,0.462581252,0.367346939
7408,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7409,20,1.4896638,48,0.151515152,0.558766246,0.428571429
7410,20,1.4666082,39,0.151515152,0.547625234,0.336734694
7411,31,1.6042534,46,0.234848485,0.614138653,0.408163265
7412,17,1.4803609,45,0.128787879,0.554270865,0.397959184
7413,5,1.0445806,26,0.037878788,0.34369151,0.204081633
7414,4,1.0207884,23,0.03030303,0.332194556,0.173469388
7415,13,1.3873369,34,0.098484848,0.509319466,0.285714286
7416,36,1.6700469,54,0.272727273,0.645931629,0.489795918
7417,28,1.550553,32,0.212121212,0.588189349,0.265306122
7418,28,1.5405476,35,0.212121212,0.583354503,0.295918367
7419,32,1.6132691,37,0.242424242,0.618495253,0.316326531
7420,16,1.3938289,37,0.121212121,0.512456554,0.316326531
7421,8,1.0445806,26,0.060606061,0.34369151,0.204081633
7422,8,1.0697098,29,0.060606061,0.355834534,0.234693878
7423,18,1.4644111,33,0.136363636,0.546563544,0.275510204
7424,32,1.6474625,31,0.242424242,0.635018313,0.255102041
7425,0,1.2123377,27,0,0.424755711,0.214285714
7426,0,1.2989333,26,0,0.466600754,0.204081633
7427,0,1.0189475,11,0,0.331304989,0.051020408
7428,10,1.3873369,34,0.075757576,0.509319466,0.285714286
7429,3,1.1365665,28,0.022727273,0.388141274,0.224489796
7430,11,1.4635203,36,0.083333333,0.546133088,0.306122449
7431,31,1.6666666,48,0.234848485,0.644298188,0.428571429
7432,0,1.0207884,23,0,0.332194556,0.173469388
7433,28,1.550553,32,0.212121212,0.588189349,0.265306122
7434,10,1.2063863,21,0.075757576,0.421879854,0.153061224
7435,8,1.1191936,25,0.060606061,0.379746277,0.193877551
7436,14,1.3845592,31,0.106060606,0.507977216,0.255102041
7437,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7438,18,1.4666082,39,0.136363636,0.547625234,0.336734694
7439,0,1.0697098,29,0,0.355834534,0.234693878
7440,32,1.606352,40,0.242424242,0.615152746,0.346938776
7441,11,1.4666082,39,0.083333333,0.547625234,0.336734694
7442,11,1.3938289,37,0.083333333,0.512456554,0.316326531
7443,21,1.5364467,38,0.159090909,0.581372851,0.326530612
7444,18,1.7269484,50,0.136363636,0.673427781,0.448979592
7445,36,1.8416041,54,0.272727273,0.728832129,0.489795918
7446,36,1.8,46,0.272727273,0.708728043,0.408163265
7447,22,1.6684235,45,0.166666667,0.645147164,0.397959184
7448,37,1.9051077,53,0.28030303,0.759518571,0.479591837
7449,16,1.606352,40,0.121212121,0.615152746,0.346938776
7450,15,1.3873369,34,0.113636364,0.509319466,0.285714286
7451,8,1.1768752,34,0.060606061,0.407619392,0.285714286
7452,15,1.4644111,33,0.113636364,0.546563544,0.275510204
7453,0,1.3057258,23,0,0.469883051,0.173469388
7454,0,1.4644111,33,0,0.546563544,0.275510204
7455,30,1.6828449,39,0.227272727,0.652115926,0.336734694
7456,27,1.6037242,43,0.204545455,0.613882931,0.37755102
7457,29,1.6981779,36,0.21969697,0.659525194,0.306122449
7458,23,1.5364467,38,0.174242424,0.581372851,0.326530612
7459,24,1.4864661,27,0.181818182,0.557221042,0.214285714
7460,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7461,8,1,20,0.060606061,0.322149109,0.142857143
7462,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7463,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7464,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7465,8,1,20,0.060606061,0.322149109,0.142857143
7466,14,1.3057258,23,0.106060606,0.469883051,0.173469388
7467,18,1.3873369,34,0.136363636,0.509319466,0.285714286
7468,20,1.4666082,39,0.151515152,0.547625234,0.336734694
7469,8,1.2989333,26,0.060606061,0.466600754,0.204081633
7470,5,1.1058542,22,0.037878788,0.373300363,0.163265306
7471,11,1.3988512,25,0.083333333,0.514883448,0.193877551
7472,24,1.6261337,34,0.181818182,0.624711732,0.285714286
7473,23,1.6042534,46,0.174242424,0.614138653,0.408163265
7474,12,1.6261337,34,0.090909091,0.624711732,0.285714286
7475,0,0.88468331,25,0,0.266425355,0.193877551
7476,18,1.6178579,55,0.136363636,0.620712669,0.5
7477,62,1.9310595,70,0.46969697,0.772059095,0.653061224
7478,56,1.8839941,65,0.424242424,0.74931598,0.602040816
7479,32,1.606352,40,0.242424242,0.615152746,0.346938776
7480,31,1.6042534,46,0.234848485,0.614138653,0.408163265
7481,20,1.4666082,39,0.151515152,0.547625234,0.336734694
7482,14,1.2123377,27,0.106060606,0.424755711,0.214285714
7483,14,1.31797,35,0.106060606,0.475799738,0.295918367
7484,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7485,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7486,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7487,15,1.4028426,40,0.113636364,0.516812187,0.346938776
7488,18,1.4666082,39,0.136363636,0.547625234,0.336734694
7489,0,0.8870222,18,0,0.267555562,0.12244898
7490,0,1.1561403,31,0,0.397599797,0.255102041
7491,42,1.8135039,43,0.318181818,0.715253447,0.37755102
7492,48,1.8489804,51,0.363636364,0.732396531,0.459183673
7493,54,1.8962001,56,0.409090909,0.755214208,0.510204082
7494,0,0.72781962,13,0,0.190625107,0.071428571
7495,0,1.3746208,47,0,0.503174746,0.418367347
7496,64,2.0502288,62,0.484848485,0.829644521,0.571428571
7497,24,1.5154221,24,0.181818182,0.571213266,0.183673469
7498,0,0.33333334,6,0,0,0
7499,4,0.72781962,13,0.03030303,0.190625107,0.071428571
7500,10,1.1058542,22,0.075757576,0.373300363,0.163265306
7501,20,1.550553,32,0.151515152,0.588189349,0.265306122
7502,44,1.7820429,61,0.333333333,0.700050747,0.56122449
7503,14,1.3270249,20,0.106060606,0.48017528,0.142857143
7504,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7505,0,0.42239243,9,0,0.04303546,0.030612245
7506,24,1.4864661,27,0.181818182,0.557221042,0.214285714
7507,0,1.1191936,25,0,0.379746277,0.193877551
7508,28,1.550553,32,0.212121212,0.588189349,0.265306122
7509,0,1.1561403,31,0,0.397599797,0.255102041
7510,28,1.5365106,41,0.212121212,0.581403729,0.357142857
7511,32,1.6037242,43,0.242424242,0.613882931,0.37755102
7512,36,1.6684235,45,0.272727273,0.645147164,0.397959184
7513,36,1.6684235,45,0.272727273,0.645147164,0.397959184
7514,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7515,8,1,20,0.060606061,0.322149109,0.142857143
7516,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7517,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7518,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7519,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7520,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7521,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7522,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7523,8,1,20,0.060606061,0.322149109,0.142857143
7524,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7525,14,1.2989333,26,0.106060606,0.466600754,0.204081633
7526,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7527,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7528,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7529,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7530,8,1.0445806,26,0.060606061,0.34369151,0.204081633
7531,10,1.1561403,31,0.075757576,0.397599797,0.255102041
7532,22,1.606352,40,0.166666667,0.615152746,0.346938776
7533,14,1.3006579,29,0.106060606,0.467434122,0.234693878
7534,8,0.98558021,17,0.060606061,0.315181125,0.112244898
7535,4,0.69804502,10,0.03030303,0.176237316,0.040816327
7536,0,0.33333334,6,0,0,0
7537,0,1.2989333,26,0,0.466600754,0.204081633
7538,38,1.7217885,33,0.287878788,0.670934395,0.275510204
7539,0,0.87255627,9,0,0.260565282,0.030612245
7540,0,0.87255627,9,0,0.260565282,0.030612245
7541,12,1.6982459,9,0.090909091,0.659558053,0.030612245
7542,0,0.33333334,6,0,0,0
7543,4,0.80638385,19,0.03030303,0.228589203,0.132653061
7544,14,1.3304729,38,0.106060606,0.481841436,0.326530612
7545,36,1.9805739,69,0.272727273,0.795985625,0.642857143
7546,88,2.1594694,77,0.666666667,0.882432165,0.724489796
7547,88,2.1525943,80,0.666666667,0.879109954,0.755102041
7548,36,1.9805739,69,0.272727273,0.795985625,0.642857143
7549,14,1.3443909,41,0.106060606,0.488566943,0.357142857
7550,6,0.94787496,24,0.045454545,0.296961056,0.183673469
7551,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7552,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7553,6,0.84912294,12,0.045454545,0.249241742,0.06122449
7554,6,0.8619656,15,0.045454545,0.25544762,0.091836735
7555,8,1.0207884,23,0.060606061,0.332194556,0.173469388
7556,16,1.4382962,49,0.121212121,0.533944206,0.43877551
7557,48,1.8344153,66,0.363636364,0.72535833,0.612244898
