Ref,Choice R3,Integration [HH] R3,Total Depth R3,Choice R3,Integration [HH] R3,Total Depth R3
2069,34,1.7265038,56,0.257575758,0.67321294,0.510204082
2070,34,1.7265038,56,0.257575758,0.67321294,0.510204082
2071,28,1.6673985,51,0.212121212,0.64465186,0.459183673
2072,22,1.4666082,39,0.166666667,0.547625234,0.336734694
2073,62,1.9310595,70,0.46969697,0.772059095,0.653061224
2074,30,1.6261337,34,0.227272727,0.624711732,0.285714286
2075,29,1.6261337,34,0.21969697,0.624711732,0.285714286
2076,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2077,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2078,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2079,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2080,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2081,16,1.3845592,31,0.121212121,0.507977216,0.255102041
2082,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2083,8,1,20,0.060606061,0.322149109,0.142857143
2084,6,0.8870222,18,0.045454545,0.267555562,0.12244898
2085,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2086,16,1.3938289,37,0.121212121,0.512456554,0.316326531
2087,25,1.550553,32,0.189393939,0.588189349,0.265306122
2088,0,0.63684219,14,0,0.14666266,0.081632653
2089,10,1.2052853,24,0.075757576,0.421347824,0.183673469
2090,24,1.6684235,45,0.181818182,0.645147164,0.397959184
2091,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2092,0,0.49860358,12,0,0.079862492,0.06122449
2093,56,1.8839941,65,0.424242424,0.74931598,0.602040816
2094,0,1.0697098,29,0,0.355834534,0.234693878
2095,18,1.3845592,31,0.136363636,0.507977216,0.255102041
2096,16,1.2989333,26,0.121212121,0.466600754,0.204081633
2097,14,1.3057258,23,0.106060606,0.469883051,0.173469388
2098,8,1,20,0.060606061,0.322149109,0.142857143
2099,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2100,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2101,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2102,8,1,20,0.060606061,0.322149109,0.142857143
2103,14,1.3057258,23,0.106060606,0.469883051,0.173469388
2104,14,1.3057258,23,0.106060606,0.469883051,0.173469388
2105,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2106,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2107,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2108,24,1.5154221,24,0.181818182,0.571213266,0.183673469
2109,0,0.84912294,12,0,0.249241742,0.06122449
2110,10,1.1492875,13,0.075757576,0.394288362,0.071428571
2111,8,0.98510355,14,0.060606061,0.314950791,0.081632653
2112,6,0.8870222,18,0.045454545,0.267555562,0.12244898
2113,8,0.98558021,17,0.060606061,0.315181125,0.112244898
2114,12,1.2222222,18,0.090909091,0.429532135,0.12244898
2115,10,1.1087778,16,0.075757576,0.374713116,0.102040816
2116,10,1.1,19,0.075757576,0.370471475,0.132653061
2117,12,1.2063863,21,0.090909091,0.421879854,0.153061224
2118,26,1.606352,40,0.196969697,0.615152746,0.346938776
2119,16,1.3938289,37,0.121212121,0.512456554,0.316326531
2120,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2121,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2122,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2123,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2124,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2125,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2126,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2127,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2128,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2129,27,1.6666666,48,0.204545455,0.644298188,0.428571429
2130,40,1.7372102,65,0.303030303,0.678386525,0.602040816
2131,40,1.7265038,56,0.303030303,0.67321294,0.510204082
2132,44,1.787379,67,0.333333333,0.702629277,0.62244898
2133,62,1.9304764,73,0.46969697,0.771777327,0.683673469
2134,27,1.7265038,56,0.204545455,0.67321294,0.510204082
2135,17,1.3938289,37,0.128787879,0.512456554,0.316326531
2136,0,1.2241485,30,0,0.430462969,0.244897959
2137,36,1.6666666,48,0.272727273,0.644298188,0.428571429
2138,0,1.1768752,34,0,0.407619392,0.285714286
2139,26,1.6132691,37,0.196969697,0.618495253,0.316326531
2140,22,1.4724894,42,0.166666667,0.55046717,0.367346939
2141,20,1.5405476,35,0.151515152,0.583354503,0.295918367
2142,12,1.2241485,30,0.090909091,0.430462969,0.244897959
2143,12,1.2123377,27,0.090909091,0.424755711,0.214285714
2144,29,1.6666666,48,0.21969697,0.644298188,0.428571429
2145,29,1.6684235,45,0.21969697,0.645147164,0.397959184
2146,16,1.3006579,29,0.121212121,0.467434122,0.234693878
2147,20,1.4724894,42,0.151515152,0.55046717,0.367346939
2148,22,1.7307693,47,0.166666667,0.67527413,0.418367347
2149,32,1.7307693,47,0.242424242,0.67527413,0.418367347
2150,33,1.7307693,47,0.25,0.67527413,0.418367347
2151,32,1.6071428,49,0.242424242,0.615534879,0.43877551
2152,0,1.1191936,25,0,0.379746277,0.193877551
2153,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2154,10,1.1561403,31,0.075757576,0.397599797,0.255102041
2155,14,1.3076391,32,0.106060606,0.470807603,0.265306122
2156,27,1.569167,29,0.204545455,0.597184074,0.234693878
2157,0,1,20,0,0.322149109,0.142857143
2158,0,1,20,0,0.322149109,0.142857143
2159,28,1.7342104,25,0.212121212,0.676936951,0.193877551
2160,28,1.6981779,36,0.212121212,0.659525194,0.306122449
2161,24,1.5785179,59,0.181818182,0.60170265,0.540816327
2162,36,1.6857162,63,0.272727273,0.653503406,0.581632653
2163,10,1.1,19,0.075757576,0.370471475,0.132653061
2164,10,1.1,19,0.075757576,0.370471475,0.132653061
2165,12,1.2123377,27,0.090909091,0.424755711,0.214285714
2166,0,0.8619656,15,0,0.25544762,0.091836735
2167,14,1.2671746,15,0.106060606,0.451254199,0.091836735
2168,14,1.2671746,15,0.106060606,0.451254199,0.091836735
2169,16,1.3057258,23,0.121212121,0.469883051,0.173469388
2170,14,1.2063863,21,0.106060606,0.421879854,0.153061224
2171,16,1.3006579,29,0.121212121,0.467434122,0.234693878
2172,18,1.3845592,31,0.136363636,0.507977216,0.255102041
2173,0,0.8870222,18,0,0.267555562,0.12244898
2174,32,1.6042534,46,0.242424242,0.614138653,0.408163265
2175,12,1.2123377,27,0.090909091,0.424755711,0.214285714
2176,8,0.98510355,14,0.060606061,0.314950791,0.081632653
2177,4,0.69804502,10,0.03030303,0.176237316,0.040816327
2178,0,0.33333334,6,0,0,0
2179,44,1.7841618,64,0.333333333,0.70107465,0.591836735
2180,0,1.0445806,26,0,0.34369151,0.204081633
2181,12,1.2241485,30,0.090909091,0.430462969,0.244897959
2182,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2183,16,1.3938289,37,0.121212121,0.512456554,0.316326531
2184,0,0.33333334,6,0,0,0
2185,4,0.69804502,10,0.03030303,0.176237316,0.040816327
2186,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2187,18,1.4803609,45,0.136363636,0.554270865,0.397959184
2188,0,1.3845592,31,0,0.507977216,0.255102041
2189,40,1.7265038,56,0.303030303,0.67321294,0.510204082
2190,0,1.3845592,31,0,0.507977216,0.255102041
2191,48,1.8979635,34,0.363636364,0.756066325,0.285714286
2192,18,1.4666082,39,0.136363636,0.547625234,0.336734694
2193,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2194,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2195,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2196,6,0.8870222,18,0.045454545,0.267555562,0.12244898
2197,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2198,22,1.6042534,46,0.166666667,0.614138653,0.408163265
2199,42,1.7495173,41,0.318181818,0.684333607,0.357142857
2200,20,1.4724894,42,0.151515152,0.55046717,0.367346939
2201,20,1.4666082,39,0.151515152,0.547625234,0.336734694
2202,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2203,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2204,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2205,16,1.3988512,25,0.121212121,0.514883448,0.193877551
2206,5,1.3006579,29,0.037878788,0.467434122,0.234693878
2207,7,1.4244281,22,0.053030303,0.527242812,0.163265306
2208,19,1.550553,32,0.143939394,0.588189349,0.265306122
2209,24,1.6981779,36,0.181818182,0.659525194,0.306122449
2210,13,1.6008096,26,0.098484848,0.612474527,0.204081633
2211,16,1.6261337,34,0.121212121,0.624711732,0.285714286
2212,12,1.3873683,28,0.090909091,0.509334639,0.224489796
2213,6,1.1768752,34,0.045454545,0.407619392,0.285714286
2214,16,1.4724894,42,0.121212121,0.55046717,0.367346939
2215,16,1.6008096,26,0.121212121,0.612474527,0.204081633
2216,0,1.5364467,38,0,0.581372851,0.326530612
2217,22,1.471094,30,0.166666667,0.549792879,0.244897959
2218,33,1.6666666,48,0.25,0.644298188,0.428571429
2219,0,1.1561403,31,0,0.397599797,0.255102041
2220,0,0.68957245,17,0,0.172143169,0.112244898
2221,12,1.3076391,32,0.090909091,0.470807603,0.265306122
2222,57,1.9304764,73,0.431818182,0.771777327,0.683673469
2223,40,1.7269484,50,0.303030303,0.673427781,0.448979592
2224,16,1.3006579,29,0.121212121,0.467434122,0.234693878
2225,20,1.4803609,45,0.151515152,0.554270865,0.397959184
2226,32,1.606352,40,0.242424242,0.615152746,0.346938776
2227,44,1.7820429,61,0.333333333,0.700050747,0.56122449
2228,44,1.7820429,61,0.333333333,0.700050747,0.56122449
2229,32,1.6037242,43,0.242424242,0.613882931,0.37755102
2230,66,1.9756846,81,0.5,0.793623,0.765306122
2231,60,1.9323636,79,0.454545455,0.772689267,0.744897959
2232,62,1.9323636,79,0.46969697,0.772689267,0.744897959
2233,40,1.7288883,59,0.303030303,0.674365186,0.540816327
2234,14,1.31797,35,0.106060606,0.475799738,0.295918367
2235,8,1,20,0.060606061,0.322149109,0.142857143
2236,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2237,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2238,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2239,8,1,20,0.060606061,0.322149109,0.142857143
2240,14,1.31797,35,0.106060606,0.475799738,0.295918367
2241,36,1.8344558,60,0.272727273,0.725377901,0.551020408
2242,24,1.4666082,39,0.181818182,0.547625234,0.336734694
2243,68,1.9775612,72,0.515151515,0.794529817,0.673469388
2244,12,1.2222222,18,0.090909091,0.429532135,0.12244898
2245,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2246,0,0.42239243,9,0,0.04303546,0.030612245
2247,12,1.2063863,21,0.090909091,0.421879854,0.153061224
2248,8,0.98510355,14,0.060606061,0.314950791,0.081632653
2249,4,0.69804502,10,0.03030303,0.176237316,0.040816327
2250,0,0.33333334,6,0,0,0
2251,15,1.3988512,25,0.113636364,0.514883448,0.193877551
2252,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2253,21,1.5154221,24,0.159090909,0.571213266,0.183673469
2254,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2255,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2256,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2257,0,0.33333334,6,0,0,0
2258,4,0.70398736,7,0.03030303,0.179108795,0.010204082
2259,6,0.87255627,9,0.045454545,0.260565282,0.030612245
2260,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2261,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2262,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2263,18,1.4724894,42,0.136363636,0.55046717,0.367346939
2264,12,1.2052853,24,0.090909091,0.421347824,0.183673469
2265,12,1.2552096,36,0.090909091,0.445472428,0.306122449
2266,24,1.6673985,51,0.181818182,0.64465186,0.459183673
2267,0,0.8619656,15,0,0.25544762,0.091836735
2268,0,0.8619656,15,0,0.25544762,0.091836735
2269,20,1.3873369,34,0.151515152,0.509319466,0.285714286
2270,24,1.5395753,44,0.181818182,0.582884664,0.387755102
2271,26,1.6042534,46,0.196969697,0.614138653,0.408163265
2272,16,1.31797,35,0.121212121,0.475799738,0.295918367
2273,18,1.4028426,40,0.136363636,0.516812187,0.346938776
2274,20,1.3938289,37,0.151515152,0.512456554,0.316326531
2275,26,1.606352,40,0.196969697,0.615152746,0.346938776
2276,16,1.3076391,32,0.121212121,0.470807603,0.265306122
2277,16,1.3006579,29,0.121212121,0.467434122,0.234693878
2278,38,1.7307693,47,0.287878788,0.67527413,0.418367347
2279,17,1.6734514,42,0.128787879,0.647576764,0.367346939
2280,27,1.7307693,47,0.204545455,0.67527413,0.418367347
2281,20,1.6734514,42,0.151515152,0.647576764,0.367346939
2282,51,1.9565217,44,0.386363636,0.784363033,0.387755102
2283,31,1.7257152,53,0.234848485,0.672831869,0.479591837
2284,36,1.6673985,51,0.272727273,0.64465186,0.459183673
2285,34,1.7269484,50,0.257575758,0.673427781,0.448979592
2286,30,1.7379411,44,0.227272727,0.678739714,0.387755102
2287,0,1.1561403,31,0,0.397599797,0.255102041
2288,28,1.5448366,47,0.212121212,0.585427049,0.418367347
2289,32,1.6071428,49,0.242424242,0.615534879,0.43877551
2290,22,1.6474625,31,0.166666667,0.635018313,0.255102041
2291,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2292,6,0.91666669,21,0.045454545,0.281880481,0.153061224
2293,8,1,20,0.060606061,0.322149109,0.142857143
2294,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2295,0,1.471094,30,0,0.549792879,0.244897959
2296,40,1.7669872,38,0.303030303,0.692775477,0.326530612
2297,46,1.7821976,55,0.348484848,0.700125502,0.5
2298,22,1.6037242,43,0.166666667,0.613882931,0.37755102
2299,40,1.7257152,53,0.303030303,0.672831869,0.479591837
2300,19,1.550553,32,0.143939394,0.588189349,0.265306122
2301,36,1.787379,67,0.272727273,0.702629277,0.62244898
2302,29,1.7269484,50,0.21969697,0.673427781,0.448979592
2303,39,1.8959359,42,0.295454545,0.75508654,0.367346939
2304,41,2.1023719,45,0.310606061,0.854841301,0.397959184
2305,24,1.8328277,40,0.181818182,0.724591165,0.346938776
2306,0,1.3076391,32,0,0.470807603,0.265306122
2307,66,1.9415878,61,0.5,0.777146619,0.56122449
2308,28,1.6741856,57,0.212121212,0.647931547,0.520408163
2309,26,1.632839,61,0.196969697,0.627951891,0.56122449
2310,36,1.6794915,60,0.272727273,0.650495484,0.551020408
2311,70,2.019321,89,0.53030303,0.814709141,0.846938776
2312,0,1.1058542,22,0,0.373300363,0.163265306
2313,23,1.4644111,33,0.174242424,0.546563544,0.275510204
2314,0,1.1365665,28,0,0.388141274,0.224489796
2315,24,1.4644111,33,0.181818182,0.546563544,0.275510204
2316,62,1.9304764,73,0.46969697,0.771777327,0.683673469
2317,56,1.8855816,74,0.424242424,0.750083098,0.693877551
2318,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2319,8,1,20,0.060606061,0.322149109,0.142857143
2320,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2321,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2322,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2323,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2324,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2325,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2326,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2327,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2328,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2329,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2330,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2331,28,1.5405476,35,0.212121212,0.583354503,0.295918367
2332,14,1.31797,35,0.106060606,0.475799738,0.295918367
2333,14,1.3443909,41,0.106060606,0.488566943,0.357142857
2334,28,1.7821976,55,0.212121212,0.700125502,0.5
2335,12,1.2123377,27,0.090909091,0.424755711,0.214285714
2336,8,1,20,0.060606061,0.322149109,0.142857143
2337,8,1.0697098,29,0.060606061,0.355834534,0.234693878
2338,18,1.5,51,0.136363636,0.563760943,0.459183673
2339,12,1.2123377,27,0.090909091,0.424755711,0.214285714
2340,8,0.98558021,17,0.060606061,0.315181125,0.112244898
2341,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2342,6,0.8870222,18,0.045454545,0.267555562,0.12244898
2343,10,1.1561403,31,0.075757576,0.397599797,0.255102041
2344,24,1.6666666,48,0.181818182,0.644298188,0.428571429
2345,12,1.3057258,23,0.090909091,0.469883051,0.173469388
2346,9,1.1058542,22,0.068181818,0.373300363,0.163265306
2347,11,1.2052853,24,0.083333333,0.421347824,0.183673469
2348,14,1.3057258,23,0.106060606,0.469883051,0.173469388
2349,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2350,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2351,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2352,16,1.2989333,26,0.121212121,0.466600754,0.204081633
2353,16,1.2989333,26,0.121212121,0.466600754,0.204081633
2354,28,1.5405476,35,0.212121212,0.583354503,0.295918367
2355,16,1.3873369,34,0.121212121,0.509319466,0.285714286
2356,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2357,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2358,4,0.70398736,7,0.03030303,0.179108795,0.010204082
2359,0,0.33333334,6,0,0,0
2360,36,1.6684235,45,0.272727273,0.645147164,0.397959184
2361,50,1.8416041,54,0.378787879,0.728832129,0.489795918
2362,36,1.6700469,54,0.272727273,0.645931629,0.489795918
2363,16,1.4255327,46,0.121212121,0.527776581,0.408163265
2364,12,1.2906152,42,0.090909091,0.462581252,0.367346939
2365,24,1.6666666,48,0.181818182,0.644298188,0.428571429
2366,36,1.6794915,60,0.272727273,0.650495484,0.551020408
2367,20,1.5364467,38,0.151515152,0.581372851,0.326530612
2368,10,1.1191936,25,0.075757576,0.379746277,0.193877551
2369,6,0.91666669,21,0.045454545,0.281880481,0.153061224
2370,8,1,20,0.060606061,0.322149109,0.142857143
2371,14,1.3076391,32,0.106060606,0.470807603,0.265306122
2372,42,1.7307693,47,0.318181818,0.67527413,0.418367347
2373,66,1.9756846,81,0.5,0.793623,0.765306122
2374,40,1.7325417,62,0.303030303,0.676130596,0.571428571
2375,0,1.2241485,30,0,0.430462969,0.244897959
2376,32,1.6261337,34,0.242424242,0.624711732,0.285714286
2377,32,1.6474625,31,0.242424242,0.635018313,0.255102041
2378,0,0.63684219,14,0,0.14666266,0.081632653
2379,10,1.2052853,24,0.075757576,0.421347824,0.183673469
2380,41,1.875,45,0.310606061,0.744969818,0.397959184
2381,24,1.6734514,42,0.181818182,0.647576764,0.367346939
2382,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2383,4,0.72781962,13,0.03030303,0.190625107,0.071428571
2384,0,0.33333334,6,0,0,0
2385,11,1.4635203,36,0.083333333,0.546133088,0.306122449
2386,10,1.5395753,44,0.075757576,0.582884664,0.387755102
2387,23,1.6037242,43,0.174242424,0.613882931,0.37755102
2388,0,0.98558021,17,0,0.315181125,0.112244898
2389,11,1.3057258,23,0.083333333,0.469883051,0.173469388
2390,7,1,20,0.053030303,0.322149109,0.142857143
2391,8,1,20,0.060606061,0.322149109,0.142857143
2392,13,1.2989333,26,0.098484848,0.466600754,0.204081633
2393,14,1.3873683,28,0.106060606,0.509334639,0.224489796
2394,15,1.3845592,31,0.113636364,0.507977216,0.255102041
2395,24,1.4644111,33,0.181818182,0.546563544,0.275510204
2396,32,1.6042534,46,0.242424242,0.614138653,0.408163265
2397,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2398,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2399,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2400,14,1.3076391,32,0.106060606,0.470807603,0.265306122
2401,44,1.7812788,58,0.333333333,0.699681516,0.530612245
2402,10,1.1492875,13,0.075757576,0.394288362,0.071428571
2403,6,0.87255627,9,0.045454545,0.260565282,0.030612245
2404,0,0.42239243,9,0,0.04303546,0.030612245
2405,0,0.8619656,15,0,0.25544762,0.091836735
2406,0,0.33333334,6,0,0,0
2407,4,0.69804502,10,0.03030303,0.176237316,0.040816327
2408,8,1,20,0.060606061,0.322149109,0.142857143
2409,16,1.3938289,37,0.121212121,0.512456554,0.316326531
2410,37,1.7307693,47,0.28030303,0.67527413,0.418367347
2411,14,1.3873369,34,0.106060606,0.509319466,0.285714286
2412,7,1.0445806,26,0.053030303,0.34369151,0.204081633
2413,9,1.1768752,34,0.068181818,0.407619392,0.285714286
2414,24,1.7669872,38,0.181818182,0.692775477,0.326530612
2415,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2416,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2417,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2418,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2419,28,1.5365106,41,0.212121212,0.581403729,0.357142857
2420,0,1.1058542,22,0,0.373300363,0.163265306
2421,18,1.3938289,37,0.136363636,0.512456554,0.316326531
2422,22,1.5785179,59,0.166666667,0.60170265,0.540816327
2423,24,1.4864661,27,0.181818182,0.557221042,0.214285714
2424,58,1.9310595,70,0.439393939,0.772059095,0.653061224
2425,40,1.7555087,74,0.303030303,0.687228794,0.693877551
2426,40,1.7325417,62,0.303030303,0.676130596,0.571428571
2427,36,1.6684235,45,0.272727273,0.645147164,0.397959184
2428,32,1.6071428,49,0.242424242,0.615534879,0.43877551
2429,28,1.5364467,38,0.212121212,0.581372851,0.326530612
2430,0,0.49860358,12,0,0.079862492,0.06122449
2431,8,1,20,0.060606061,0.322149109,0.142857143
2432,20,1.550553,32,0.151515152,0.588189349,0.265306122
2433,18,1.3845592,31,0.136363636,0.507977216,0.255102041
2434,16,1.2989333,26,0.121212121,0.466600754,0.204081633
2435,28,1.5365106,41,0.212121212,0.581403729,0.357142857
2436,0,1.2552096,36,0,0.445472428,0.306122449
2437,36,1.6684235,45,0.272727273,0.645147164,0.397959184
2438,28,1.6037242,43,0.212121212,0.613882931,0.37755102
2439,32,1.6734514,42,0.242424242,0.647576764,0.367346939
2440,40,1.7265038,56,0.303030303,0.67321294,0.510204082
2441,18,1.4724894,42,0.136363636,0.55046717,0.367346939
2442,8,1.0697098,29,0.060606061,0.355834534,0.234693878
2443,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2444,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2445,44,1.7820429,61,0.333333333,0.700050747,0.56122449
2446,56,2.0004239,60,0.424242424,0.805577615,0.551020408
2447,16,1.3873683,28,0.121212121,0.509334639,0.224489796
2448,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2449,6,0.91666669,21,0.045454545,0.281880481,0.153061224
2450,10,1.1981546,37,0.075757576,0.417902101,0.316326531
2451,28,1.7909094,49,0.212121212,0.70433525,0.43877551
2452,19,1.606352,40,0.143939394,0.615152746,0.346938776
2453,16,1.569167,29,0.121212121,0.597184074,0.234693878
2454,54,2.0462267,51,0.409090909,0.827710612,0.459183673
2455,27,1.8135039,43,0.204545455,0.715253447,0.37755102
2456,0,0.63684219,14,0,0.14666266,0.081632653
2457,10,1.2052853,24,0.075757576,0.421347824,0.183673469
2458,84,2.0595157,85,0.636363636,0.834132171,0.806122449
2459,32,1.7821976,55,0.242424242,0.700125502,0.5
2460,20,1.4135897,43,0.151515152,0.52200544,0.37755102
2461,0,0.9216888,28,0,0.284307283,0.224489796
2462,20,1.6673985,51,0.151515152,0.64465186,0.459183673
2463,16,1.3443909,41,0.121212121,0.488566943,0.357142857
2464,20,1.4666082,39,0.151515152,0.547625234,0.336734694
2465,0,1.0952908,32,0,0.368195879,0.265306122
2466,44,1.7852225,52,0.333333333,0.701587205,0.469387755
2467,62,1.9363272,64,0.46969697,0.774604573,0.591836735
2468,44,1.7909094,49,0.333333333,0.70433525,0.43877551
2469,0,1.1768752,34,0,0.407619392,0.285714286
2470,64,1.975305,78,0.484848485,0.793439568,0.734693878
2471,39,1.7265038,56,0.295454545,0.67321294,0.510204082
2472,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2473,8,1,20,0.060606061,0.322149109,0.142857143
2474,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2475,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2476,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2477,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2478,6,0.8619656,15,0.045454545,0.25544762,0.091836735
2479,8,1,20,0.060606061,0.322149109,0.142857143
2480,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2481,18,1.3873369,34,0.136363636,0.509319466,0.285714286
2482,20,1.4896638,48,0.151515152,0.558766246,0.428571429
2483,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2484,8,1,20,0.060606061,0.322149109,0.142857143
2485,6,0.8870222,18,0.045454545,0.267555562,0.12244898
2486,8,1,20,0.060606061,0.322149109,0.142857143
2487,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2488,28,1.550553,32,0.212121212,0.588189349,0.265306122
2489,14,1.3006579,29,0.106060606,0.467434122,0.234693878
2490,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2491,14,1.31797,35,0.106060606,0.475799738,0.295918367
2492,40,1.7307693,47,0.303030303,0.67527413,0.418367347
2493,32,1.606352,40,0.242424242,0.615152746,0.346938776
2494,25,1.6666666,48,0.189393939,0.644298188,0.428571429
2495,21,1.5395753,44,0.159090909,0.582884664,0.387755102
2496,22,1.6037242,43,0.166666667,0.613882931,0.37755102
2497,10,1.1561403,31,0.075757576,0.397599797,0.255102041
2498,8,1.0697098,29,0.060606061,0.355834534,0.234693878
2499,16,1.3845592,31,0.121212121,0.507977216,0.255102041
2500,50,1.8416041,54,0.378787879,0.728832129,0.489795918
2501,17,1.4028426,40,0.128787879,0.516812187,0.346938776
2502,23,1.6118186,52,0.174242424,0.617794337,0.469387755
2503,26,1.5364467,38,0.196969697,0.581372851,0.326530612
2504,68,1.9916508,63,0.515151515,0.801338245,0.581632653
2505,22,1.6118186,52,0.166666667,0.617794337,0.469387755
2506,8,1.1208336,35,0.060606061,0.380538764,0.295918367
2507,8,1.0207884,23,0.060606061,0.332194556,0.173469388
2508,14,1.2989333,26,0.106060606,0.466600754,0.204081633
2509,36,1.6741856,57,0.272727273,0.647931547,0.520408163
2510,16,1.3006579,29,0.121212121,0.467434122,0.234693878
2511,18,1.3873369,34,0.136363636,0.509319466,0.285714286
2512,12,1.2123377,27,0.090909091,0.424755711,0.214285714
2513,10,1.1058542,22,0.075757576,0.373300363,0.163265306
2514,12,1.2063863,21,0.090909091,0.421879854,0.153061224
2515,71,1.9916508,63,0.537878788,0.801338245,0.581632653
2516,23,1.6666666,48,0.174242424,0.644298188,0.428571429
2517,10,1.2906152,42,0.075757576,0.462581252,0.367346939
2518,15,1.5110798,54,0.113636364,0.569114964,0.489795918
2519,54,1.8839941,65,0.409090909,0.74931598,0.602040816
2520,18,1.4803609,45,0.136363636,0.554270865,0.397959184
2521,8,1.0445806,26,0.060606061,0.34369151,0.204081633
2522,6,0.84912294,12,0.045454545,0.249241742,0.06122449
2523,4,0.70398736,7,0.03030303,0.179108795,0.010204082
2524,0,0.33333334,6,0,0,0
2525,0,1.3304729,38,0,0.481841436,0.326530612
2526,50,1.8597906,48,0.378787879,0.737620276,0.428571429
2527,14,1.3443909,41,0.106060606,0.488566943,0.357142857
2528,10,1.1365665,28,0.075757576,0.388141274,0.224489796
2529,14,1.3304729,38,0.106060606,0.481841436,0.326530612
2530,18,1.6178579,55,0.136363636,0.620712669,0.5
