Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3 n,Integration [HH] R3 n,Total Connectivity R3 n
0,0,0.33333334,9,0,0,0.006872852
1,0,0.49860358,23,0,0.072076253,0.054982818
2,4,0.72781962,27,0.010178117,0.172040005,0.068728522
3,8,1.0697098,61,0.020356234,0.321142246,0.18556701
4,10,1.1981546,71,0.025445293,0.377158501,0.219931271
5,58,2.1471546,162,0.147582697,0.791028319,0.532646048
6,26,1.7325417,124,0.066157761,0.610210864,0.402061856
7,30,1.8337219,122,0.076335878,0.654336713,0.395189003
8,50,2.063493,158,0.127226463,0.754542533,0.518900344
9,0,0.68957245,30,0,0.155359974,0.079037801
10,0,0.63684219,23,0,0.132363701,0.054982818
11,0,1.2726263,72,0,0.409636466,0.223367698
12,0,0.88468331,49,0,0.240450065,0.144329897
13,0,1.0983083,81,0,0.333614381,0.254295533
14,25,1.5405476,63,0.063613232,0.526480028,0.192439863
15,33,1.6666666,99,0.083969466,0.581481975,0.316151203
16,11,1.31797,67,0.027989822,0.429411376,0.206185567
17,25,1.5110798,104,0.063613232,0.513628781,0.333333333
18,52,1.8861139,119,0.132315522,0.677185467,0.384879725
19,1,1.3746208,90,0.002544529,0.454117441,0.285223368
20,14,1.3057258,41,0.03562341,0.424071539,0.116838488
21,8,1.0697098,55,0.020356234,0.321142246,0.164948454
22,12,1.3455029,95,0.030534351,0.44141879,0.302405498
23,52,2.0502288,118,0.132315522,0.748757863,0.381443299
24,107,2.4275022,128,0.272264631,0.913291133,0.41580756
25,10,1.8369439,112,0.025445293,0.655741864,0.360824742
26,12,1.2671746,22,0.030534351,0.407258917,0.051546392
27,8,0.98558021,20,0.020356234,0.284452364,0.04467354
28,6,0.8619656,19,0.015267176,0.23054261,0.041237113
29,6,0.84912294,15,0.015267176,0.224941779,0.027491409
30,6,0.84912294,14,0.015267176,0.224941779,0.024054983
31,6,0.84912294,14,0.015267176,0.224941779,0.024054983
32,6,0.84912294,14,0.015267176,0.224941779,0.024054983
33,6,0.84912294,13,0.015267176,0.224941779,0.020618557
34,6,0.87255627,11,0.015267176,0.235161323,0.013745704
35,4,0.70398736,9,0.010178117,0.161646482,0.006872852
36,0,0.33333334,7,0,0,0
37,28,1.9373348,166,0.071246819,0.699523491,0.546391753
38,137,2.3667924,236,0.348600509,0.886814891,0.786941581
39,33,1.9406976,173,0.083969466,0.700990046,0.570446735
40,26,1.7820429,127,0.066157761,0.631798906,0.412371134
41,18,1.6042534,99,0.045801527,0.55426286,0.316151203
42,0,0.33333334,8,0,0,0.003436426
43,4,0.69804502,16,0.010178117,0.15905496,0.030927835
44,8,1,29,0.020356234,0.290741,0.075601375
45,16,1.3845592,51,0.040712468,0.458451692,0.151202749
46,29,1.6132691,67,0.073791349,0.55819471,0.206185567
47,42,1.8135039,88,0.106870229,0.64551941,0.278350515
48,24,1.7379411,96,0.061068702,0.612565604,0.305841924
49,0,1.2552096,62,0,0.402040843,0.189003436
50,10,1.1365665,44,0.025445293,0.350299222,0.127147766
51,22,1.6042534,85,0.055979644,0.55426286,0.268041237
52,33,1.7426945,126,0.083969466,0.614638616,0.408934708
53,43,1.9787503,150,0.109414758,0.717585267,0.491408935
54,158,2.3965516,181,0.402035623,0.89979322,0.597938144
55,83,2.2271631,157,0.211195929,0.825920947,0.515463918
56,58,2.0502288,125,0.147582697,0.748757863,0.405498282
57,0,1.5365106,84,0,0.524719446,0.264604811
58,0,1.238816,70,0,0.394891406,0.216494845
59,25,1.7265038,114,0.063613232,0.607577666,0.367697595
60,51,2.0671797,139,0.129770992,0.756150345,0.453608247
61,134,2.3602958,154,0.340966921,0.883981649,0.505154639
62,33,1.8855816,130,0.083969466,0.676953325,0.422680412
63,21,1.5688319,102,0.053435115,0.538815136,0.326460481
64,16,1.3938289,66,0.040712468,0.462494315,0.202749141
65,8,1.0207884,36,0.020356234,0.299807061,0.099656357
66,18,1.5,93,0.045801527,0.508796753,0.295532646
67,10,1.1561403,50,0.025445293,0.358835582,0.147766323
68,12,1.2063863,32,0.030534351,0.38074844,0.085910653
69,8,1.1087778,23,0.020356234,0.33818025,0.054982818
70,0,0.58170414,15,0,0.108317363,0.027491409
71,0,1.1561403,53,0,0.358835582,0.158075601
72,30,1.6071428,91,0.076335878,0.555522961,0.288659794
73,61,1.9851656,128,0.155216285,0.720383053,0.41580756
74,26,1.9805739,133,0.066157761,0.71838056,0.432989691
75,16,1.375,24,0.040712468,0.454282815,0.058419244
76,14,1.2671746,21,0.03562341,0.407258917,0.048109966
77,6,1.0189475,18,0.015267176,0.299004223,0.037800687
78,0,0.52799052,12,0,0.084892236,0.017182131
79,66,1.9876175,188,0.167938931,0.721452355,0.621993127
80,10,1.3235294,110,0.025445293,0.431835894,0.35395189
81,10,1.3235294,107,0.025445293,0.431835894,0.343642612
82,67,1.9787503,165,0.170483461,0.717585267,0.542955326
83,10,1.2829794,90,0.025445293,0.414151572,0.285223368
84,6,0.91666669,40,0.015267176,0.254398385,0.113402062
85,8,1.0445806,45,0.020356234,0.310183113,0.130584192
86,18,1.5346701,109,0.045801527,0.523916782,0.350515464
87,100,2.1355305,198,0.254452926,0.785958916,0.656357388
88,12,1.3815587,105,0.030534351,0.457143139,0.336769759
89,6,0.9792943,56,0.015267176,0.281711006,0.16838488
90,10,1.2829794,91,0.025445293,0.414151572,0.288659794
91,64,2.019321,184,0.162849873,0.735278616,0.608247423
92,36,1.6741856,107,0.091603053,0.584761097,0.343642612
93,10,1.2829794,90,0.025445293,0.414151572,0.285223368
94,6,0.94787496,51,0.015267176,0.268008671,0.151202749
95,10,1.3034559,101,0.025445293,0.42308161,0.323024055
96,65,2.0257483,195,0.165394402,0.738081635,0.64604811
97,14,1.5346701,110,0.03562341,0.523916782,0.35395189
98,14,1.3304729,69,0.03562341,0.434864034,0.213058419
99,8,1.0445806,47,0.020356234,0.310183113,0.137457045
100,10,1.3034559,96,0.025445293,0.42308161,0.305841924
101,64,1.9787503,166,0.162849873,0.717585267,0.546391753
102,11,1.3636364,101,0.027989822,0.449327018,0.323024055
103,13,1.3746208,100,0.03307888,0.454117441,0.319587629
104,15,1.5469,126,0.038167939,0.529250382,0.408934708
105,63,2.0231106,187,0.160305344,0.736931304,0.618556701
106,10,1.2829794,99,0.025445293,0.414151572,0.316151203
107,34,1.9406976,173,0.086513995,0.700990046,0.570446735
108,64,2.2738736,256,0.162849873,0.846291933,0.855670103
109,208,2.5594885,287,0.529262087,0.970851877,0.962199313
110,54,2.2751732,270,0.13740458,0.846858704,0.903780069
111,52,2.0712798,214,0.132315522,0.757938446,0.711340206
112,51,2.0612876,182,0.129770992,0.753580733,0.60137457
113,63,2.0231106,193,0.160305344,0.736931304,0.639175258
114,17,1.6434549,165,0.043256997,0.571359085,0.542955326
115,32,2.0321984,216,0.081424936,0.740894598,0.718213058
116,41,2.2070389,240,0.1043257,0.817144552,0.800687285
117,36,2.0231106,185,0.091603053,0.736931304,0.611683849
118,27,1.5785179,114,0.06870229,0.543039312,0.367697595
119,14,1.4791844,124,0.03562341,0.49971883,0.402061856
120,11,1.3992285,120,0.027989822,0.464849142,0.388316151
121,10,1.2621337,101,0.025445293,0.405060523,0.323024055
122,30,1.8470125,168,0.076335878,0.660132896,0.553264605
123,41,2.0987535,212,0.1043257,0.769920043,0.704467354
124,27,1.8571436,180,0.06870229,0.664551186,0.594501718
125,10,1.2829794,107,0.025445293,0.414151572,0.343642612
126,12,1.4380959,126,0.030534351,0.481799663,0.408934708
127,57,2.1475871,264,0.145038168,0.791216938,0.883161512
128,46,2.171875,243,0.117048346,0.80180917,0.810996564
129,32,1.9040805,191,0.081424936,0.685020908,0.632302405
130,0,0.78571427,42,0,0.197288528,0.120274914
131,16,1.4803609,72,0.040712468,0.500231915,0.223367698
132,18,1.4635203,70,0.045801527,0.492887536,0.216494845
133,0,1.3006579,52,0,0.42186137,0.154639175
134,26,1.7379411,81,0.066157761,0.612565604,0.254295533
135,20,1.6981779,63,0.050890585,0.595224415,0.192439863
136,0,0.9216888,46,0,0.256588585,0.134020619
137,0,0.88468331,44,0,0.240450065,0.127147766
138,18,1.6042534,76,0.045801527,0.55426286,0.237113402
139,24,1.6700469,92,0.061068702,0.582956162,0.29209622
140,0,1.3006579,52,0,0.42186137,0.154639175
141,54,1.9633191,67,0.13740458,0.710855543,0.206185567
142,72,2.1023719,82,0.183206107,0.771498069,0.257731959
143,56,1.8962001,89,0.142493639,0.681584175,0.281786942
144,56,1.9174613,80,0.142493639,0.690856429,0.250859107
145,44,1.8328277,65,0.111959288,0.653946742,0.199312715
146,14,1.390353,98,0.03562341,0.460978435,0.312714777
147,22,1.6249448,117,0.055979644,0.563286618,0.378006873
148,63,2.0326941,138,0.160305344,0.741110778,0.450171821
149,30,1.8470125,146,0.076335878,0.660132896,0.47766323
150,14,1.4538981,112,0.03562341,0.488691184,0.360824742
151,14,1.40625,98,0.03562341,0.467911299,0.312714777
152,14,1.3746208,87,0.03562341,0.454117441,0.274914089
153,52,2.0876319,132,0.132315522,0.765069785,0.429553265
154,30,1.8362781,135,0.076335878,0.655451501,0.439862543
155,26,1.7325417,123,0.066157761,0.610210864,0.39862543
156,49,1.9916508,128,0.124681934,0.723211323,0.41580756
157,0,1.4028426,82,0,0.466425293,0.257731959
158,26,1.6666666,100,0.066157761,0.581481975,0.319587629
159,32,1.8344558,124,0.081424936,0.654656775,0.402061856
160,62,2.0609944,159,0.157760814,0.753452865,0.52233677
161,88,2.2015169,157,0.223918575,0.814736344,0.515463918
162,96,2.2015169,155,0.244274809,0.814736344,0.508591065
163,58,2.072258,145,0.147582697,0.75836505,0.474226804
164,36,1.8362781,134,0.091603053,0.655451501,0.436426117
165,35,1.8337219,121,0.089058524,0.654336713,0.391752577
166,49,2.0462267,98,0.124681934,0.747012501,0.312714777
167,20,1.6828449,70,0.050890585,0.588537517,0.216494845
168,0,0.9216888,51,0,0.256588585,0.151202749
169,0,0.9216888,51,0,0.256588585,0.151202749
170,20,1.6828449,72,0.050890585,0.588537517,0.223367698
171,49,2.0119839,113,0.124681934,0.732078822,0.364261168
172,36,1.8362781,134,0.091603053,0.655451501,0.436426117
173,37,1.8337219,124,0.094147583,0.654336713,0.402061856
174,52,1.9851656,129,0.132315522,0.720383053,0.419243986
