Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3,Integration [HH] R3,Total Connectivity R3
361,22,1.6261337,54,0.041904762,0.496282672,0.119592875
362,10,1.1365665,44,0.019047619,0.30834668,0.094147583
363,6,0.94787496,43,0.011428571,0.235911411,0.091603053
364,10,1.1561403,50,0.019047619,0.315860708,0.109414758
365,24,1.6734514,63,0.045714286,0.514447081,0.142493639
366,24,1.6734514,63,0.045714286,0.514447081,0.142493639
367,10,1.1561403,49,0.019047619,0.315860708,0.106870229
368,6,0.91666669,36,0.011428571,0.223931121,0.073791349
369,8,1.0207884,40,0.015238095,0.263901562,0.083969466
370,16,1.4135897,75,0.03047619,0.414690875,0.17302799
371,55,1.9415878,110,0.104761905,0.617379794,0.262086514
372,73,2.1525943,135,0.139047619,0.698381373,0.325699746
373,54,1.9329244,117,0.102857143,0.614054072,0.279898219
374,12,1.2222222,25,0.022857143,0.341228354,0.045801527
375,8,0.98558021,21,0.015238095,0.250385774,0.03562341
376,6,0.8619656,18,0.011428571,0.202932362,0.027989822
377,6,0.87255627,12,0.011428571,0.206997928,0.012722646
378,4,0.70398736,9,0.007619048,0.142287373,0.005089059
379,0,0.33333334,7,0,0,0
380,32,1.6042534,71,0.060952381,0.48788322,0.162849873
381,16,1.3873369,52,0.03047619,0.4046129,0.114503817
382,8,1.0445806,40,0.015238095,0.273034957,0.083969466
383,8,1.0445806,40,0.015238095,0.273034957,0.083969466
384,16,1.3873369,52,0.03047619,0.4046129,0.114503817
385,32,1.606352,62,0.060952381,0.488688835,0.139949109
386,32,1.6037242,68,0.060952381,0.48768007,0.155216285
387,30,1.6042534,73,0.057142857,0.48788322,0.167938931
388,33,1.6684235,73,0.062857143,0.512516961,0.167938931
389,33,1.6666666,75,0.062857143,0.511842519,0.17302799
390,20,1.4803609,70,0.038095238,0.440323131,0.160305344
391,18,1.4028426,64,0.034285714,0.410565258,0.145038168
392,16,1.4028426,62,0.03047619,0.410565258,0.139949109
393,32,1.6037242,66,0.060952381,0.48768007,0.150127226
394,32,1.6132691,57,0.060952381,0.491344185,0.127226463
395,16,1.3938289,57,0.03047619,0.407105061,0.127226463
396,10,1.1768752,53,0.019047619,0.323820461,0.117048346
397,16,1.4028426,64,0.03047619,0.410565258,0.145038168
398,6,0.8619656,21,0.011428571,0.202932362,0.03562341
399,6,0.84912294,16,0.011428571,0.198002297,0.022900763
400,6,0.8619656,21,0.011428571,0.202932362,0.03562341
401,8,1.0207884,34,0.015238095,0.263901562,0.06870229
402,16,1.3938289,59,0.03047619,0.407105061,0.132315522
403,30,1.6071428,81,0.057142857,0.488992409,0.188295165
404,40,1.7265038,91,0.076190476,0.534812938,0.213740458
405,40,1.7257152,84,0.076190476,0.534510208,0.195928753
406,16,1.4028426,62,0.03047619,0.410565258,0.139949109
407,8,1.0207884,35,0.015238095,0.263901562,0.071246819
408,20,1.5365106,65,0.038095238,0.461877985,0.147582697
409,16,1.3988512,45,0.03047619,0.409033032,0.096692112
410,6,0.8870222,28,0.011428571,0.212551137,0.053435115
411,0,0.42239243,14,0,0.034188174,0.017811705
412,44,1.7812788,86,0.083809524,0.555840069,0.201017812
413,8,1.4028426,64,0.015238095,0.410565258,0.145038168
414,20,1.550553,55,0.038095238,0.467268608,0.122137405
415,32,1.6132691,64,0.060952381,0.491344185,0.145038168
416,8,1.3845592,54,0.015238095,0.403546591,0.119592875
417,19,1.4896638,78,0.036190476,0.443894346,0.180661578
418,19,1.4724894,68,0.036190476,0.437301404,0.155216285
419,52,1.8337219,99,0.099047619,0.575972027,0.234096692
420,36,1.6666666,73,0.068571429,0.511842519,0.167938931
421,0,0.33333334,7,0,0,0
422,4,0.70398736,9,0.007619048,0.142287373,0.005089059
423,6,0.87255627,12,0.011428571,0.206997928,0.012722646
424,6,0.8619656,19,0.011428571,0.202932362,0.030534351
425,8,1,29,0.015238095,0.255921271,0.055979644
426,14,1.3006579,45,0.026666667,0.3713384,0.096692112
427,13,1.471094,48,0.024761905,0.436765736,0.1043257
428,17,1.6261337,57,0.032380952,0.496282672,0.127226463
429,26,1.6037242,68,0.04952381,0.48768007,0.155216285
430,24,1.5395753,69,0.045714286,0.463054468,0.157760814
431,16,1.4028426,62,0.03047619,0.410565258,0.139949109
