Ref,Choice R3,Integration [HH] R3,Total Connectivity R3,Choice R3,Integration [HH] R3,Total Connectivity R3
461,30,1.7626089,128,0.022321429,0.514216082,0.20790378
462,68,1.9533483,164,0.050595238,0.582839145,0.26975945
463,22,1.799947,197,0.016369048,0.527649357,0.326460481
464,195,2.369031,298,0.145089286,0.732390942,0.5
465,24,1.9525653,230,0.017857143,0.582557442,0.383161512
466,81,2.2738514,279,0.060267857,0.698147804,0.467353952
467,124,2.2697961,325,0.092261905,0.696688813,0.546391753
468,12,1.5627899,151,0.008928571,0.442326415,0.24742268
469,38,1.7081656,139,0.02827381,0.494628802,0.226804124
470,14,1.4850357,112,0.010416667,0.414352481,0.180412371
471,38,1.7265038,102,0.02827381,0.501226408,0.163230241
472,21,1.6503496,142,0.015625,0.473828113,0.231958763
473,20,1.9196775,279,0.014880952,0.570725269,0.467353952
474,482,2.8786056,555,0.358630952,0.915722598,0.941580756
475,170,2.6505923,566,0.126488095,0.833689357,0.9604811
476,160,2.2008162,289,0.119047619,0.671871643,0.484536082
477,62,1.9857143,198,0.046130952,0.594483588,0.328178694
478,10,1.3624066,88,0.007440476,0.370233728,0.139175258
479,16,1.3938289,77,0.011904762,0.381538653,0.120274914
480,28,1.7093985,144,0.020833333,0.495072367,0.235395189
481,116,2.3520966,297,0.086309524,0.726298387,0.498281787
482,30,2.1150789,213,0.022321429,0.641025598,0.35395189
483,58,2.0655131,174,0.043154762,0.623193115,0.286941581
484,12,1.5447742,134,0.008928571,0.435844836,0.218213058
485,22,1.6413553,135,0.016369048,0.470592198,0.219931271
486,8,1.1460608,80,0.005952381,0.29239815,0.125429553
487,10,1.3431821,113,0.007440476,0.363317255,0.182130584
488,36,1.9955361,186,0.026785714,0.598017215,0.307560137
489,94,2.2717023,230,0.069940476,0.697374614,0.383161512
490,44,2.1087959,233,0.032738095,0.638765138,0.388316151
491,14,1.4850357,137,0.010416667,0.414352481,0.223367698
492,8,1,29,0.005952381,0.239849283,0.037800687
493,8,1.0952908,54,0.005952381,0.274132428,0.080756014
494,20,1.5688319,96,0.014880952,0.444500169,0.152920962
495,83,2.063493,150,0.061755952,0.622466336,0.245704467
496,52,2.0682282,197,0.038690476,0.624169938,0.326460481
497,138,2.3674295,278,0.102678571,0.731814765,0.465635739
498,196,2.4695692,290,0.145833333,0.768561966,0.486254296
499,91,2.1876149,269,0.067708333,0.66712216,0.450171821
500,22,1.8348413,196,0.016369048,0.540203416,0.324742268
501,30,1.9787503,190,0.022321429,0.591978122,0.31443299
502,103,2.172699,215,0.076636905,0.661755808,0.357388316
503,42,1.787379,142,0.03125,0.523127718,0.231958763
504,20,1.5448366,104,0.014880952,0.435867286,0.166666667
505,18,1.2063863,27,0.013392857,0.314101692,0.034364261
506,16,1.3938289,67,0.011904762,0.381538653,0.103092784
507,22,1.5395753,81,0.016369048,0.433974408,0.127147766
508,28,1.7269484,100,0.020833333,0.501386364,0.159793814
509,16,1.7257152,110,0.011904762,0.50094269,0.176975945
510,19,1.8362781,153,0.014136905,0.540720339,0.250859107
511,97,2.2071013,222,0.072172619,0.674132858,0.369415808
512,115,2.3910103,281,0.085565476,0.740298522,0.470790378
513,256,2.5682681,341,0.19047619,0.804071256,0.573883162
514,157,2.3919973,272,0.116815476,0.740653618,0.45532646
515,114,2.2271631,187,0.084821429,0.681350571,0.309278351
516,53,2.062937,121,0.039434524,0.622266302,0.195876289
517,26,1.7307693,88,0.019345238,0.502761024,0.139175258
518,10,1.1768752,57,0.007440476,0.303484368,0.085910653
519,6,0.8619656,27,0.004464286,0.190188104,0.034364261
520,4,0.70398736,11,0.00297619,0.133351653,0.006872852
521,82,1.8362781,118,0.061011905,0.540720339,0.190721649
522,221,2.3947339,289,0.164434524,0.741638176,0.484536082
523,120,2.2080824,195,0.089285714,0.674485833,0.323024055
524,40,1.9912097,115,0.029761905,0.596460689,0.18556701
525,9,1.6042534,105,0.006696429,0.457243902,0.16838488
526,0,1.6042534,105,0,0.457243902,0.16838488
527,3,1.4896638,105,0.002232143,0.416017551,0.16838488
528,163,2.420898,229,0.121279762,0.751051337,0.381443299
529,21,1.8470125,137,0.015625,0.544582296,0.223367698
530,14,1.8470125,137,0.010416667,0.544582296,0.223367698
531,8,1.6178579,95,0.005952381,0.462138446,0.151202749
532,218,2.5229068,152,0.162202381,0.787751443,0.249140893
533,3,1.5302317,132,0.002232143,0.430612824,0.214776632
534,16,1.7307693,93,0.011904762,0.502761024,0.147766323
535,0,1.6071428,93,0,0.458283432,0.147766323
536,33,1.8,92,0.024553571,0.527668425,0.14604811
537,0,1.6071428,93,0,0.458283432,0.147766323
538,1,1.6071428,93,0.000744048,0.458283432,0.147766323
539,6,1.6071428,93,0.004464286,0.458283432,0.147766323
540,1,1.6071428,93,0.000744048,0.458283432,0.147766323
541,44,2.0903182,198,0.032738095,0.632117344,0.328178694
542,1,1.4380959,95,0.000744048,0.397464765,0.151202749
543,79,2.2358572,140,0.058779762,0.684478481,0.228522337
544,30,1.6857162,103,0.022321429,0.486552093,0.164948454
545,4,1.31797,67,0.00297619,0.354246598,0.103092784
546,26,1.9491093,107,0.019345238,0.581314063,0.171821306
547,37,1.5448366,70,0.027529762,0.435867286,0.108247423
548,0,0.8870222,33,0,0.199202816,0.04467354
549,10,1.7812788,101,0.007440476,0.520933025,0.161512027
550,14,1.2989333,42,0.010416667,0.34739769,0.060137457
551,0,1.1779915,80,0,0.303885984,0.125429553
552,18,1.2241485,39,0.013392857,0.320492069,0.054982818
553,0,0.63684219,19,0,0.109194571,0.020618557
554,22,1.3845592,51,0.016369048,0.378203656,0.075601375
555,9,1.3443909,59,0.006696429,0.363752149,0.089347079
556,0,0.82939059,44,0,0.178468465,0.063573883
557,15,1.3873369,58,0.011160714,0.379203,0.087628866
558,2,0.8870222,33,0.001488095,0.199202816,0.04467354
559,1,0.8870222,32,0.000744048,0.199202816,0.042955326
560,13,1.3845592,52,0.009672619,0.378203656,0.077319588
561,55,1.8489804,100,0.040922619,0.545290296,0.159793814
562,74,1.9533483,170,0.055059524,0.582839145,0.280068729
563,7,1.3938289,73,0.005208333,0.381538653,0.113402062
564,20,1.4864661,51,0.014880952,0.414867102,0.075601375
565,2,1.3938289,73,0.001488095,0.381538653,0.113402062
566,5,1.3006579,51,0.003720238,0.348018156,0.075601375
567,0,1.0983083,71,0,0.275218046,0.109965636
568,6,0.98558021,31,0.004464286,0.234661418,0.041237113
569,1,1.1561403,51,0.000744048,0.296024492,0.075601375
570,43,1.951013,236,0.031994048,0.581998965,0.39347079
571,17,1.6597091,127,0.01264881,0.477195417,0.206185567
572,5,1.3057258,49,0.003720238,0.349841454,0.072164948
573,16,1.3845592,70,0.011904762,0.378203656,0.108247423
574,18,1.7901133,191,0.013392857,0.524111448,0.316151203
575,0,1.1191936,49,0,0.282732032,0.072164948
576,4,1.3057258,49,0.00297619,0.349841454,0.072164948
577,13,1.5842677,127,0.009672619,0.450053568,0.206185567
578,12,1.4669775,123,0.008928571,0.407855612,0.199312715
579,0,0.62688404,36,0,0.105611888,0.049828179
580,6,1.5212561,110,0.004464286,0.427383637,0.176975945
581,152,2.3327725,234,0.113095238,0.71934608,0.390034364
582,12,1.6701162,142,0.008928571,0.48093962,0.231958763
583,6,1.4850357,114,0.004464286,0.414352481,0.183848797
584,8,1.7322379,183,0.005952381,0.503289388,0.302405498
585,272,2.598357,179,0.202380952,0.814896458,0.295532646
586,40,2.0304756,206,0.029761905,0.610587537,0.341924399
587,17,1.7257152,94,0.01264881,0.50094269,0.149484536
588,0,1.0405263,51,0,0.254429589,0.075601375
589,17,1.7257152,94,0.01264881,0.50094269,0.149484536
590,9,1.4382962,105,0.006696429,0.397536828,0.16838488
591,44,2.1440871,286,0.032738095,0.651461992,0.479381443
592,17,1.9512056,190,0.01264881,0.582068257,0.31443299
593,143,2.4146974,324,0.10639881,0.748820523,0.54467354
594,21,1.7963344,144,0.015625,0.526349637,0.235395189
595,41,2.0229185,139,0.030505952,0.607868689,0.226804124
596,12,1.6994165,168,0.008928571,0.491481104,0.276632302
597,5,1.3815587,104,0.003720238,0.377124155,0.166666667
598,8,1.6178579,94,0.005952381,0.462138446,0.149484536
599,1,1.6178579,94,0.000744048,0.462138446,0.149484536
600,2,1.6178579,94,0.001488095,0.462138446,0.149484536
601,29,1.787379,117,0.021577381,0.523127718,0.189003436
602,5,1.4850357,114,0.003720238,0.414352481,0.183848797
603,1171,3.0588675,589,0.871279762,0.980576129,1
604,119,2.3182597,293,0.088541667,0.714124752,0.491408935
605,39,1.7626089,139,0.029017857,0.514216082,0.226804124
606,25,1.799947,178,0.01860119,0.527649357,0.293814433
607,36,1.9201292,217,0.026785714,0.570887779,0.360824742
608,12,1.3592209,86,0.008928571,0.369087597,0.135738832
609,12,1.5364467,77,0.008928571,0.432848819,0.120274914
610,68,1.8416041,91,0.050595238,0.542636495,0.144329897
611,30,1.7001897,119,0.022321429,0.491759281,0.192439863
612,8,1.5364467,77,0.005952381,0.432848819,0.120274914
613,0,1.31797,67,0,0.354246598,0.103092784
614,90,2.0180571,145,0.066964286,0.606119684,0.237113402
615,0,1.0697098,46,0,0.264929051,0.067010309
616,1155,3.0728638,457,0.859375,0.985611633,0.773195876
617,201,2.4195209,244,0.149553571,0.750555892,0.407216495
618,114,2.4146974,280,0.084821429,0.748820523,0.469072165
619,275,2.6618931,407,0.204613095,0.83775509,0.687285223
620,243,2.5985668,403,0.180803571,0.814971939,0.680412371
621,293,2.6339478,340,0.218005952,0.8277011,0.572164948
622,434,2.6730952,297,0.322916667,0.841785314,0.498281787
623,61,2.1342585,223,0.045386905,0.647925918,0.371134021
624,48,1.8077145,132,0.035714286,0.530443901,0.214776632
625,128,2.1475871,184,0.095238095,0.652721201,0.304123711
626,325,2.6132724,307,0.241815476,0.82026263,0.515463918
627,285,2.4272864,322,0.212053571,0.753349717,0.541237113
628,50,1.9432633,195,0.037202381,0.579210825,0.323024055
629,56,1.8882366,153,0.041666667,0.559413653,0.250859107
630,54,1.9686921,176,0.040178571,0.588359444,0.290378007
631,119,2.2428508,296,0.088541667,0.686994596,0.496563574
632,101,2.1680176,154,0.07514881,0.660071562,0.25257732
633,18,1.7488363,129,0.013392857,0.509261059,0.209621993
634,6,1.5352089,136,0.004464286,0.432403491,0.221649485
635,148,2.3618517,275,0.110119048,0.729808018,0.4604811
636,28,2.0196919,197,0.020833333,0.606707842,0.326460481
637,6,1.6322472,120,0.004464286,0.467315341,0.194158076
638,6,1.6926663,122,0.004464286,0.489052558,0.197594502
639,13,1.9323636,139,0.009672619,0.575289397,0.226804124
640,85,2.1163981,139,0.063244048,0.641500212,0.226804124
641,23,1.7081656,120,0.017113095,0.494628802,0.194158076
642,25,1.8443592,177,0.01860119,0.543627708,0.29209622
643,8,1.5592874,112,0.005952381,0.441066307,0.180412371
644,2,1.1708162,85,0.001488095,0.301304498,0.134020619
645,8,1.7901133,200,0.005952381,0.524111448,0.33161512
646,89,2.2081959,233,0.066220238,0.674526667,0.388316151
647,20,1.8260332,185,0.014880952,0.537034491,0.305841924
648,65,2.1217487,236,0.048363095,0.643425218,0.39347079
649,17,1.7051717,150,0.01264881,0.493551675,0.245704467
650,201,2.2908418,178,0.149553571,0.704260507,0.293814433
651,153,2.2437077,239,0.113839286,0.687302887,0.39862543
652,104,2.3507888,237,0.077380952,0.725827875,0.395189003
653,59,2.3619857,204,0.04389881,0.729856227,0.338487973
654,19,1.7001897,139,0.014136905,0.491759281,0.226804124
655,66,2.3619857,204,0.049107143,0.729856227,0.338487973
656,131,2.5060155,260,0.097470238,0.781674394,0.434707904
657,0,1.7821976,135,0,0.521263585,0.219931271
658,1,1.7821976,135,0.000744048,0.521263585,0.219931271
659,0,1.7821976,135,0,0.521263585,0.219931271
660,0,1.7821976,135,0,0.521263585,0.219931271
661,1,1.7821976,135,0.000744048,0.521263585,0.219931271
662,4,1.7821976,135,0.00297619,0.521263585,0.219931271
663,0,1.7821976,135,0,0.521263585,0.219931271
664,71,2.3512881,132,0.052827381,0.72600751,0.214776632
665,2,1.507236,132,0.001488095,0.422339571,0.214776632
666,4,2.062937,144,0.00297619,0.622266302,0.235395189
667,39,1.8950444,163,0.029017857,0.561862922,0.268041237
668,39,1.9202406,185,0.029017857,0.570927858,0.305841924
669,6,1.820729,163,0.004464286,0.535126178,0.268041237
670,15,1.6819378,179,0.011160714,0.485192723,0.295532646
671,2,1.1768752,71,0.001488095,0.303484368,0.109965636
672,2,1.2196002,73,0.001488095,0.318855709,0.113402062
673,36,1.8950444,163,0.026785714,0.561862922,0.268041237
674,0,1.054376,70,0,0.25941235,0.108247423
675,58,1.9373348,168,0.043154762,0.577077905,0.276632302
676,9,1.4255327,85,0.006696429,0.392944853,0.134020619
677,8,1.2409762,78,0.005952381,0.326546237,0.121993127
678,4,0.8619656,30,0.00297619,0.190188104,0.0395189
679,4,1.0698866,66,0.00297619,0.264992659,0.10137457
680,22,1.7520223,163,0.016369048,0.510407299,0.268041237
681,6,1.7093985,161,0.004464286,0.495072367,0.264604811
682,19,1.6659329,141,0.014136905,0.479434578,0.23024055
683,18,1.3088794,98,0.013392857,0.350976038,0.156357388
684,0,0.63684219,25,0,0.109194571,0.030927835
685,37,1.7601773,182,0.027529762,0.513341256,0.300687285
686,0,0.87048382,59,0,0.193252738,0.089347079
687,24,1.5346701,133,0.017857143,0.432209644,0.216494845
688,6,1.1,39,0.004464286,0.275826675,0.054982818
689,0,0.87255627,18,0,0.193998351,0.018900344
690,4,1.1,39,0.00297619,0.275826675,0.054982818
691,2,0.87255627,18,0.001488095,0.193998351,0.018900344
692,124,2.4842389,180,0.092261905,0.773839741,0.297250859
693,431,2.9918485,187,0.320684524,0.956464441,0.309278351
694,13,2.1362436,163,0.009672619,0.648640105,0.268041237
695,4,1.7841618,115,0.00297619,0.521970253,0.18556701
696,27,1.6249448,108,0.020089286,0.464688128,0.173539519
697,5,1.8391043,127,0.003720238,0.541737132,0.206185567
698,0,1.8391043,127,0,0.541737132,0.206185567
699,3,1.8391043,127,0.002232143,0.541737132,0.206185567
700,1,1.8391043,127,0.000744048,0.541737132,0.206185567
701,35,2.2168565,163,0.026041667,0.677642525,0.268041237
702,55,2.2908418,172,0.040922619,0.704260507,0.283505155
703,10,2.0655131,172,0.007440476,0.623193115,0.283505155
704,5,1.6693437,124,0.003720238,0.480661694,0.201030928
705,17,1.9851656,125,0.01264881,0.59428618,0.202749141
706,4,1.6693437,124,0.00297619,0.480661694,0.201030928
707,6,1.6693437,124,0.004464286,0.480661694,0.201030928
708,78,2.2132308,180,0.058035714,0.676338093,0.297250859
709,0,0.82939059,50,0,0.178468465,0.073883162
710,22,1.5887082,103,0.016369048,0.451651144,0.164948454
711,1,1.507236,103,0.000744048,0.422339571,0.164948454
712,58,2.1537156,220,0.043154762,0.654926075,0.365979381
713,12,1.6791822,134,0.008928571,0.48420133,0.218213058
714,33,1.6741856,84,0.024553571,0.482403684,0.132302405
715,151,2.3165717,109,0.11235119,0.713517454,0.175257732
716,192,2.4837625,122,0.142857143,0.773668345,0.197594502
717,72,2.0180571,123,0.053571429,0.606119684,0.199312715
718,62,1.9916508,100,0.046130952,0.596619386,0.159793814
719,72,2.0004239,96,0.053571429,0.599775718,0.152920962
720,0,1.1768752,55,0,0.303484368,0.082474227
721,0,0.84615386,33,0,0.184499453,0.04467354
722,31,1.6794915,89,0.023065476,0.484312608,0.140893471
723,4,1.2409762,61,0.00297619,0.326546237,0.092783505
724,14,1.5688319,106,0.010416667,0.444500169,0.170103093
725,17,1.5110798,98,0.01264881,0.42372247,0.156357388
726,54,1.9041096,210,0.040178571,0.565124344,0.348797251
727,9,1.5842677,137,0.006696429,0.450053568,0.223367698
728,8,1.0952908,67,0.005952381,0.274132428,0.103092784
729,0,0.49860358,18,0,0.059459923,0.018900344
730,6,1.4791844,104,0.004464286,0.412247336,0.166666667
731,0,1.2186118,80,0,0.318500109,0.125429553
732,0,0.90925324,55,0,0.207200964,0.082474227
733,1,1.4135897,80,0.000744048,0.388648073,0.125429553
734,0,1.2186118,80,0,0.318500109,0.125429553
735,32,2.0183821,209,0.023809524,0.606236611,0.347079038
736,6,1.226782,90,0.004464286,0.321439533,0.142611684
737,8,1.0952908,56,0.005952381,0.274132428,0.08419244
738,38,1.6413553,87,0.02827381,0.470592198,0.137457045
739,8,1.1460608,64,0.005952381,0.29239815,0.097938144
740,10,1.3995763,110,0.007440476,0.383606417,0.176975945
741,0,1.9364665,204,0,0.576765513,0.338487973
742,24,1.6434549,124,0.017857143,0.471347579,0.201030928
743,8,2.0319118,216,0.005952381,0.611104244,0.359106529
744,47,2.1436224,225,0.034970238,0.651294805,0.374570447
745,37,1.6100973,108,0.027529762,0.459346384,0.173539519
746,10,1.1191936,43,0.007440476,0.282732032,0.06185567
747,6,0.8870222,22,0.004464286,0.199202816,0.025773196
748,6,0.84912294,18,0.004464286,0.18556765,0.018900344
749,6,0.8870222,28,0.004464286,0.199202816,0.036082474
750,10,1.2196002,61,0.007440476,0.318855709,0.092783505
751,3,1.3235294,92,0.002232143,0.356246726,0.14604811
752,12,1.238816,63,0.008928571,0.325769053,0.096219931
753,16,1.5469,84,0.011904762,0.436609644,0.132302405
754,8,1.3443909,70,0.005952381,0.363752149,0.108247423
755,10,1.1191936,37,0.007440476,0.282732032,0.051546392
756,10,1.1058542,38,0.007440476,0.277932864,0.053264605
757,22,1.40625,88,0.016369048,0.386007441,0.139175258
758,4,1.3443909,70,0.00297619,0.363752149,0.108247423
759,12,1.238816,58,0.008928571,0.325769053,0.087628866
760,51,2.1333411,218,0.037946429,0.647595861,0.362542955
761,9,1.3624066,98,0.006696429,0.370233728,0.156357388
762,15,1.6338958,130,0.011160714,0.467908464,0.211340206
763,30,1.5887082,95,0.022321429,0.451651144,0.151202749
764,99,1.9756846,124,0.073660714,0.590875163,0.201030928
765,44,1.9512056,180,0.032738095,0.582068257,0.297250859
766,7,1.3088794,78,0.005208333,0.350976038,0.121993127
767,10,1.31797,67,0.007440476,0.354246598,0.103092784
768,17,1.31797,64,0.01264881,0.354246598,0.097938144
769,8,1,34,0.005952381,0.239849283,0.046391753
770,6,0.94787496,33,0.004464286,0.221096052,0.04467354
771,12,1.3088794,66,0.008928571,0.350976038,0.10137457
772,8,1.2736844,20,0.005952381,0.338313794,0.02233677
773,2,1.0207884,33,0.001488095,0.247328407,0.04467354
774,25,1.4803609,68,0.01860119,0.41267061,0.104810997
775,1,0.87255627,15,0.000744048,0.193998351,0.013745704
776,1,0.84912294,20,0.000744048,0.18556765,0.02233677
777,11,1.2063863,33,0.008184524,0.314101692,0.04467354
778,17,1.7601773,164,0.01264881,0.513341256,0.26975945
779,18,1.7797406,162,0.013392857,0.520379621,0.266323024
780,39,1.7890326,166,0.029017857,0.52372264,0.273195876
781,3,1.1460608,66,0.002232143,0.29239815,0.10137457
782,15,1.2123377,49,0.011160714,0.316242851,0.072164948
783,3,1.1460608,66,0.002232143,0.29239815,0.10137457
784,27,1.6178579,89,0.020089286,0.462138446,0.140893471
785,13,1.4644111,55,0.009672619,0.406932288,0.082474227
786,4,1.1191936,38,0.00297619,0.282732032,0.053264605
787,9,1.31797,53,0.006696429,0.354246598,0.079037801
788,1,1.0952908,50,0.000744048,0.274132428,0.073883162
789,21,1.6700469,89,0.015625,0.480914688,0.140893471
790,23,1.5405476,56,0.017113095,0.434324216,0.08419244
791,0,0.42239243,15,0,0.032041139,0.013745704
792,6,0.94787496,32,0.004464286,0.221096052,0.042955326
793,11,1.3592209,68,0.008184524,0.369087597,0.104810997
794,7,1.2829794,76,0.005208333,0.341657893,0.118556701
795,21,1.5887082,109,0.015625,0.451651144,0.175257732
796,0,1.2196002,57,0,0.318855709,0.085910653
797,0,1.1257849,59,0,0.28510341,0.089347079
798,0,1.2196002,57,0,0.318855709,0.085910653
799,0,1.1257849,55,0,0.28510341,0.082474227
800,107,2.0180571,132,0.079613095,0.606119684,0.214776632
801,6,0.8619656,20,0.004464286,0.190188104,0.02233677
802,8,1.0445806,35,0.005952381,0.25588822,0.048109966
803,28,1.4896638,68,0.020833333,0.416017551,0.104810997
804,7,1.0207884,33,0.005208333,0.247328407,0.04467354
805,5,0.8619656,21,0.003720238,0.190188104,0.024054983
806,6,1,31,0.004464286,0.239849283,0.041237113
807,4,1.2409762,62,0.00297619,0.326546237,0.094501718
808,4,0.8870222,29,0.00297619,0.199202816,0.037800687
809,17,1.4135897,64,0.01264881,0.388648073,0.097938144
810,14,1.4221928,73,0.010416667,0.391743244,0.113402062
811,22,1.3076391,46,0.016369048,0.35052981,0.067010309
812,22,1.2989333,34,0.016369048,0.34739769,0.046391753
813,0,0.68957245,21,0,0.128165544,0.024054983
814,18,1.3873683,34,0.013392857,0.379214297,0.046391753
815,30,1.5668709,30,0.022321429,0.443794653,0.0395189
816,8,0.98558021,21,0.005952381,0.234661418,0.024054983
817,0,0.49860358,15,0,0.059459923,0.013745704
818,8,0.98558021,21,0.005952381,0.234661418,0.024054983
819,0,0.49860358,15,0,0.059459923,0.013745704
820,14,1.31797,40,0.010416667,0.354246598,0.056701031
821,14,1.3304729,45,0.010416667,0.358744816,0.065292096
822,61,1.7669872,52,0.045386905,0.51579128,0.077319588
823,14,1.3443909,43,0.010416667,0.363752149,0.06185567
824,26,1.3845592,36,0.019345238,0.378203656,0.049828179
825,18,1.2063863,26,0.013392857,0.314101692,0.032646048
826,0,0.63684219,16,0,0.109194571,0.015463918
827,8,0.98558021,20,0.005952381,0.234661418,0.02233677
828,6,0.8619656,17,0.004464286,0.190188104,0.017182131
829,6,0.84912294,15,0.004464286,0.18556765,0.013745704
830,6,0.84912294,15,0.004464286,0.18556765,0.013745704
831,6,0.8619656,17,0.004464286,0.190188104,0.017182131
832,8,0.98558021,20,0.005952381,0.234661418,0.02233677
833,18,1.2063863,22,0.013392857,0.314101692,0.025773196
834,8,0.98558021,20,0.005952381,0.234661418,0.02233677
835,12,1.2241485,35,0.008928571,0.320492069,0.048109966
836,6,0.91666669,26,0.004464286,0.20986813,0.032646048
837,6,0.8619656,20,0.004464286,0.190188104,0.02233677
838,10,1.1087778,18,0.007440476,0.278984699,0.018900344
839,10,1.0189475,14,0.007440476,0.246666099,0.012027491
840,0,0.52799052,10,0,0.070032578,0.005154639
841,0,0.52799052,10,0,0.070032578,0.005154639
842,19,1.4135897,65,0.014136905,0.388648073,0.099656357
843,27,1.7217885,63,0.020089286,0.499529966,0.096219931
844,10,1.632839,96,0.007440476,0.467528255,0.152920962
845,22,1.6828449,69,0.016369048,0.485519074,0.10652921
846,4,1.2552096,60,0.00297619,0.331667043,0.091065292
847,22,1.6794915,96,0.016369048,0.484312608,0.152920962
848,31,1.7841618,100,0.023065476,0.521970253,0.159793814
849,14,1.6178579,81,0.010416667,0.462138446,0.127147766
850,18,1.7821976,93,0.013392857,0.521263585,0.147766323
851,0,1.6178579,81,0,0.462138446,0.127147766
852,1,1.1561403,53,0.000744048,0.296024492,0.079037801
853,54,2.0993643,96,0.040178571,0.635371895,0.152920962
854,17,1.6828449,69,0.01264881,0.485519074,0.10652921
855,0,1.5346701,94,0,0.432209644,0.149484536
856,6,1.40625,77,0.004464286,0.386007441,0.120274914
857,5,1.390353,70,0.003720238,0.380288115,0.108247423
858,0,0.80638385,34,0,0.17019124,0.046391753
859,7,1.390353,70,0.005208333,0.380288115,0.108247423
860,0,0.91666669,30,0,0.20986813,0.0395189
861,0,1.4791844,107,0,0.412247336,0.171821306
862,10,1.1981546,60,0.007440476,0.311140141,0.091065292
863,24,1.4652896,75,0.017857143,0.407248349,0.116838488
864,7,1.0445806,42,0.005208333,0.25588822,0.060137457
865,9,1.1981546,60,0.006696429,0.311140141,0.091065292
866,18,1.4135897,74,0.013392857,0.388648073,0.115120275
867,22,1.5110798,89,0.016369048,0.42372247,0.140893471
868,10,1.693624,150,0.007440476,0.489397113,0.245704467
869,100,2.1519091,217,0.074404762,0.654276144,0.360824742
870,12,1.4337122,99,0.008928571,0.395887624,0.158075601
871,19,1.3076391,63,0.014136905,0.35052981,0.096219931
872,10,1.3431821,89,0.007440476,0.363317255,0.140893471
873,6,0.8870222,35,0.004464286,0.199202816,0.048109966
874,6,0.8870222,25,0.004464286,0.199202816,0.030927835
875,10,1.1365665,44,0.007440476,0.288982349,0.063573883
876,42,1.6597091,111,0.03125,0.477195417,0.178694158
877,73,2.1853197,261,0.054315476,0.666296407,0.436426117
878,8,2.0666742,247,0.005952381,0.623610849,0.412371134
879,100,2.1606073,207,0.074404762,0.657405529,0.343642612
880,6,1.3815587,92,0.004464286,0.377124155,0.14604811
881,12,1.3992285,102,0.008928571,0.383481288,0.163230241
882,4,1,27,0.00297619,0.239849283,0.034364261
883,15,1.2989333,45,0.011160714,0.34739769,0.065292096
884,8,1.0207884,34,0.005952381,0.247328407,0.046391753
885,8,1.1460608,71,0.005952381,0.29239815,0.109965636
886,6,1.9815006,204,0.004464286,0.592967608,0.338487973
887,3,1.2639573,85,0.002232143,0.334814237,0.134020619
888,3,1.3815587,92,0.002232143,0.377124155,0.14604811
889,7,1.3636364,87,0.005208333,0.370676178,0.137457045
890,32,2.0286791,204,0.023809524,0.609941203,0.338487973
891,21,2.0102956,243,0.015625,0.603327299,0.405498282
892,56,1.8470125,150,0.041666667,0.544582296,0.245704467
893,100,2.099642,270,0.074404762,0.635471804,0.451890034
894,7,1.5,104,0.005208333,0.419736246,0.166666667
895,1,1.0207884,40,0.000744048,0.247328407,0.056701031
896,0,0.9807294,73,0,0.232916223,0.113402062
897,74,2.0531211,223,0.055059524,0.618734797,0.371134021
898,17,1.5,98,0.01264881,0.419736246,0.156357388
899,9,1.6249448,107,0.006696429,0.464688128,0.171821306
900,10,1.4864661,53,0.007440476,0.414867102,0.079037801
901,16,1.5365106,73,0.011904762,0.432871808,0.113402062
902,21,1.5469,105,0.015625,0.436609644,0.16838488
903,69,1.9341822,102,0.051339286,0.575943682,0.163230241
904,19,1.5365106,77,0.014136905,0.432871808,0.120274914
905,6,1.1768752,59,0.004464286,0.303484368,0.089347079
906,122,2.0631814,182,0.09077381,0.622354231,0.300687285
907,0,1.1950141,75,0,0.310010271,0.116838488
908,0,1.1950141,75,0,0.310010271,0.116838488
909,9,1.4652896,99,0.006696429,0.407248349,0.158075601
910,21,1.5992693,89,0.015625,0.455450752,0.140893471
911,0,1.2196002,57,0,0.318855709,0.085910653
912,11,1.5842677,148,0.008184524,0.450053568,0.242268041
913,16,1.4516129,94,0.011904762,0.402327829,0.149484536
914,3,1,39,0.002232143,0.239849283,0.054982818
915,7,1.3746208,80,0.005208333,0.374628079,0.125429553
916,3,1.3592209,77,0.002232143,0.369087597,0.120274914
917,0,1.0405263,55,0,0.254429589,0.082474227
918,0,1.0952908,55,0,0.274132428,0.082474227
919,0,1.0952908,55,0,0.274132428,0.082474227
920,1344,3.1128566,481,1,1,0.81443299
921,773,3.0672128,512,0.57514881,0.983578551,0.867697595
922,393,2.7863801,483,0.292410714,0.882542267,0.817869416
923,201,2.4183857,317,0.149553571,0.750147477,0.532646048
924,38,1.9354798,236,0.02827381,0.576410524,0.39347079
925,17,1.6994165,150,0.01264881,0.491481104,0.245704467
926,29,1.6434549,125,0.021577381,0.471347579,0.202749141
927,527,2.9477985,575,0.392113095,0.940616399,0.975945017
928,994,3.0311131,452,0.739583333,0.97059082,0.764604811
929,110,2.2065363,278,0.081845238,0.673929586,0.465635739
930,13,1.6030675,137,0.009672619,0.456817246,0.223367698
931,0,1.2162162,97,0,0.317638234,0.154639175
932,18,1.8882366,190,0.013392857,0.559413653,0.31443299
933,26,1.7777745,163,0.019345238,0.519672269,0.268041237
934,0,1.2621337,83,0,0.334158153,0.130584192
935,223,2.5206053,351,0.165922619,0.786923424,0.591065292
